Item	Gloss	Similarity_Group	Raw_Form	Form	Site_Codes	PDF_Page	Printed_Page	Response	Review
258	sour	4		thɔ̃	g	84	81	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
258	sour	4		thó (nɑ̀i̯ʔ)	e	84	81	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
259	bitter	1		tita	0	84	81	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
259	bitter	2		khaː	abijlm	84	81	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
259	bitter	3		ɔk̚khɔ	ck	84	81	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
259	bitter	4		khoː	gh	84	81	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
259	bitter	4		khò (nɑi̯ʔ)	e	84	81	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
260	spicy, hot	1		dʒhal	0	84	81	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
260	spicy, hot	2		ɨnthak	a	84	81	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
260	spicy, hot	2		anthak	l	84	81	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
260	spicy, hot	3		thak	bijm	84	81	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
260	spicy, hot	4		əthɪp	k	84	81	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
260	spicy, hot	4		ɪtip	c	84	81	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
260	spicy, hot	5		kɑsó (nɑ̀i̯ʔ)	e	84	81	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
260	spicy, hot	5		kʃu	gh	84	81	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
261	ripe	0			e	84	81	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0; printed no entry
261	ripe	1		paka	0	84	81	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
261	ripe	2		əmin	i	84	81	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
261	ripe	2		hmin	jm	84	81	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
261	ripe	2		mɨ̃	g	84	81	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
261	ripe	2		min	abl	84	81	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
261	ripe	3		mɨ (na)	h	84	81	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
261	ripe	3		mɨ̃	g	84	81	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
261	ripe	3		min	abl	84	81	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
261	ripe	4		əmin	i	84	81	10	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
261	ripe	4		hmin	jm	84	81	11	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
261	ripe	4		ihmin	ck	84	81	12	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
262	rotten (fruit)	1		pɔtʃa	0	84	81	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
262	rotten (fruit)	2		ət̚thou̯	al	84	81	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
262	rotten (fruit)	2		əthu	i	84	81	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
262	rotten (fruit)	2		ɔthu	ck	84	81	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
262	rotten (fruit)	3		thuː	b	84	81	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
262	rotten (fruit)	4		vɛ́uŋ (nɑ̀i̯ʔ)	e	84	81	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
262	rotten (fruit)	4		viɛ̯̃	g	84	81	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
262	rotten (fruit)	4		viɛ̯̃ (na)	h	84	81	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
262	rotten (fruit)	5		ʈroi̯	jm	84	81	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
263	right	1		ʃɔʈhik	0	85	82	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
263	right	2		dɪkh	ab	85	82	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
263	right	2		ədɪk	ilm	85	82	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
263	right	3		ihi	c	85	82	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
263	right	4		tɛi̯ (na)	h	85	82	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
263	right	4		tɛ̃ː	g	85	82	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
263	right	4		tẽiŋ (nài̯ʔ)	e	85	82	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
263	right	5		ʃaʔ	j	85	82	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
263	right	6		ihiho	k	85	82	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
264	wrong	1		bhul	0	85	82	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
264	wrong	2		dɪklau̯	al	85	82	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
264	wrong	3		apəl	i	85	82	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
264	wrong	3		pəl	b	85	82	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
264	wrong	4		tɪmil	gh	85	82	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
264	wrong	5		apəl	i	85	82	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
264	wrong	5		tipal	jm	85	82	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
264	wrong	6		kroi̯aho	k	85	82	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
264	wrong	7		hia̯ʔ	c	85	82	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
264	wrong	8		tẽiŋ.ə́ (nɑ̀i̯ʔ)	e	85	82	10	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
265	fast	1		taɽataɽi	0	85	82	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
265	fast	2		ɨnraŋkan	a	85	82	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
265	fast	2		anraŋkan	l	85	82	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
265	fast	3		rɑ̄n (nɑ̀i̯ʔ)	e	85	82	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
265	fast	3		raŋ	bm	85	82	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
265	fast	3		rãː	gh	85	82	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
265	fast	4		ajaŋ	c	85	82	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
265	fast	5		əraŋlei̯	i	85	82	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
265	fast	6		tʃak	jm	85	82	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
265	fast	7		amranhno	k	85	82	10	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
266	slow	1		dhiɾɛ dhiɾɛ	0	85	82	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
266	slow	2		vua̯ltakːam	al	85	82	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
266	slow	3		dou̯ʔʃa dou̯ʔʃa	b	85	82	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
266	slow	3		duʔʃa duʔʃahen	i	85	82	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
266	slow	4		əkrɛŋ əkrɛŋa	k	85	82	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
266	slow	4		ekrɛŋa ekrɛŋa	c	85	82	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
266	slow	5		aʃːa aʃːa	g	85	82	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
266	slow	6		rɨʃːɨtʃə	h	85	82	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
266	slow	7		dʒoi̯	j	85	82	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
266	slow	8		mua̯ŋ	m	85	82	10	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
266	slow	9		kəníːn (nɑ̀i̯ʔ)	e	85	82	11	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
267	same	1		ɛki	0	85	82	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
267	same	2		aŋrɛp	a	85	82	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
267	same	3		baŋtʃau̯	b	85	82	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
267	same	4		lupkhia̯ŋ	c	85	82	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
267	same	5		vãːrɛ	h	85	82	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
267	same	5		wai̯ri	g	85	82	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
267	same	6		ai̯baŋ	i	85	82	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
267	same	6		inaŋ	jm	85	82	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
267	same	7		ətiʔho	k	85	82	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
267	same	8		anaŋrɛŋ	l	85	82	10	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
267	same	9		ɑ.tɔ̃́ŋ (nɑi̯ʔ)	e	85	82	11	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
268	different	1		bhinːo	0	85	82	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
268	different	2		təkhra	gh	85	82	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
268	different	2		təkhrɑ́ʔ (nɑi̯ʔ)	e	85	82	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
268	different	3		ɨndaŋkan	a	85	82	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
268	different	3		andaŋkan	l	85	82	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
268	different	3		ədaŋhen	i	85	82	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
268	different	4		adaŋ	m	85	82	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
268	different	4		daŋ	j	85	82	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
268	different	4		ədaŋ	b	85	82	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
268	different	5		ɔŋhŋɔ	ck	85	82	10	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
269	dry	1		ʃukna	0	86	83	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
269	dry	2		əhul	al	86	83	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
269	dry	2		uhul	ck	86	83	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
269	dry	3		ətʃar	il	86	83	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
269	dry	3		tʃar	b	86	83	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
269	dry	4		phuː (na)	g	86	83	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
269	dry	4		phui̯ (na)	h	86	83	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
269	dry	5		rau̯	jm	86	83	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
269	dry	6		jei̯ (nɑi̯ʔ)	e	86	83	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
270	wet	1		bhidʒa	0	86	83	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
270	wet	2		adʒul	al	86	83	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
270	wet	2		ajul	k	86	83	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
270	wet	2		udʒul	c	86	83	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
270	wet	3		ətʃin	i	86	83	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
270	wet	3		tʃin	b	86	83	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
270	wet	4		huʔ	jm	86	83	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
270	wet	5		ʃuː (na)	g	86	83	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
270	wet	5		ʃui̯ (na)	h	86	83	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
270	wet	5		súi̯ (nɑi̯ʔ)	e	86	83	10	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
271	hot (weather)	1		gɔɾom	0	86	83	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
271	hot (weather)	2		əʃːat	al	86	83	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
271	hot (weather)	3		əlɛŋ	k	86	83	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
271	hot (weather)	3		əlin	i	86	83	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
271	hot (weather)	3		eleŋ	c	86	83	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
271	hot (weather)	3		lin	b	86	83	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
271	hot (weather)	4		bi (na)	h	86	83	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
271	hot (weather)	4		bi (nɑi̯ʔ)	e	86	83	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
271	hot (weather)	4		biː	g	86	83	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
271	hot (weather)	5		lum	jm	86	83	10	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	1		ʈhanɖa	0	86	83	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	2		ədːai̯	al	86	83	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	2		bɪɖːɛi̯ (na)	h	86	83	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	2		pədéin (nɑ̀i̯ʔ)	e	86	83	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	3		əkik	i	86	83	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	3		kik	b	86	83	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	4		əjɛl	k	86	83	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	4		edʒɛl	c	86	83	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	5		bɪɖːɛ	g	86	83	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	5		ədːai̯	al	86	83	10	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	5		bɪɖːɛi̯ (na)	h	86	83	11	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
272	cold (weather)	6		vot	jm	86	83	12	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
273	good	1		bhalo	0	86	83	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
273	good	2		aʃːaʔ	al	86	83	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
273	good	3		ʈhra	bijm	86	83	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
273	good	4		əpoi̯	k	86	83	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
273	good	4		ɔpɔi̯	c	86	83	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
273	good	5		hoː	gh	86	83	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
273	good	5		hói̯ (nɑ̀i̯ʔ)	e	86	83	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
274	bad	1		khaɾap	0	86	83	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
274	bad	2		ʃɨlːau̯ʔ	al	86	83	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
274	bad	3		ʈhɽalau̯	jm	86	83	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
274	bad	3		thəlau̯	bi	86	83	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
274	bad	4		pɔjaʔ	ck	86	83	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
274	bad	5		hoʔɨ	g	86	83	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
274	bad	5		hoi̯.ə̀ (nɑ̀i̯ʔ)	e	86	83	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
274	bad	5		hoi̯ʔle (na)	h	86	83	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
275	new	1		notun	0	86	83	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
275	new	2		athar	l	86	83	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
275	new	2		əthar	i	86	83	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
275	new	2		thar	abjm	86	83	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
275	new	3		at̚tha	ck	86	83	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
275	new	4		kɑ́nthɑ́ː (nɑ̀i̯ʔ)	e	86	83	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
275	new	4		kaŋthã	gh	86	83	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
276	old	1		puɾano	0	87	84	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
276	old	2		alːui̯	al	87	84	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
276	old	2		əlːi	bi	87	84	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
276	old	3		hlui̯	jm	87	84	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
276	old	4		ephem	c	87	84	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
276	old	4		ephrem	k	87	84	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
276	old	5		kɑ́n.nɨ̈ɯ̯ (nɑ̀i̯ʔ)	e	87	84	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
276	old	5		kaŋɨ	gh	87	84	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
277	broken	0			e	87	84	1	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0; printed no entry
277	broken	1		bhaŋa	0	87	84	2	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
277	broken	2		ək̚khuai̯	al	87	84	3	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
277	broken	2		əkuai̯	i	87	84	4	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
277	broken	3		əkuai̯	i	87	84	5	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
277	broken	3		kuai̯	b	87	84	6	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
277	broken	4		ɔbːun	c	87	84	7	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
277	broken	5		akɔ	g	87	84	8	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
277	broken	5		akoi̯ (na)	h	87	84	9	public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0
