Status,Reason,Snapshot_Row,Entry_Key,Language_ID,Parameter_ID,Raw_Form,Gloss,Native,Phonemic,Notes,Source
ingested,,72,legacy:20230524-sindhic:row:72,luwati,e68,carbī,grease,,tʃarbi,,maimani
ingested,,73,legacy:20230524-sindhic:row:73,maimani,12672,sāv,green,,sa:w,,maimani
ingested,,74,legacy:20230524-sindhic:row:74,luwati,12672,sāv,green,,sa:w,,maimani
ingested,,75,legacy:20230524-sindhic:row:75,maimani,11572,vār,hair,,wa:r,,maimani
ingested,,76,legacy:20230524-sindhic:row:76,luwati,11572,vāra,hair,,wa:ra,,maimani
ingested,,77,legacy:20230524-sindhic:row:77,maimani,14024,hatʰ,hand,,hatʰ,,maimani
ingested,,78,legacy:20230524-sindhic:row:78,luwati,14024,hatʰ,hand,,hatʰ,,maimani
ingested,,79,legacy:20230524-sindhic:row:79,maimani,9926,matʰū,head,,matʰu,,maimani
ingested,,80,legacy:20230524-sindhic:row:80,luwati,9926,matʰū,head,,matʰu,,maimani
ingested,,81,legacy:20230524-sindhic:row:81,maimani,12598,sanetūh,hear,,sanetuh,,maimani
ingested,,82,legacy:20230524-sindhic:row:82,luwati,12598,sunetū,hear,,sʊnetu,,maimani
ingested,,83,legacy:20230524-sindhic:row:83,maimani,e80,dil,heart,,dɪl,,maimani
ingested,,84,legacy:20230524-sindhic:row:84,luwati,e80,dil,heart,,dɪl,,maimani
ingested,,85,legacy:20230524-sindhic:row:85,maimani,3552,kūhsūh,hot,,kuhsuh,,maimani
ingested,,86,legacy:20230524-sindhic:row:86,luwati,e70,garm,hot,,garm,,maimani
ingested,,87,legacy:20230524-sindhic:row:87,maimani,,amāya,I,,ama:ja,,maimani
ingested,,88,legacy:20230524-sindhic:row:88,luwati,,ām,I,,a:m,,maimani
ingested,,89,legacy:20230524-sindhic:row:89,maimani,10066,māretūh,kill,,ma:retuh,,maimani
ingested,,90,legacy:20230524-sindhic:row:90,luwati,10066,māretū,kill,,ma:retu,,maimani
ingested,,91,legacy:20230524-sindhic:row:91,maimani,,mūnūh,knee,,munuh,,maimani
ingested,,92,legacy:20230524-sindhic:row:92,luwati,,mūnū,knee,,munu,,maimani
ingested,,93,legacy:20230524-sindhic:row:93,maimani,9279,ɓujetūh,know,,ɓʊdʒetuh,,maimani
ingested,,94,legacy:20230524-sindhic:row:94,luwati,9279,ɓujetū,know,,ɓʊdʒetu,,maimani
ingested,,95,legacy:20230524-sindhic:row:95,maimani,,varqūh,leaf,,warquh,,maimani
ingested,,96,legacy:20230524-sindhic:row:96,luwati,,kāgir,leaf,,ka:gɪr,,maimani
ingested,,97,legacy:20230524-sindhic:row:97,maimani,,aram karītūh,lie (down),,aram karituh,,maimani
ingested,,98,legacy:20230524-sindhic:row:98,luwati,1109,letetū,lie (down),,letetu,,maimani
ingested,,99,legacy:20230524-sindhic:row:99,maimani,,betūh,liver,,betuh,,maimani
ingested,,100,legacy:20230524-sindhic:row:100,luwati,,beṭū,liver,,beʈu,,maimani
ingested,,101,legacy:20230524-sindhic:row:101,maimani,6368,ɗīgūh,long,,ɗiguh,,maimani
ingested,,102,legacy:20230524-sindhic:row:102,luwati,6368,ɗigū,long,,ɗɪgu,,maimani
ingested,,103,legacy:20230524-sindhic:row:103,maimani,10512,jūyūh-,louse,,dʒujuh-,,maimani
ingested,,104,legacy:20230524-sindhic:row:104,maimani,10512,jūy,louse,,dʒuj,,maimani
ingested,,105,legacy:20230524-sindhic:row:105,luwati,10512,jūyn,louse,,dʒujn,,maimani
ingested,,106,legacy:20230524-sindhic:row:106,maimani,,mard,man,,mard,,maimani
ingested,,107,legacy:20230524-sindhic:row:107,luwati,,mard,man,,mard,,maimani
ingested,,108,legacy:20230524-sindhic:row:108,maimani,,vadī,many,,wadi,,maimani
ingested,,109,legacy:20230524-sindhic:row:109,maimani,4424,gūnūh,many,,gunuh,,maimani
ingested,,110,legacy:20230524-sindhic:row:110,luwati,4424,gana,many,,gana,,maimani
ingested,,111,legacy:20230524-sindhic:row:111,luwati,4424,ganū,many,,ganu,,maimani
ingested,,112,legacy:20230524-sindhic:row:112,maimani,4661,śand,moon,,ʃand,,maimani
ingested,,113,legacy:20230524-sindhic:row:113,luwati,4661,jand,moon,,dʒand,,maimani
ingested,,114,legacy:20230524-sindhic:row:114,maimani,e81,jabalīh,mountain,,dʒabalih,,maimani
ingested,,115,legacy:20230524-sindhic:row:115,luwati,5423,ɗungur,mountain,,ɗʊngʊr,,maimani
ingested,,116,legacy:20230524-sindhic:row:116,maimani,12196,vāt,mouth,,wa:t,,maimani
ingested,,117,legacy:20230524-sindhic:row:117,luwati,12196,vāt,mouth,,wa:t,,maimani
ingested,,118,legacy:20230524-sindhic:row:118,maimani,7067,nāluh,name,,na:lʊh,,maimani
ingested,,119,legacy:20230524-sindhic:row:119,luwati,7067,nālu,name,,na:lʊ,,maimani
ingested,,120,legacy:20230524-sindhic:row:120,maimani,,nīrī,neck,,niri,,maimani
ingested,,121,legacy:20230524-sindhic:row:121,luwati,,gardin,neck,,gardɪn,,maimani
ingested,,122,legacy:20230524-sindhic:row:122,maimani,6983,nāv,new,,na:w,,maimani
ingested,,123,legacy:20230524-sindhic:row:123,luwati,6983,nav,new,,naw,,maimani
ingested,,124,legacy:20230524-sindhic:row:124,maimani,10702,rajūh,night,,radʒuh,?,maimani
ingested,,125,legacy:20230524-sindhic:row:125,luwati,10702,rāt,night,,ra:t,,maimani
ingested,,126,legacy:20230524-sindhic:row:126,maimani,6909,ñak,nose,,ɲak,,maimani
ingested,,127,legacy:20230524-sindhic:row:127,luwati,6909,ñak,nose,,ɲak,,maimani
ingested,,128,legacy:20230524-sindhic:row:128,maimani,,na,not,,na,,maimani
ingested,,129,legacy:20230524-sindhic:row:129,luwati,,na,not,,na,,maimani
ingested,,130,legacy:20230524-sindhic:row:130,maimani,2462,hakkūh,one,,hakkuh,,maimani
ingested,,131,legacy:20230524-sindhic:row:131,luwati,2462,hakkū,one,,hakku,,maimani
ingested,,132,legacy:20230524-sindhic:row:132,maimani,11366,vāt,path,,wa:t,,maimani
ingested,,133,legacy:20230524-sindhic:row:133,luwati,e43,rastū,path,,rastu,,maimani
ingested,,134,legacy:20230524-sindhic:row:134,maimani,9828,mārūh,person,,ma:ruh,,maimani
ingested,,135,legacy:20230524-sindhic:row:135,luwati,9828,mārū,person,,ma:ru,,maimani
ingested,,136,legacy:20230524-sindhic:row:136,maimani,10302,mīh,rain,,mih,,maimani
ingested,,137,legacy:20230524-sindhic:row:137,luwati,10302,mī,rain,,mi,,maimani
ingested,,138,legacy:20230524-sindhic:row:138,maimani,10539,rat̪ū,red,,rat̪u,,maimani
ingested,,139,legacy:20230524-sindhic:row:139,luwati,10539,rat̪ū,red,,rat̪u,,maimani
ingested,,140,legacy:20230524-sindhic:row:140,maimani,,jantah,root,,dʒantah,,maimani
ingested,,141,legacy:20230524-sindhic:row:141,luwati,,tārī,root,,ta:ri,,maimani
ingested,,142,legacy:20230524-sindhic:row:142,maimani,,dvār,round,,dwa:r,,maimani
ingested,,143,legacy:20230524-sindhic:row:143,luwati,4548,cʰakli,round,,tʃʰaklɪ,aspiration unmotivated,maimani
ingested,,144,legacy:20230524-sindhic:row:144,maimani,,rāyūh,sand,,ra:juh,,maimani
ingested,,145,legacy:20230524-sindhic:row:145,luwati,,rāy,sand,,ra:j,,maimani
ingested,,146,legacy:20230524-sindhic:row:146,maimani,4724,śʰeyetūh,say,,ʃʰejetuh,,maimani
ingested,,147,legacy:20230524-sindhic:row:147,luwati,4724,cʰeytū,say,,tʃʰejtu,,maimani
ingested,,148,legacy:20230524-sindhic:row:148,maimani,7228,ñyāretūh,see,,ɲja:retuh,,maimani
ingested,,149,legacy:20230524-sindhic:row:149,luwati,7228,ñyāretū,see,,ɲja:retu,,maimani
ingested,,150,legacy:20230524-sindhic:row:150,maimani,,dānūh,seed,,da:nuh,,maimani
ingested,,151,legacy:20230524-sindhic:row:151,luwati,,dānū,seed,,da:nu,,maimani
ingested,,152,legacy:20230524-sindhic:row:152,maimani,2245,vyetū,sit,,vjetu,,maimani
ingested,,153,legacy:20230524-sindhic:row:153,luwati,2245,vyetū,sit,,vjetu,,maimani
ingested,,154,legacy:20230524-sindhic:row:154,maimani,4701,śāmri,skin,,ʃa:mrɪ,,maimani
ingested,,155,legacy:20230524-sindhic:row:155,luwati,4701,jāmri,skin,,dʒa:mrɪ,,maimani
ingested,,156,legacy:20230524-sindhic:row:156,maimani,13905,summetūh,sleep,,sʊmmetuh,,maimani
ingested,,157,legacy:20230524-sindhic:row:157,luwati,13905,summetū,sleep,,sʊmmetu,,maimani
ingested,,158,legacy:20230524-sindhic:row:158,maimani,6935,nandūh,small,,nanduh,,maimani
ingested,,159,legacy:20230524-sindhic:row:159,luwati,6935,nandū,small,,nandu,,maimani
ingested,,160,legacy:20230524-sindhic:row:160,maimani,6849,dūxan,smoke,,duxan,,maimani
ingested,,161,legacy:20230524-sindhic:row:161,luwati,6849,ḍūh,smoke,,ɖuh,,maimani
ingested,,162,legacy:20230524-sindhic:row:162,maimani,2426,ūbyetūh,stand,,ubjetuh,,maimani
ingested,,163,legacy:20230524-sindhic:row:163,luwati,2426,ūbyetū,stand,,ubjetu,,maimani
ingested,,164,legacy:20230524-sindhic:row:164,maimani,5798,tāruh,star,,ta:rʊh,,maimani
ingested,,165,legacy:20230524-sindhic:row:165,luwati,5798,tāru,star,,ta:rʊ,,maimani
ingested,,166,legacy:20230524-sindhic:row:166,maimani,8138,bahnūh,stone,,bahnuh,seems probably but not certain,maimani
ingested,,167,legacy:20230524-sindhic:row:167,luwati,8857,batʰar,stone,,batʰar,,maimani
ingested,,168,legacy:20230524-sindhic:row:168,maimani,6333,dīh,sun,,dih,,maimani
ingested,,169,legacy:20230524-sindhic:row:169,luwati,,suḍ,sun,,sʊɖ,,maimani
ingested,,170,legacy:20230524-sindhic:row:170,maimani,,veñjetūh,Swim,,weɲdʒetuh,,maimani
