Status,Reason,Snapshot_Row,Entry_Key,Language_ID,Parameter_ID,Raw_Form,Gloss,Native,Phonemic,Notes,Source
ingested,,189,legacy:20220913-kvari:row:189,kvar,6770,dāgɔ,thread,,da:gɔ,,jouanne
ingested,,190,legacy:20220913-kvari:row:190,kvar,5994,tīn,three,,ti:n,,jouanne
ingested,,191,legacy:20220913-kvari:row:191,kvar,4070,gɔḷɔ,throat,,gɔɭɔ,,jouanne
ingested,,192,legacy:20220913-kvari:row:192,kvar,12193,bāg,tiger,,ba:g,,jouanne
ingested,,193,legacy:20220913-kvari:row:193,kvar,4118,gāṭɔ,tight,,ga:ʈᴐ,,jouanne
ingested,,194,legacy:20220913-kvari:row:194,kvar,13364,sāti,together,,sa:ti,,jouanne
ingested,,195,legacy:20220913-kvari:row:195,kvar,5228,ʣīb,tongue,,ʣi:b̥,,jouanne
ingested,,196,legacy:20220913-kvari:row:196,kvar,6152,dā̃d,tooth,,dã:d,,jouanne
ingested,,197,legacy:20220913-kvari:row:197,kvar,8377a,pēṛa,tree,,pe:ɻa,,jouanne
ingested,,198,legacy:20220913-kvari:row:198,kvar,13112,sɔʦɔ,"true, not false",,sᴐʦᴐ,,jouanne
ingested,,199,legacy:20220913-kvari:row:199,kvar,7644,pāgṛɔ,turban,,pa:gɻɔ,,jouanne
ingested,,200,legacy:20220913-kvari:row:200,kvar,11616,bīś,twenty,,bi:ʃ,,jouanne
ingested,,201,legacy:20220913-kvari:row:201,kvar,6648,dui,two,,duiʲ,,jouanne
ingested,,202,legacy:20220913-kvari:row:202,kvar,4972,ʦɔtri,umbrella,,ʦɔtri,,jouanne
ingested,,203,legacy:20220913-kvari:row:203,kvar,2426,ubi,up,,ubi,,jouanne
ingested,,204,legacy:20220913-kvari:row:204,kvar,10234,mūc,urine,,mu:ʧ,,jouanne
ingested,,205,legacy:20220913-kvari:row:205,kvar,2368,ūḷṭi,vomit,,u:ɭʈi,,jouanne
ingested,,206,legacy:20220913-kvari:row:206,kvar,8082,pāṇi,water,,pa:ɳi,,jouanne
ingested,,207,legacy:20220913-kvari:row:207,kvar,986,amɛ,we,,amɛ,,jouanne
ingested,,208,legacy:20220913-kvari:row:208,kvar,5213,ʣāḷ,web,,ʣa:ɭ,,jouanne
ingested,,209,legacy:20220913-kvari:row:209,kvar,5812,tīndɔ,wet,,ti:ndᴐ,,jouanne
ingested,,210,legacy:20220913-kvari:row:210,kvar,3164,kā,what,,ka:,,jouanne
ingested,,211,legacy:20220913-kvari:row:211,kvar,4287,geũ,wheat,,geu͂,,jouanne
ingested,,212,legacy:20220913-kvari:row:212,kvar,12774,kaʣɔ,which,,kaʣɔ,,jouanne
ingested,,213,legacy:20220913-kvari:row:213,kvar,2575,kū̃ṇ,who,,kũ:ɳ,,jouanne
ingested,,214,legacy:20220913-kvari:row:214,kvar,10875,lākṛɔ,wood,,la:kɻɔ,,jouanne
ingested,,215,legacy:20220913-kvari:row:215,kvar,5889,tumɛ,you,,tumɛ,,jouanne
ingested,,216,legacy:20220913-kvari:row:216,kvar,5889,tū,"you, thou",,tu:,,jouanne
