Printed_Page,Entry,Form,Definition,Loan_Codes,Tags,Entry_Key
687,1,abā,itj. dear; alas,,interj,ali-kobayashi2024:p687:e1
687,2,acānak,adv. suddenly,H,adv loanword,ali-kobayashi2024:p687:e2
687,3,aḍḍ,n. shelter,,noun,ali-kobayashi2024:p687:e3
687,4,aḍkann-ing,vi. to take shelter; stop,,verb intr,ali-kobayashi2024:p687:e4
687,5,adal,n. justice,A,noun loanword,ali-kobayashi2024:p687:e5
687,6,adā,itj. brother; guys; sir,Si.,interj loanword,ali-kobayashi2024:p687:e6
687,7,adā kann-ing,vt. to fulfil,A,verb tr loanword,ali-kobayashi2024:p687:e7
687,8,adālatt,n. court,A,noun loanword,ali-kobayashi2024:p687:e8
687,9,adīra,n. tomb,,noun,ali-kobayashi2024:p687:e9
687,10,ae,pron. that; they; he; she,,pron,ali-kobayashi2024:p687:e10
687,11,ae,itj. say; alas,,interj,ali-kobayashi2024:p687:e11
687,12,aeb,n. fault,A,noun loanword,ali-kobayashi2024:p687:e12
687,13,aebdār,a. defective,A,adj loanword,ali-kobayashi2024:p687:e13
687,14,aekān,adv. from there,,adv,ali-kobayashi2024:p687:e14
687,15,aeno,adv. today,,adv,ali-kobayashi2024:p687:e15
687,16,aeno-pagga,adv. nowadays,,adv,ali-kobayashi2024:p687:e16
687,17,aeṛe,adv. there,,adv,ali-kobayashi2024:p687:e17
687,18,aesās,n. sense of touch; feeling,A,noun loanword,ali-kobayashi2024:p687:e18
687,19,af,COP.NEG.PRS.3SG (ann-ing),,verb copula pres neg 3sg,ali-kobayashi2024:p687:e19
687,20,aga,conj. if,F,conj loanword,ali-kobayashi2024:p687:e20
687,21,agar,conj. if,F,conj loanword,ali-kobayashi2024:p687:e21
687,22,agi,conj. if,F,conj loanword,ali-kobayashi2024:p687:e22
687,23,agṛī,n. patch,,noun,ali-kobayashi2024:p687:e23
687,24,ahvāl,n. news,A,noun loanword,ali-kobayashi2024:p687:e24
687,25,ajab,a. wonderful; unexpected,A,adj loanword,ali-kobayashi2024:p687:e25
687,26,alādīn,prop. Aladdin,A,proper-noun loanword,ali-kobayashi2024:p687:e26
687,27,alāhoš,a. panicked,,adj,ali-kobayashi2024:p687:e27
687,28,alk,take-PST.3SG (hall-ing),,verb pret 3sg,ali-kobayashi2024:p687:e28
687,29,all,itj. oh,,interj,ali-kobayashi2024:p687:e29
687,30,allā,n. God,A,noun loanword,ali-kobayashi2024:p687:e30
687,31,allāh,n. God,A,noun loanword,ali-kobayashi2024:p687:e31
687,32,allāī,a. godly; inevitable; very long,,adj,ali-kobayashi2024:p687:e32
687,33,allā-tālā,n. God,A,noun loanword,ali-kobayashi2024:p687:e33
687,34,allā tuār,adv. by God’s will,,adv,ali-kobayashi2024:p687:e34
687,35,all-ing,vt. to take,,verb tr,ali-kobayashi2024:p687:e35
687,36,alma,n. rush,,noun,ali-kobayashi2024:p687:e36
687,37,=am,=too,,part emph,ali-kobayashi2024:p687:e37
687,38,ama,int. adv. how; what a,,interr adv,ali-kobayashi2024:p687:e38
687,39,amak,int. adv. how,,interr adv,ali-kobayashi2024:p687:e39
687,40,amal,n. action,A,noun loanword,ali-kobayashi2024:p687:e40
687,41,amannā,pred a. accepted,,adj,ali-kobayashi2024:p687:e41
687,42,amannāī,n. consent; acceptance,,noun,ali-kobayashi2024:p687:e42
687,43,amannā kann-ing,vt. to accept,,verb tr,ali-kobayashi2024:p687:e43
687,44,amar,int. a. what a,,interr adj,ali-kobayashi2024:p687:e44
687,45,amar,int. adv. how; why,,interr adv,ali-kobayashi2024:p687:e45
687,46,amarī,int. adv. in what manner,,interr adv,ali-kobayashi2024:p687:e46
687,47,amar ki,conj. as soon as,,conj,ali-kobayashi2024:p687:e47
687,48,amaro,int. a. what a,,interr adj,ali-kobayashi2024:p687:e48
687,49,amān,n. safety; protection,A,noun loanword,ali-kobayashi2024:p687:e49
687,50,ambal,n. friend; guy,,noun,ali-kobayashi2024:p687:e50
687,51,ambār,n. granary,F,noun loanword,ali-kobayashi2024:p687:e51
687,52,ame,pron. that (hame),,pron,ali-kobayashi2024:p687:e52
687,53,amīr,a. rich; respectable,A,adj loanword,ali-kobayashi2024:p687:e53
687,54,amn-emnī,n. peace,A,noun loanword,ali-kobayashi2024:p687:e54
687,55,amo,pron. that (hamo),,pron,ali-kobayashi2024:p687:e55
687,56,amoṛe,adv. there,,adv,ali-kobayashi2024:p687:e56
687,57,andar,adv. hiding; inside,F,adv loanword,ali-kobayashi2024:p687:e57
687,58,andarī,n. scout; hiding,,noun,ali-kobayashi2024:p687:e58
687,59,andā,pron. this; he; she (handā),,pron,ali-kobayashi2024:p687:e59
687,60,andād,pron. this,,pron,ali-kobayashi2024:p687:e60
687,61,andākān,adv. from here,,adv,ali-kobayashi2024:p687:e61
687,62,andāṛe,adv. here,,adv,ali-kobayashi2024:p687:e62
687,63,andāxas,adv. this much,,adv,ali-kobayashi2024:p687:e63
687,64,andun,adv. this way,,adv,ali-kobayashi2024:p687:e64
687,65,andun-o,a. such; such a,,adj,ali-kobayashi2024:p687:e65
687,66,anga,adv. still,B,adv loanword,ali-kobayashi2024:p687:e66
687,67,angūr,n. grape,F,noun loanword,ali-kobayashi2024:p687:e67
687,68,anjām,n. promise; date,A,noun loanword,ali-kobayashi2024:p687:e68
687,69,annā,pron. this (handā),,pron,ali-kobayashi2024:p687:e69
687,70,ann-ing,(vi)COP; be (mann-ing),,verb intr copula,ali-kobayashi2024:p687:e70
687,71,ant,int. pron. what; Q,,interr pron,ali-kobayashi2024:p687:e71
687,72,antae,int. adv. why,,interr adv,ali-kobayashi2024:p687:e72
687,73,antae ka,conj. because,,conj,ali-kobayashi2024:p687:e73
687,74,antae ke,conj. because,,conj,ali-kobayashi2024:p687:e74
687,75,antae ki,conj. because,,conj,ali-kobayashi2024:p687:e75
687,76,anta-ki,int. adv. for what; why,,interr adv,ali-kobayashi2024:p687:e76
687,77,aoliād,n. children,A,noun loanword,ali-kobayashi2024:p687:e77
687,78,aolīko,a. first,,adj,ali-kobayashi2024:p687:e78
688,1,aosar,n. boss,E,noun loanword,ali-kobayashi2024:p688:e1
688,2,apāx,n. sense,,noun,ali-kobayashi2024:p688:e2
688,3,aṛdosar,a. both,F,adj loanword,ali-kobayashi2024:p688:e3
688,4,aṛe,itj. oh my!,,interj,ali-kobayashi2024:p688:e4
688,5,aṛef-ing,vt. to refrain,,verb tr,ali-kobayashi2024:p688:e5
688,6,aṛeng-ing,vi. to be stuck,,verb intr,ali-kobayashi2024:p688:e6
688,7,aṛī,itj. oh my!,,interj,ali-kobayashi2024:p688:e7
688,8,aṛtomā,a. both,,adj,ali-kobayashi2024:p688:e8
688,9,araṛ,a. arid,,adj,ali-kobayashi2024:p688:e9
688,10,araṭṭ,n. water wheel,,noun,ali-kobayashi2024:p688:e10
688,11,arā,int. a. which,,interr adj,ali-kobayashi2024:p688:e11
688,12,arād,int. a. which; where,,interr adj,ali-kobayashi2024:p688:e12
688,13,arākān,int. adv. from where,,interr adv,ali-kobayashi2024:p688:e13
688,14,arāng,int. adv. whither,,interr adv,ali-kobayashi2024:p688:e14
688,15,arāngī,int. adv. whither,,interr adv,ali-kobayashi2024:p688:e15
688,16,arāṛe,int. adv. where; why; how,,interr adv,ali-kobayashi2024:p688:e16
688,17,arāṛek,int. adv. where,,interr adv,ali-kobayashi2024:p688:e17
688,18,arātam,int. adv. when,,interr adv,ali-kobayashi2024:p688:e18
688,19,ar-e,be-PRS.3SG (ann-ing),,verb pres 3sg,ali-kobayashi2024:p688:e19
688,20,are,n. husband,,noun,ali-kobayashi2024:p688:e20
688,21,arf-ing,vt. to take up (harf-ing),,verb tr,ali-kobayashi2024:p688:e21
688,22,ari,n. husband; man,,noun,ali-kobayashi2024:p688:e22
688,23,ariɣ,n. husband,,noun,ali-kobayashi2024:p688:e23
688,24,armān,n. hope; yearning; aspiration; grief; regret,F,noun loanword,ali-kobayashi2024:p688:e24
688,25,arš,n. divine throne,A,noun loanword,ali-kobayashi2024:p688:e25
688,26,arva,n. soul,A,noun loanword,ali-kobayashi2024:p688:e26
688,27,arvā,n. soul (arva),A,noun loanword,ali-kobayashi2024:p688:e27
688,28,as,COP.PST.3SG (ann-ing),,verb copula pret 3sg,ali-kobayashi2024:p688:e28
688,29,asāt-pasāt,a. dispersed,,adj,ali-kobayashi2024:p688:e29
688,30,asi,num. one,,num,ali-kobayashi2024:p688:e30
688,31,asi dam,adv. at a burst,,adv,ali-kobayashi2024:p688:e31
688,32,asi dam-aṭī,adv. in one breath,,adv,ali-kobayashi2024:p688:e32
688,33,asi elo,adv. each other,,adv,ali-kobayashi2024:p688:e33
688,34,asiṭṭ,num. one,,num,ali-kobayashi2024:p688:e34
688,35,asiṭṭī,n. unity,,noun,ali-kobayashi2024:p688:e35
688,36,asi-vār,adv. once,,adv,ali-kobayashi2024:p688:e36
688,37,asi-vār-ton,adv. at once; immediately,,adv,ali-kobayashi2024:p688:e37
688,38,asīka,adv. once; for a while,,adv,ali-kobayashi2024:p688:e38
688,39,asīkā,adv. once; for a while (asīka),,adv,ali-kobayashi2024:p688:e39
688,40,assalām alekum,phr. may peace be on you,A,multiword-expression loanword,ali-kobayashi2024:p688:e40
688,41,asul,adv. absolutely; never; just; surely,,adv,ali-kobayashi2024:p688:e41
688,42,asūl,n. rule,A,noun loanword,ali-kobayashi2024:p688:e42
688,43,at,bring.IMP (hat-ing),,verb impv,ali-kobayashi2024:p688:e43
688,44,aṭṭ,int. adv. how many,,interr adv,ali-kobayashi2024:p688:e44
688,45,aṭṭ-āṭ,int. adv. for how much,,interr adv,ali-kobayashi2024:p688:e45
688,46,aṭṭomaṭ,int. adv. how long,,interr adv,ali-kobayashi2024:p688:e46
688,47,at-ing,vt. to bring,,verb tr,ali-kobayashi2024:p688:e47
688,48,au,conj. and (o),,conj,ali-kobayashi2024:p688:e48
688,49,aval,a. first,A,adj loanword,ali-kobayashi2024:p688:e49
688,50,avalmīko,a. first,,adj,ali-kobayashi2024:p688:e50
688,51,avār,a. mixed,,adj,ali-kobayashi2024:p688:e51
688,52,avār,adv. together,,adv,ali-kobayashi2024:p688:e52
688,53,avārī,n. companionship,,noun,ali-kobayashi2024:p688:e53
688,54,avdem,a. out of sight; hidden,,adj,ali-kobayashi2024:p688:e54
688,55,aviṛda,adv. together,,adv,ali-kobayashi2024:p688:e55
688,56,avlīko,a. first,,adj,ali-kobayashi2024:p688:e56
688,57,ax,itj. oh my!,,interj,ali-kobayashi2024:p688:e57
688,58,axir,adv. finally; maybe (āxir),A,adv loanword,ali-kobayashi2024:p688:e58
688,59,axxa,int. adv. how much,,interr adv,ali-kobayashi2024:p688:e59
688,60,axxas,int. adv. how much,,interr adv,ali-kobayashi2024:p688:e60
688,61,az,num. one (asi),,num,ali-kobayashi2024:p688:e61
688,62,azal,n. beginning,A,noun loanword,ali-kobayashi2024:p688:e62
688,63,azāb,n. torture,A,noun loanword,ali-kobayashi2024:p688:e63
688,64,azābī,n. suffering,A,noun loanword,ali-kobayashi2024:p688:e64
688,65,aždihār,n. cobra,F,noun loanword,ali-kobayashi2024:p688:e65
688,66,ā,itj. yes?,,interj,ali-kobayashi2024:p688:e66
688,67,ābād,a. populated; cultivated; prosperous,F,adj loanword,ali-kobayashi2024:p688:e67
688,68,ābādī,n. settlement,F,noun loanword,ali-kobayashi2024:p688:e68
688,69,ādam,prop. Adam,A,proper-noun loanword,ali-kobayashi2024:p688:e69
688,70,ādamī,n. human,F,noun loanword,ali-kobayashi2024:p688:e70
688,71,ādamzāt,n. human,A,noun loanword,ali-kobayashi2024:p688:e71
688,72,ādenk,n. mirror,,noun,ali-kobayashi2024:p688:e72
688,73,ādmīzāt,n. human,F,noun loanword,ali-kobayashi2024:p688:e73
689,1,ādumzāt,n. human,F,noun loanword,ali-kobayashi2024:p689:e1
689,2,āfāx,n. sense,,noun,ali-kobayashi2024:p689:e2
689,3,āhā,adv. no,,adv,ali-kobayashi2024:p689:e3
689,4,āhirī,a. helpless; helplessness,,adj,ali-kobayashi2024:p689:e4
689,5,āh o pirād,n. alas and cry,F,noun loanword,ali-kobayashi2024:p689:e5
689,6,āhūk,n. antelope,F,noun loanword,ali-kobayashi2024:p689:e6
689,7,āhvāl,n. news,A,noun loanword,ali-kobayashi2024:p689:e7
689,8,āhvālakārī,n. publicity; press,B,noun loanword,ali-kobayashi2024:p689:e8
689,9,āī,n. mother,,noun,ali-kobayashi2024:p689:e9
689,10,ājo,a. free,B,adj loanword,ali-kobayashi2024:p689:e10
689,11,ālum,n. village; family,,noun,ali-kobayashi2024:p689:e11
689,12,āmax,a. silly,A,adj loanword,ali-kobayashi2024:p689:e12
689,13,āna,n. anna,H,noun loanword,ali-kobayashi2024:p689:e13
689,14,ānbār,a. like (ABL + bār),,adj,ali-kobayashi2024:p689:e14
689,15,āṛsinda,n. sigh,,noun,ali-kobayashi2024:p689:e15
689,16,āsān,a. easy,F,adj loanword,ali-kobayashi2024:p689:e16
689,17,āsī,n. sinner,A,noun loanword,ali-kobayashi2024:p689:e17
689,18,āsī-ā,a. uncontrollable-ADJ,,adj,ali-kobayashi2024:p689:e18
689,19,āsmān,n. heaven; sky,F,noun loanword,ali-kobayashi2024:p689:e19
689,20,āsopāso,n. vicinity,Si.,noun loanword,ali-kobayashi2024:p689:e20
689,21,āsrāt,a. comfortable,,adj,ali-kobayashi2024:p689:e21
689,22,āsrātī,n. comfort; console,,noun,ali-kobayashi2024:p689:e22
689,23,āstūnk,n. cuff,F,noun loanword,ali-kobayashi2024:p689:e23
689,24,āsūda,a. prosperous,F,adj loanword,ali-kobayashi2024:p689:e24
689,25,āšik,n. lover; crush,A,noun loanword,ali-kobayashi2024:p689:e25
689,26,āvāl,n. news,A,noun loanword,ali-kobayashi2024:p689:e26
689,27,āvān-ing,vi. to yawn,,verb intr,ali-kobayashi2024:p689:e27
689,28,āxa,adv. no,,adv,ali-kobayashi2024:p689:e28
689,29,āxā,adv. no,,adv,ali-kobayashi2024:p689:e29
689,30,āxir,adv. finally; eventually,A,adv loanword,ali-kobayashi2024:p689:e30
689,31,āxta,a. preoccupied; busy,Pash.,adj loanword,ali-kobayashi2024:p689:e31
689,32,āxta jān,a. engaged,,adj,ali-kobayashi2024:p689:e32
689,33,āxubatt,n. future,A,noun loanword,ali-kobayashi2024:p689:e33
689,34,āzān,n. azan,A,noun loanword,ali-kobayashi2024:p689:e34
689,35,āzāt,a. free,F,adj loanword,ali-kobayashi2024:p689:e35
689,36,āzmāišt,n. challenge,F,noun loanword,ali-kobayashi2024:p689:e36
689,37,āzmūndā,a. tested,F,adj loanword,ali-kobayashi2024:p689:e37
689,38,āzmū̃da,a. tested,F,adj loanword,ali-kobayashi2024:p689:e38
689,39,ba,come.IMP (bann-ing),,verb impv,ali-kobayashi2024:p689:e39
689,40,babkāī,n. intoxication,,noun,ali-kobayashi2024:p689:e40
689,41,baccif-ing,vt. to save,H,verb tr loanword,ali-kobayashi2024:p689:e41
689,42,bacc-ing,vi. to be left,H,verb intr loanword,ali-kobayashi2024:p689:e42
689,43,baccū,n. son,F,noun loanword,ali-kobayashi2024:p689:e43
689,44,bad,a. bad; wrong,F,adj loanword,ali-kobayashi2024:p689:e44
689,45,bad,n. anger,F,noun loanword,ali-kobayashi2024:p689:e45
689,46,baḍḍ,n. load; bundle,,noun,ali-kobayashi2024:p689:e46
689,47,baḍḍo,n. crane,,noun,ali-kobayashi2024:p689:e47
689,48,badal,n. change,U,noun loanword,ali-kobayashi2024:p689:e48
689,49,badan,n. body,A,noun loanword,ali-kobayashi2024:p689:e49
689,50,bad bann-ing,vi. to hate,,verb intr,ali-kobayashi2024:p689:e50
689,51,bad dann-ing,vt. to hate,,verb tr,ali-kobayashi2024:p689:e51
689,52,badī,n. bad deed,F,noun loanword,ali-kobayashi2024:p689:e52
689,53,badmāš,n. villain,F,noun loanword,ali-kobayashi2024:p689:e53
689,54,badnasīb,n. bad luck,F,noun loanword,ali-kobayashi2024:p689:e54
689,55,bad o sust,n. abuse,,noun,ali-kobayashi2024:p689:e55
689,56,badrad,n. chiding,,noun,ali-kobayashi2024:p689:e56
689,57,badrū,a. bad,F,adj loanword,ali-kobayashi2024:p689:e57
689,58,bae,n. fodder; grass,,noun,ali-kobayashi2024:p689:e58
689,59,bae o būc,n. grass and shrub,,noun,ali-kobayashi2024:p689:e59
689,60,baerakk,n. banner; police cell,,noun,ali-kobayashi2024:p689:e60
689,61,baeskal,n. bicycle,E,noun loanword,ali-kobayashi2024:p689:e61
689,62,bagg,n. camels,,noun,ali-kobayashi2024:p689:e62
689,63,baɣal,n. side,F,noun loanword,ali-kobayashi2024:p689:e63
689,64,bahašt,n. paradise,F,noun loanword,ali-kobayashi2024:p689:e64
689,65,bahā,n. sale,,noun,ali-kobayashi2024:p689:e65
689,66,bahā kann-ing,vt. to sell,,verb tr,ali-kobayashi2024:p689:e66
689,67,bahāl,a. normal,F,adj loanword,ali-kobayashi2024:p689:e67
689,68,baho,a. perplexed; baffled,,adj,ali-kobayashi2024:p689:e68
689,69,baj,n. back,,noun,ali-kobayashi2024:p689:e69
689,70,bajjeng-ing,vi. to be trapped,,verb intr,ali-kobayashi2024:p689:e70
689,71,bakār,a. necessary; required,B,adj loanword,ali-kobayashi2024:p689:e71
689,72,ba ki,itj. look!,,interj,ali-kobayashi2024:p689:e72
689,73,bakutteng-ing,vi. to talk to oneself,,verb intr,ali-kobayashi2024:p689:e73
689,74,bala,n. fault; destruction; fun killing,,noun,ali-kobayashi2024:p689:e74
689,75,balaḍpirešar,n. blood pressure,E,noun loanword,ali-kobayashi2024:p689:e75
689,76,balae šāɣ-ing,v. to do a favor,,verb,ali-kobayashi2024:p689:e76
689,77,balā,n. goblin,A,noun loanword,ali-kobayashi2024:p689:e77
690,1,bale,adv. indeed,,adv,ali-kobayashi2024:p690:e1
690,2,balf,n. bulb,E,noun loanword,ali-kobayashi2024:p690:e2
690,3,balki,adv. instead; maybe; rather; what’s more,,adv,ali-kobayashi2024:p690:e3
690,4,balkin,adv. instead; maybe; rather; what’s more,,adv,ali-kobayashi2024:p690:e4
690,5,balla,n. grandmother; old woman,,noun,ali-kobayashi2024:p690:e5
690,6,ballī,n. old woman,,noun,ali-kobayashi2024:p690:e6
690,7,baloc,n. Baloch,F,noun loanword,ali-kobayashi2024:p690:e7
690,8,bamb,n. bomb,E,noun loanword,ali-kobayashi2024:p690:e8
690,9,band,a. closed; used up; vital,F,adj loanword,ali-kobayashi2024:p690:e9
690,10,bandaɣ,n. man; person; bride,,noun,ali-kobayashi2024:p690:e10
690,11,bandaɣī,n. humanity,,noun,ali-kobayashi2024:p690:e11
690,12,bandaɣzāt,n. men,,noun,ali-kobayashi2024:p690:e12
690,13,bandī,n. prisoner,F,noun loanword,ali-kobayashi2024:p690:e13
690,14,band kann-ing,vt. to stop,,verb tr,ali-kobayashi2024:p690:e14
690,15,band o bast,n. some treatment; arrangement,F,noun loanword,ali-kobayashi2024:p690:e15
690,16,bandok,n. collar cord,,noun,ali-kobayashi2024:p690:e16
690,17,bangula,n. bungalow; palace,E,noun loanword,ali-kobayashi2024:p690:e17
690,18,baniān,n. underwear,A,noun loanword,ali-kobayashi2024:p690:e18
690,19,bann-ing,vi. to come,,verb intr,ali-kobayashi2024:p690:e19
690,20,baṛzī,n. pillow,,noun,ali-kobayashi2024:p690:e20
690,21,barābar,a. correct; exactly; flat,F,adj loanword,ali-kobayashi2024:p690:e21
690,22,barām,n. marriage; wedding,,noun,ali-kobayashi2024:p690:e22
690,23,barāmī,a. married,,adj,ali-kobayashi2024:p690:e23
690,24,barāmī,n. bride,,noun,ali-kobayashi2024:p690:e24
690,25,barānz,n. protest,,noun,ali-kobayashi2024:p690:e25
690,26,barbarī,n. short-eared goat,,noun,ali-kobayashi2024:p690:e26
690,27,bardāšt,n. fortitude,F,noun loanword,ali-kobayashi2024:p690:e27
690,28,barebar,a. equal,F,adj loanword,ali-kobayashi2024:p690:e28
690,29,barf,n. snow; ice,F,noun loanword,ali-kobayashi2024:p690:e29
690,30,barī,n. load (bʰarī),,noun,ali-kobayashi2024:p690:e30
690,31,barjā,a. ongoing,B,adj loanword,ali-kobayashi2024:p690:e31
690,32,barjā,n. start,B,noun loanword,ali-kobayashi2024:p690:e32
690,33,bar ki,itj. look!; maybe,,interj,ali-kobayashi2024:p690:e33
690,34,barosa,n. guarantee,H,noun loanword,ali-kobayashi2024:p690:e34
690,35,barot,n. moustache; whisker,,noun,ali-kobayashi2024:p690:e35
690,36,bartanīa,prop. Britain,U,proper-noun loanword,ali-kobayashi2024:p690:e36
690,37,barxilāf,a. opposed,F,adj loanword,ali-kobayashi2024:p690:e37
690,38,barxilāf,postp. against,F,postp loanword,ali-kobayashi2024:p690:e38
690,39,bas,come.PST.3SG (bann-ing),,verb pret 3sg,ali-kobayashi2024:p690:e39
690,40,bas,adv. enough; and; but; then,,adv,ali-kobayashi2024:p690:e40
690,41,bast o band,n. tying and binding,,noun,ali-kobayashi2024:p690:e41
690,42,baš kann-ing,vt. to make someone stand up,,verb tr,ali-kobayashi2024:p690:e42
690,43,baš mann-ing,vi. to get up,,verb intr,ali-kobayashi2024:p690:e43
690,44,bašx,n. forgiving; share; distribution,F,noun loanword,ali-kobayashi2024:p690:e44
690,45,bašx hall-ing,vi. to participate,,verb intr,ali-kobayashi2024:p690:e45
690,46,bašx-ing,vt. to forgive; distribute,,verb tr,ali-kobayashi2024:p690:e46
690,47,bašx o bānṭ,n. division,,noun,ali-kobayashi2024:p690:e47
690,48,baṭing-ing,vt. to summon; invite,,verb tr,ali-kobayashi2024:p690:e48
690,49,battir,a. more,,adj,ali-kobayashi2024:p690:e49
690,50,battī,n. lamp,,noun,ali-kobayashi2024:p690:e50
690,51,ba xaeraṭṭ,itj. welcome,,interj,ali-kobayashi2024:p690:e51
690,52,ba xaeraṭṭ,n. welcome,,noun,ali-kobayashi2024:p690:e52
690,53,baxā,n. sale; price (Rakhshān),,noun dialectal dialect:Brahui:brahui_rakhshan:Rakhsh%C4%81n,ali-kobayashi2024:p690:e53
690,54,baxā kann-ing,vt. to sell,,verb tr,ali-kobayashi2024:p690:e54
690,55,baxāl,n. Hindu,A,noun loanword,ali-kobayashi2024:p690:e55
690,56,baxt,n. luck,F,noun loanword,ali-kobayashi2024:p690:e56
690,57,baxtāvar,a. lucky,F,adj loanword,ali-kobayashi2024:p690:e57
690,58,baxxāl,n. Hindu,A,noun loanword,ali-kobayashi2024:p690:e58
690,59,bayābān,n. wilderness,U,noun loanword,ali-kobayashi2024:p690:e59
690,60,bazɣar,n. cultivator,,noun,ali-kobayashi2024:p690:e60
690,61,bā,n. mouth; door; gate,,noun,ali-kobayashi2024:p690:e61
690,62,bābā,itj. dear,F,interj loanword,ali-kobayashi2024:p690:e62
690,63,bā biṭ-ing,vt. to bite,,verb tr,ali-kobayashi2024:p690:e63
690,64,bābīra,n. string,,noun,ali-kobayashi2024:p690:e64
690,65,bābū,n. learned man; sir,H,noun loanword,ali-kobayashi2024:p690:e65
690,66,bādām,n. almond,F,noun loanword,ali-kobayashi2024:p690:e66
690,67,bādšā,n. king; bridegroom; owner,F,noun loanword,ali-kobayashi2024:p690:e67
690,68,bādšāī,a. royal; kingly,F,adj loanword,ali-kobayashi2024:p690:e68
690,69,bādšāī,n. kingdom; palace,F,noun loanword,ali-kobayashi2024:p690:e69
690,70,bāduvī,n. talk,,noun,ali-kobayashi2024:p690:e70
690,71,bāɣ,n. garden,F,noun loanword,ali-kobayashi2024:p690:e71
690,72,bāhoṭ,n. refugee,,noun,ali-kobayashi2024:p690:e72
691,1,bāhotar,a. senseless; stupefied,,adj,ali-kobayashi2024:p691:e1
691,2,bāid,a. mandatory; necessary,B,adj loanword,ali-kobayashi2024:p691:e2
691,3,bāīsaekal,n. bicycle,E,noun loanword,ali-kobayashi2024:p691:e3
691,4,bāk kann-ing,vi. to speak,,verb intr,ali-kobayashi2024:p691:e4
691,5,bāl,n. flight,,noun,ali-kobayashi2024:p691:e5
691,6,bālād,n. stature,,noun,ali-kobayashi2024:p691:e6
691,7,bālādī,a. sturdy,,adj,ali-kobayashi2024:p691:e7
691,8,bālišt,n. pillow,F,noun loanword,ali-kobayashi2024:p691:e8
691,9,bālṭīn,n. bucket,U,noun loanword,ali-kobayashi2024:p691:e9
691,10,bāmb,n. roof,,noun,ali-kobayashi2024:p691:e10
691,11,bāmus,n. nose,,noun,ali-kobayashi2024:p691:e11
691,12,bāng,n. crow of a cock,F,noun loanword,ali-kobayashi2024:p691:e12
691,13,bāngo,n. cock,,noun,ali-kobayashi2024:p691:e13
691,14,bānsurī,n. flute,H,noun loanword,ali-kobayashi2024:p691:e14
691,15,bānzil,n. shoulder,,noun,ali-kobayashi2024:p691:e15
691,16,bāpist,n. death throe,,noun,ali-kobayashi2024:p691:e16
691,17,bāṛū,n. partridge,,noun,ali-kobayashi2024:p691:e17
691,18,bār,postp. like (ABL),,postp,ali-kobayashi2024:p691:e18
691,19,bāravaṭṭ,postp. regarding,,postp,ali-kobayashi2024:p691:e19
691,20,bārem,n. weight,,noun,ali-kobayashi2024:p691:e20
691,21,bārun,a. dry,,adj,ali-kobayashi2024:p691:e21
691,22,bāsif-ing,vt. to heat; be busy,,verb tr,ali-kobayashi2024:p691:e22
691,23,bās-ing,vi. to be hot,,verb intr,ali-kobayashi2024:p691:e23
691,24,bāsis,be hot-PST.3SG (bās-ing),,verb pret 3sg,ali-kobayashi2024:p691:e24
691,25,bāsk,n. upper arm,B,noun loanword,ali-kobayashi2024:p691:e25
691,26,bāsun,a. hot,,adj,ali-kobayashi2024:p691:e26
691,27,bāsunī,n. heat,,noun,ali-kobayashi2024:p691:e27
691,28,bā šāɣ-ing,vt. to reach an age,,verb tr,ali-kobayashi2024:p691:e28
691,29,bā tin-ing,vt. to lose,,verb tr,ali-kobayashi2024:p691:e29
691,30,bātī,n. resident,,noun,ali-kobayashi2024:p691:e30
691,31,bāva,n. father; boss,,noun,ali-kobayashi2024:p691:e31
691,32,bāva-lumma,n. parents; sir,,noun,ali-kobayashi2024:p691:e32
691,33,bā-xaṭṭ,n. gaping,,noun,ali-kobayashi2024:p691:e33
691,34,bāxo,n. morsel,,noun,ali-kobayashi2024:p691:e34
691,35,bāz,a. much; very much,,adj,ali-kobayashi2024:p691:e35
691,36,bʰāz,a. much; very much,,adj,ali-kobayashi2024:p691:e36
691,37,bāzār,n. market,F,noun loanword,ali-kobayashi2024:p691:e37
691,38,bāzil,n. multitude,,noun,ali-kobayashi2024:p691:e38
691,39,bā̃hãṛ,n. stable; seat,,noun,ali-kobayashi2024:p691:e39
691,40,be,prep. without,,prep,ali-kobayashi2024:p691:e40
691,41,be,postp. without,,postp,ali-kobayashi2024:p691:e41
691,42,be-,(pref)without,,prefix,ali-kobayashi2024:p691:e42
691,43,bebandaɣī,n. savage,,noun,ali-kobayashi2024:p691:e43
691,44,bebaxtī,n. difficulty,,noun,ali-kobayashi2024:p691:e44
691,45,beceṭī,n. peril,,noun,ali-kobayashi2024:p691:e45
691,46,becikār,a. worry-free,,adj,ali-kobayashi2024:p691:e46
691,47,bedāɣ,a. spotless,F,adj loanword,ali-kobayashi2024:p691:e47
691,48,bedis,prep. except; without,,prep,ali-kobayashi2024:p691:e48
691,49,bega,n. late afternoon; early evening,,noun,ali-kobayashi2024:p691:e49
691,50,begā,n. late afternoon (bega),,noun,ali-kobayashi2024:p691:e50
691,51,beguā,a. kidnapped,B,adj loanword,ali-kobayashi2024:p691:e51
691,52,beguhā,a. kidnapped,B,adj loanword,ali-kobayashi2024:p691:e52
691,53,beɣaeratt,a. shameless,F,adj loanword,ali-kobayashi2024:p691:e53
