Printed_Page,Entry,Form,Definition,Loan_Codes,Tags,Entry_Key
698,30,dun-o,a. such; such a,,adj,ali-kobayashi2024:p698:e30
698,31,dunyā,n. world; society; money,A,noun loanword,ali-kobayashi2024:p698:e31
698,32,dunyā-nā,a. a lot of,,adj,ali-kobayashi2024:p698:e32
698,33,dupp,n. trash dump,,noun,ali-kobayashi2024:p698:e33
698,34,durāx,n. well; healthy; whole,B,noun loanword,ali-kobayashi2024:p698:e34
698,35,durāxjoṛ,n. greeting,,noun,ali-kobayashi2024:p698:e35
698,36,duro,n. betrayal,,noun,ali-kobayashi2024:p698:e36
698,37,duroɣ,n. lie,F,noun loanword,ali-kobayashi2024:p698:e37
698,38,durošum,n. appearance,B,noun loanword,ali-kobayashi2024:p698:e38
698,39,durot,n. hand kiss; salute,,noun,ali-kobayashi2024:p698:e39
698,40,durust kann-ing,vt. to recognize,,verb tr,ali-kobayashi2024:p698:e40
698,41,durūš-ing,vt. to rampage,,verb tr,ali-kobayashi2024:p698:e41
698,42,du-sad,num. two-hundred,F,num loanword,ali-kobayashi2024:p698:e42
698,43,dušman,n. enemy,F,noun loanword,ali-kobayashi2024:p698:e43
698,44,duttuk,n. doll,,noun,ali-kobayashi2024:p698:e44
698,45,duvāra,adv. again,B,adv loanword,ali-kobayashi2024:p698:e45
698,46,duvārā,adv. again (duvāra),B,adv loanword,ali-kobayashi2024:p698:e46
698,47,duvī,n. tongue,,noun,ali-kobayashi2024:p698:e47
698,48,duzz,n. thief,F,noun loanword,ali-kobayashi2024:p698:e48
698,49,duzz-ing,vt. to steal,F,verb tr loanword,ali-kobayashi2024:p698:e49
698,50,duzzī,n. theft,F,noun loanword,ali-kobayashi2024:p698:e50
698,51,duzzī-hinnām,n. private henna party,,noun,ali-kobayashi2024:p698:e51
698,52,duzzī-muzzī,n. theft and so on,,noun,ali-kobayashi2024:p698:e52
698,53,dū,n. hand; arm,,noun,ali-kobayashi2024:p698:e53
698,54,dū-ān,postp. because of,,postp,ali-kobayashi2024:p698:e54
698,55,dū bann-ing,vi. to be obtained,,verb intr,ali-kobayashi2024:p698:e55
698,56,dū-hork,a. empty-handed,,adj,ali-kobayashi2024:p698:e56
698,57,dūī,n. control,,noun,ali-kobayashi2024:p698:e57
698,58,dūī kann-ing,vt. to acquire,,verb tr,ali-kobayashi2024:p698:e58
698,59,dūī mann-ing,vi. to be acquired,,verb intr,ali-kobayashi2024:p698:e59
698,60,dūlixī,n. cooperation; holding shoulders,,noun,ali-kobayashi2024:p698:e60
698,61,dūn,n. well,,noun,ali-kobayashi2024:p698:e61
698,62,dū-pa-dū,adv. hand in hand,,adv,ali-kobayashi2024:p698:e62
698,63,dūša,n. snake,,noun,ali-kobayashi2024:p698:e63
698,64,dū tamm-ing,vi. to be obtained,,verb intr,ali-kobayashi2024:p698:e64
698,65,dū-tankī,n. poverty,,noun,ali-kobayashi2024:p698:e65
698,66,dū ton-ing,vt. to beg,,verb tr,ali-kobayashi2024:p698:e66
698,67,e,conj. and (o),,conj,ali-kobayashi2024:p698:e67
698,68,e,COP.PRS.3SG (ann-ing),,verb copula pres 3sg,ali-kobayashi2024:p698:e68
698,69,e,pron. that; he; she,,pron,ali-kobayashi2024:p698:e69
698,70,eb-keb,adv. here and there,B,adv loanword,ali-kobayashi2024:p698:e70
698,71,ed,pron. that,,pron,ali-kobayashi2024:p698:e71
698,72,ede,itj. look!,,interj,ali-kobayashi2024:p698:e72
698,73,ehun,adv. that way; just; anyway; without purpose,,adv,ali-kobayashi2024:p698:e73
698,74,ehun-o,a. like that; common,,adj,ali-kobayashi2024:p698:e74
698,75,ejizza,n. female,A,noun loanword,ali-kobayashi2024:p698:e75
699,1,ek,num. one,,num,ali-kobayashi2024:p699:e1
699,2,ekaṭ,adv. there,,adv,ali-kobayashi2024:p699:e2
699,3,ekā,adv. from there,,adv,ali-kobayashi2024:p699:e3
699,4,ekān,adv. from there,,adv,ali-kobayashi2024:p699:e4
699,5,ekīm,a. deprived,,adj,ali-kobayashi2024:p699:e5
699,6,el,n. familiarity (hel),,noun,ali-kobayashi2024:p699:e6
699,7,elāk,a. skillful (helāk),,adj,ali-kobayashi2024:p699:e7
699,8,elo,a. other; next,,adj,ali-kobayashi2024:p699:e8
699,9,elo,adv. what’s more; secondly,,adv,ali-kobayashi2024:p699:e9
699,10,elode,adv. day after tomorrow; day after,,adv,ali-kobayashi2024:p699:e10
699,11,elozde,adv. day after tomorrow,,adv,ali-kobayashi2024:p699:e11
699,12,e-mon,adv. that side,,adv,ali-kobayashi2024:p699:e12
699,13,eng,adv. that way,,adv,ali-kobayashi2024:p699:e13
699,14,eṛe,adv. there,,adv,ali-kobayashi2024:p699:e14
699,15,eṛtir,adv. even more,,adv,ali-kobayashi2024:p699:e15
699,16,erkaš,a. lying flat,,adj,ali-kobayashi2024:p699:e16
699,17,es,bring.PST.3SG (hat-ing),,verb pret 3sg,ali-kobayashi2024:p699:e17
699,18,esarī,n. end,B,noun loanword,ali-kobayashi2024:p699:e18
699,19,esar kann-ing,vt. to finish,,verb tr,ali-kobayashi2024:p699:e19
699,20,eskān,adv. until that,,adv,ali-kobayashi2024:p699:e20
699,21,et,give.IMP (tin-ing),,verb impv,ali-kobayashi2024:p699:e21
699,22,etāj o motāj,a. dependent,A,adj loanword,ali-kobayashi2024:p699:e22
699,23,et-e,give-IMP (tin-ing),,verb impv,ali-kobayashi2024:p699:e23
699,24,et-e,give-SBJV.3SG (tin-ing),,verb subj 3sg,ali-kobayashi2024:p699:e24
699,25,et-ing,vt. to give (tining),,verb tr,ali-kobayashi2024:p699:e25
699,26,evaz,n. revenge,A,noun loanword,ali-kobayashi2024:p699:e26
699,27,ẽš,n. luxury,A,noun loanword,ali-kobayashi2024:p699:e27
699,28,faenṭo laɣatt,n. punch and kick,,noun,ali-kobayashi2024:p699:e28
699,29,faesila,n. decision,A,noun loanword,ali-kobayashi2024:p699:e29
699,30,faojī,n. army,F,noun loanword,ali-kobayashi2024:p699:e30
699,31,farešān,n. worry,F,noun loanword,ali-kobayashi2024:p699:e31
699,32,farešānī,n. concern,F,noun loanword,ali-kobayashi2024:p699:e32
699,33,farišta,n. angel,F,noun loanword,ali-kobayashi2024:p699:e33
699,34,fark,a. different,A,adj loanword,ali-kobayashi2024:p699:e34
699,35,faryād,n. complaint,F,noun loanword,ali-kobayashi2024:p699:e35
699,36,fasal,n. harvest,A,noun loanword,ali-kobayashi2024:p699:e36
699,37,fasād,n. quarrel,A,noun loanword,ali-kobayashi2024:p699:e37
699,38,fesila,n. decision,A,noun loanword,ali-kobayashi2024:p699:e38
699,39,fidā,a. devoted,A,adj loanword,ali-kobayashi2024:p699:e39
699,40,fikir,n. concern; worry,A,noun loanword,ali-kobayashi2024:p699:e40
699,41,fikr,n. concern; worry,A,noun loanword,ali-kobayashi2024:p699:e41
699,42,filān,a. so and so,A,adj loanword,ali-kobayashi2024:p699:e42
699,43,filāna,a. so and so,,adj,ali-kobayashi2024:p699:e43
699,44,filānā,a. so and so,,adj,ali-kobayashi2024:p699:e44
699,45,filānī,a. so and so,,adj,ali-kobayashi2024:p699:e45
699,46,firāx,a. broad,A,adj loanword,ali-kobayashi2024:p699:e46
699,47,foṭū,n. photo,E,noun loanword,ali-kobayashi2024:p699:e47
699,48,fuṭṭ,n. foot,E,noun loanword,ali-kobayashi2024:p699:e48
699,49,gaḍḍ,n. wild sheep,,noun,ali-kobayashi2024:p699:e49
699,50,gaḍḍa,n. seed,,noun,ali-kobayashi2024:p699:e50
699,51,gaḍḍik,n. wild bird,,noun,ali-kobayashi2024:p699:e51
699,52,gaḍḍī,n. middle finger,,noun,ali-kobayashi2024:p699:e52
699,53,gaḍḍī kann-ing,v. to give the finger,,verb,ali-kobayashi2024:p699:e53
699,54,gadr mann-ing,vi. to be lost,B,verb intr loanword,ali-kobayashi2024:p699:e54
699,55,gaes,n. gas,E,noun loanword,ali-kobayashi2024:p699:e55
699,56,gahoš,n. air,,noun,ali-kobayashi2024:p699:e56
699,57,gal,a. cheerful; happy,B,adj loanword,ali-kobayashi2024:p699:e57
699,58,gal,n. joy,,noun,ali-kobayashi2024:p699:e58
699,59,galappān,n. stable,,noun,ali-kobayashi2024:p699:e59
699,60,galav,n. muskmelon,,noun,ali-kobayashi2024:p699:e60
699,61,galān,a. happy,,adj,ali-kobayashi2024:p699:e61
699,62,galī,n. door,H,noun loanword,ali-kobayashi2024:p699:e62
699,63,gall,n. stable; group,,noun,ali-kobayashi2024:p699:e63
699,64,gal o bāl,a. joyous and happy,B,adj loanword,ali-kobayashi2024:p699:e64
699,65,gal o bāl,n. happiness,,noun,ali-kobayashi2024:p699:e65
699,66,gal o bālī,n. joy and happiness,,noun,ali-kobayashi2024:p699:e66
699,67,gal o galbāl,a. joyous and happy,,adj,ali-kobayashi2024:p699:e67
699,68,gamar,a. proud,,adj,ali-kobayashi2024:p699:e68
699,69,gambīl,a. full of things,,adj,ali-kobayashi2024:p699:e69
699,70,gand,n. smell,F,noun loanword,ali-kobayashi2024:p699:e70
699,71,ganda,a. bad,F,adj loanword,ali-kobayashi2024:p699:e71
699,72,gandaī,n. corruption,,noun,ali-kobayashi2024:p699:e72
699,73,gandī,n. perfume,,noun,ali-kobayashi2024:p699:e73
699,74,ganḍ,n. parcel,,noun,ali-kobayashi2024:p699:e74
699,75,ganḍ-ing,vt. to sew,,verb tr,ali-kobayashi2024:p699:e75
699,76,ganj,a. plentiful,B,adj loanword,ali-kobayashi2024:p699:e76
699,77,ganj,n. treasure; success,,noun,ali-kobayashi2024:p699:e77
700,1,ganok,a. mad; crazy,,adj,ali-kobayashi2024:p700:e1
700,2,ganok,n. mad person,,noun,ali-kobayashi2024:p700:e2
700,3,ganokī,n. madness,,noun,ali-kobayashi2024:p700:e3
700,4,ganṭa,n. hour,H,noun loanword,ali-kobayashi2024:p700:e4
700,5,gapp,n. speaking,H,noun loanword,ali-kobayashi2024:p700:e5
700,6,gappal,n. piece,,noun,ali-kobayashi2024:p700:e6
700,7,gaṛ,n. worry,,noun,ali-kobayashi2024:p700:e7
700,8,gaṛattī,n. worry,,noun,ali-kobayashi2024:p700:e8
700,9,gaṛī,n. clock,,noun,ali-kobayashi2024:p700:e9
700,10,gaṛtī,n. thought,,noun,ali-kobayashi2024:p700:e10
700,11,garbust,n. wild spinach,,noun,ali-kobayashi2024:p700:e11
700,12,garrī,a. mangey,,adj,ali-kobayashi2024:p700:e12
700,13,garrī,n. mange; skin disease,,noun,ali-kobayashi2024:p700:e13
700,14,gaṭṭ,a. pressed,B,adj loanword,ali-kobayashi2024:p700:e14
700,15,gaṭṭ,n. impasse,B,noun loanword,ali-kobayashi2024:p700:e15
700,16,gaṭṭmann-ing,vi. to be pressed; be busy,,verb intr,ali-kobayashi2024:p700:e16
700,17,gatta,n. cardboard,,noun,ali-kobayashi2024:p700:e17
700,18,gāḍī,n. vehicle,H,noun loanword,ali-kobayashi2024:p700:e18
700,19,gāda,n. boyfriend; lover; friend,,noun,ali-kobayashi2024:p700:e19
700,20,gālzeṭ,n. kerosene (gāsleṭ),,noun,ali-kobayashi2024:p700:e20
700,21,gām,n. step,,noun,ali-kobayashi2024:p700:e21
700,22,gānḍav,n. rolled hem,,noun,ali-kobayashi2024:p700:e22
700,23,gānḍkann-ing,vt. to pluck,,verb tr,ali-kobayashi2024:p700:e23
700,24,gāsleṭ,n. kerosene (gālzeṭ),,noun,ali-kobayashi2024:p700:e24
700,25,gāṭ,n. guard,E,noun loanword,ali-kobayashi2024:p700:e25
700,26,gāṭ-vālā,n. guard person,,noun,ali-kobayashi2024:p700:e26
700,27,geḍ,n. enclosure,,noun,ali-kobayashi2024:p700:e27
700,28,geg,n. idea,,noun,ali-kobayashi2024:p700:e28
700,29,geṛ,n. brushwood hedge,,noun,ali-kobayashi2024:p700:e29
700,30,gerij,n. guarage,E,noun loanword,ali-kobayashi2024:p700:e30
700,31,geštir,adv. too much,B,adv loanword,ali-kobayashi2024:p700:e31
700,32,geštirī,n. excess; majority,,noun,ali-kobayashi2024:p700:e32
700,33,geštrī,adv. too much,,adv,ali-kobayashi2024:p700:e33
700,34,gʰanḍa,n. bundle,,noun,ali-kobayashi2024:p700:e34
700,35,gʰanṭ,n. hour,,noun,ali-kobayashi2024:p700:e35
700,36,gʰaṛī,n. clock,H,noun loanword,ali-kobayashi2024:p700:e36
700,37,gʰaṭṭ,a. tight,,adj,ali-kobayashi2024:p700:e37
700,38,gʰeṛ,n. hedge,,noun,ali-kobayashi2024:p700:e38
700,39,gʰorī,a. devoted,,adj,ali-kobayashi2024:p700:e39
700,40,gʰoto,n. dizziness,,noun,ali-kobayashi2024:p700:e40
700,41,gicen,a. fine; choice,B,adj loanword,ali-kobayashi2024:p700:e41
700,42,giḍḍ-ing,vi. to nod; nap,,verb intr,ali-kobayashi2024:p700:e42
700,43,gidān,n. tent; portable house,,noun,ali-kobayashi2024:p700:e43
700,44,gidāref-ing,vt. to make someone pass,,verb tr,ali-kobayashi2024:p700:e44
700,45,gidref-ing,vt. to make someone pass,,verb tr,ali-kobayashi2024:p700:e45
700,46,gidreng-ing,vi. to pass,,verb intr,ali-kobayashi2024:p700:e46
700,47,gila kann-ing,vi. to complain,,verb intr,ali-kobayashi2024:p700:e47
700,48,giṛā,n. thing,,noun,ali-kobayashi2024:p700:e48
700,49,giṛā-s,a. some,,adj,ali-kobayashi2024:p700:e49
700,50,giṛā-s,pron. something,,pron,ali-kobayashi2024:p700:e50
700,51,giṛdolī,a. roundish,,adj,ali-kobayashi2024:p700:e51
700,52,giṛges,n. enclosure,,noun,ali-kobayashi2024:p700:e52
700,53,giṛikk,n. thread ball,,noun,ali-kobayashi2024:p700:e53
700,54,gir,n. dragging,,noun,ali-kobayashi2024:p700:e54
700,55,girāk,n. customer,H,noun loanword,ali-kobayashi2024:p700:e55
700,56,giring,n. knot,,noun,ali-kobayashi2024:p700:e56
700,57,gir kann-ing,vt. to drag off,,verb tr,ali-kobayashi2024:p700:e57
700,58,girošk,n. shining; glitter,,noun,ali-kobayashi2024:p700:e58
700,59,girr-ing,vt. to drag,,verb tr,ali-kobayashi2024:p700:e59
700,60,gīr,n. old time,,noun,ali-kobayashi2024:p700:e60
700,61,gīrām,a. forgotten,B,adj loanword,ali-kobayashi2024:p700:e61
700,62,gīrām dann-ing,vt. to forget,,verb tr,ali-kobayashi2024:p700:e62
700,63,gīrām kann-ing,vt. to forget,,verb tr,ali-kobayashi2024:p700:e63
700,64,gīrī,n. olden times,,noun,ali-kobayashi2024:p700:e64
700,65,go,n. race,,noun,ali-kobayashi2024:p700:e65
700,66,gobar,n. winning,,noun,ali-kobayashi2024:p700:e66
700,67,goḍ,n. knee,,noun,ali-kobayashi2024:p700:e67
700,68,godī,n. lady,,noun,ali-kobayashi2024:p700:e68
700,69,gohī,n. roaming,,noun,ali-kobayashi2024:p700:e69
700,70,go-ing,vt. to lose,,verb tr,ali-kobayashi2024:p700:e70
700,71,golī,n. bullet; pill,H,noun loanword,ali-kobayashi2024:p700:e71
700,72,gon,adv. together,B,adv loanword,ali-kobayashi2024:p700:e72
700,73,gorbām,n. morning,,noun,ali-kobayashi2024:p700:e73
700,74,gorī,a. sacrificed,,adj,ali-kobayashi2024:p700:e74
700,75,gorīc,n. north wind,,noun,ali-kobayashi2024:p700:e75
701,1,gorum,n. cattle herd,,noun,ali-kobayashi2024:p701:e1
701,2,guaff-ing,vt. to weave,,verb tr,ali-kobayashi2024:p701:e2
701,3,guafta,n. weaving,,noun,ali-kobayashi2024:p701:e3
701,4,guan,n. wild pistachio,,noun,ali-kobayashi2024:p701:e4
701,5,guancukk,n. Guan bird,,noun,ali-kobayashi2024:p701:e5
701,6,guanḍal,a. adorable,,adj,ali-kobayashi2024:p701:e6
701,7,guand-ing,vt. to count,,verb tr,ali-kobayashi2024:p701:e7
701,8,guar,n. cough and cold,,noun,ali-kobayashi2024:p701:e8
701,9,guar,n. side,,noun,ali-kobayashi2024:p701:e9
701,10,guar-ā,postp. near; around,,postp,ali-kobayashi2024:p701:e10
701,11,guācinī,n. reality,,noun,ali-kobayashi2024:p701:e11
701,12,guācī,a. affected; victim,,adj,ali-kobayashi2024:p701:e12
701,13,guāhidī,n. testimony,F,noun loanword,ali-kobayashi2024:p701:e13
701,14,guālaī,a. of cloth bag,,adj,ali-kobayashi2024:p701:e14
701,15,guāṛix,n. tulip,B,noun loanword,ali-kobayashi2024:p701:e15
701,16,guāzī,n. play,,noun,ali-kobayashi2024:p701:e16
701,17,guḍḍ,adv. after,B,adv loanword,ali-kobayashi2024:p701:e17
701,18,guḍḍ-ing,vt. to cut,,verb tr,ali-kobayashi2024:p701:e18
701,19,guḍḍing-ing,vi. to be butched,,verb intr,ali-kobayashi2024:p701:e19
701,20,guḍḍīko,a. last,B,adj loanword,ali-kobayashi2024:p701:e20
701,21,guḍsar,n. final,B,noun loanword,ali-kobayashi2024:p701:e21
701,22,guḍsarā,adv. finally,,adv,ali-kobayashi2024:p701:e22
701,23,gud,n. shawl,B,noun loanword,ali-kobayashi2024:p701:e23
701,24,gudām,n. shed,,noun,ali-kobayashi2024:p701:e24
701,25,gulmex,n. peg,,noun,ali-kobayashi2024:p701:e25
701,26,gul o gulzār,n. flower garden; happiness,F,noun loanword,ali-kobayashi2024:p701:e26
701,27,gulṭʰapp,n. laundry bat,,noun,ali-kobayashi2024:p701:e27
701,28,gulum,n. sip,,noun,ali-kobayashi2024:p701:e28
701,29,gulūband,n. tying around,F,noun loanword,ali-kobayashi2024:p701:e29
701,30,gulzamīn,n. earth,B,noun loanword,ali-kobayashi2024:p701:e30
701,31,gum,a. lost,F,adj loanword,ali-kobayashi2024:p701:e31
701,32,gumān,n. feeling; thought; guess,F,noun loanword,ali-kobayashi2024:p701:e32
701,33,gumār-ing,vi. to be convinced,,verb intr,ali-kobayashi2024:p701:e33
701,34,gumgār,a. lost,B,adj loanword,ali-kobayashi2024:p701:e34
701,35,gummī,n. loss. (of life),,noun,ali-kobayashi2024:p701:e35
701,36,gummutt,n. rush,,noun,ali-kobayashi2024:p701:e36
701,37,gunā,n. sin,F,noun loanword,ali-kobayashi2024:p701:e37
701,38,gunāgār,a. guilty,F,adj loanword,ali-kobayashi2024:p701:e38
701,39,gungurū,n. small bell,,noun,ali-kobayashi2024:p701:e39
701,40,guṛ,n. raw sugar,H,noun loanword,ali-kobayashi2024:p701:e40
701,41,guṛā,adv. then,,adv,ali-kobayashi2024:p701:e41
701,42,gurā,n. side,,noun,ali-kobayashi2024:p701:e42
701,43,gurā,adv. near; around,,adv,ali-kobayashi2024:p701:e43
701,44,gurj,n. need,Si.,noun loanword,ali-kobayashi2024:p701:e44
701,45,gušāda,a. wise,,adj,ali-kobayashi2024:p701:e45
701,46,guṭkū,n. stout man,,noun,ali-kobayashi2024:p701:e46
701,47,guṭlū,n. throat,,noun,ali-kobayashi2024:p701:e47
701,48,guṭṭ,n. throat,,noun,ali-kobayashi2024:p701:e48
701,49,guzrān,n. livelihood,F,noun loanword,ali-kobayashi2024:p701:e49
701,50,gūs,n. continuation,,noun,ali-kobayashi2024:p701:e50
701,51,gū̃ṛī,n. grain sack,,noun,ali-kobayashi2024:p701:e51
701,52,ɣabarrāra,onom. of growling,,onomatopoeia,ali-kobayashi2024:p701:e52
701,53,ɣaebī,a. invisible,U,adj loanword,ali-kobayashi2024:p701:e53
701,54,ɣaeratt,n. honor,F,noun loanword,ali-kobayashi2024:p701:e54
701,55,ɣaerattī,a. honorable,,adj,ali-kobayashi2024:p701:e55
701,56,ɣalla,n. grain,F,noun loanword,ali-kobayashi2024:p701:e56
701,57,ɣam,n. sorrow,A,noun loanword,ali-kobayashi2024:p701:e57
701,58,ɣapp,n. handful,,noun,ali-kobayashi2024:p701:e58
701,59,ɣaraz,n. use; handle,A,noun loanword,ali-kobayashi2024:p701:e59
701,60,ɣarīb,a. poor,A,adj loanword,ali-kobayashi2024:p701:e60
701,61,ɣarīb,n. poor man; dear,,noun,ali-kobayashi2024:p701:e61
701,62,ɣarībī,a. of poor quality,,adj,ali-kobayashi2024:p701:e62
701,63,ɣarībī,n. poverty; labor,,noun,ali-kobayashi2024:p701:e63
701,64,ɣark,a. drowned,A,adj loanword,ali-kobayashi2024:p701:e64
701,65,ɣazab,n. giant,A,noun loanword,ali-kobayashi2024:p701:e65
701,66,ɣāmboɣīmb,n. noisy chat,,noun,ali-kobayashi2024:p701:e66
701,67,ɣār,n. cave,A,noun loanword,ali-kobayashi2024:p701:e67
701,68,ɣār o ɣīr,n. noise,,noun,ali-kobayashi2024:p701:e68
701,69,ɣāv,n. complaint,,noun,ali-kobayashi2024:p701:e69
701,70,ɣāvī,n. tattling,,noun,ali-kobayashi2024:p701:e70
701,71,ɣāzī,n. hero,A,noun loanword,ali-kobayashi2024:p701:e71
701,72,ɣībatt,n. slander,A,noun loanword,ali-kobayashi2024:p701:e72
701,73,ɣoṛūcef-ing,vt. to swallow,,verb tr,ali-kobayashi2024:p701:e73
701,74,ɣora,a. egoistic,,adj,ali-kobayashi2024:p701:e74
701,75,ɣulām,n. slave,A,noun loanword,ali-kobayashi2024:p701:e75
701,76,ɣulɣulū,a. teary,,adj,ali-kobayashi2024:p701:e76
702,1,ɣull,a. plump,,adj,ali-kobayashi2024:p702:e1
702,2,ɣull,n. plump man,,noun,ali-kobayashi2024:p702:e2
702,3,ɣunḍa,n. villain,U,noun loanword,ali-kobayashi2024:p702:e3
702,4,ɣurc-ing,vt. to swallow,,verb tr,ali-kobayashi2024:p702:e4
702,5,ɣurɣur,onom. of hissing,,onomatopoeia,ali-kobayashi2024:p702:e5
702,6,ɣurr-ing,vi. to growl,,verb intr,ali-kobayashi2024:p702:e6
702,7,ɣussa,n. anger,A,noun loanword,ali-kobayashi2024:p702:e7
702,8,ɣusul,n. bathing,A,noun loanword,ali-kobayashi2024:p702:e8
702,9,ɣusulxāna,n. bathhouse,A|F,noun loanword,ali-kobayashi2024:p702:e9
702,10,ɣuṭṭ,a. all,,adj,ali-kobayashi2024:p702:e10
702,11,ɣūrānṭ,n. abuse; scolding,,noun,ali-kobayashi2024:p702:e11
702,12,ha,itj. bah,,interj,ali-kobayashi2024:p702:e12
702,13,habakka,a. stunned; tongue tied,,adj,ali-kobayashi2024:p702:e13
702,14,mann-ing,vi. to be,,verb intr,ali-kobayashi2024:p702:e14
702,15,habakka,stunned,,adj,ali-kobayashi2024:p702:e15
702,16,habass,n. excitement; frenzy,A,noun loanword,ali-kobayashi2024:p702:e16
702,17,habass,itj. cry of triumph,A,interj loanword,ali-kobayashi2024:p702:e17
702,18,habb,n. grunt,,noun,ali-kobayashi2024:p702:e18
702,19,haḍḍ,n. bone,H,noun loanword,ali-kobayashi2024:p702:e19
702,20,hadd,n. boundary,,noun,ali-kobayashi2024:p702:e20
702,21,hadd o havel,n. surrounding,B,noun loanword,ali-kobayashi2024:p702:e21
702,22,had kann-ing,vi. to arrive,,verb intr,ali-kobayashi2024:p702:e22
702,23,hae ki,phr. maybe,,multiword-expression,ali-kobayashi2024:p702:e23
702,24,haerān,a. surprised; wondering,A,adj loanword,ali-kobayashi2024:p702:e24
702,25,haerān,itj. oh my!,,interj,ali-kobayashi2024:p702:e25
702,26,haerān mann-ing,vi. to wonder; be surprised,,verb intr,ali-kobayashi2024:p702:e26
702,27,haerānī,n. wonder,A,noun loanword,ali-kobayashi2024:p702:e27
702,28,haesīyat,n. status,A,noun loanword,ali-kobayashi2024:p702:e28
702,29,haff-ing,vt. to take up (harf-ing),,verb tr,ali-kobayashi2024:p702:e29
702,30,haft,num. seven,F,num loanword,ali-kobayashi2024:p702:e30
702,31,hafta,n. week; Saturday,F,noun loanword,ali-kobayashi2024:p702:e31
702,32,haftamīko,a. seventh,,adj,ali-kobayashi2024:p702:e32
702,33,haftād o haft,num. 77,B,num loanword,ali-kobayashi2024:p702:e33
702,34,haftmīko,a. seventh,,adj,ali-kobayashi2024:p702:e34
702,35,hajal,n. death,,noun,ali-kobayashi2024:p702:e35
702,36,hajal hal-ing,v. to draw near (of death),,verb,ali-kobayashi2024:p702:e36
702,37,hajam,n. fright,,noun,ali-kobayashi2024:p702:e37
702,38,hajjām,n. barber,A,noun loanword,ali-kobayashi2024:p702:e38
702,39,hak-bašxī,n. forgiveness,A,noun loanword,ali-kobayashi2024:p702:e39
702,40,hakīkatt,n. truth,A,noun loanword,ali-kobayashi2024:p702:e40
702,41,hakk,n. right,A,noun loanword,ali-kobayashi2024:p702:e41
702,42,hakkal,n. order; shout,,noun,ali-kobayashi2024:p702:e42
702,43,hakkī,a. genuine,A,adj loanword,ali-kobayashi2024:p702:e43
702,44,hakk o insāf,n. right and justice,A,noun loanword,ali-kobayashi2024:p702:e44
702,45,hal,n. mouse,,noun,ali-kobayashi2024:p702:e45
702,46,hala,int. adv. why; where,,interr adv,ali-kobayashi2024:p702:e46
702,47,hala,itj. hurry!; come!; do it!,,interj,ali-kobayashi2024:p702:e47
702,48,hala-hala-aṭ,adv. in a hurry,,adv,ali-kobayashi2024:p702:e48
702,49,hala-halma-aṭ,adv. running,,adv,ali-kobayashi2024:p702:e49
702,50,hala o hala,adv. finally,,adv,ali-kobayashi2024:p702:e50
702,51,halašš-ing,vi. to pant,,verb intr,ali-kobayashi2024:p702:e51
702,52,hal-es,postp. from,,postp,ali-kobayashi2024:p702:e52
702,53,halk,take.PST.3SG (hall-ing),,verb pret 3sg,ali-kobayashi2024:p702:e53
702,54,hall-ing,vt. to take; seize; buy; cover,,verb tr,ali-kobayashi2024:p702:e54
702,55,halling-ing,vi. to be caught,,verb intr,ali-kobayashi2024:p702:e55
702,56,halma,n. running,,noun,ali-kobayashi2024:p702:e56
702,57,haɬ,take.IMP (hall-ing),,verb impv,ali-kobayashi2024:p702:e57
702,58,=ham,adv. too,,adv,ali-kobayashi2024:p702:e58
702,59,hame,pron. that,,pron,ali-kobayashi2024:p702:e59
702,60,hamekān,adv. from there,,adv,ali-kobayashi2024:p702:e60
702,61,hame ki,adv. from long before,,adv,ali-kobayashi2024:p702:e61
702,62,hamengī,adv. thither,,adv,ali-kobayashi2024:p702:e62
702,63,hameṛe,adv. there,,adv,ali-kobayashi2024:p702:e63
702,64,hameša,adv. always,F,adv loanword,ali-kobayashi2024:p702:e64
702,65,ham-kopa,n. buddy,,noun,ali-kobayashi2024:p702:e65
702,66,hamo,pron. that; those; he; she,,pron,ali-kobayashi2024:p702:e66
702,67,hamod,pron. that (hamo),,pron,ali-kobayashi2024:p702:e67
702,68,hamokān,adv. from there,,adv,ali-kobayashi2024:p702:e68
702,69,hamon,adv. thus; that way,,adv,ali-kobayashi2024:p702:e69
702,70,hamong,adv. that way; thither,,adv,ali-kobayashi2024:p702:e70
702,71,hamongī,adv. that way,,adv,ali-kobayashi2024:p702:e71
702,72,hamoṛe,adv. there,,adv,ali-kobayashi2024:p702:e72
702,73,hamotam,adv. that time,,adv,ali-kobayashi2024:p702:e73
702,74,hamo-vaṛ,adv. that way,,adv,ali-kobayashi2024:p702:e74
702,75,hamp-ing,vi. to migrate,,verb intr,ali-kobayashi2024:p702:e75
703,1,hamp o biṭṭ,n. migration and camping,,noun,ali-kobayashi2024:p703:e1
703,2,hamp o laḍḍ,n. packing; migration,,noun,ali-kobayashi2024:p703:e2
703,3,hamsāya,n. neighbor,F,noun loanword,ali-kobayashi2024:p703:e3
703,4,hamun,adv. that way,,adv,ali-kobayashi2024:p703:e4
703,5,hamun,rel. when,,adv,ali-kobayashi2024:p703:e5
703,6,hand,n. place,,noun,ali-kobayashi2024:p703:e6
703,7,handā,pron. this; he; she,,pron,ali-kobayashi2024:p703:e7
703,8,handād,pron. this,,pron,ali-kobayashi2024:p703:e8
