Status,Reason,PDF_Page,Printed_Page,Entry,Raw_Form_POS,Form,POS,Definition,Mean_Confidence,Low_Confidence_Tokens,Entry_Key,Emitted_Keys,Rejected_Forms,Review_Flags
verified,Recovered the source palatal affricate.,155,147,20,ïjãvəi M.,ǰãvai,M.,son-in-law.,73.27,ïjãvəi,ghatage-kasargod1970:p147:e20,ghatage-kasargod1970:p147:e20,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,155,147,21,javli F.,javli,F.,cloth.,89.95,,ghatage-kasargod1970:p147:e21,ghatage-kasargod1970:p147:e21,,
ocr_unreviewed,source transcription requires human verification,155,147,22,ja V.,ja,V.,to go.,91.81,,ghatage-kasargod1970:p147:e22,ghatage-kasargod1970:p147:e22,,
verified,Recovered the source palatal affricate and final low front vowel.,155,147,23,Jagrut £ Adj.,ǰagrutɛ,Adj.,careful.,72.97,Jagrut,ghatage-kasargod1970:p147:e23,ghatage-kasargod1970:p147:e23,,low-confidence suspicious-character human-corrected
verified,Separated a leaked POS and recovered the velar nasal.,155,147,24,ja: giN.,ǰa:ŋgɨ,N.,"thigh, hip.",48.39,ja: | giN.,ghatage-kasargod1970:p147:e24,ghatage-kasargod1970:p147:e24,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,155,147,25,ja:dt V.,ja:dt,V.,to swell.,82.64,,ghatage-kasargod1970:p147:e25,ghatage-kasargod1970:p147:e25,,
verified,Recovered a head and POS severely distorted by OCR.,155,147,26,Jatt EN,ǰa:tɨ,F.,caste.,41.79,Jatt | EN | :,ghatage-kasargod1970:p147:e26,ghatage-kasargod1970:p147:e26,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,155,147,27,ja:du F.,ja:du,F.,magic.,85.29,,ghatage-kasargod1970:p147:e27,ghatage-kasargod1970:p147:e27,,
ocr_unreviewed,source transcription requires human verification,155,147,28,ja:li F.,ja:li,F.,plant.,83.17,ja:li,ghatage-kasargod1970:p147:e28,ghatage-kasargod1970:p147:e28,,low-confidence
ocr_unreviewed,source transcription requires human verification,155,147,29,jirou V.,jirou,V.,to carve.,92.88,,ghatage-kasargod1970:p147:e29,ghatage-kasargod1970:p147:e29,,
verified,Recovered the source palatal affricate.,155,147,30,Jiledomru N.,ǰiledomru,N.,window.,89.69,,ghatage-kasargod1970:p147:e30,ghatage-kasargod1970:p147:e30,,human-corrected
ocr_unreviewed,source transcription requires human verification,155,147,31,jilgo M.,jilgo,M.,boy.,85.33,,ghatage-kasargod1970:p147:e31,ghatage-kasargod1970:p147:e31,,
verified,Separated a leaked POS and recovered the source vowels.,155,147,32,ji:deN.,ǰi:dɛ,N.,hood of a cobra.,90.99,,ghatage-kasargod1970:p147:e32,ghatage-kasargod1970:p147:e32,,human-corrected
verified,Separated a leaked POS and recovered the source palatal affricate.,155,147,33,ji:biF.,ǰi:bi,F.,tongue.,85.98,,ghatage-kasargod1970:p147:e33,ghatage-kasargod1970:p147:e33,,human-corrected
ocr_unreviewed,source transcription requires human verification,155,147,34,ji:re N.,ji:re,N.,"cumin seed,",85.50,,ghatage-kasargod1970:p147:e34,ghatage-kasargod1970:p147:e34,,
ocr_unreviewed,source transcription requires human verification,155,147,35,jivəni N.,jivəni,N.,life.,88.32,,ghatage-kasargod1970:p147:e35,ghatage-kasargod1970:p147:e35,,
verified,Recovered the source palatal affricate and final central vowel.,155,147,36,Ji:vəni Adj.,ǰi:vənɨ,Adj.,alive.,93.52,,ghatage-kasargod1970:p147:e36,ghatage-kasargod1970:p147:e36,,human-corrected
verified,Removed reverse-page bleed after comparison with the source image.,155,147,37,juttu F.,ǰuttu,F.,tuft of hair.,90.41,t,ghatage-kasargod1970:p147:e37,ghatage-kasargod1970:p147:e37,,low-confidence human-corrected
verified,Recovered both printed alternatives.,155,147,38,June ~ juņe Adj.,ǰune ~ ǰuṇɛ,Adj.,old.,80.03,juņe,ghatage-kasargod1970:p147:e38,ghatage-kasargod1970:p147:e38|ghatage-kasargod1970:p147:e38:variant:1,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,156,148,1,jū M.,jū,M.,yoke.,87.06,,ghatage-kasargod1970:p148:e1,ghatage-kasargod1970:p148:e1,,
ocr_unreviewed,source transcription requires human verification,156,148,2,je:vu V..,je:vu,V.,to eat.,92.94,,ghatage-kasargod1970:p148:e2,ghatage-kasargod1970:p148:e2,,
ocr_unreviewed,source transcription requires human verification,156,148,3,jerņdo Adj.,jerņdo,Adj.,old.,77.44,jerņdo,ghatage-kasargod1970:p148:e3,ghatage-kasargod1970:p148:e3,,low-confidence
ocr_unreviewed,source transcription requires human verification,156,148,4,jeva:ņt N.,jeva:ņt,N.,meals.,92.61,,ghatage-kasargod1970:p148:e4,ghatage-kasargod1970:p148:e4,,
verified,Recovered the source palatal affricate and final schwa.,156,148,5,Joišo M.,ǰoiśə,M.,astrologer.,71.07,Joišo,ghatage-kasargod1970:p148:e5,ghatage-kasargod1970:p148:e5,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,156,148,6,jote,jote,,pair.,89.68,,ghatage-kasargod1970:p148:e6,ghatage-kasargod1970:p148:e6,,
verified,Seeded audit recovery of the source affricate retroflex stop and final vowel.,156,148,7,jo:dt V.,ǰo:ḍɨ,V.,"to thrash, to beat.",76.96,jo:dt | beat.,ghatage-kasargod1970:p148:e7,ghatage-kasargod1970:p148:e7,,low-confidence human-corrected
verified,Recovered the source palatal affricate and final central vowel.,156,148,8,Jo:ri Adj.,ǰo:rɨ,Adj.,brave.,86.87,,ghatage-kasargod1970:p148:e8,ghatage-kasargod1970:p148:e8,,human-corrected
ocr_unreviewed,source transcription requires human verification,156,148,9,jo:ru Adv.,jo:ru,Adv.,fast.,79.44,jo:ru,ghatage-kasargod1970:p148:e9,ghatage-kasargod1970:p148:e9,,low-confidence
ocr_unreviewed,source transcription requires human verification,156,148,10,jo:'sti M.F.N.,jo:'sti,M.F.N.,friend.,69.46,jo:'sti,ghatage-kasargod1970:p148:e10,ghatage-kasargod1970:p148:e10,,low-confidence
verified,Recovered the source palatal affricate and low front vowel.,156,148,11,Jo:le N.,ǰo:lɛ,N.,saliva.,77.64,Jo:le,ghatage-kasargod1970:p148:e11,ghatage-kasargod1970:p148:e11,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,156,148,12,jo:lə M.,jo:lə,M.,jawar.,76.74,jo:lə,ghatage-kasargod1970:p148:e12,ghatage-kasargod1970:p148:e12,,low-confidence
ocr_unreviewed,source transcription requires human verification,156,148,13,təkli F.,təkli,F.,roof.,95.06,,ghatage-kasargod1970:p148:e13,ghatage-kasargod1970:p148:e13,,
ocr_unreviewed,source transcription requires human verification,156,148,14,təkle N.,təkle,N.,head.,91.23,,ghatage-kasargod1970:p148:e14,ghatage-kasargod1970:p148:e14,,
ocr_unreviewed,source transcription requires human verification,156,148,15,tikli F.,tikli,F.,"branch, twig.",93.80,,ghatage-kasargod1970:p148:e15,ghatage-kasargod1970:p148:e15,,
verified,Recovered the contrastive central high vowel and source punctuation.,156,148,16,tikli F.,ṭɨkli,F.,ear ornament.,59.18,tikli | ear. | ornament.,ghatage-kasargod1970:p148:e16,ghatage-kasargod1970:p148:e16,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,156,148,17,te:ləri M.,te:ləri,M.,tailor.,75.04,te:ləri,ghatage-kasargod1970:p148:e17,ghatage-kasargod1970:p148:e17,,low-confidence
ocr_unreviewed,source transcription requires human verification,156,148,18,teksi M.,teksi,M.,taxi.,87.68,,ghatage-kasargod1970:p148:e18,ghatage-kasargod1970:p148:e18,,
ocr_unreviewed,source transcription requires human verification,156,148,19,te:pt N.,te:pt,N.,tap.,91.93,,ghatage-kasargod1970:p148:e19,ghatage-kasargod1970:p148:e19,,
ocr_unreviewed,source transcription requires human verification,156,148,20,toki V.,toki,V.,to shoot.,95.93,,ghatage-kasargod1970:p148:e20,ghatage-kasargod1970:p148:e20,,
ocr_unreviewed,source transcription requires human verification,156,148,21,toppi F.,toppi,F.,cap.,95.76,,ghatage-kasargod1970:p148:e21,ghatage-kasargod1970:p148:e21,,
ocr_unreviewed,source transcription requires human verification,156,148,22,to:ki V.,to:ki,V.,"to shoot,",92.75,,ghatage-kasargod1970:p148:e22,ghatage-kasargod1970:p148:e22,,
ocr_unreviewed,source transcription requires human verification,156,148,23,to: yku F.,to: yku,F.,beak.,72.89,yku,ghatage-kasargod1970:p148:e23,ghatage-kasargod1970:p148:e23,,low-confidence
ocr_unreviewed,source transcription requires human verification,156,148,24,to:mețo N.,to:mețo,N.,tomato.,76.34,to:mețo,ghatage-kasargod1970:p148:e24,ghatage-kasargod1970:p148:e24,,low-confidence
ocr_unreviewed,source transcription requires human verification,156,148,25,dəkəri ka:dt V.,dəkəri ka:dt,V.,to belch.,92.36,,ghatage-kasargod1970:p148:e25,ghatage-kasargod1970:p148:e25,,
ocr_unreviewed,source transcription requires human verification,156,148,26,dəbbi F.,dəbbi,F.,tin.,79.07,dəbbi,ghatage-kasargod1970:p148:e26,ghatage-kasargod1970:p148:e26,,low-confidence
ocr_unreviewed,source transcription requires human verification,156,148,27,dali F,dali,F.,mat.,94.79,,ghatage-kasargod1970:p148:e27,ghatage-kasargod1970:p148:e27,,
ocr_unreviewed,source transcription requires human verification,156,148,28,dave Adj.,dave,Adj.,left (hand).,96.01,,ghatage-kasargod1970:p148:e28,ghatage-kasargod1970:p148:e28,,
ocr_unreviewed,source transcription requires human verification,156,148,29,da:mpi V.,da:mpi,V.,to shut.,94.30,,ghatage-kasargod1970:p148:e29,ghatage-kasargod1970:p148:e29,,
ocr_unreviewed,source transcription requires human verification,156,148,30,da: vu F.,da: vu,F.,ladle.,61.98,da: | vu,ghatage-kasargod1970:p148:e30,ghatage-kasargod1970:p148:e30,,low-confidence
ocr_unreviewed,source transcription requires human verification,156,148,31,dukoru M.,dukoru,M.,pig.,94.67,,ghatage-kasargod1970:p148:e31,ghatage-kasargod1970:p148:e31,,
verified,Recovered the complete head from the source image.,156,148,32,dəygiyo M.”,dəŋgiyə,M.,gourd.,41.88,dəygiyo | guord.,ghatage-kasargod1970:p148:e32,ghatage-kasargod1970:p148:e32,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,156,148,33,debəru M.,debəru,M.,louse.,82.75,,ghatage-kasargod1970:p148:e33,ghatage-kasargod1970:p148:e33,,
verified,Recovered both low front vowels and removed bleed-through.,156,148,34,qere N.,dɛrɛ,N.,tent.,67.51,N,ghatage-kasargod1970:p148:e34,ghatage-kasargod1970:p148:e34,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,156,148,35,doygoru-doņygori M.,doygoru-doņygori,M.,hill.,71.28,doygoru-doņygori,ghatage-kasargod1970:p148:e35,ghatage-kasargod1970:p148:e35,,low-confidence
ocr_unreviewed,source transcription requires human verification,156,148,36,dompari M.,dompari,M.,"elbow, knee.",94.07,,ghatage-kasargod1970:p148:e36,ghatage-kasargod1970:p148:e36,,
verified,Recovered the velar nasal and final central high vowel.,156,148,37,təzgi N.,təŋgɨ,N.,younger sister.,70.00,təzgi,ghatage-kasargod1970:p148:e37,ghatage-kasargod1970:p148:e37,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,156,148,38,tomma M.,tomma,M.,younger brother.,96.17,,ghatage-kasargod1970:p148:e38,ghatage-kasargod1970:p148:e38,,
ocr_unreviewed,source transcription requires human verification,157,149,1,tətkala Adj.,tətkala,Adj.,temporary.,94.69,,ghatage-kasargod1970:p149:e1,ghatage-kasargod1970:p149:e1,,
ocr_unreviewed,source transcription requires human verification,157,149,2,tərki kə:ri V.,tərki kə:ri,V.,to guess.,92.44,,ghatage-kasargod1970:p149:e2,ghatage-kasargod1970:p149:e2,,
ocr_unreviewed,source transcription requires human verification,157,149,3,tərnə Adj.,tərnə,Adj.,young.,85.78,,ghatage-kasargod1970:p149:e3,ghatage-kasargod1970:p149:e3,,
ocr_unreviewed,source transcription requires human verification,157,149,4,"tərli ba:i F,",tərli ba:i,F.,"maternal aunt, elderly woman,",89.20,,ghatage-kasargod1970:p149:e4,ghatage-kasargod1970:p149:e4,,
ocr_unreviewed,source transcription requires human verification,157,149,5,tərle Adj.,tərle,Adj.,"big, great.",93.69,,ghatage-kasargod1970:p149:e5,ghatage-kasargod1970:p149:e5,,
ocr_unreviewed,source transcription requires human verification,157,149,6,tərle kə:ri V.,tərle kə:ri,V.,"to swell, to stretch.",94.30,,ghatage-kasargod1970:p149:e6,ghatage-kasargod1970:p149:e6,,
ocr_unreviewed,source transcription requires human verification,157,149,7,təla:ti M.,təla:ti,M.,palm of the hand.,93.86,,ghatage-kasargod1970:p149:e7,ghatage-kasargod1970:p149:e7,,
ocr_unreviewed,source transcription requires human verification,157,149,8,təlvari N.,təlvari,N.,sword.,92.38,,ghatage-kasargod1970:p149:e8,ghatage-kasargod1970:p149:e8,,
ocr_unreviewed,source transcription requires human verification,157,149,9,tičči,tičči,,like.,85.71,,ghatage-kasargod1970:p149:e9,ghatage-kasargod1970:p149:e9,,
ocr_unreviewed,source transcription requires human verification,157,149,10,titti Adj.,titti,Adj.,flat.,92.68,,ghatage-kasargod1970:p149:e10,ghatage-kasargod1970:p149:e10,,
ocr_unreviewed,source transcription requires human verification,157,149,11,tindi Adj.,tindi,Adj.,"cool, cold.",71.87,tindi,ghatage-kasargod1970:p149:e11,ghatage-kasargod1970:p149:e11,,low-confidence
ocr_unreviewed,source transcription requires human verification,157,149,12,tiggi Adj.,tiggi,Adj.,low.,79.52,,ghatage-kasargod1970:p149:e12,ghatage-kasargod1970:p149:e12,,
ocr_unreviewed,source transcription requires human verification,157,149,13,takali N.,takali,N.,spindle.,93.98,,ghatage-kasargod1970:p149:e13,ghatage-kasargod1970:p149:e13,,
ocr_unreviewed,source transcription requires human verification,157,149,14,tatte ~ tətte N.,tatte ~ tətte,N.,"lid, pan.",68.51,tatte | tətte,ghatage-kasargod1970:p149:e14,ghatage-kasargod1970:p149:e14|ghatage-kasargod1970:p149:e14:variant:1,,low-confidence
ocr_unreviewed,source transcription requires human verification,157,149,15,tadpe N.,tadpe,N.,"winnowing basket,",90.91,,ghatage-kasargod1970:p149:e15,ghatage-kasargod1970:p149:e15,,
ocr_unreviewed,source transcription requires human verification,157,149,16,tandalu M.,tandalu,M.,rice.,92.57,,ghatage-kasargod1970:p149:e16,ghatage-kasargod1970:p149:e16,,
ocr_unreviewed,source transcription requires human verification,157,149,17,tapou V.,tapou,V.,"to heat, fry.",96.02,,ghatage-kasargod1970:p149:e17,ghatage-kasargod1970:p149:e17,,
ocr_unreviewed,source transcription requires human verification,157,149,18,tambe Adj.,tambe,Adj.,red.,95.40,,ghatage-kasargod1970:p149:e18,ghatage-kasargod1970:p149:e18,,
ocr_unreviewed,source transcription requires human verification,157,149,19,tamma M.,tamma,M.,younger brother.,95.18,,ghatage-kasargod1970:p149:e19,ghatage-kasargod1970:p149:e19,,
ocr_unreviewed,source transcription requires human verification,157,149,20,tayari,tayari,,ready.,66.87,tayari,ghatage-kasargod1970:p149:e20,ghatage-kasargod1970:p149:e20,,low-confidence
ocr_unreviewed,source transcription requires human verification,157,149,21,talati M.,talati,M.,palm of the hand.,93.00,,ghatage-kasargod1970:p149:e21,ghatage-kasargod1970:p149:e21,,
ocr_unreviewed,source transcription requires human verification,157,149,22,"talimbu N,",talimbu,N.,pillow.,92.19,,ghatage-kasargod1970:p149:e22,ghatage-kasargod1970:p149:e22,,
ocr_unreviewed,source transcription requires human verification,157,149,23,ta:ki N.,ta:ki,N.,"butter milk,",91.96,,ghatage-kasargod1970:p149:e23,ghatage-kasargod1970:p149:e23,,
verified,Recovered a head whose letters were completely misclassified by OCR.,157,149,24,tas gK OV,tã:ŋkɨ,V.,to throw.,50.66,tas | gK | OV,ghatage-kasargod1970:p149:e24,ghatage-kasargod1970:p149:e24,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,157,149,25,ta:dt F.,ta:dt,F.,palm tree.,94.55,,ghatage-kasargod1970:p149:e25,ghatage-kasargod1970:p149:e25,,
ocr_unreviewed,source transcription requires human verification,157,149,26,ta:ņə F.,ta:ņə,F.,thirst.,91.76,,ghatage-kasargod1970:p149:e26,ghatage-kasargod1970:p149:e26,,
ocr_unreviewed,source transcription requires human verification,157,149,27,ta:mare N.,ta:mare,N.,lotus.,93.72,,ghatage-kasargod1970:p149:e27,ghatage-kasargod1970:p149:e27,,
ocr_unreviewed,source transcription requires human verification,157,149,28,ta:le N.,ta:le,N.,lake.,93.45,,ghatage-kasargod1970:p149:e28,ghatage-kasargod1970:p149:e28,,
ocr_unreviewed,source transcription requires human verification,157,149,29,ta: M.,ta:,M.,cymbal.,68.09,ta:,ghatage-kasargod1970:p149:e29,ghatage-kasargod1970:p149:e29,,low-confidence
ocr_unreviewed,source transcription requires human verification,157,149,30,tiggatigga.,tiggatigga.,,three by three.,70.91,three.,ghatage-kasargod1970:p149:e30,ghatage-kasargod1970:p149:e30,,low-confidence
ocr_unreviewed,source transcription requires human verification,157,149,31,tirggovu V.,tirggovu,V.,"to steer,",79.69,tirggovu,ghatage-kasargod1970:p149:e31,ghatage-kasargod1970:p149:e31,,low-confidence
ocr_unreviewed,source transcription requires human verification,157,149,32,tirgəņe N.,tirgəņe,N.,screw.,85.07,,ghatage-kasargod1970:p149:e32,ghatage-kasargod1970:p149:e32,,
verified,Recovered the final central high vowel and removed OCR punctuation.,157,149,33,tilače te:lłi_ N.,tilače te:lɨ,N.,til oil.,81.42,te:lłi_,ghatage-kasargod1970:p149:e33,ghatage-kasargod1970:p149:e33,,low-confidence suspicious-character human-corrected
ocr_unreviewed,source transcription requires human verification,157,149,34,ti Adv.,ti,Adv.,there.,91.61,,ghatage-kasargod1970:p149:e34,ghatage-kasargod1970:p149:e34,,
ocr_unreviewed,source transcription requires human verification,157,149,35,ti:ņt Nu,ti:ņt,Nu.,three.,84.64,,ghatage-kasargod1970:p149:e35,ghatage-kasargod1970:p149:e35,,
ocr_unreviewed,source transcription requires human verification,157,149,36,ti:li N.,ti:li,N.,sesamum.,90.76,,ghatage-kasargod1970:p149:e36,ghatage-kasargod1970:p149:e36,,
verified,Recovered the contrastive central high vowel.,157,149,37,ta Pro.,tɨ,Pro.,"thou, you.",88.17,,ghatage-kasargod1970:p149:e37,ghatage-kasargod1970:p149:e37,,human-corrected
