Snapshot_Date,Unit_ID,Region,PDF_Page,Printed_Page,Locator,Raw_Form,Raw_Gloss,Raw_Context,Status,Reason,Final_Form,Final_Gloss,Final_Phonemic,Final_Tags,Emitted_Key,Merged_Into,Source,Record_SHA256
2026-08-25,t2:p:initial,table2,17,13,"p. 13, Table 2, /p/ initial",paːɬu,leaf,,installed,extracted from the PDF text layer and installed unchanged,paːɬu,leaf,paːɬu,,knobloch2020sauji:t2:p:initial,,"knobloch2020sauji[p. 13, Table 2, /p/ initial]",4c675fcc37e69152b3214ea91b1dddbcc764f2f6ddf7c75bf633f250738701a0
2026-08-25,t2:p:medial,table2,17,13,"p. 13, Table 2, /p/ medial",paːpi,paternal aunt,,installed,extracted from the PDF text layer and installed unchanged,paːpi,paternal aunt,paːpi,,knobloch2020sauji:t2:p:medial,,"knobloch2020sauji[p. 13, Table 2, /p/ medial]",42f9f9a1771e20de73c5e0d5b757f1b18d6e00398da744d46195a5d5ca4da52c
2026-08-25,t2:p:final,table2,17,13,"p. 13, Table 2, /p/ final",gap,word,"(Buddruss, 1967: 99)",installed,extracted from the PDF text layer and installed unchanged,gap,word,gap,,knobloch2020sauji:t2:p:final,,"knobloch2020sauji[p. 13, Table 2, /p/ final];buddruss1967sau[p. 99]",cb3851d4b5d67322586fbd6ecc330036f33d3801f0694498c4d69ad0458311c6
2026-08-25,t2:pʰ:initial,table2,17,13,"p. 13, Table 2, /pʰ/ initial",pʰaːnt,path,,installed,extracted from the PDF text layer and installed unchanged,pʰaːnt,path,pʰaːnt,,knobloch2020sauji:t2:pʰ:initial,,"knobloch2020sauji[p. 13, Table 2, /pʰ/ initial]",e3f5781235d61f4ed636793ae35459c1cbe5a5e8a9fe739683163a63b4597698
2026-08-25,t2:pʰ:medial,table2,17,13,"p. 13, Table 2, /pʰ/ medial",musaːpʰar,traveler/journey,,installed,extracted from the PDF text layer and installed unchanged,musaːpʰar,"traveler, journey",musaːpʰar,,knobloch2020sauji:t2:pʰ:medial,,"knobloch2020sauji[p. 13, Table 2, /pʰ/ medial]",56bb773cfca68d6153928960ab297c5b658ac80b04fa48bcf00ef517165457ff
2026-08-25,t2:b:initial,table2,17,13,"p. 13, Table 2, /b/ initial",baːbu,father,,installed,extracted from the PDF text layer and installed unchanged,baːbu,father,baːbu,,knobloch2020sauji:t2:b:initial,,"knobloch2020sauji[p. 13, Table 2, /b/ initial]",37d98e898a021cddf5ed3c8eae17f954c15590ef3658e3daee15e17800e462ef
2026-08-25,t2:b:medial,table2,17,13,"p. 13, Table 2, /b/ medial",baːbu,father,,installed,extracted from the PDF text layer and installed unchanged,baːbu,father,baːbu,,knobloch2020sauji:t2:b:medial,knobloch2020sauji:t2:b:initial,"knobloch2020sauji[p. 13, Table 2, /b/ medial]",d8c5a58f7be00fa0a35e8977441740a123ab8eb7d479ec8ccd623c477efc7b08
2026-08-25,t2:b:final,table2,17,13,"p. 13, Table 2, /b/ final",d͡ʒib,tongue,,installed,extracted from the PDF text layer and installed unchanged,d͡ʒib,tongue,d͡ʒib,,knobloch2020sauji:t2:b:final,,"knobloch2020sauji[p. 13, Table 2, /b/ final]",26b035c6f8ba4a1f91fd419ef7f123ecfc4b94b4fc077590a68e9b3b46da31da
2026-08-25,t2:t:initial,table2,17,13,"p. 13, Table 2, /t/ initial",tuː,you,,installed,extracted from the PDF text layer and installed unchanged,tuː,you,tuː,,knobloch2020sauji:t2:t:initial,,"knobloch2020sauji[p. 13, Table 2, /t/ initial]",d43ccfec2c767e5cd25253faff389714ff13bd40a3ba9ee135f3229f8f45585f
2026-08-25,t2:t:medial,table2,17,13,"p. 13, Table 2, /t/ medial",rateː,on,,installed,extracted from the PDF text layer and installed unchanged,rateː,on,rateː,,knobloch2020sauji:t2:t:medial,,"knobloch2020sauji[p. 13, Table 2, /t/ medial]",449878dc05c13eb41566b1cb305377a9798bd4c5cc7870d4088494a934c042cf
2026-08-25,t2:t:final,table2,17,13,"p. 13, Table 2, /t/ final",raːt,blood,,installed,extracted from the PDF text layer and installed unchanged,raːt,blood,raːt,,knobloch2020sauji:t2:t:final,,"knobloch2020sauji[p. 13, Table 2, /t/ final]",241b96075aa9ecf15d16c9279e053cf0b915272998c4fac1223dd0dd9f7abd28
2026-08-25,t2:tʰ:initial,table2,17,13,"p. 13, Table 2, /tʰ/ initial",tʰaanu,do (simple present),,installed,extracted from the PDF text layer and installed unchanged,tʰaanu,do,tʰaanu,verb pres,knobloch2020sauji:t2:tʰ:initial,,"knobloch2020sauji[p. 13, Table 2, /tʰ/ initial]",a9e96cb3d1dde7f915e4c74834eca4957d5e3c6681387b6cd7ea02223a83e592
2026-08-25,t2:tʰ:final,table2,17,13,"p. 13, Table 2, /tʰ/ final",haːtʰ,hand,,installed,extracted from the PDF text layer and installed unchanged,haːtʰ,hand,haːtʰ,,knobloch2020sauji:t2:tʰ:final,,"knobloch2020sauji[p. 13, Table 2, /tʰ/ final]",ed0cb3d00bdc58c999fefa8e8f2618c77cbd5457093ca64afd351ad4b5c012f4
2026-08-25,t2:d:initial,table2,17,13,"p. 13, Table 2, /d/ initial",duː,two,,installed,extracted from the PDF text layer and installed unchanged,duː,two,duː,,knobloch2020sauji:t2:d:initial,,"knobloch2020sauji[p. 13, Table 2, /d/ initial]",66df3c613837e572cc474c19c8c8575559cf2ae2dd5ef4f1e6d4953df95c8811
2026-08-25,t2:d:medial,table2,17,13,"p. 13, Table 2, /d/ medial",daːnda,teeth,,installed,extracted from the PDF text layer and installed unchanged,daːnda,teeth,daːnda,,knobloch2020sauji:t2:d:medial,,"knobloch2020sauji[p. 13, Table 2, /d/ medial]",ed66b6f2f99a5e5bebe979fec3c4314b01704d7a0eeda568198efb8c35e4e809
2026-08-25,t2:d:final,table2,17,13,"p. 13, Table 2, /d/ final",daːnd,tooth,,installed,extracted from the PDF text layer and installed unchanged,daːnd,tooth,daːnd,,knobloch2020sauji:t2:d:final,,"knobloch2020sauji[p. 13, Table 2, /d/ final]",f731f198f8c5617f8327597b5ad140f380e12e296adeafcb85d361f9c598bb07
2026-08-25,t2:ʈ:initial,table2,17,13,"p. 13, Table 2, /ʈ/ initial",ʈe,to,,installed,extracted from the PDF text layer and installed unchanged,ʈe,to,ʈe,,knobloch2020sauji:t2:ʈ:initial,,"knobloch2020sauji[p. 13, Table 2, /ʈ/ initial]",364bac7adb94d81a36942cb70477be9d23eedea45b989ca7f8311c433b7a87c2
2026-08-25,t2:ʈ:medial,table2,17,13,"p. 13, Table 2, /ʈ/ medial",baːʈa,stones,,installed,extracted from the PDF text layer and installed unchanged,baːʈa,stones,baːʈa,,knobloch2020sauji:t2:ʈ:medial,,"knobloch2020sauji[p. 13, Table 2, /ʈ/ medial]",4e6f2e7331891b407cfa7d55aca1497cb2e926812058339a5d6b73d170f1f995
2026-08-25,t2:ʈ:final,table2,17,13,"p. 13, Table 2, /ʈ/ final",baːʈ,stone,,installed,extracted from the PDF text layer and installed unchanged,baːʈ,stone,baːʈ,,knobloch2020sauji:t2:ʈ:final,,"knobloch2020sauji[p. 13, Table 2, /ʈ/ final]",3bb02159d7d5ecc411517e1b9d2677c37ad7ecb386b8f7319538ef2c45a3caf1
2026-08-25,t2:ɖ:initial,table2,17,13,"p. 13, Table 2, /ɖ/ initial",ɖaːgu,old,,installed,extracted from the PDF text layer and installed unchanged,ɖaːgu,old,ɖaːgu,,knobloch2020sauji:t2:ɖ:initial,,"knobloch2020sauji[p. 13, Table 2, /ɖ/ initial]",2f812de159cdb4ff73db6dd057a898e4264c7c60467a5f9d0b364fd997bdd199
2026-08-25,t2:ɖ:medial,table2,17,13,"p. 13, Table 2, /ɖ/ medial",munɖaːko,frog,,installed,extracted from the PDF text layer and installed unchanged,munɖaːko,frog,munɖaːko,,knobloch2020sauji:t2:ɖ:medial,,"knobloch2020sauji[p. 13, Table 2, /ɖ/ medial]",5121d066e81e9bc753a0ecd331e381f3b541bb3ffd022210e1286c27395ef02d
2026-08-25,t2:ɖ:final,table2,17,13,"p. 13, Table 2, /ɖ/ final",haːɖ,bone,,installed,extracted from the PDF text layer and installed unchanged,haːɖ,bone,haːɖ,,knobloch2020sauji:t2:ɖ:final,,"knobloch2020sauji[p. 13, Table 2, /ɖ/ final]",469c5a4e6e7cf01192e4870c2692a53dabf5fadd97876d740ec5b2b8763768d8
2026-08-25,t2:k:initial,table2,17,13,"p. 13, Table 2, /k/ initial",kaːɳ,ear,,installed,extracted from the PDF text layer and installed unchanged,kaːɳ,ear,kaːɳ,,knobloch2020sauji:t2:k:initial,,"knobloch2020sauji[p. 13, Table 2, /k/ initial]",5cac423efa90b0465ecec7f664c298413dd456b9de72496e607120dc483e6891
2026-08-25,t2:k:medial,table2,17,13,"p. 13, Table 2, /k/ medial",jakɑːʃ,11,,installed,extracted from the PDF text layer and installed unchanged,jakɑːʃ,11,jakɑːʃ,,knobloch2020sauji:t2:k:medial,,"knobloch2020sauji[p. 13, Table 2, /k/ medial]",eb9800b7f026c8a524e4be72813e4b3703ef4b8c73e9cb88ecbc7f65125779c0
2026-08-25,t2:k:final,table2,17,13,"p. 13, Table 2, /k/ final",jak,1,,installed,extracted from the PDF text layer and installed unchanged,jak,1,jak,,knobloch2020sauji:t2:k:final,,"knobloch2020sauji[p. 13, Table 2, /k/ final]",baafdba3e766ba648a39016403d4ca21315ef3b5cc966a34b6e34347c0ebd9b5
2026-08-25,t2:kʰ:initial,table2,17,13,"p. 13, Table 2, /kʰ/ initial",kʰa:lo,eat,,installed,extracted from the PDF text layer and installed unchanged,kʰa:lo,eat,kʰa:lo,,knobloch2020sauji:t2:kʰ:initial,,"knobloch2020sauji[p. 13, Table 2, /kʰ/ initial]",92be7c88057581f020ecf587210d4b2917c541e3b0532c7178c7f81fe9931569
2026-08-25,t2:kʰ:final,table2,17,13,"p. 13, Table 2, /kʰ/ final",naːkʰ,fingernail,,installed,extracted from the PDF text layer and installed unchanged,naːkʰ,fingernail,naːkʰ,,knobloch2020sauji:t2:kʰ:final,,"knobloch2020sauji[p. 13, Table 2, /kʰ/ final]",0d95e5c314854da370df34fff891ebf0dad6a6e3f07a7434710006300f71aa6a
2026-08-25,t2:g:initial,table2,17,13,"p. 13, Table 2, /g/ initial",gaːnu,big,,installed,extracted from the PDF text layer and installed unchanged,gaːnu,big,gaːnu,,knobloch2020sauji:t2:g:initial,,"knobloch2020sauji[p. 13, Table 2, /g/ initial]",c8d3b0ca369c052755a26d041bf54d9207394f780f591317e8576875ee0e1393
2026-08-25,t2:g:medial,table2,17,13,"p. 13, Table 2, /g/ medial",hangaːru,fire,,installed,extracted from the PDF text layer and installed unchanged,hangaːru,fire,hangaːru,,knobloch2020sauji:t2:g:medial,,"knobloch2020sauji[p. 13, Table 2, /g/ medial]",5d8175598b9b3fba46ac026eab773bb142c44e6d425aad5a0d44312ec1bdb3e5
2026-08-25,t2:g:final,table2,17,13,"p. 13, Table 2, /g/ final",jaŋg,"fight, conflict",,installed,extracted from the PDF text layer and installed unchanged,jaŋg,"fight, conflict",jaŋg,,knobloch2020sauji:t2:g:final,,"knobloch2020sauji[p. 13, Table 2, /g/ final]",50b67d81ceb3067be4ac588b19828c2e5f64da265bd5d268c04a9c2b4493217f
2026-08-25,t2:q:initial,table2,17,13,"p. 13, Table 2, /q/ initial",qaziː,judge,"(Buddruss, 1967: 125)",installed,extracted from the PDF text layer and installed unchanged,qaziː,judge,qaziː,,knobloch2020sauji:t2:q:initial,,"knobloch2020sauji[p. 13, Table 2, /q/ initial];buddruss1967sau[p. 125]",8d6ce2f12b944edb24fa33d0d6a9d9cc7531199806ec3e973413588bbf5e495f
2026-08-25,t2:q:medial,table2,17,13,"p. 13, Table 2, /q/ medial",kamaqal,stupid,"(Buddruss, 1967: 107)",installed,extracted from the PDF text layer and installed unchanged,kamaqal,stupid,kamaqal,,knobloch2020sauji:t2:q:medial,,"knobloch2020sauji[p. 13, Table 2, /q/ medial];buddruss1967sau[p. 107]",ab6332115c3906df11435ff7f5c00621d28cc770d82981df6db1cfdb97f67fa7
2026-08-25,t2:q:final,table2,17,13,"p. 13, Table 2, /q/ final",qaʃuq,spoon,"(Buddruss, 1967: 124)",installed,extracted from the PDF text layer and installed unchanged,qaʃuq,spoon,qaʃuq,,knobloch2020sauji:t2:q:final,,"knobloch2020sauji[p. 13, Table 2, /q/ final];buddruss1967sau[p. 124]",03543f54e0c0ff5695a89ab163d8fd9479a38eab5802a87caff4a4a81b64f5cf
2026-08-25,t2:ʈ͡ʂ:initial,table2,17,13,"p. 13, Table 2, /ʈ͡ʂ/ initial",ʈ͡ʂir,milk,,installed,extracted from the PDF text layer and installed unchanged,ʈ͡ʂir,milk,ʈ͡ʂir,,knobloch2020sauji:t2:ʈ͡ʂ:initial,,"knobloch2020sauji[p. 13, Table 2, /ʈ͡ʂ/ initial]",f11dc2e842939094ad3f75105ffecb7a586f5f32f9b6cc3757fb28df145eeb5c
2026-08-25,t2:ʈ͡ʂ:medial,table2,17,13,"p. 13, Table 2, /ʈ͡ʂ/ medial",anʈ͡ʂiː,eye,,installed,extracted from the PDF text layer and installed unchanged,anʈ͡ʂiː,eye,anʈ͡ʂiː,,knobloch2020sauji:t2:ʈ͡ʂ:medial,,"knobloch2020sauji[p. 13, Table 2, /ʈ͡ʂ/ medial]",56edb238e674e8bf9846f151215567cea6edd0a6cd9f22361d8be70986909683
2026-08-25,t2:ʈ͡ʂ:final,table2,17,13,"p. 13, Table 2, /ʈ͡ʂ/ final",inʈ͡ʂ,bear,,installed,extracted from the PDF text layer and installed unchanged,inʈ͡ʂ,bear,inʈ͡ʂ,,knobloch2020sauji:t2:ʈ͡ʂ:final,,"knobloch2020sauji[p. 13, Table 2, /ʈ͡ʂ/ final]",430aec038376e68b277dc822ab1bef36b97322df42ab3c33fd96936b79cecf96
2026-08-25,t2:t͡ʃ:initial,table2,17,13,"p. 13, Table 2, /t͡ʃ/ initial",t͡ʃut͡ʃuː,breast,,installed,extracted from the PDF text layer and installed unchanged,t͡ʃut͡ʃuː,breast,t͡ʃut͡ʃuː,,knobloch2020sauji:t2:t͡ʃ:initial,,"knobloch2020sauji[p. 13, Table 2, /t͡ʃ/ initial]",9324a9e1baa267365f85882383a61f8300744ff2918038c1869b545d393d31eb
2026-08-25,t2:t͡ʃ:medial,table2,17,13,"p. 13, Table 2, /t͡ʃ/ medial",kut͡ʃuroː,dog,,installed,extracted from the PDF text layer and installed unchanged,kut͡ʃuroː,dog,kut͡ʃuroː,,knobloch2020sauji:t2:t͡ʃ:medial,,"knobloch2020sauji[p. 13, Table 2, /t͡ʃ/ medial]",a37d3d3fee39b8ddb7050e4e9a7648999b75c6fecb271404e49b39e83dd3fab7
2026-08-25,t2:t͡ʃ:final,table2,17,13,"p. 13, Table 2, /t͡ʃ/ final",ʈikut͡ʃ,scorpion,,installed,extracted from the PDF text layer and installed unchanged,ʈikut͡ʃ,scorpion,ʈikut͡ʃ,,knobloch2020sauji:t2:t͡ʃ:final,,"knobloch2020sauji[p. 13, Table 2, /t͡ʃ/ final]",46bdab8f949dab94f6816563eead1f88693587fe7f5735b5e60a02f731a00f4e
2026-08-25,t2:t͡ʃʰ:initial,table2,17,13,"p. 13, Table 2, /t͡ʃʰ/ initial",t͡ʃʰɑːlɛ,goat,,installed,extracted from the PDF text layer and installed unchanged,t͡ʃʰɑːlɛ,goat,t͡ʃʰɑːlɛ,,knobloch2020sauji:t2:t͡ʃʰ:initial,,"knobloch2020sauji[p. 13, Table 2, /t͡ʃʰ/ initial]",2972dca92539ca71ae468095bd4d643746d562a38c582f8f8e74840aa954b138
2026-08-25,t2:d͡ʒ:initial,table2,17,13,"p. 13, Table 2, /d͡ʒ/ initial",d͡ʒuj,louse,,installed,extracted from the PDF text layer and installed unchanged,d͡ʒuj,louse,d͡ʒuj,,knobloch2020sauji:t2:d͡ʒ:initial,,"knobloch2020sauji[p. 13, Table 2, /d͡ʒ/ initial]",49b6a6949e5723ee92dee9469c879e2f9816cdd220e3ab3c1c164ac37d82a524
2026-08-25,t2:d͡ʒ:medial,table2,17,13,"p. 13, Table 2, /d͡ʒ/ medial",bud͡ʒiloː,hear (prs.msg),,installed,extracted from the PDF text layer and installed unchanged,bud͡ʒiloː,hear,bud͡ʒiloː,verb pres m sg,knobloch2020sauji:t2:d͡ʒ:medial,,"knobloch2020sauji[p. 13, Table 2, /d͡ʒ/ medial]",8a321f553b5f4ec6a2a142aa6e29a28a3728f2d1331b5e8d1c6a60fceefda147
2026-08-25,t2:s:initial,table2,17,13,"p. 13, Table 2, /s/ initial",suːri,sun,,installed,extracted from the PDF text layer and installed unchanged,suːri,sun,suːri,,knobloch2020sauji:t2:s:initial,,"knobloch2020sauji[p. 13, Table 2, /s/ initial]",d47e87bb3037bd26f89e3e8f1c26aab9429f369a6b511d501372071f6746cb2d
2026-08-25,t2:s:medial,table2,17,13,"p. 13, Table 2, /s/ medial",asi,1pl.erg,,installed,extracted from the PDF text layer and installed unchanged,asi,we,asi,1pl pron erg,knobloch2020sauji:t2:s:medial,,"knobloch2020sauji[p. 13, Table 2, /s/ medial]",2924b53a5de852a47a1bac1900c5f9f29f41391220fe391b4795a7395bdd8139
2026-08-25,t2:s:final,table2,17,13,"p. 13, Table 2, /s/ final",naːs,nose,,installed,extracted from the PDF text layer and installed unchanged,naːs,nose,naːs,,knobloch2020sauji:t2:s:final,,"knobloch2020sauji[p. 13, Table 2, /s/ final]",60832843932b835e048a90454ceb8218ea04beb85565258a041d1f35a1f3f3ab
2026-08-25,t2:z:initial,table2,17,13,"p. 13, Table 2, /z/ initial",zindagi,life,,installed,extracted from the PDF text layer and installed unchanged,zindagi,life,zindagi,,knobloch2020sauji:t2:z:initial,,"knobloch2020sauji[p. 13, Table 2, /z/ initial]",d1b79f783f8ebfb1056bbe81c091070df6ef50ebb73ea824954651b4858a0c1b
2026-08-25,t2:z:medial,table2,17,13,"p. 13, Table 2, /z/ medial",qaziː,judge,,installed,extracted from the PDF text layer and installed unchanged,qaziː,judge,qaziː,,knobloch2020sauji:t2:z:medial,knobloch2020sauji:t2:q:initial,"knobloch2020sauji[p. 13, Table 2, /z/ medial]",82056eb74f05b9d5c29def4ede91ffe4169be39d9a92337d78839b3938488587
2026-08-25,t2:z:final,table2,17,13,"p. 13, Table 2, /z/ final",meːz,table,,installed,extracted from the PDF text layer and installed unchanged,meːz,table,meːz,,knobloch2020sauji:t2:z:final,,"knobloch2020sauji[p. 13, Table 2, /z/ final]",9cdac769fddbaa98d00673235824b84bb378bf41661fd703f9bdfe0b5bc3e2f2
2026-08-25,t2:ʂ:initial,table2,17,13,"p. 13, Table 2, /ʂ/ initial",ʂinga,horn,,installed,extracted from the PDF text layer and installed unchanged,ʂinga,horn,ʂinga,,knobloch2020sauji:t2:ʂ:initial,,"knobloch2020sauji[p. 13, Table 2, /ʂ/ initial]",f054b13c0604487716b99ab8156e0fd08f7c36b6cfeb65402d08f9b3cc8f2ce0
2026-08-25,t2:ʂ:medial,table2,17,13,"p. 13, Table 2, /ʂ/ medial",deːʂoː,see (simple past),,installed,extracted from the PDF text layer and installed unchanged,deːʂoː,see,deːʂoː,verb pret,knobloch2020sauji:t2:ʂ:medial,,"knobloch2020sauji[p. 13, Table 2, /ʂ/ medial]",2ec714886b0935b5ea0a55c9310dc073d592b88945875aed731d3a675f0d2d1c
2026-08-25,t2:ʂ:final,table2,17,13,"p. 13, Table 2, /ʂ/ final",baːriʂ,year,,installed,extracted from the PDF text layer and installed unchanged,baːriʂ,year,baːriʂ,,knobloch2020sauji:t2:ʂ:final,,"knobloch2020sauji[p. 13, Table 2, /ʂ/ final]",9000d00e79eb70a300a22074961515d6ca45700a3c4f31894562ce43d280536c
2026-08-25,t2:ʃ:initial,table2,17,13,"p. 13, Table 2, /ʃ/ initial",ʃaŋko,wood,,installed,extracted from the PDF text layer and installed unchanged,ʃaŋko,wood,ʃaŋko,noun,knobloch2020sauji:t2:ʃ:initial,,"knobloch2020sauji[p. 13, Table 2, /ʃ/ initial]",d19b18d51b2cfe60215d0a507a16bbb9ae2a6fe61ada1116584f6fabfa937db3
2026-08-25,t2:ʃ:medial,table2,17,13,"p. 13, Table 2, /ʃ/ medial",uːʃiː,wind,,installed,extracted from the PDF text layer and installed unchanged,uːʃiː,wind,uːʃiː,,knobloch2020sauji:t2:ʃ:medial,,"knobloch2020sauji[p. 13, Table 2, /ʃ/ medial]",e7b4598bc575339f498d060bd5588dbebc49d48710c13453cb175173d4fc3895
2026-08-25,t2:ʃ:final,table2,17,13,"p. 13, Table 2, /ʃ/ final",biʃ,twenty,,installed,extracted from the PDF text layer and installed unchanged,biʃ,twenty,biʃ,,knobloch2020sauji:t2:ʃ:final,,"knobloch2020sauji[p. 13, Table 2, /ʃ/ final]",1cbac9de7e443063febb7c6943be07709a4ba8cdd07392d9a978cbd5bb752f88
2026-08-25,t2:x:initial,table2,17,13,"p. 13, Table 2, /x/ initial",xalaka,people,,installed,extracted from the PDF text layer and installed unchanged,xalaka,people,xalaka,,knobloch2020sauji:t2:x:initial,,"knobloch2020sauji[p. 13, Table 2, /x/ initial]",aea9cae95369e2ee461d15b3c447a0664855a02280efe46fd9d97a940044b268
2026-08-25,t2:x:medial,table2,17,13,"p. 13, Table 2, /x/ medial",vaxti,time,,installed,extracted from the PDF text layer and installed unchanged,vaxti,time,vaxti,,knobloch2020sauji:t2:x:medial,,"knobloch2020sauji[p. 13, Table 2, /x/ medial]",d005c1f280e28956def8495ed6fb53d011762c4f5b686c0604a433e8e0fa3af6
2026-08-25,t2:x:final,table2,17,13,"p. 13, Table 2, /x/ final",xwax,good,,installed,extracted from the PDF text layer and installed unchanged,xwax,good,xwax,,knobloch2020sauji:t2:x:final,,"knobloch2020sauji[p. 13, Table 2, /x/ final]",4b768caf038d595b306cd694680d5a374bfd9f0992d34e2347c89bf86ed93b65
2026-08-25,t2:ɣ:medial,table2,17,13,"p. 13, Table 2, /ɣ/ medial",paːɣas,clean,,installed,extracted from the PDF text layer and installed unchanged,paːɣas,clean,paːɣas,,knobloch2020sauji:t2:ɣ:medial,,"knobloch2020sauji[p. 13, Table 2, /ɣ/ medial]",8e3b0987e61a195235cb9a4f509959ceea62036399b1d8b7577d7c182eac035f
2026-08-25,t2:h:initial,table2,17,13,"p. 13, Table 2, /h/ initial",hino,be (prs.msg),,installed,extracted from the PDF text layer and installed unchanged,hino,be,hino,verb copula pres m sg,knobloch2020sauji:t2:h:initial,,"knobloch2020sauji[p. 13, Table 2, /h/ initial]",e8db090ff6d3c6dedfbfcec6a8a210572e56b7851c8e80b4b6d4ccc8806960b9
2026-08-25,t2:r:initial,table2,17,13,"p. 13, Table 2, /r/ initial",rateː,on,,installed,extracted from the PDF text layer and installed unchanged,rateː,on,rateː,,knobloch2020sauji:t2:r:initial,knobloch2020sauji:t2:t:medial,"knobloch2020sauji[p. 13, Table 2, /r/ initial]",df67b97887681bb3eaad34efc3f9320ea4d22f8e286081a158be70120d1a1585
2026-08-25,t2:r:medial,table2,17,13,"p. 13, Table 2, /r/ medial",taːri,star,,installed,extracted from the PDF text layer and installed unchanged,taːri,star,taːri,,knobloch2020sauji:t2:r:medial,,"knobloch2020sauji[p. 13, Table 2, /r/ medial]",f4f7b05f1cea76491e587aecadc176f51ab104855b731eed3583a284a899d246
2026-08-25,t2:r:final,table2,17,13,"p. 13, Table 2, /r/ final",t͡ʃoːr,four,,installed,extracted from the PDF text layer and installed unchanged,t͡ʃoːr,four,t͡ʃoːr,,knobloch2020sauji:t2:r:final,,"knobloch2020sauji[p. 13, Table 2, /r/ final]",4afe12978238b6e2c5257e507a2105dbd8aa4d95e681d6139760bdc4bb21b8d7
2026-08-25,t2:ɽ:medial,table2,17,13,"p. 13, Table 2, /ɽ/ medial",bowɽi,paternal uncle,,installed,extracted from the PDF text layer and installed unchanged,bowɽi,paternal uncle,bowɽi,,knobloch2020sauji:t2:ɽ:medial,,"knobloch2020sauji[p. 13, Table 2, /ɽ/ medial]",42ec6e28b647fb21cff2b9707fcbaf4103394e49047e648a76fe3a1949b1be8d
2026-08-25,t2:ɽ:final,table2,17,13,"p. 13, Table 2, /ɽ/ final",doːɽ,yesterday,,installed,extracted from the PDF text layer and installed unchanged,doːɽ,yesterday,doːɽ,,knobloch2020sauji:t2:ɽ:final,,"knobloch2020sauji[p. 13, Table 2, /ɽ/ final]",10a4ff275eb7a3d91ddb955f3c2c952c8a43054bd33767974cb99f2d3ced1556
2026-08-25,t2:ɬ:initial,table2,17,13,"p. 13, Table 2, /ɬ/ initial",ɬɑː,three,,installed,extracted from the PDF text layer and installed unchanged,ɬɑː,three,ɬɑː,,knobloch2020sauji:t2:ɬ:initial,,"knobloch2020sauji[p. 13, Table 2, /ɬ/ initial]",0280fd37696d3a2a7583def08dd04503677ef5a513bc320730aaf4c30bf68f3c
2026-08-25,t2:ɬ:medial,table2,17,13,"p. 13, Table 2, /ɬ/ medial",paːɬu,leaf,,installed,extracted from the PDF text layer and installed unchanged,paːɬu,leaf,paːɬu,,knobloch2020sauji:t2:ɬ:medial,knobloch2020sauji:t2:p:initial,"knobloch2020sauji[p. 13, Table 2, /ɬ/ medial]",62b66eb63f17194d4eee357e251473e0cbd91fe13a904b279b2c7c6ad6774d9e
2026-08-25,t2:ɬ:final,table2,17,13,"p. 13, Table 2, /ɬ/ final",gaːɬ,skin,,installed,extracted from the PDF text layer and installed unchanged,gaːɬ,skin,gaːɬ,,knobloch2020sauji:t2:ɬ:final,,"knobloch2020sauji[p. 13, Table 2, /ɬ/ final]",26fd72365fce6064ea68595b161da3012ef99589b367d5155110cb01c5521a29
2026-08-25,t2:l:initial,table2,17,13,"p. 13, Table 2, /l/ initial",lɑː,this,,installed,extracted from the PDF text layer and installed unchanged,lɑː,this,lɑː,,knobloch2020sauji:t2:l:initial,,"knobloch2020sauji[p. 13, Table 2, /l/ initial]",49a676c4b3f85b6568c97ea5767898d0a6b868612077d17c84f737423e8214d8
2026-08-25,t2:l:medial,table2,17,13,"p. 13, Table 2, /l/ medial",alo ‘be (pst.msg),,,installed_after_repair,the printed cell leaves the gloss's closing quote open,alo,be,alo ‘be (pst.msg),verb copula pret m sg,knobloch2020sauji:t2:l:medial,,"knobloch2020sauji[p. 13, Table 2, /l/ medial]",89542bd87e848941750765e5b671c326f7f9d58638cdc48bd27edc44d3e9f3c8
2026-08-25,t2:l:final,table2,17,13,"p. 13, Table 2, /l/ final",bal,good,,installed,extracted from the PDF text layer and installed unchanged,bal,good,bal,,knobloch2020sauji:t2:l:final,,"knobloch2020sauji[p. 13, Table 2, /l/ final]",0cf8641b9c7070087385684413b4a83928dfd80665e65468fa77d02cbc759be8
2026-08-25,t2:v:initial,table2,17,13,"p. 13, Table 2, /v/ initial",vaxti,time,,installed,extracted from the PDF text layer and installed unchanged,vaxti,time,vaxti,,knobloch2020sauji:t2:v:initial,knobloch2020sauji:t2:x:medial,"knobloch2020sauji[p. 13, Table 2, /v/ initial]",23e679ee67b8d9653a286a7650f29bfaf838e6861585ff401b5c0591a61f8bce
2026-08-25,t2:v:medial,table2,17,13,"p. 13, Table 2, /v/ medial",laːvu,child/small,,installed,extracted from the PDF text layer and installed unchanged,laːvu,"child, small",laːvu,,knobloch2020sauji:t2:v:medial,,"knobloch2020sauji[p. 13, Table 2, /v/ medial]",e71bfcc07ee69a77bf380c347c790acf0b2a2c0548ab3d74059c14434f7f3e72
