Snapshot_Date,Unit_ID,Region,PDF_Page,Printed_Page,Locator,Raw_Form,Raw_Gloss,Raw_Context,Status,Reason,Final_Form,Final_Gloss,Final_Phonemic,Final_Tags,Emitted_Key,Merged_Into,Source,Record_SHA256
2026-08-25,t7:erg:rem.det.pl:2,t7,25,21,"p. 21, Table 7, erg rem.det.pl",(teni),,erg rem.det.pl,installed,extracted from the PDF text layer and installed unchanged,teni,that (plural),,erg dist demonstrative pl determiner,knobloch2020sauji:t7:erg:rem.det.pl:2,,"knobloch2020sauji[p. 21, Table 7, erg rem.det.pl];buddruss1967sau[pp. 41-43]",c677dcf4fef90c50089d414b6a4bb5fa94e69eaf730e1cbab17cab0936a59f44
2026-08-25,t7:erg:rem.pron.sg:1,t7,25,21,"p. 21, Table 7, erg rem.pron.sg",ti,,erg rem.pron.sg,installed,extracted from the PDF text layer and installed unchanged,ti,"he, she, it (remote)",,erg dist demonstrative sg pron 3sg,knobloch2020sauji:t7:erg:rem.pron.sg:1,,"knobloch2020sauji[p. 21, Table 7, erg rem.pron.sg]",485a378aeb6d72ded14df27b08f979a3a97838854cac48ca39aa02dba68a9a91
2026-08-25,t7:erg:rem.pron.pl:1,t7,25,21,"p. 21, Table 7, erg rem.pron.pl",tini,,erg rem.pron.pl,installed,extracted from the PDF text layer and installed unchanged,tini,they (remote),,erg dist demonstrative pl pron 3pl,knobloch2020sauji:t7:erg:rem.pron.pl:1,,"knobloch2020sauji[p. 21, Table 7, erg rem.pron.pl]",4b0335c68b306ee4d3a1354954834fc07294eb58e0e8d7cb4edf0427957e55e5
2026-08-25,t7:erg:rem.pron.pl:2,t7,25,21,"p. 21, Table 7, erg rem.pron.pl",(teni),,erg rem.pron.pl,installed,extracted from the PDF text layer and installed unchanged,teni,they (remote),,erg dist demonstrative pl pron 3pl,knobloch2020sauji:t7:erg:rem.pron.pl:2,,"knobloch2020sauji[p. 21, Table 7, erg rem.pron.pl];buddruss1967sau[pp. 41-43]",81d24bcb9b924a3ec3aa9e1d1d05ed2ba25ba3445ae49b4fbd5be8cd65901ec2
2026-08-25,t7:gen:prox.det.sg:1,t7,25,21,"p. 21, Table 7, gen prox.det.sg",(lesi),,gen prox.det.sg,installed,extracted from the PDF text layer and installed unchanged,lesi,this,,gen prox demonstrative sg determiner,knobloch2020sauji:t7:gen:prox.det.sg:1,,"knobloch2020sauji[p. 21, Table 7, gen prox.det.sg];buddruss1967sau[pp. 41-43]",d51790a4cad4ede18d009e04619186d22579d7399b9403fb0b537e25d34005de
2026-08-25,t7:gen:prox.det.pl:1,t7,25,21,"p. 21, Table 7, gen prox.det.pl",(leni),,gen prox.det.pl,installed,extracted from the PDF text layer and installed unchanged,leni,this (plural),,gen prox demonstrative pl determiner,knobloch2020sauji:t7:gen:prox.det.pl:1,knobloch2020sauji:t7:erg:prox.det.pl:2,"knobloch2020sauji[p. 21, Table 7, gen prox.det.pl];buddruss1967sau[pp. 41-43]",51825a80ab8d0b8ffd00717f291fbe76e6681194a89462e54a88531bbcf8cfe0
2026-08-25,t7:gen:prox.pron.sg:1,t7,25,21,"p. 21, Table 7, gen prox.pron.sg",(lesi),,gen prox.pron.sg,installed,extracted from the PDF text layer and installed unchanged,lesi,"he, she, it (proximate)",,gen prox demonstrative sg pron 3sg,knobloch2020sauji:t7:gen:prox.pron.sg:1,,"knobloch2020sauji[p. 21, Table 7, gen prox.pron.sg];buddruss1967sau[pp. 41-43]",b1557840072f3311c151738d96a6ec73d09433c59fdfb4b948505b103f00d652
2026-08-25,t7:gen:prox.pron.pl:1,t7,25,21,"p. 21, Table 7, gen prox.pron.pl",(leni),,gen prox.pron.pl,installed,extracted from the PDF text layer and installed unchanged,leni,they (proximate),,gen prox demonstrative pl pron 3pl,knobloch2020sauji:t7:gen:prox.pron.pl:1,knobloch2020sauji:t7:erg:prox.pron.pl:2,"knobloch2020sauji[p. 21, Table 7, gen prox.pron.pl];buddruss1967sau[pp. 41-43]",dd5d6befce8cecb2a1ad5bb8d5f0e3fc7f669cd75d9e09c18b6bc30b0a352e3f
2026-08-25,t7:gen:rem.det.sg:1,t7,25,21,"p. 21, Table 7, gen rem.det.sg",(tesi),,gen rem.det.sg,installed,extracted from the PDF text layer and installed unchanged,tesi,that,,gen dist demonstrative sg determiner,knobloch2020sauji:t7:gen:rem.det.sg:1,,"knobloch2020sauji[p. 21, Table 7, gen rem.det.sg];buddruss1967sau[pp. 41-43]",fcb959cf1f2f2e4332a7b06b62e11c697a2bde4277c702e48fce089ec84f4b86
2026-08-25,t7:gen:rem.det.pl:1,t7,25,21,"p. 21, Table 7, gen rem.det.pl",tini,,gen rem.det.pl,installed,extracted from the PDF text layer and installed unchanged,tini,that (plural),,gen dist demonstrative pl determiner,knobloch2020sauji:t7:gen:rem.det.pl:1,knobloch2020sauji:t7:erg:rem.det.pl:1,"knobloch2020sauji[p. 21, Table 7, gen rem.det.pl]",1ccefdbbd84c5efc3edb674b2b68864ed12d24c75d406f15a7c5eaf3b50c7127
2026-08-25,t7:gen:rem.det.pl:2,t7,25,21,"p. 21, Table 7, gen rem.det.pl",(teni),,gen rem.det.pl,installed,extracted from the PDF text layer and installed unchanged,teni,that (plural),,gen dist demonstrative pl determiner,knobloch2020sauji:t7:gen:rem.det.pl:2,knobloch2020sauji:t7:erg:rem.det.pl:2,"knobloch2020sauji[p. 21, Table 7, gen rem.det.pl];buddruss1967sau[pp. 41-43]",aa32fff32a873b29414d3ba6f915ca76cce1624f87b92e73bb64197021280f36
2026-08-25,t7:gen:rem.pron.sg:1,t7,25,21,"p. 21, Table 7, gen rem.pron.sg",(tesi),,gen rem.pron.sg,installed,extracted from the PDF text layer and installed unchanged,tesi,"he, she, it (remote)",,gen dist demonstrative sg pron 3sg,knobloch2020sauji:t7:gen:rem.pron.sg:1,,"knobloch2020sauji[p. 21, Table 7, gen rem.pron.sg];buddruss1967sau[pp. 41-43]",3943155a7e811c4fdb0d90454c7903bc52fae73b220a26cb137ddc575204da27
2026-08-25,t7:gen:rem.pron.pl:1,t7,25,21,"p. 21, Table 7, gen rem.pron.pl",tini,,gen rem.pron.pl,installed,extracted from the PDF text layer and installed unchanged,tini,they (remote),,gen dist demonstrative pl pron 3pl,knobloch2020sauji:t7:gen:rem.pron.pl:1,knobloch2020sauji:t7:erg:rem.pron.pl:1,"knobloch2020sauji[p. 21, Table 7, gen rem.pron.pl]",a9464a3835a93fb7295c5ad3fbc39be50ad4cace84be526177d29688ae8e9b54
2026-08-25,t7:gen:rem.pron.pl:2,t7,25,21,"p. 21, Table 7, gen rem.pron.pl",(teni),,gen rem.pron.pl,installed,extracted from the PDF text layer and installed unchanged,teni,they (remote),,gen dist demonstrative pl pron 3pl,knobloch2020sauji:t7:gen:rem.pron.pl:2,knobloch2020sauji:t7:erg:rem.pron.pl:2,"knobloch2020sauji[p. 21, Table 7, gen rem.pron.pl];buddruss1967sau[pp. 41-43]",bb18a727313311956022ba6c3598f5855e8906b8611b1e781328cccdf803b7fa
2026-08-25,t8:dat:prox.det.sg:1,t8,26,22,"p. 22, Table 8, dat prox.det.sg",la,,dat prox.det.sg,installed,extracted from the PDF text layer and installed unchanged,la,this,,dat prox demonstrative sg determiner,knobloch2020sauji:t8:dat:prox.det.sg:1,knobloch2020sauji:t7:nom:prox.det.sg:1,"knobloch2020sauji[p. 22, Table 8, dat prox.det.sg];buddruss1967sau[pp. 41-43]",d6f7c0e4775f2cf06f9ab87f20e863834daeea0f8c86bb4c501cf2a3caee6b32
2026-08-25,t8:dat:prox.det.pl:1,t8,26,22,"p. 22, Table 8, dat prox.det.pl",lena,,dat prox.det.pl,installed,extracted from the PDF text layer and installed unchanged,lena,this (plural),,dat prox demonstrative pl determiner,knobloch2020sauji:t8:dat:prox.det.pl:1,knobloch2020sauji:t7:acc:prox.det.pl:1,"knobloch2020sauji[p. 22, Table 8, dat prox.det.pl];buddruss1967sau[pp. 41-43]",a867a3623890b6d4c60d27d6db39f8d09a73de2edf9bddc07b64214bd9131e72
2026-08-25,t8:dat:prox.pron.sg:1,t8,26,22,"p. 22, Table 8, dat prox.pron.sg",lase,,dat prox.pron.sg,installed,extracted from the PDF text layer and installed unchanged,lase,"he, she, it (proximate)",,dat prox demonstrative sg pron 3sg,knobloch2020sauji:t8:dat:prox.pron.sg:1,,"knobloch2020sauji[p. 22, Table 8, dat prox.pron.sg];buddruss1967sau[pp. 41-43]",fddd63eb80424fc66f0581027e5a8b3dc12c65e6e745cfed0efc1171305423cf
2026-08-25,t8:dat:prox.pron.pl:1,t8,26,22,"p. 22, Table 8, dat prox.pron.pl",lena,,dat prox.pron.pl,installed,extracted from the PDF text layer and installed unchanged,lena,they (proximate),,dat prox demonstrative pl pron 3pl,knobloch2020sauji:t8:dat:prox.pron.pl:1,knobloch2020sauji:t7:acc:prox.pron.pl:1,"knobloch2020sauji[p. 22, Table 8, dat prox.pron.pl];buddruss1967sau[pp. 41-43]",72faa847440055ae2fe29b8d89524687410c542c58417d284450a85b3170dc49
2026-08-25,t8:dat:rem.det.sg:1,t8,26,22,"p. 22, Table 8, dat rem.det.sg",ta,,dat rem.det.sg,installed,extracted from the PDF text layer and installed unchanged,ta,that,,dat dist demonstrative sg determiner,knobloch2020sauji:t8:dat:rem.det.sg:1,knobloch2020sauji:t7:acc:rem.det.sg:1,"knobloch2020sauji[p. 22, Table 8, dat rem.det.sg];buddruss1967sau[pp. 41-43]",2733e1482e841aaae13ea1725f566dc8c73c3f0653f25378351391df2b449ff8
2026-08-25,t8:dat:rem.det.pl:1,t8,26,22,"p. 22, Table 8, dat rem.det.pl",tena,,dat rem.det.pl,installed,extracted from the PDF text layer and installed unchanged,tena,that (plural),,dat dist demonstrative pl determiner,knobloch2020sauji:t8:dat:rem.det.pl:1,knobloch2020sauji:t7:acc:rem.det.pl:1,"knobloch2020sauji[p. 22, Table 8, dat rem.det.pl];buddruss1967sau[pp. 41-43]",40e7181c13ca2dabeb4e5d94b7d39718949e28c4dde13cc9de48d26f5f29f6e5
2026-08-25,t8:dat:rem.pron.sg:1,t8,26,22,"p. 22, Table 8, dat rem.pron.sg",tase,,dat rem.pron.sg,installed,extracted from the PDF text layer and installed unchanged,tase,"he, she, it (remote)",,dat dist demonstrative sg pron 3sg,knobloch2020sauji:t8:dat:rem.pron.sg:1,,"knobloch2020sauji[p. 22, Table 8, dat rem.pron.sg];buddruss1967sau[pp. 41-43]",2e79fa6855b37f32826a882769cc4823d2bfc2435bdb78a3a63a32e74c385cc9
2026-08-25,t8:dat:rem.pron.pl:1,t8,26,22,"p. 22, Table 8, dat rem.pron.pl",tena,,dat rem.pron.pl,installed,extracted from the PDF text layer and installed unchanged,tena,they (remote),,dat dist demonstrative pl pron 3pl,knobloch2020sauji:t8:dat:rem.pron.pl:1,knobloch2020sauji:t7:acc:rem.pron.pl:1,"knobloch2020sauji[p. 22, Table 8, dat rem.pron.pl];buddruss1967sau[pp. 41-43]",c88e04f698858173da1f3b185c1f581637b3c2bbd430cb9071f5513eb80a3922
2026-08-25,t8:dat:prox.det.sg:2,t8,26,22,"p. 22, Table 8, dat prox.det.sg",lase,,dat prox.det.sg,installed,extracted from the PDF text layer and installed unchanged,lase,this,,dat prox demonstrative sg determiner,knobloch2020sauji:t8:dat:prox.det.sg:2,,"knobloch2020sauji[p. 22, Table 8, dat prox.det.sg];buddruss1967sau[pp. 41-43]",e230828e1fbb7f2203fc8b4dd1caa4d76d21fb566e3566fb2b294266462e47ae
2026-08-25,t8:dat:prox.pron.sg:2,t8,26,22,"p. 22, Table 8, dat prox.pron.sg",lasi,,dat prox.pron.sg,installed,extracted from the PDF text layer and installed unchanged,lasi,"he, she, it (proximate)",,dat prox demonstrative sg pron 3sg,knobloch2020sauji:t8:dat:prox.pron.sg:2,,"knobloch2020sauji[p. 22, Table 8, dat prox.pron.sg];buddruss1967sau[pp. 41-43]",40c79ef419ee4e4b20aeee937cf7cf7563014d124c23c1f2300c6a6eeed5e31f
2026-08-25,t8:dat:rem.det.sg:2,t8,26,22,"p. 22, Table 8, dat rem.det.sg",tasi,,dat rem.det.sg,installed,extracted from the PDF text layer and installed unchanged,tasi,that,,dat dist demonstrative sg determiner,knobloch2020sauji:t8:dat:rem.det.sg:2,,"knobloch2020sauji[p. 22, Table 8, dat rem.det.sg];buddruss1967sau[pp. 41-43]",9104c7a9bfb522d7f050ccc78c2424d37848d3200292cd108306cf6ecfdfce7f
2026-08-25,t8:dat:rem.det.pl:2,t8,26,22,"p. 22, Table 8, dat rem.det.pl",teno,,dat rem.det.pl,installed,extracted from the PDF text layer and installed unchanged,teno,that (plural),,dat dist demonstrative pl determiner,knobloch2020sauji:t8:dat:rem.det.pl:2,,"knobloch2020sauji[p. 22, Table 8, dat rem.det.pl];buddruss1967sau[pp. 41-43]",bf6584357a248962d313b975221a3cc2b2998ea1bce44e4a1b4dc259d3a1fecb
2026-08-25,t8:dat:rem.pron.sg:2,t8,26,22,"p. 22, Table 8, dat rem.pron.sg",taseṭe,,dat rem.pron.sg,installed,extracted from the PDF text layer and installed unchanged,taseṭe,"he, she, it (remote)",,dat dist demonstrative sg pron 3sg,knobloch2020sauji:t8:dat:rem.pron.sg:2,,"knobloch2020sauji[p. 22, Table 8, dat rem.pron.sg];buddruss1967sau[pp. 41-43]",4877fc4a4a908501a7aed89ad72dc16c5c3c2d08b89118ecb1bee0f21721db5e
2026-08-25,t8:dat:rem.pron.pl:2,t8,26,22,"p. 22, Table 8, dat rem.pron.pl",teno,,dat rem.pron.pl,installed,extracted from the PDF text layer and installed unchanged,teno,they (remote),,dat dist demonstrative pl pron 3pl,knobloch2020sauji:t8:dat:rem.pron.pl:2,,"knobloch2020sauji[p. 22, Table 8, dat rem.pron.pl];buddruss1967sau[pp. 41-43]",c83f027d65ceabf5c48f1bbd43ef8051b9e09a43febb30113bf73f27d6a046fe
2026-08-25,t8:dat:prox.det.sg:3,t8,26,22,"p. 22, Table 8, dat prox.det.sg",lasi,,dat prox.det.sg,installed,extracted from the PDF text layer and installed unchanged,lasi,this,,dat prox demonstrative sg determiner,knobloch2020sauji:t8:dat:prox.det.sg:3,,"knobloch2020sauji[p. 22, Table 8, dat prox.det.sg];buddruss1967sau[pp. 41-43]",3904937be248b68a7a08ad8bdb32854e2f336109cfdb4c9f17ce6e5a6101ebc8
2026-08-25,t8:dat:prox.pron.sg:3,t8,26,22,"p. 22, Table 8, dat prox.pron.sg",laseṭe,,dat prox.pron.sg,installed,extracted from the PDF text layer and installed unchanged,laseṭe,"he, she, it (proximate)",,dat prox demonstrative sg pron 3sg,knobloch2020sauji:t8:dat:prox.pron.sg:3,,"knobloch2020sauji[p. 22, Table 8, dat prox.pron.sg];buddruss1967sau[pp. 41-43]",3d71d3b6a7e3bae6c1fa4ac69a9da59521775708669bf78805fe4fee2d79b4d2
2026-08-25,t8:dat:rem.pron.sg:3,t8,26,22,"p. 22, Table 8, dat rem.pron.sg",taṭe,,dat rem.pron.sg,installed,extracted from the PDF text layer and installed unchanged,taṭe,"he, she, it (remote)",,dat dist demonstrative sg pron 3sg,knobloch2020sauji:t8:dat:rem.pron.sg:3,,"knobloch2020sauji[p. 22, Table 8, dat rem.pron.sg];buddruss1967sau[pp. 41-43]",f87063acd1dc8a3e048fcdd3d65c1d924cdc48da0e8b4a9188cb622607b3b8e3
2026-08-25,t8:dat:rem.pron.pl:3,t8,26,22,"p. 22, Table 8, dat rem.pron.pl",tenoṭe,,dat rem.pron.pl,installed,extracted from the PDF text layer and installed unchanged,tenoṭe,they (remote),,dat dist demonstrative pl pron 3pl,knobloch2020sauji:t8:dat:rem.pron.pl:3,,"knobloch2020sauji[p. 22, Table 8, dat rem.pron.pl];buddruss1967sau[pp. 41-43]",4d1aeecc1b1a6ecfae763bdab4c775de0e48cbd82e6c44968605f514150d360c
2026-08-25,t8:postp:prox.det.sg:1,t8,26,22,"p. 22, Table 8, postp prox.det.sg",la,,postp prox.det.sg,installed,extracted from the PDF text layer and installed unchanged,la,this,,postp prox demonstrative sg determiner,knobloch2020sauji:t8:postp:prox.det.sg:1,knobloch2020sauji:t7:nom:prox.det.sg:1,"knobloch2020sauji[p. 22, Table 8, postp prox.det.sg];buddruss1967sau[pp. 41-43]",52e4225dd2fab8e1f2acc038edd16e4b82dc84530ce67519149323ff2793bbf0
2026-08-25,t8:postp:prox.det.pl:1,t8,26,22,"p. 22, Table 8, postp prox.det.pl",lena,,postp prox.det.pl,installed,extracted from the PDF text layer and installed unchanged,lena,this (plural),,postp prox demonstrative pl determiner,knobloch2020sauji:t8:postp:prox.det.pl:1,knobloch2020sauji:t7:acc:prox.det.pl:1,"knobloch2020sauji[p. 22, Table 8, postp prox.det.pl];buddruss1967sau[pp. 41-43]",2b34583ba8dfe24b2dfc0cb4015dc1a8559f746a3ffc419d14a150f5ccbb006e
2026-08-25,t8:postp:prox.pron.sg:1,t8,26,22,"p. 22, Table 8, postp prox.pron.sg",lase,,postp prox.pron.sg,installed,extracted from the PDF text layer and installed unchanged,lase,"he, she, it (proximate)",,postp prox demonstrative sg pron 3sg,knobloch2020sauji:t8:postp:prox.pron.sg:1,knobloch2020sauji:t8:dat:prox.pron.sg:1,"knobloch2020sauji[p. 22, Table 8, postp prox.pron.sg];buddruss1967sau[pp. 41-43]",019fb252be5fde5d95808b2eb97fd66f552ecb4bdf2b884cdd03bbb145b612de
2026-08-25,t8:postp:prox.pron.pl:1,t8,26,22,"p. 22, Table 8, postp prox.pron.pl",lena,,postp prox.pron.pl,installed,extracted from the PDF text layer and installed unchanged,lena,they (proximate),,postp prox demonstrative pl pron 3pl,knobloch2020sauji:t8:postp:prox.pron.pl:1,knobloch2020sauji:t7:acc:prox.pron.pl:1,"knobloch2020sauji[p. 22, Table 8, postp prox.pron.pl];buddruss1967sau[pp. 41-43]",ac50ae84afe5a37b6ad376155f60dace5a6a519d8d3439b24e5e0bb6ae6bd5f6
2026-08-25,t8:postp:rem.det.sg:1,t8,26,22,"p. 22, Table 8, postp rem.det.sg",ta,,postp rem.det.sg,installed,extracted from the PDF text layer and installed unchanged,ta,that,,postp dist demonstrative sg determiner,knobloch2020sauji:t8:postp:rem.det.sg:1,knobloch2020sauji:t7:acc:rem.det.sg:1,"knobloch2020sauji[p. 22, Table 8, postp rem.det.sg];buddruss1967sau[pp. 41-43]",b939547d31fc7e3fbb01656c118474bd405d6bb0877852f86977478b5ac71909
2026-08-25,t8:postp:rem.det.pl:1,t8,26,22,"p. 22, Table 8, postp rem.det.pl",tena,,postp rem.det.pl,installed,extracted from the PDF text layer and installed unchanged,tena,that (plural),,postp dist demonstrative pl determiner,knobloch2020sauji:t8:postp:rem.det.pl:1,knobloch2020sauji:t7:acc:rem.det.pl:1,"knobloch2020sauji[p. 22, Table 8, postp rem.det.pl];buddruss1967sau[pp. 41-43]",637a372c379c7f14df505326fa4f7b2aff2013a98b8f2f66c3f516ed6981dfa3
2026-08-25,t8:postp:rem.pron.sg:1,t8,26,22,"p. 22, Table 8, postp rem.pron.sg",ta,,postp rem.pron.sg,installed,extracted from the PDF text layer and installed unchanged,ta,"he, she, it (remote)",,postp dist demonstrative sg pron 3sg,knobloch2020sauji:t8:postp:rem.pron.sg:1,,"knobloch2020sauji[p. 22, Table 8, postp rem.pron.sg];buddruss1967sau[pp. 41-43]",03cb263b7e843381a2edc0e31ec5f4ebf356833d85207aa2582e2d8e967f5ef5
2026-08-25,t8:postp:rem.pron.pl:1,t8,26,22,"p. 22, Table 8, postp rem.pron.pl",tene,,postp rem.pron.pl,installed,extracted from the PDF text layer and installed unchanged,tene,they (remote),,postp dist demonstrative pl pron 3pl,knobloch2020sauji:t8:postp:rem.pron.pl:1,,"knobloch2020sauji[p. 22, Table 8, postp rem.pron.pl];buddruss1967sau[pp. 41-43]",2de29fae4cea683df1a9d36458a305050fb40b480ab5bbff215ab3139f309e9b
2026-08-25,t8:postp:prox.det.sg:2,t8,26,22,"p. 22, Table 8, postp prox.det.sg",lase,,postp prox.det.sg,installed,extracted from the PDF text layer and installed unchanged,lase,this,,postp prox demonstrative sg determiner,knobloch2020sauji:t8:postp:prox.det.sg:2,knobloch2020sauji:t8:dat:prox.det.sg:2,"knobloch2020sauji[p. 22, Table 8, postp prox.det.sg];buddruss1967sau[pp. 41-43]",9b5c0df4923b3ee5d72478712f9d1709f522bcc1daa376439e76643ac7e4419c
2026-08-25,t8:postp:prox.pron.sg:2,t8,26,22,"p. 22, Table 8, postp prox.pron.sg",laa,,postp prox.pron.sg,installed,extracted from the PDF text layer and installed unchanged,laa,"he, she, it (proximate)",,postp prox demonstrative sg pron 3sg,knobloch2020sauji:t8:postp:prox.pron.sg:2,,"knobloch2020sauji[p. 22, Table 8, postp prox.pron.sg];buddruss1967sau[pp. 41-43]",16b27526838db5685a1ae109aae6dfd84264af0eb1e004bd6f25c16a0cae7305
2026-08-25,t8:postp:rem.det.sg:2,t8,26,22,"p. 22, Table 8, postp rem.det.sg",tase,,postp rem.det.sg,installed,extracted from the PDF text layer and installed unchanged,tase,that,,postp dist demonstrative sg determiner,knobloch2020sauji:t8:postp:rem.det.sg:2,,"knobloch2020sauji[p. 22, Table 8, postp rem.det.sg];buddruss1967sau[pp. 41-43]",8805f0778b93168a357d2d204d99bc9bed3e0e4dd75cd49a3b4cbb502d13424d
2026-08-25,t8:postp:rem.pron.sg:2,t8,26,22,"p. 22, Table 8, postp rem.pron.sg",tase,,postp rem.pron.sg,installed,extracted from the PDF text layer and installed unchanged,tase,"he, she, it (remote)",,postp dist demonstrative sg pron 3sg,knobloch2020sauji:t8:postp:rem.pron.sg:2,knobloch2020sauji:t8:dat:rem.pron.sg:1,"knobloch2020sauji[p. 22, Table 8, postp rem.pron.sg];buddruss1967sau[pp. 41-43]",e6c65da1e8ad47e13cdff8aa8f301107af3e8add1183315492ce72b0ef1ae451
2026-08-25,t8:postp:rem.pron.sg:3,t8,26,22,"p. 22, Table 8, postp rem.pron.sg",tasi,,postp rem.pron.sg,installed,extracted from the PDF text layer and installed unchanged,tasi,"he, she, it (remote)",,postp dist demonstrative sg pron 3sg,knobloch2020sauji:t8:postp:rem.pron.sg:3,,"knobloch2020sauji[p. 22, Table 8, postp rem.pron.sg];buddruss1967sau[pp. 41-43]",2a9a6fa297a94cd1bf113fd039449d55173add0cf6c91e15d5db1cb7d48fadbc
2026-08-25,t9:1,table9,28,24,"p. 24, Table 9, numeral 1",yak,1,composition 1,installed,extracted from the PDF text layer and installed unchanged,yak,one,,num,knobloch2020sauji:t9:1,,"knobloch2020sauji[p. 24, Table 9, numeral 1]",02a117a338adef2af2d16666aecda67d23e4164b260f195218ff1128b51568e9
2026-08-25,t9:2,table9,28,24,"p. 24, Table 9, numeral 2",du,2,composition 2,installed,extracted from the PDF text layer and installed unchanged,du,two,,num,knobloch2020sauji:t9:2,,"knobloch2020sauji[p. 24, Table 9, numeral 2]",e89640cadcdb80c7c0029f7d65a26a285d1768672a2ee6c80378182abf08afe8
2026-08-25,t9:3,table9,28,24,"p. 24, Table 9, numeral 3",ɬaa,3,composition 3,installed,extracted from the PDF text layer and installed unchanged,ɬaa,three,,num,knobloch2020sauji:t9:3,,"knobloch2020sauji[p. 24, Table 9, numeral 3]",8d1aea5c328ea81f08123998a5eb6b70d2a28c2ba09c0a688a0a90382e0dae68
2026-08-25,t9:4,table9,28,24,"p. 24, Table 9, numeral 4",čoor,4,composition 4,installed,extracted from the PDF text layer and installed unchanged,čoor,four,,num,knobloch2020sauji:t9:4,,"knobloch2020sauji[p. 24, Table 9, numeral 4]",ba65226c720f9fd765555d25afcf7670c986aef4b206cb5f61b1fa91e0e7090f
2026-08-25,t9:5,table9,28,24,"p. 24, Table 9, numeral 5",paanǰ,5,composition 5,installed,extracted from the PDF text layer and installed unchanged,paanǰ,five,,num,knobloch2020sauji:t9:5,,"knobloch2020sauji[p. 24, Table 9, numeral 5]",3bada23313517d11fceccd58e5aae4b1ad24ea31b5ee6525d9a38d5f57d8b779
2026-08-25,t9:6,table9,28,24,"p. 24, Table 9, numeral 6",ṣo,6,composition 6,installed,extracted from the PDF text layer and installed unchanged,ṣo,six,,num,knobloch2020sauji:t9:6,,"knobloch2020sauji[p. 24, Table 9, numeral 6]",e90510f89b811a1ced4eb7f6587b6c94c6e802745cf17fce179a568ba8ae3d61
2026-08-25,t9:7,table9,28,24,"p. 24, Table 9, numeral 7",saat,7,composition 7,installed,extracted from the PDF text layer and installed unchanged,saat,seven,,num,knobloch2020sauji:t9:7,,"knobloch2020sauji[p. 24, Table 9, numeral 7]",fa54f828db3d9b509dc1d2005d6984f851d954ccbdd729a1151a196c438e1b7a
2026-08-25,t9:8,table9,28,24,"p. 24, Table 9, numeral 8",aaš,8,composition 8,installed,extracted from the PDF text layer and installed unchanged,aaš,eight,,num,knobloch2020sauji:t9:8,,"knobloch2020sauji[p. 24, Table 9, numeral 8]",8e59645d7220e7d0ced304c93ff920003b5ee196dba2f31d3f3e3c12d58fd8b4
2026-08-25,t9:9,table9,28,24,"p. 24, Table 9, numeral 9",nu,9,composition 9,installed,extracted from the PDF text layer and installed unchanged,nu,nine,,num,knobloch2020sauji:t9:9,,"knobloch2020sauji[p. 24, Table 9, numeral 9]",c098c95c5925db12a7748643d595b5e0c58b8ab4f0b4b92feb9fd78b462f4917
2026-08-25,t9:10,table9,28,24,"p. 24, Table 9, numeral 10",deš,10,composition 10,installed,extracted from the PDF text layer and installed unchanged,deš,ten,,num,knobloch2020sauji:t9:10,,"knobloch2020sauji[p. 24, Table 9, numeral 10]",579278470bf3e3cc882c59f70f861cd598819fbb4c0a4df8ab1179d8b2e73635
2026-08-25,t9:11,table9,28,24,"p. 24, Table 9, numeral 11",yekaaš,11,composition 11,installed,extracted from the PDF text layer and installed unchanged,yekaaš,eleven,,num,knobloch2020sauji:t9:11,,"knobloch2020sauji[p. 24, Table 9, numeral 11]",9c4f8e83bfb304d2048524918483b4649c0508cb9c6bf6c2730d6039fc30ebb2
2026-08-25,t9:12,table9,28,24,"p. 24, Table 9, numeral 12",baaš,12,composition 12,installed,extracted from the PDF text layer and installed unchanged,baaš,twelve,,num,knobloch2020sauji:t9:12,,"knobloch2020sauji[p. 24, Table 9, numeral 12]",66bea98428cec6a0a2e93713380b5973919b6e7eb3635c533083da4a6d77e0e0
2026-08-25,t9:13,table9,28,24,"p. 24, Table 9, numeral 13",troyiš,13,composition 13,installed,extracted from the PDF text layer and installed unchanged,troyiš,thirteen,,num,knobloch2020sauji:t9:13,,"knobloch2020sauji[p. 24, Table 9, numeral 13]",a16fd17bd0c4964cfe35fc2287c8fbb999d871d42237b2618f30f23ea9aea51b
2026-08-25,t9:14,table9,28,24,"p. 24, Table 9, numeral 14",čadiš,14,composition 14,installed,extracted from the PDF text layer and installed unchanged,čadiš,fourteen,,num,knobloch2020sauji:t9:14,,"knobloch2020sauji[p. 24, Table 9, numeral 14]",4f41c7e5b2ec6347ec5bc66b0a231d4997c60984629518b874fe987eff919985
2026-08-25,t9:15,table9,28,24,"p. 24, Table 9, numeral 15",panǰiš,15,composition 15,installed,extracted from the PDF text layer and installed unchanged,panǰiš,fifteen,,num,knobloch2020sauji:t9:15,,"knobloch2020sauji[p. 24, Table 9, numeral 15]",c2ff03490bf6bdda42f4ed20b329efa3bcf7a613a6ac4469a5af19aa61fcead3
2026-08-25,t9:16,table9,28,24,"p. 24, Table 9, numeral 16",ṣuṛaš,16,composition 16,installed,extracted from the PDF text layer and installed unchanged,ṣuṛaš,sixteen,,num,knobloch2020sauji:t9:16,,"knobloch2020sauji[p. 24, Table 9, numeral 16]",b168b9bd0f5662a6c00105b5cf2bc81be85b89a432632028fb5c4a4964098626
