item,pdf_page,printed_page,form,morphology,gloss,etymology,raw_entry
1448,244,230,ghar,"n , neut",meat of the roots,(H. ghar kernal),"ghar, n , neut. - meat of the roots (H. ghar kernal)"
1449,244,230,gha:ti,"n., neut",mountain,(H. gha:tia mountain pass},"gha:ti, n., neut. - mountain (H. gha:tia mountain pass}"
1450,244,230,gha:R,"n., neut",straw,(H. gha:s),"gha:R,n., neut. - straw (H. gha:s)"
1451,244,230,gho:di,"n., fem",mare ( 4516),,"gho:di, n., fem. — mare ( 4516)"
1452,244,230,gho:do,"n., mas. (gho:da:)",- horse,"(G. M. ghoro, °ri 4516)","gho:do:, n., mas. (gho:da:) —- horse (G. M. ghoro, °ri 4516)"
1453,244,230,gho:duhu,"n., neut",iron-morter,,"gho:duhu:,n., neut. — iron-morter"
1454,244,230,ghé:y,"n., neut",mountain lizard,,"ghé:y, n., neut. - mountain lizard"
1455,244,230,ghummo,"n., neut",gryllo-talpa,,"ghummo:,n., neut. - gryllo-talpa"
1456,244,230,gha:ra,"n., neut",eleven,"(G. agi:r, H. gya:rah)","gha:ra:, n., neut. - eleven (G. agi:r, H. gya:rah)"
1457,244,230,cipka:ni,"n., neut., onom",sound,,"cipka:ni, n., neut., onom. - sound"
1458,244,230,cipka:nide,"v., nc",cry,,"cipka:nide:, v., nc. - cry"
1459,244,230,cipko,"n., neut",a drop,,"cipko:, n., neut. — a drop"
1460,244,230,cipko:de,"v., nc",sprinkle,,"cipko:de:, v., nc. - sprinkle"
1461,244,230,cipko:l,"n., neut",lizard,,"cipko:l, n., neut. - lizard"
1462,244,230,cito,adv,back,,"cito:, adv. - back"
1463,244,230,cito:hu,"v., nc",lie on the back,(N. cita >4800),"cito:hu:, v., nc. - lie on the back (N. cita >4800)"
1464,244,230,cidt,"n., nent",opening (H_ chidra),,"cidt, n., nent. - opening (H_ chidra)"
1465,244,230,cidskar,"v., nc","open, spread",,"cidskar, v., nc. - open, spread"
1466,244,230,cikke:r,"v., ne","ery, call",(H. cikka:rna:),"cikke:r, v., ne. — ery, call (H. cikka:rna:)"
1467,244,230,cidima:r,"v., nc","kill, destroy",,"cidima:r, v., nc. ~ kill, destroy"
1468,244,230,cidiya,"n., neut , pl",heads,(G. chidiyit),"cidiya:,n., neut , pl. - heads (G. chidiyit)"
1469,244,230,cidekke,"v., nc",sprinkle,(B. chitka 5035),"cidekke, v., nc., - sprinkle (B. chitka 5035)"
1470,244,230,cikkadt,"n., neut",— clay,(H. cikar >4780),"cikkadt, n., neut. -— clay (H. cikar >4780)"
1471,244,230,cikkal,"n., neut",difficulty,,"cikkal, n., neut. — difficulty"
1472,245,231,cikraynt jha:du,"n., neut",soapnut tree,(Ta. ci:yakka:y DED 2147a),"cikraynt jha:du, n., neut. - soapnut tree (Ta. ci:yakka:y DED 2147a)"
1473,245,231,cikrazy,"v., ¢",cause to invite or cry,,"cikrazy, v., ¢. - cause to invite or cry"
1474,245,231,civada:y,"v., c",cause to press,,"civada:y, v., c. - cause to press"
1475,245,231,civadé,"v., nc",press,,"civadé, v., nc. — press"
1476,245,231,civarti,adj,heavy,,"civarti, adj. - heavy"
1477,245,231,cimo:ni,"n., neut",disease of the eye,,"cimo:ni, n., neut. - disease of the eye"
1478,245,231,cimti,adj,small,,"cimti, adj. — small"
1479,245,231,cindo:li,"n., neut","dates, a fruit",,"cindo:li, n., neut. - dates, a fruit"
1480,245,231,cina:v,"v., nc",snath,(H. cinna:),"cina:v, v., nc. — snath (H. cinna:)"
1481,245,231,cinma,"n., neut",cinema,,"cinma:, n., neut. - cinema"
1482,245,231,cinga,"n., neut",teasing,,"cinga:, n., neut. - teasing"
1483,245,231,ciagaiy,"V., uc",tease,,"ciagaiy, V., uc. — tease"
1484,245,231,cilpili,"n., neut",a kind of bird,,"cilpili, n., neut. — a kind of bird"
1485,245,231,cilpilipahads,"n., neut",name of a mountain,,"cilpilipahads, n., neut. - name of a mountain"
1486,245,231,cilda:yv,"v.,c",cause to scratch,,"cilda:yv, v.,c. - cause to scratch"
1487,245,231,cildz,"v., ne",Scratch,,"cildz, v., ne. - Scratch"
1488,245,231,cille,"n., neut",hole,(Pk. chilla 5051),"cille, n., neut. - hole (Pk. chilla 5051)"
1489,245,231,cira-to,"n., neut",border,(H. chi:r),"cira-to:, n., neut. — border (H. chi:r)"
1490,245,231,cirka:ba:m,"n., neut",rain-bow,,"cirka:ba:m, n., neut. - rain-bow"
1491,245,231,cirko,"n., mas",name of a person,,"cirko:, n., mas. — name of a person"
1492,245,231,ciyo,"n , mas. (ciya:)",son,,"ciyo:,n , mas. (ciya:) - son"
1493,245,231,ciyd,"n., neut",pupil of the eye,,"ciyd:, n., neut. - pupil of the eye"
1494,245,231,ci:piyo,"n., neut. (ci:piya:)",tongs,(G. chipia:),"ci:piyo:,n., neut. (ci:piya:) - tongs (G. chipia:)"
1495,245,231,ci:ta,neut,offerings,,"ci:ta:, neut. - offerings"
1496,245,231,ci:ta:pa:dt,"v., uc",offer,(G. chitra:na:),"ci:ta:pa:dt, v., uc. — offer (G. chitra:na:)"
1497,245,231,ci:ti,"n., neut",ant,(G. chi#ki),"ci:ti, n., neut. - ant (G. chi#ki)"
1498,245,231,ci:f&,"n., mas",miser,,"ci:f&:, n., mas. — miser"
1499,246,232,ci:kka:yv,"v., c",cause to sneeze,(G. chhinkvit),"ci:kka:yv, v., c. - cause to sneeze (G. chhinkvit)"
1500,246,232,ci:kke,"v., ne",,(G. chi:k 5032),"ci:kke, v., ne., — (G. chi:k 5032)"
1501,246,232,ci:menne,"n., neut",kerosine oil,,"ci:menne, n., neut. - kerosine oil"
1502,246,232,ci:ma:yv,"v., 6",cause to touch,,"ci:ma:yv, v., 6. - cause to touch"
1503,246,232,ci:m#,"v., ne",touch,(H. chu:t),"ci:m#, v., ne. — touch (H. chu:t)"
1504,246,232,ci:r,"v., ne","open, separate, move, cut etc",(G. chirvi »4844),"ci:r, v., ne. — open, separate, move, cut etc. (G. chirvi »4844)"
1505,246,232,ci:ra:v,"V., c","cause to open, cut etc.",,"ci:ra:v, V., c. — cause to open, cut etc."
1506,246,232,ce,dv,"is, are",(G. chhi:e:),"ce, dv. ~ is, are (G. chhi:e:)"
1507,246,232,celiki,"n., neut",unripe fruit,,"celiki, n., neut. - unripe fruit"
1508,246,232,celava,"n,, neut , pl",children,"(G. celo, “li 4911)","celava:, n,, neut , pl. — children (G. celo, “li 4911)"
1509,246,232,celka:libayko,"n., fem",woman with a child,,"celka:libayko:, n., fem. — woman with a child"
1510,246,232,ce:tri,"n., neut",cittiray,(S. cetra 4915),"ce:tri, n., neut. —cittiray (S. cetra 4915)"
1511,246,232,ce:da,"n., neut",front part of the sari,(G. cha:gar),"ce:da:, n., neut.- front part of the sari (G. cha:gar)"
1512,246,232,ce:/u,"n., neut",young one of birds or animals,(G. celo 4911),"ce:/u, n., neut. - young one of birds or animals (G. celo 4911)"
1513,246,232,caple,"n., neut",chappals,,"caple:, n., neut. - chappals"
1514,246,232,cateva,"n., mas",name of a god,,"cateva:, n., mas. ~ name of a god"
1515,246,232,cada:y,"v., c",cause to climb,,"cada:y, v., c. — cause to climb"
1516,246,232,cad#,"v., nc",climb,(G. cadhvii »4578),"cad#, v., nc. ~ climb (G. cadhvii »4578)"
1517,246,232,cad#,"v., nc",polish the rice etc.,,"cad#, v., nc. ~ polish the rice etc."
1518,246,232,cagmagnebando,"n,, neut",flint,,"cagmagnebando:, n,, neut. — flint"
1519,246,232,cava:y,"v., c",cause to munch,,"cava:y, v., c. - cause to munch"
1520,246,232,cavai,"n., neut",fifteen,(H. cawdah),"cavai, n., neut. — fifteen (H. cawdah)"
1521,246,232,cavdu,adv,broad,(H. caura: »4534),"cavdu, adv. ~ broad (H. caura: »4534)"
1522,246,232,cavRo,"n., neut",owl,,"cavRo:, n., neut. — owl"
1523,246,232,camag,"n., neut",fear,,"camag, n., neut. — fear"
1524,246,232,camyu,"n., neut",hard shell,(S. cdrma 4701),"camyu, n., neut.~ hard shell (S. cdrma 4701)"
1525,247,233,camha:ldi,"u., fem",wife of the cobbler,,"camha:ldi, u., fem. — wife of the cobbler"
1526,247,233,camha:r,"n , mas",cobbler,(S. carmaka:ra *),"camha:r, n , mas. ~ cobbler (S. carmaka:ra *)"
1527,247,233,cundarm6,"n., neut","Sun, moon",(S. eandra moon >4661),"cundarm6:, n., neut. - Sun, moon (S. eandra moon >4661)"
1528,247,233,candanntko:dt,"n., neut",sandal wood,,"candanntko:dt, n., neut. - sandal wood"
1529,247,233,cani,dv,"is, are",,"cani, dv. — is, are"
1530,247,233,canak,"v., nc",winnow,,"canak, v., nc. — winnow"
1531,247,233,cala:y,"v., c",cause to walk or go,(G. ca:lvit),"cala:y, v., c. — cause to walk or go (G. ca:lvit)"
1532,247,233,calpu:ndé,"v , nc",wander,,"calpu:ndé, v , nc. — wander"
1533,247,233,car,"v., nc",graze,(G. carvit 4686),"car, v., nc. — graze (G. carvit 4686)"
1534,247,233,cara:y,"v., Cc",cause to graze,,"cara:y, v., Cc. — cause to graze"
1535,247,233,c@y,"n., neut","jute bag, gunny",,"c@y, n., neut. — jute bag, gunny"
1536,247,233,ca:ti,"n., neut",chest,(H. cha:ti:),"ca:ti, n., neut. — chest (H. cha:ti:)"
1537,247,233,ca:dri,"on , neut",mat,(G. chata:i),"ca:dri, on , neut. — mat (G. chata:i)"
1538,247,233,catta:y,"v., c","cause to cut, trim etc.",,"catta:y, v., c. — cause to cut, trim etc."
1539,247,233,ca:te,"n., neut",rib-bone,,"ca:te:, n., neut. - rib-bone"
1540,247,233,ca:tf,"v., nc","trim, cut etc.",,"ca:tf, v., nc. — trim, cut etc."
1541,247,233,caty,"v., ne","munch, chew (K. capun 4675)",,"caty, v., ne. - munch, chew (K. capun 4675)"
1542,247,233,ca:val,"n , neut",rice,(G. ca:val »4749),"ca:val,n , neut. — rice (G. ca:val »4749)"
1543,247,233,caimdu,"n, neut","skin, leather",(G. ca:md# 4701),"caimdu, n, neut. - skin, leather (G. ca:md# 4701)"
1544,247,233,ca:na,"n., neut",dried cow-dung,,"ca:na:, n., neut. - dried cow-dung"
1545,247,233,ca:na:surto,"n., mas",elderly person,,"ca:na:surto:, n., mas. — elderly person"
1546,247,233,cazl,"v., nc",walk,(H. calna »4715),"cazl, v., nc. — walk (H. calna »4715)"
1547,247,233,ca:Je:R,"n., neut",fourty,(G. cha:lis),"ca:Je:R, n., neut. - fourty (G. cha:lis)"
1548,247,233,ca:lo,"u., neut",shade,(H. chayela: »5027),"ca:lo:, u., neut. — shade (H. chayela: »5027)"
1549,247,233,ca:r,"n., neut",four,(S. caturtha 4606),"ca:r,n., neut. — four (S. caturtha 4606)"
1550,247,233,ca:ro,"n., neut","fodder, grains for birds or animals",(H. ca:ra:),"ca:ro:, n., neut. - fodder, grains for birds or animals (H. ca:ra:)"
1551,248,234,catrrubo:gdu,"n , neut",goat which wilt be killed at the time of last rites,,"catrrubo:gdu, n , neut. — goat which wilt be killed at the time of last rites"
1552,248,234,ca:yam,"n , neut",dye,(Ta. catyam DED 2021),"ca:yam,n , neut. - dye (Ta. catyam DED 2021)"
1553,248,234,copli,dv,keep quiet,(G. cuppu *4864),"copli, dv. - keep quiet (G. cuppu *4864)"
1554,248,234,cotima:ti,"n., neut",false earth,,"cotima:ti, n., neut. — false earth"
1555,248,234,cofa:y,adj,quickly,,"cofa:y, adj. — quickly"
1556,248,234,coffo,"n., mas",thief,(H. cotta: »4922),"coffo:, n., mas. — thief (H. cotta: »4922)"
1557,248,234,cogri,"n., fem. (cogriye:)",girl,(G. chokroi »5070),"cogri, n., fem. (cogriye:) - girl (G. chokroi »5070)"
1558,248,234,cogru,"n., mas. (cogra:)","boy, child",(G. chokro »5070),"cogru, n., mas. (cogra:) - boy, child (G. chokro »5070)"
1559,248,234,cola:v,"V., c",cause to erase,,"cola:v, V., c. — cause to erase"
1560,248,234,coftu,"n., neut",boy’s underwear,,"coftu, n., neut, - boy’s underwear"
1561,248,234,cot,"n., neut",six,(G. chha),"cot, n., neut. — six (G. chha)"
1562,248,234,co:t,"n., neut","pollution (cot jamar, H. cu:t)'",,"co:t, n., neut. — pollution (cot jamar, H. cu:t)'"
1563,248,234,co:#,"n., neut",number of times,,"co:#, n., neut, — number of times"
1564,248,234,co:ti,"n., neut",false hair,,"co:ti, n., neut. — false hair"
1565,248,234,co:da:v,"v., ¢",cause to untie .,,"co:da:v, v., ¢. — cause to untie ."
1566,248,234,co:d#,"v., tr",unue,(H. cho:dna:),"co:d#, v., tr. - unue (H. cho:dna:)"
1567,248,234,cozlr,"v., ne","erase, shave, peel etc",(H. cho:lna:),"cozlr, v., ne. - erase, shave, peel etc. (H. cho:lna:)"
1568,248,234,co:lina:k,"v., nc",chisel,,"co:lina:k, v., nc. - chisel"
1569,248,234,co:r,"n, neut",thief (H G. cor 4931),,"co:r,n, neut. — thief (H G. cor 4931)"
1570,248,234,co:rikar,"v., nc",steal,(G. chorvii),"co:rikar, v., nc, - steal (G. chorvii)"
1571,248,234,cuf,"V., intr",untie,(G. ciitva@ +4857),"cuf, V., intr. ~ untie (G. ciitva@ +4857)"
1572,248,234,cutipaySa,"n., neut",small coins,,"cutipaySa:, n., neut. - small coins"
1573,248,234,cutigi:d#,"n., neut",small songs,,"cutigi:d#, n., neut. - small songs"
1574,248,234,cuta,"n., neut",change,,"cuta:, n., neut. ~ change"
1575,248,234,cufo,"o., neut",a distance between the thumb and the next finger,,"cufo:, o., neut. - a distance between the thumb and the next finger"
1576,249,235,cudtva,"n., neut",edible,,"cudtva:, n., neut. - edible"
1577,249,235,cudhi,"0., neut",bangles,(H. cudhi),"cudhi:, 0., neut. — bangles (H. cudhi)"
1578,249,235,cudha:manibhe:n,"n., neut",—an ant named after Lord God,,"cudha:manibhe:n, n., neut.-—an ant named after Lord God"
1579,249,235,cukkazyde,"v., nc","— promise, give word to",,"cukkazyde:, v., nc. -— promise, give word to"
1580,249,235,cukke,"n., neut",false,,"cukke:, n., neut. — false"
1581,249,235,cukko:lo,"n,, neut",boiled sweet dish from rice,,"cukko:lo:, n,, neut — boiled sweet dish from rice"
1582,249,235,cunno,"n., neut",lime,(Ko. cunno »4889),"cunno:, n., neut. — lime (Ko. cunno »4889)"
1583,249,235,cunna:ya:li,"n., fem",cobbler woman,,"cunna:ya:li, n., fem. — cobbler woman"
1584,249,235,cuza:y,"v., c",cause to pick,,"cuza:y, v., c. — cause to pick"
1585,249,235,cuné,"v., nce",pick,(H. cunna:},"cuné, v., nce. — pick (H. cunna:}"
1586,249,235,curgal,"n,, neut",mouth,,"curgal, n,, neut. - mouth"
1587,249,235,curkli,"n., neut",bird,,"curkli, n., neut. — bird"
1588,249,235,curmo,"n., neut",dish,,"curmo:, n., neut. — dish"
1589,249,235,cullo,"mn, neut",harth,"(G. cula:, °lla: 4879)","cullo:, mn, neut. — harth (G. cula:, °lla: 4879)"
1590,249,235,cuitaty,"V., c",Cause to glean,,"cuitaty, V., c. - Cause to glean"
1591,249,235,cuztt,"v., ne",glean,(H. chu:t touch),"cuztt, v., ne. - glean (H. chu:t touch)"
1592,249,235,cutre,"n., neut",powder,(G. cu:ro >4888),"cutre:,n., neut. - powder (G. cu:ro >4888)"
1593,249,235,che:/,"n., neut",flame,,"che:/, n., neut, - flame"
1594,249,235,chare:lu,"n, neut",common snipe,,"chare:lu,n, neut - common snipe"
1595,249,235,cho:s,"n., neut",corner,,"cho:s, n., neut ~ corner"
1596,249,235,ché:cr,"n., neut",top,,"ché:cr, n., neut. - top"
1597,249,235,jigru,"n, neut. ( jigra:)",small sticks,,"jigru, n, neut. ( jigra:) - small sticks"
1598,249,235,jivat,"v., ac",make to live,,"jivat, v., ac. ~ make to live"
1599,249,235,jiva:dt,"v., c",cause to live,,"jiva:dt, v., c. - cause to live"
1600,249,235,jiva:Ji,"n., neut",sensitive part of the body,,"jiva:Ji, n., neut, - sensitive part of the body"
1601,250,236,jindo,"n., neut",swing,,"jindo:, n., neut. - swing"
1602,250,236,jinah,"n., neut",wonder,,"jinah, n., neut. — wonder"
1603,250,236,jina:r,"n., neut",bird,,"jina:r, n., neut. - bird"
1604,250,236,jina:var,"n., neut",bird,,"jina:var, n., neut. - bird"
1605,250,236,jinga,"n., neut",prawn,(G. H. cingra: >4786),"jinga:, n., neut. - prawn (G. H. cingra: >4786)"
1606,250,236,jir@:jir@,"n.. neut., onom",weeping noi e,,"jir@:jir@:, n.. neut., onom. - weeping noi e"
1607,250,236,ji:br,"n., neut",tongue,(G. ji:bh 5228),"ji:br, n., neut. - tongue (G. ji:bh 5228)"
1608,250,236,ji:bnilo: liki,"n., neut",uvula,,"ji:bnilo: liki, n., neut. uvula"
1609,250,236,ji:v,"v., ne",live,(G. ji:y »5239),"ji:v, v., ne. - live (G. ji:y »5239)"
1610,250,236,ji:va:lamu,"n., neut., pl",living beings,,"ji:va:lamu, n., neut., pl. - living beings"
1611,250,236,ji:ni,"n., neut",sugar,(H. ci:ni:),"ji:ni, n., neut.- sugar (H. ci:ni:)"
1612,250,236,ji:r,"v., ne",digest,(H. ji:rna),"ji:r, v., ne. - digest (H. ji:rna)"
1613,250,236,je:t,"n, mas",husband’s elder brother,(G. je:th),"je:t,n, mas. - husband’s elder brother (G. je:th)"
1614,250,236,je:ngul,"n., neut",edible root of the palmyra-plant,,"je:ngul, n., neut - edible root of the palmyra-plant"
1615,250,236,je:r,"n., neut",poison,(H. Jahar),"je:r, n., neut. - poison (H. Jahar)"
1616,250,236,japkt,"v., nc",fear,,"japkt, v., nc. - fear"
1617,250,236,japata‘y,"v., c",cause to winnow,,"japata‘y, v., c. - cause to winnow"
1618,250,236,japate,"v., nc",winnow,,"japate, v., nc. - winnow"
1619,250,236,japarva:lo,"n., mas",man belonging to tke sub sect,,"japarva:lo:, n., mas, — man belonging to tke sub sect"
1620,250,236,jatra,"n., neut",festival,,"jatra:, n., neut. - festival"
1621,250,236,jattan/rattan,"n., neut",care,,"jattan/rattan, n., neut. - care"
1622,250,236,jaja,"n, neut",plaite,,"jaja:,n, neut. - plaite"
1623,250,236,jata:gu:ha,"n., neut",plaite etc,(Pa. jata >5086),"jata:gu:ha:, n., neut. - plaite etc (Pa. jata >5086)"
1624,250,236,jata:ni,"n., fsm",husband’s elder brother’s wife,(G. jetha:ni: 5287),"jata:ni, n., fsm. - husband’s elder brother’s wife (G. jetha:ni: 5287)"
1625,250,236,jatekt,"v., nc",throw,,"jatekt, v., nc. ~ throw"
1626,250,236,jade,"n., neut",trunk,,"jade, n., neut. — trunk"
1627,250,236,jadt,"n., neut",root,(M. dhad %6712),"jadt, n., neut. - root (M. dhad %6712)"
1628,251,237,jagir,"n., neut",bachelor,,"jagir, n., neut. - bachelor"
1629,251,237,jagéda:y,"v., c",strangle,,"jagéda:y, v., c. - strangle"
1630,251,237,java:b,"n., neut",reply,(H. java:b),"java:b, n., neut. - reply (H. java:b)"
1631,251,237,javatde,"n., neut",high,,"javatde, n., neut. - high"
1632,251,237,java:dt,"v, c","cause to go, send",(G. javit),"java:dt, v, c. - cause to go, send (G. javit)"
1633,251,237,javja,"n., neut",naval string,,"javja:, n., neut. - naval string"
1634,251,237,javla:nikada:),"n., neut",a ceremony for the first born child,,"javla:nikada:), n., neut. - a ceremony for the first born child"
1635,251,237,jami:n,"n., neut",floor,(H. jamin),"jami:n, n., neut. - floor (H. jamin)"
1636,251,237,jama:y,"n., mas",son-in-law,(G. jama.i >5198),"jama:y, n., mas. - son-in-law (G. jama.i >5198)"
1637,251,237,jambla:va:lo,"n., mas",- man of Jambu sect,,"jambla:va:lo:, n., mas. —- man of Jambu sect"
1638,251,237,jafijra:v,"v., c","cause to scatter, spread etc.",,"jafijra:v, v., c. - cause to scatter, spread etc."
1639,251,237,jaf je:r,"v., nc","scatter, spread",,"jaf je:r, v., nc. - scatter, spread"
1640,251,237,jaf jetri,"n., neut",anklet,,"jaf jetri, n., neut. - anklet"
1641,251,237,jaf ja:fi,"n., neut",kite,,"jaf ja:fi, n., neut. — kite"
1642,251,237,jani,"n., fem",woman,(G. jani: »5103),"jani, n., fem. - woman (G. jani: »5103)"
1643,251,237,jana,"n., mas",man,"(G. jan, M. jano %5098)","jana:, n., mas. - man (G. jan, M. jano %5098)"
1644,251,237,jana:y,"v., c",cause to give birth to,,"jana:y, v., c. — cause to give birth to"
1645,251,237,jant,"v., nc",— give birth to,(S. ja:nyati 5192),"jant, v., nc. -— give birth to (S. ja:nyati 5192)"
1646,251,237,jargal,"n., neut",forest,(H. jangal),"jargal, n., neut.— forest (H. jangal)"
1647,251,237,jalla:i,"n., neut",harm,,"jalla:i, n., neut. - harm"
1648,251,237,ja,"v., ne",go,,"ja:, v., ne. - go"
1649,251,237,ja:p,"v., ne","press, touch",(B. ca:pa: »4674),"ja:p, v., ne. — press, touch (B. ca:pa: »4674)"
1650,251,237,ja:pa,"n., neut",touching,(H. ca:pna:),"ja:pa:, n., neut. - touching (H. ca:pna:)"
1651,251,237,ja:pide,"v., nc",close,,"ja:pide:, v., nc. - close"
1652,251,237,ja:pni,"n., neut",hiding,,"ja:pni, n., neut. - hiding"
1653,251,237,ja:bdu,"n., neut","mouth, beaks",(S. jé@bRaré »5125),"ja:bdu, n., neut. - mouth, beaks (S. jé@bRaré »5125)"
1654,251,237,ja:t,"B., neut",caste,(G. ja:t >5185),"ja:t, B., neut — caste (G. ja:t >5185)"
1655,252,238,ja:du,"n., neut",nectonvancy,(H. ja:du gar),"ja:du, n., neut. — nectonvancy (H. ja:du gar)"
1656,252,238,ja:du,"n., neut",thick,,"ja:du, n., neut. - thick"
1657,252,238,ja:k¢,"v., nc",bend (HB. jhuka:b),,"ja:k¢, v., nc. - bend (HB. jhuka:b)"
1658,252,238,ja:kti,"n., neut",waking,(G. ja:go »5174),"ja:kti, n., neut. — waking (G. ja:go »5174)"
1659,252,238,ja: jr,"n., neut",ship,(H. jaha: ),"ja: jr, n., neut. — ship (H. jaha: )"
1660,252,238,ja:vat,"n., neut",much,,"ja:vat, n., neut. — much"
1661,252,238,ja:va:lu,"n., neut",one who goes,,"ja:va:lu, n., neut. ~ one who goes"
1662,252,238,ja:vnekate,"n., neut",casurina-tree,,"ja:vnekate, n., neut. — casurina-tree"
1663,252,238,ja:n,"n., neut",life,(G. jizy 5239),"ja:n, n., neut. — life (G. jizy 5239)"
1664,252,238,ja:J,"n., neut",archin,,"ja:J,n., neut. — archin"
1665,252,238,jota:pati,"n., neut",half truth,,"jota:pati, n., neut. — half truth"
1666,252,238,joda:y,"v., c",cause to add,(H. Jo: dva:na:),"joda:y, v., c. — cause to add (H. Jo: dva:na:)"
1667,252,238,jo:ko,"n., neut",bunch,(H. jhumka:),"jo:ko:, n., neut. - bunch (H. jhumka:)"
1668,252,238,Jjo:gi,"n., mas",a saint,(H. jo:gi:),"Jjo:gi, n., mas. - a saint (H. jo:gi:)"
1669,252,238,jo:gan,"n., fem",a woman saint,(H. jo:gin),"jo:gan, n., fem. —a woman saint (H. jo:gin)"
1670,252,238,jo:ga,"o., neut",swing from the garland,,"jo:ga:, o., neut. — swing from the garland"
1671,252,238,jo:d#,"v., uc",add,(H. jo:dna:),"jo:d#, v., uc. - add (H. jo:dna:)"
1672,252,238,jo:li,"n., neut",cladle,(H. jhula:),"jo:li, n., neut. — cladle (H. jhula:)"
1673,252,238,jo:lak,"n., neut",leech,,"jo:lak, n., neut. - leech"
1674,252,238,jukazy,"v., nc",hang,,"jukazy, v., nc. — hang"
1675,252,238,jukkajdo,"n, neut. (jukkalda:)",wave,,"jukkajdo:, n, neut. (jukkalda:)- wave"
1676,252,238,juvair,"n., neut",maize,,"juvair, n., neut. — maize"
1677,252,238,julazy,"v., nc",hang,(G. jhul »5409),"julazy, v., nc. — hang (G. jhul »5409)"
