Record_Type,Report,Printed_Page,Gloss_Number,Gloss,Site_Code,Site_Name,Dialect_Group,Response,Similarity_Group,Raw_Transcription,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,A,Niralapunji,War-Jaintia target wordlist,1,1,phli ja,phli jaŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Niralapunji]",silwarjaintia2007:g001:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,B,Aliachora,War-Jaintia target wordlist,1,1,phli ja,phli jaŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Aliachora]",silwarjaintia2007:g001:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,C,Dabolchora,War-Jaintia target wordlist,1,1,phli ja,phli jaŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Dabolchora]",silwarjaintia2007:g001:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,D,Singur,War-Jaintia target wordlist,1,1,phli ja,phli jaŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Singur]",silwarjaintia2007:g001:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,E,Barenga,War-Jaintia target wordlist,1,1,phli ja,phli jaŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Barenga]",silwarjaintia2007:g001:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,I,Magurchora,War-Jaintia target wordlist,1,1,phli ja,phli jaŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Magurchora]",silwarjaintia2007:g001:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,J,Amlarem,War-Jaintia target wordlist,1,1,phli ja,phli jaŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Amlarem]",silwarjaintia2007:g001:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,H,Panai,Lyngngam comparison,1,2,bn,bnɨŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,G,Jaintiapur,Jowai/Pnar comparison,1,2,bni,bniŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,F,Noksia,Synteng/Pnar comparison,1,2,kmn,kmnɪŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,K,Shella,Khasi War comparison,1,3,suin bn,sui̯n bnɛŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,1,sky,L,Shillong,standard Khasi comparison,1,3,suin bn,sui̯n bnɛŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 1, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,C,Dabolchora,War-Jaintia target wordlist,1,1,joa,joŋŋa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Dabolchora]",silwarjaintia2007:g002:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,D,Singur,War-Jaintia target wordlist,1,1,jua,juŋŋa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Singur]",silwarjaintia2007:g002:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,I,Magurchora,War-Jaintia target wordlist,1,1,jua,juŋŋa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Magurchora]",silwarjaintia2007:g002:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,B,Aliachora,War-Jaintia target wordlist,1,1,jua,ɲjuŋŋa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Aliachora]",silwarjaintia2007:g002:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,A,Niralapunji,War-Jaintia target wordlist,1,1,sa,sɨŋŋa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Niralapunji]",silwarjaintia2007:g002:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,E,Barenga,War-Jaintia target wordlist,1,1,sa,sɨŋŋa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Barenga]",silwarjaintia2007:g002:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,H,Panai,Lyngngam comparison,1,1,sei,sɨŋŋei̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,F,Noksia,Synteng/Pnar comparison,1,1,si,sɪŋŋi,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,J,Amlarem,War-Jaintia target wordlist,1,2,u ,ʈʃuŋ ɛː,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Amlarem]",silwarjaintia2007:g002:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,K,Shella,Khasi War comparison,1,3,si,sŋi,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,L,Shillong,standard Khasi comparison,1,3,si,sŋi,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,2,sun,G,Jaintiapur,Jowai/Pnar comparison,1,3,sni,sni,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 2, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,A,Niralapunji,War-Jaintia target wordlist,1,1,pnu,pnu,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Niralapunji]",silwarjaintia2007:g003:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,B,Aliachora,War-Jaintia target wordlist,1,1,pnu,pnu,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Aliachora]",silwarjaintia2007:g003:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,C,Dabolchora,War-Jaintia target wordlist,1,1,pnu,pnu,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Dabolchora]",silwarjaintia2007:g003:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,D,Singur,War-Jaintia target wordlist,1,1,pnu,pnu,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Singur]",silwarjaintia2007:g003:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,E,Barenga,War-Jaintia target wordlist,1,1,pnu,pnu,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Barenga]",silwarjaintia2007:g003:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,I,Magurchora,War-Jaintia target wordlist,1,1,pnu,pnu,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Magurchora]",silwarjaintia2007:g003:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,J,Amlarem,War-Jaintia target wordlist,1,1,pnu,pnuə̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Amlarem]",silwarjaintia2007:g003:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,G,Jaintiapur,Jowai/Pnar comparison,1,2,bnai,bnai̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,K,Shella,Khasi War comparison,1,2,bnai,bnai̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,L,Shillong,standard Khasi comparison,1,2,bnai,bnai̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,H,Panai,Lyngngam comparison,1,2,bni,bni,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,3,moon,F,Noksia,Synteng/Pnar comparison,1,2,mne,mne,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 3, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,J,Amlarem,War-Jaintia target wordlist,1,1,khl men,khlɨ ʃmen,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Amlarem]",silwarjaintia2007:g004:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,B,Aliachora,War-Jaintia target wordlist,1,1,khle men,khle ʃmen,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Aliachora]",silwarjaintia2007:g004:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,I,Magurchora,War-Jaintia target wordlist,1,1,khle men,khle ʃmen,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Magurchora]",silwarjaintia2007:g004:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,E,Barenga,War-Jaintia target wordlist,1,1,khle smen,khle smen,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Barenga]",silwarjaintia2007:g004:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,C,Dabolchora,War-Jaintia target wordlist,1,1,khlo men,khlo ʃmen,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Dabolchora]",silwarjaintia2007:g004:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,A,Niralapunji,War-Jaintia target wordlist,1,1,khlo smen,khlo smen,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Niralapunji]",silwarjaintia2007:g004:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,F,Noksia,Synteng/Pnar comparison,1,2,khliar,khlia̯r,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,H,Panai,Lyngngam comparison,1,2,khlr,khlɔr,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,G,Jaintiapur,Jowai/Pnar comparison,1,2,khlor,khlor,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,D,Singur,War-Jaintia target wordlist,1,2,khlur,khlur,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Singur]",silwarjaintia2007:g004:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,K,Shella,Khasi War comparison,1,2,khlur,khlur,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,4,star,L,Shillong,standard Khasi comparison,1,2,khlur,khlur,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 4, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,5,cloud,A,Niralapunji,War-Jaintia target wordlist,1,1,dum,dum,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 5, Niralapunji]",silwarjaintia2007:g005:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,5,cloud,B,Aliachora,War-Jaintia target wordlist,1,1,dum,dum,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 5, Aliachora]",silwarjaintia2007:g005:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,5,cloud,C,Dabolchora,War-Jaintia target wordlist,1,1,dum,dum,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 5, Dabolchora]",silwarjaintia2007:g005:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,5,cloud,D,Singur,War-Jaintia target wordlist,1,1,dum,dum,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 5, Singur]",silwarjaintia2007:g005:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,5,cloud,E,Barenga,War-Jaintia target wordlist,1,1,dum,dum,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 5, Barenga]",silwarjaintia2007:g005:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,5,cloud,F,Noksia,Synteng/Pnar comparison,1,1,dum,dum,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 5, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,5,cloud,I,Magurchora,War-Jaintia target wordlist,1,1,dum,dum,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 5, Magurchora]",silwarjaintia2007:g005:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,5,cloud,G,Jaintiapur,Jowai/Pnar comparison,1,2,slap,slap,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 5, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,5,cloud,J,Amlarem,War-Jaintia target wordlist,1,3,lmpm,lɨmpɛm,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 5, Amlarem]",silwarjaintia2007:g005:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,5,cloud,L,Shillong,standard Khasi comparison,1,4,khlau,khlau̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 5, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,5,cloud,K,Shella,Khasi War comparison,1,5,lo,lɨoʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 5, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,6,rain,A,Niralapunji,War-Jaintia target wordlist,1,1,sla,sla,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 6, Niralapunji]",silwarjaintia2007:g006:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,6,rain,B,Aliachora,War-Jaintia target wordlist,1,1,sla,sla,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 6, Aliachora]",silwarjaintia2007:g006:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,6,rain,C,Dabolchora,War-Jaintia target wordlist,1,1,sla,sla,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 6, Dabolchora]",silwarjaintia2007:g006:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,6,rain,D,Singur,War-Jaintia target wordlist,1,1,sla,sla,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 6, Singur]",silwarjaintia2007:g006:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,6,rain,E,Barenga,War-Jaintia target wordlist,1,1,sla,sla,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 6, Barenga]",silwarjaintia2007:g006:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,6,rain,I,Magurchora,War-Jaintia target wordlist,1,1,sla,sla,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 6, Magurchora]",silwarjaintia2007:g006:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,6,rain,F,Noksia,Synteng/Pnar comparison,1,1,slap,slap,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 6, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,57,6,rain,G,Jaintiapur,Jowai/Pnar comparison,1,1,slap,slap,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 57, item 6, Jaintiapur]",
