Record_Type,Report,Printed_Page,Gloss_Number,Gloss,Site_Code,Site_Name,Dialect_Group,Response,Similarity_Group,Raw_Transcription,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,115,fingernail,H,Panai,Lyngngam comparison,1,2,tur sim,tur sim,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 115, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,E,Barenga,War-Jaintia target wordlist,1,1,khli hn sia,khli hɨn sia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Barenga]",silwarjaintia2007:g116:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,C,Dabolchora,War-Jaintia target wordlist,1,1,khli hen ia,khli hen ʃia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Dabolchora]",silwarjaintia2007:g116:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,D,Singur,War-Jaintia target wordlist,1,1,khli hen ia,khli hen ʃia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Singur]",silwarjaintia2007:g116:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,I,Magurchora,War-Jaintia target wordlist,1,1,khli hen ia,khli hen ʃia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Magurchora]",silwarjaintia2007:g116:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,J,Amlarem,War-Jaintia target wordlist,1,1,khlia hn ie,khlia̯ hɨn ʃie̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Amlarem]",silwarjaintia2007:g116:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,B,Aliachora,War-Jaintia target wordlist,1,1,khlie hen ia,khlie̯ hen ʃia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Aliachora]",silwarjaintia2007:g116:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,A,Niralapunji,War-Jaintia target wordlist,1,1,khlie hen sia,khlie̯ hen sia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Niralapunji]",silwarjaintia2007:g116:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,F,Noksia,Synteng/Pnar comparison,1,2,kh eu,khɔ ʃeu̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,K,Shella,Khasi War comparison,1,2,kh sio,khɔ sio̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,L,Shillong,standard Khasi comparison,1,2,kh siu,khɔ siu̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,G,Jaintiapur,Jowai/Pnar comparison,1,3,khle hu,khleʔ ghɨʃu,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,116,knee,H,Panai,Lyngngam comparison,1,4,e mao ria,eŋ mao̯ ria̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 116, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,C,Dabolchora,War-Jaintia target wordlist,1,1,nia,nia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Dabolchora]",silwarjaintia2007:g117:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,D,Singur,War-Jaintia target wordlist,1,1,nia,nia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Singur]",silwarjaintia2007:g117:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,E,Barenga,War-Jaintia target wordlist,1,1,nia,nia̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Barenga]",silwarjaintia2007:g117:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,A,Niralapunji,War-Jaintia target wordlist,1,1,nie,nie̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Niralapunji]",silwarjaintia2007:g117:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,B,Aliachora,War-Jaintia target wordlist,1,1,nie,nie̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Aliachora]",silwarjaintia2007:g117:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,I,Magurchora,War-Jaintia target wordlist,1,1,nie,nie̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Magurchora]",silwarjaintia2007:g117:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,J,Amlarem,War-Jaintia target wordlist,1,1,nie,nie̯,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Amlarem]",silwarjaintia2007:g117:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,F,Noksia,Synteng/Pnar comparison,1,2,slak at,slak ʈʃat,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,G,Jaintiapur,Jowai/Pnar comparison,1,3,k dat,kɨ dʒat,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,L,Shillong,standard Khasi comparison,1,3,k dat,kɨ dʒat,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,H,Panai,Lyngngam comparison,1,3,k diat,kɨ dʒia̯t,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,67,117,foot,K,Shella,Khasi War comparison,1,3,khdet,khdʒet,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 67, item 117, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,K,Shella,Khasi War comparison,1,1,i ,ʃi ɪʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,L,Shillong,standard Khasi comparison,1,1,i ,ʃi ɪŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,B,Aliachora,War-Jaintia target wordlist,1,1,i ia,ʃi ia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Aliachora]",silwarjaintia2007:g118:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,D,Singur,War-Jaintia target wordlist,1,1,i ia,ʃi ia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Singur]",silwarjaintia2007:g118:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,I,Magurchora,War-Jaintia target wordlist,1,1,i ia,ʃi ia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Magurchora]",silwarjaintia2007:g118:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,J,Amlarem,War-Jaintia target wordlist,1,1,i ia,ʃi ia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Amlarem]",silwarjaintia2007:g118:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,A,Niralapunji,War-Jaintia target wordlist,1,1,s ia,sɨ ia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Niralapunji]",silwarjaintia2007:g118:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,F,Noksia,Synteng/Pnar comparison,1,1,si e,si eŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,C,Dabolchora,War-Jaintia target wordlist,1,1,si ia,si ia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Dabolchora]",silwarjaintia2007:g118:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,E,Barenga,War-Jaintia target wordlist,1,1,si ia,si ia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Barenga]",silwarjaintia2007:g118:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,G,Jaintiapur,Jowai/Pnar comparison,1,1,e in,ʈʃe in,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,118,bone,H,Panai,Lyngngam comparison,1,1,ia,ʈʃia̯ŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 118, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,A,Niralapunji,War-Jaintia target wordlist,1,1,l t,lɨ ɔt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Niralapunji]",silwarjaintia2007:g119:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,C,Dabolchora,War-Jaintia target wordlist,1,1,l t,lɨ ɔt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Dabolchora]",silwarjaintia2007:g119:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,D,Singur,War-Jaintia target wordlist,1,1,l t,lɨ ɔt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Singur]",silwarjaintia2007:g119:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,E,Barenga,War-Jaintia target wordlist,1,1,l t,lɨ ɔt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Barenga]",silwarjaintia2007:g119:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,I,Magurchora,War-Jaintia target wordlist,1,1,l t,lɨ ɔt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Magurchora]",silwarjaintia2007:g119:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,B,Aliachora,War-Jaintia target wordlist,1,1,l t,lɔ ɔt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0; printed undefined site code U retained for audit,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Aliachora]",silwarjaintia2007:g119:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,J,Amlarem,War-Jaintia target wordlist,1,1,l t,lɔ ɔt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0; printed undefined site code U retained for audit,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Amlarem]",silwarjaintia2007:g119:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,U,Undefined site U,source anomaly,1,1,l t,lɔ ɔt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0; printed undefined site code U retained for audit,printed site-code error,excluded,undefined code U printed at item 119; Appendix B.2 defines only A-L,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Undefined site U]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,G,Jaintiapur,Jowai/Pnar comparison,1,2,khelein,khelei̯n,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,F,Noksia,Synteng/Pnar comparison,1,2,khlein,khlei̯n,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,L,Shillong,standard Khasi comparison,1,2,khlein,khlei̯n,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,H,Panai,Lyngngam comparison,1,2,khl,khlɪŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,119,fat,K,Shella,Khasi War comparison,1,3,s aid,sɨŋ ai̯d,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 119, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,F,Noksia,Synteng/Pnar comparison,1,1,sne,sneʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Synteng/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Noksia]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,K,Shella,Khasi War comparison,1,1,snep,snep,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Khasi War comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Shella]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,G,Jaintiapur,Jowai/Pnar comparison,1,1,sn,snɪʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Jowai/Pnar comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Jaintiapur]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,H,Panai,Lyngngam comparison,1,1,sn,snɪʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,Lyngngam comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Panai]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,L,Shillong,standard Khasi comparison,1,1,sn,snɪʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Khasi comparison; not War-Jaintia,,,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Shillong]",
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,A,Niralapunji,War-Jaintia target wordlist,1,1,snia,snia̯ʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-niralapunji,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Niralapunji]",silwarjaintia2007:g120:sil-war-jaintia-2007-niralapunji:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,B,Aliachora,War-Jaintia target wordlist,1,1,snia,snia̯ʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Aliachora]",silwarjaintia2007:g120:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,C,Dabolchora,War-Jaintia target wordlist,1,1,snia,snia̯ʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Dabolchora]",silwarjaintia2007:g120:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,D,Singur,War-Jaintia target wordlist,1,1,snia,snia̯ʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-singur,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Singur]",silwarjaintia2007:g120:sil-war-jaintia-2007-singur:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,E,Barenga,War-Jaintia target wordlist,1,1,snia,snia̯ʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-barenga,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Barenga]",silwarjaintia2007:g120:sil-war-jaintia-2007-barenga:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,I,Magurchora,War-Jaintia target wordlist,1,1,snia,snia̯ʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Magurchora]",silwarjaintia2007:g120:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,120,skin,J,Amlarem,War-Jaintia target wordlist,1,1,snia,snia̯ʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 120, Amlarem]",silwarjaintia2007:g120:sil-war-jaintia-2007-amlarem:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,121,blood,B,Aliachora,War-Jaintia target wordlist,1,1,rn,rnɨ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-aliachora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 121, Aliachora]",silwarjaintia2007:g121:sil-war-jaintia-2007-aliachora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,121,blood,C,Dabolchora,War-Jaintia target wordlist,1,1,rn,rnɨ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-dabolchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 121, Dabolchora]",silwarjaintia2007:g121:sil-war-jaintia-2007-dabolchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,121,blood,I,Magurchora,War-Jaintia target wordlist,1,1,rn,rnɨ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-magurchora,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 121, Magurchora]",silwarjaintia2007:g121:sil-war-jaintia-2007-magurchora:i1
expanded wordlist attestation,brightbill-kim-kim2007warjaintia,68,121,blood,J,Amlarem,War-Jaintia target wordlist,1,1,rn,rnɨ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,WarJaintia,sil-war-jaintia-2007-amlarem,"brightbill-kim-kim2007warjaintia[Appendix B.3, printed p. 68, item 121, Amlarem]",silwarjaintia2007:g121:sil-war-jaintia-2007-amlarem:i1
