Record_Type,Source_Key,PDF_Page,Printed_Page,Column,Item,Gloss,Site,Role,Source_Name,Location,Source_Raw,Manual_Transcription,Resolved_Forms,Similarity_Groups,Qualifiers,Manual_Review,Item_Review_Note,Uncertainty_Type,OCR_Evidence_Primary,OCR_Evidence_Secondary,OCR_Evidence_Latin,Source_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Keys
wordlist cell,webster2024haryanvi,36,29,3,123,today,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 adʒ,1 adʒ,adʒ,1,,manual-scan,,,1 adz,1 adz,1 ad3,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 29, item 123, HFT]",silharyanvi2024:i123:hft:v01
wordlist cell,webster2024haryanvi,36,29,3,123,today,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 adʒ /2 ibi,1 adʒ /2 ibi,adʒ | ibi,1 | 2, | ,manual-scan,,,1 adz /2 cbi,1 ad3z,1 ad3 /2 bi,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 29, item 123, HNG]",silharyanvi2024:i123:hng:v01 | silharyanvi2024:i123:hng:v02
wordlist cell,webster2024haryanvi,36,29,3,123,today,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 ad3z,1 ad3z,1 ad3,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 123, BPL]",
wordlist cell,webster2024haryanvi,36,29,3,123,today,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 adʒ,1 adʒ,adʒ,1,,manual-scan,,,1 adz,1 adz,1 adz,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 29, item 123, HTR]",silharyanvi2024:i123:htr:v01
wordlist cell,webster2024haryanvi,36,29,3,123,today,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 adʒ,1 adʒ,adʒ,1,,manual-scan,,,1 adz,1 adz,1 ad3,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 29, item 123, HLH]",silharyanvi2024:i123:hlh:v01
wordlist cell,webster2024haryanvi,36,29,3,123,today,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 adz,1 adz,1 ad3,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 123, PBG]",
wordlist cell,webster2024haryanvi,36,29,3,123,today,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 ad3,1 ad3,1 ad3,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 123, HIN]",
wordlist cell,webster2024haryanvi,36,29,3,123,today,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 ad3¢,1 ad3¢ 2 cbi fA1C,1 ad39%,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 123, PUN]",
wordlist cell,webster2024haryanvi,36,29,1,124,tomorrow,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 t̪ʌḍ·lʌ,1 t̪ʌḍ·lʌ,t̪ʌḍ·lʌ,1,,manual-scan,HRT final syllable is faint; source length dots retained,transcription,2 padeta,2 padeta,1 kaqela,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 29, item 124, HRT]",silharyanvi2024:i124:hrt:v01
wordlist cell,webster2024haryanvi,36,29,1,124,tomorrow,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 t̪ʌḍkʌ /2 kal,1 t̪ʌḍkʌ /2 kal,t̪ʌḍkʌ | kal,1 | 2, | ,manual-scan,,,1 gadka /2 kal,1 gadka (2 kal,1 gadka /2 kal,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 29, item 124, HJN]",silharyanvi2024:i124:hjn:v01 | silharyanvi2024:i124:hjn:v02
wordlist cell,webster2024haryanvi,36,29,1,124,tomorrow,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 t̪ʌḍ·kʌ,1 t̪ʌḍ·kʌ,t̪ʌḍ·kʌ,1,,manual-scan,,,L tadeka,L tadeka,1 tad’ka,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 29, item 124, HFT]",silharyanvi2024:i124:hft:v01
wordlist cell,webster2024haryanvi,36,29,1,124,tomorrow,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",2 kʌl,2 kʌl,kʌl,2,,manual-scan,,,2 kal,2 kal,2 kal,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 29, item 124, HNG]",silharyanvi2024:i124:hng:v01
wordlist cell,webster2024haryanvi,36,29,1,124,tomorrow,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,2 kal °,2 kal,2 kal ’,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 124, BPL]",
wordlist cell,webster2024haryanvi,36,29,1,124,tomorrow,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 t̪ʌḍke,1 t̪ʌḍke,t̪ʌḍke,1,,manual-scan,,,1 ftadke,1 ftadke,1 tadke,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 29, item 124, HTR]",silharyanvi2024:i124:htr:v01
wordlist cell,webster2024haryanvi,36,29,1,124,tomorrow,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 t̪ʌḍkʌ /2 kʌl,1 t̪ʌḍkʌ /2 kʌl,t̪ʌḍkʌ | kʌl,1 | 2, | ,manual-scan,,,1 kadka 12 kal,1 kadka 12 kal,1 kaqka 12 kal,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 29, item 124, HLH]",silharyanvi2024:i124:hlh:v01 | silharyanvi2024:i124:hlh:v02
wordlist cell,webster2024haryanvi,36,29,1,124,tomorrow,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 kal,1 kal,1 kal,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 124, PBG]",
wordlist cell,webster2024haryanvi,36,29,1,124,tomorrow,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,2 kal,2 kal,2 kal,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 124, HIN]",
wordlist cell,webster2024haryanvi,36,29,1,124,tomorrow,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,2 kal /1 tadeke,2 kal /1 tadeke,2 kal /1 țad*ke,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 124, PUN]",
wordlist cell,webster2024haryanvi,36,29,2,125,week,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 hʌfṭa,1 hʌfṭa,hʌfṭa,1,,manual-scan,source length dot retained,,1 hafta,1 hafta,1 hafta,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 29, item 125, HRT]",silharyanvi2024:i125:hrt:v01
wordlist cell,webster2024haryanvi,36,29,2,125,week,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 hʌfṭa·,1 hʌfṭa·,hʌfṭa·,1,,manual-scan,source length dot retained,,1 hafta.,1 hafta.,1 hafța.,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 29, item 125, HJN]",silharyanvi2024:i125:hjn:v01
wordlist cell,webster2024haryanvi,36,29,2,125,week,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 hʌfṭa,1 hʌfṭa,hʌfṭa,1,,manual-scan,source length dot retained,,1 hatha,1 hatha,1 hafha,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 29, item 125, HFT]",silharyanvi2024:i125:hft:v01
wordlist cell,webster2024haryanvi,36,29,2,125,week,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 hʌfṭa,1 hʌfṭa,hʌfṭa,1,,manual-scan,source length dot retained,,1 hafta,1 hafta,1 hafġa,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 29, item 125, HNG]",silharyanvi2024:i125:hng:v01
wordlist cell,webster2024haryanvi,36,29,2,125,week,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 hafta,1 hafta,1 hafta,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 125, BPL]",
wordlist cell,webster2024haryanvi,36,29,2,125,week,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 hʌfṭa /1 sʌfṭa,1 hʌfṭa /1 sʌfṭa,hʌfṭa | sʌfṭa,1 | 1, | ,manual-scan,source length dot retained,,1 hafta 71 safta WU 1 hafta,1 hafta 71 safta WU 1 hafta,1 hafta /1 safta,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 29, item 125, HTR]",silharyanvi2024:i125:htr:v01 | silharyanvi2024:i125:htr:v02
wordlist cell,webster2024haryanvi,36,29,2,125,week,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 hʌfṭa,1 hʌfṭa,hʌfṭa,1,,manual-scan,source length dot retained,,,,1 hafta,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 29, item 125, HLH]",silharyanvi2024:i125:hlh:v01
wordlist cell,webster2024haryanvi,36,29,2,125,week,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 hafte,1 hafte,1 hafte,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 125, PBG]",
wordlist cell,webster2024haryanvi,36,29,2,125,week,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 hapta,1 hapta,1 hapta,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 125, HIN]",
wordlist cell,webster2024haryanvi,36,29,2,125,week,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,.1 hafta >n   ae ELE,.1 hafta >n   a oe |,. 1 hafta L Ept a]   pua D i,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 125, PUN]",
wordlist cell,webster2024haryanvi,36,29,3,126,month,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 mi·na,1 mi·na,mi·na,1,,manual-scan,source length dots retained,,1 mi-na,1 mi-na,1 misna,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 29, item 126, HRT]",silharyanvi2024:i126:hrt:v01
wordlist cell,webster2024haryanvi,36,29,3,126,month,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 min·a,1 min·a,min·a,1,,manual-scan,source length dots retained,,1 mun-a,1 mun-a,1 min-a,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 29, item 126, HJN]",silharyanvi2024:i126:hjn:v01
wordlist cell,webster2024haryanvi,36,29,3,126,month,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 mihno /1 min·a,1 mihno /1 min·a,mihno | min·a,1 | 1, | ,manual-scan,source length dots retained,,fo mchno /1 meun-a,fo mchno /1 meun-a,1} miehno /1 min-a,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 29, item 126, HFT]",silharyanvi2024:i126:hft:v01 | silharyanvi2024:i126:hft:v02
wordlist cell,webster2024haryanvi,36,29,3,126,month,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 min·a,1 min·a,min·a,1,,manual-scan,source length dots retained,,1 mun-a,1 mun-a,1 min-a,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 29, item 126, HNG]",silharyanvi2024:i126:hng:v01
wordlist cell,webster2024haryanvi,36,29,3,126,month,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 mahina,1 mahina,1 mahina,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 126, BPL]",
wordlist cell,webster2024haryanvi,36,29,3,126,month,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 mʌhino /2 mas,1 mʌhino /2 mas,mʌhino | mas,1 | 2, | ,manual-scan,source length dots retained,,1 mahino /2 mas,1 mahino /2 mas,1 mahino /2 mas,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 29, item 126, HTR]",silharyanvi2024:i126:htr:v01 | silharyanvi2024:i126:htr:v02
wordlist cell,webster2024haryanvi,36,29,3,126,month,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 min·a,1 min·a,min·a,1,,manual-scan,source length dots retained,,1 men-a,1 men-a,1 min.a,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 29, item 126, HLH]",silharyanvi2024:i126:hlh:v01
wordlist cell,webster2024haryanvi,36,29,3,126,month,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 mina,1 mina,1 mina,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 126, PBG]",
wordlist cell,webster2024haryanvi,36,29,3,126,month,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 mahina,1 mahina,1 mahina,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 126, HIN]",
wordlist cell,webster2024haryanvi,36,29,3,126,month,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 muna-,1 muna-,1 mina-,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 126, PUN]",
wordlist cell,webster2024haryanvi,36,29,1,127,year,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 sal /2 bʌrʌs,1 sal /2 bʌrʌs,sal | bʌrʌs,1 | 2, | ,manual-scan,,,1 sal ?2 baras,1 sal ?2 baras,1 sal /2 baras,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 29, item 127, HRT]",silharyanvi2024:i127:hrt:v01 | silharyanvi2024:i127:hrt:v02
wordlist cell,webster2024haryanvi,36,29,1,127,year,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 sal,1 sal,sal,1,,manual-scan,,,1 sal,1 sal,1 sal,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 29, item 127, HJN]",silharyanvi2024:i127:hjn:v01
wordlist cell,webster2024haryanvi,36,29,1,127,year,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 sal,1 sal,sal,1,,manual-scan,,,1 sal,1 sal,1 sal,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 29, item 127, HFT]",silharyanvi2024:i127:hft:v01
wordlist cell,webster2024haryanvi,36,29,1,127,year,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 sal,1 sal,sal,1,,manual-scan,,,1 sal,1 sal,1 sal,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 29, item 127, HNG]",silharyanvi2024:i127:hng:v01
wordlist cell,webster2024haryanvi,36,29,1,127,year,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 sal /2 vars,1 sal /2 vars,1 sal 7/2 vars,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 127, BPL]",
wordlist cell,webster2024haryanvi,36,29,1,127,year,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 sal /2 vʌrʌs,1 sal /2 vʌrʌs,sal | vʌrʌs,1 | 2, | ,manual-scan,,,1 sal /2 varas,1 sal /2 varas,1 sal /2 varas,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 29, item 127, HTR]",silharyanvi2024:i127:htr:v01 | silharyanvi2024:i127:htr:v02
wordlist cell,webster2024haryanvi,36,29,1,127,year,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 sal /2 bʌrʌs,1 sal /2 bʌrʌs,sal | bʌrʌs,1 | 2, | ,manual-scan,,,1 sal #2 baras,1 sal #2 baras,1 sal /2 baras,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 29, item 127, HLH]",silharyanvi2024:i127:hlh:v01 | silharyanvi2024:i127:hlh:v02
wordlist cell,webster2024haryanvi,36,29,1,127,year,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 sal,1 sal,1 sa},excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 29, item 127, PBG]",
