Status,Reason,Entry_Key,Site_Code,Site_Description,Language_ID,Base_Language,Concept,Gloss,Printed_Page,Column,Response_Index,Response_Count,Raw_Cell,Response,House_Form,Tags,Source
ingested,single response,beine-bhatri:OAR:1:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,1,body,10,1,1,1,ɡaɡorˑ,ɡaɡorˑ,gagoṛ,,"beine2017bhatri[p. 10, item 1, site OAR]"
ingested,single response,beine-bhatri:OCU:1:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,1,body,10,1,1,1,sor̩ir̩o,sor̩ir̩o,soṛiṛo,,"beine2017bhatri[p. 10, item 1, site OCU]"
ingested,single response,beine-bhatri:HBH:1:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,1,body,10,1,1,1,a̽ɡ,a̽ɡ,ãg,,"beine2017bhatri[p. 10, item 1, site HBH]"
ingested,single response,beine-bhatri:BAU:1:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,1,body,10,1,1,1,ɡaɡe̠rˑ,ɡaɡe̠rˑ,gagəṛ,,"beine2017bhatri[p. 10, item 1, site BAU]"
ingested,single response,beine-bhatri:BSA:1:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,1,body,10,1,1,1,ɡaɡe̠rˑ,ɡaɡe̠rˑ,gagəṛ,,"beine2017bhatri[p. 10, item 1, site BSA]"
ingested,single response,beine-bhatri:BJE:1:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,1,body,10,1,1,1,ɡv̠ɡe̠r̩,ɡv̠ɡe̠r̩,gʌgəṛ,,"beine2017bhatri[p. 10, item 1, site BJE]"
ingested,single response,beine-bhatri:BKP:1:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,1,body,10,1,1,1,ɡaɡr̩o,ɡaɡr̩o,gagṛo,,"beine2017bhatri[p. 10, item 1, site BKP]"
ingested,response 1 of 2 printed in one cell,beine-bhatri:BUM:1:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,1,body,10,1,1,2,dⁿe̽ha/ɡaɡe̩r,dⁿe̽ha,dẽha,,"beine2017bhatri[p. 10, item 1, site BUM]"
ingested,response 2 of 2 printed in one cell,beine-bhatri:BUM:1:2,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,1,body,10,1,2,2,dⁿe̽ha/ɡaɡe̩r,ɡaɡe̩r,gage̩r,uncertain,"beine2017bhatri[p. 10, item 1, site BUM]"
ingested,single response,beine-bhatri:BCB:1:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,1,body,10,1,1,1,ɡaɡv̠r̩,ɡaɡv̠r̩,gagʌṛ,,"beine2017bhatri[p. 10, item 1, site BCB]"
ingested,single response,beine-bhatri:BAN:1:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,1,body,10,1,1,1,ɡaɡv̠r̩,ɡaɡv̠r̩,gagʌṛ,,"beine2017bhatri[p. 10, item 1, site BAN]"
ingested,single response,beine-bhatri:BAR:1:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,1,body,10,1,1,1,ɡaɡe̠r̩,ɡaɡe̠r̩,gagəṛ,,"beine2017bhatri[p. 10, item 1, site BAR]"
ingested,single response,beine-bhatri:BAG:1:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,1,body,10,1,1,1,ɡaɡv̠r̩,ɡaɡv̠r̩,gagʌṛ,,"beine2017bhatri[p. 10, item 1, site BAG]"
ingested,single response,beine-bhatri:OAR:2:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,2,head,10,2,1,1,mundˑ,mundˑ,munḍ,,"beine2017bhatri[p. 10, item 2, site OAR]"
ingested,single response,beine-bhatri:OCU:2:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,2,head,10,2,1,1,mu̽ndˑc̠,mu̽ndˑc̠,mũnḍɔ,,"beine2017bhatri[p. 10, item 2, site OCU]"
ingested,single response,beine-bhatri:HBH:2:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,2,head,10,2,1,1,mu̽dˑ,mu̽dˑ,mũḍ,,"beine2017bhatri[p. 10, item 2, site HBH]"
ingested,single response,beine-bhatri:BAU:2:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,2,head,10,2,1,1,mu̽dˑe̠,mu̽dˑe̠,mũḍə,,"beine2017bhatri[p. 10, item 2, site BAU]"
ingested,single response,beine-bhatri:BSA:2:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,2,head,10,2,1,1,mu̽dˑ,mu̽dˑ,mũḍ,,"beine2017bhatri[p. 10, item 2, site BSA]"
ingested,single response,beine-bhatri:BJE:2:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,2,head,10,2,1,1,mu̽dˑ,mu̽dˑ,mũḍ,,"beine2017bhatri[p. 10, item 2, site BJE]"
ingested,single response,beine-bhatri:BKP:2:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,2,head,10,2,1,1,mu̽ndˑe̠,mu̽ndˑe̠,mũnḍə,,"beine2017bhatri[p. 10, item 2, site BKP]"
ingested,single response,beine-bhatri:BUM:2:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,2,head,10,2,1,1,mu̽dˑa,mu̽dˑa,mũḍa,,"beine2017bhatri[p. 10, item 2, site BUM]"
ingested,single response,beine-bhatri:BCB:2:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,2,head,10,2,1,1,mu̽dˑ,mu̽dˑ,mũḍ,,"beine2017bhatri[p. 10, item 2, site BCB]"
ingested,single response,beine-bhatri:BAN:2:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,2,head,10,2,1,1,mu̽dˑ,mu̽dˑ,mũḍ,,"beine2017bhatri[p. 10, item 2, site BAN]"
ingested,single response,beine-bhatri:BAR:2:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,2,head,10,2,1,1,mu̽dˑ,mu̽dˑ,mũḍ,,"beine2017bhatri[p. 10, item 2, site BAR]"
ingested,single response,beine-bhatri:BAG:2:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,2,head,10,2,1,1,mu̽d,mu̽d,mũd,,"beine2017bhatri[p. 10, item 2, site BAG]"
ingested,single response,beine-bhatri:OAR:3:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,3,hair,10,3,1,1,sendˑi,sendˑi,senḍi,,"beine2017bhatri[p. 10, item 3, site OAR]"
ingested,single response,beine-bhatri:OCU:3:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,3,hair,10,3,1,1,balˑe̠,balˑe̠,baḷə,,"beine2017bhatri[p. 10, item 3, site OCU]"
ingested,single response,beine-bhatri:HBH:3:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,3,hair,10,3,1,1,kes,kes,kes,,"beine2017bhatri[p. 10, item 3, site HBH]"
ingested,single response,beine-bhatri:BAU:3:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,3,hair,10,3,1,1,bal,bal,bal,,"beine2017bhatri[p. 10, item 3, site BAU]"
ingested,single response,beine-bhatri:BSA:3:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,3,hair,10,3,1,1,bal,bal,bal,,"beine2017bhatri[p. 10, item 3, site BSA]"
ingested,single response,beine-bhatri:BJE:3:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,3,hair,10,3,1,1,bal,bal,bal,,"beine2017bhatri[p. 10, item 3, site BJE]"
ingested,single response,beine-bhatri:BKP:3:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,3,hair,10,3,1,1,bale̠,bale̠,balə,,"beine2017bhatri[p. 10, item 3, site BKP]"
ingested,single response,beine-bhatri:BUM:3:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,3,hair,10,3,1,1,kes,kes,kes,,"beine2017bhatri[p. 10, item 3, site BUM]"
ingested,single response,beine-bhatri:BCB:3:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,3,hair,10,3,1,1,bal,bal,bal,,"beine2017bhatri[p. 10, item 3, site BCB]"
ingested,single response,beine-bhatri:BAN:3:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,3,hair,10,3,1,1,kes,kes,kes,,"beine2017bhatri[p. 10, item 3, site BAN]"
ingested,single response,beine-bhatri:BAR:3:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,3,hair,10,3,1,1,bal,bal,bal,,"beine2017bhatri[p. 10, item 3, site BAR]"
ingested,single response,beine-bhatri:BAG:3:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,3,hair,10,3,1,1,bal,bal,bal,,"beine2017bhatri[p. 10, item 3, site BAG]"
ingested,single response,beine-bhatri:OAR:4:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,4,face,10,1,1,1,mu̽k,mu̽k,mũk,,"beine2017bhatri[p. 10, item 4, site OAR]"
ingested,single response,beine-bhatri:OCU:4:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,4,face,10,1,1,1,mu̽ha,mu̽ha,mũha,,"beine2017bhatri[p. 10, item 4, site OCU]"
ingested,single response,beine-bhatri:HBH:4:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,4,face,10,1,1,1,mu̽.̩,mu̽.̩,mũ.,,"beine2017bhatri[p. 10, item 4, site HBH]"
ingested,single response,beine-bhatri:BAU:4:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,4,face,10,1,1,1,mu̽,mu̽,mũ,,"beine2017bhatri[p. 10, item 4, site BAU]"
ingested,single response,beine-bhatri:BSA:4:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,4,face,10,1,1,1,mu̽,mu̽,mũ,,"beine2017bhatri[p. 10, item 4, site BSA]"
ingested,single response,beine-bhatri:BJE:4:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,4,face,10,1,1,1,mu̽e̠,mu̽e̠,mũə,,"beine2017bhatri[p. 10, item 4, site BJE]"
ingested,single response,beine-bhatri:BKP:4:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,4,face,10,1,1,1,mu̽he̠,mu̽he̠,mũhə,,"beine2017bhatri[p. 10, item 4, site BKP]"
ingested,single response,beine-bhatri:BUM:4:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,4,face,10,1,1,1,mu̽ha,mu̽ha,mũha,,"beine2017bhatri[p. 10, item 4, site BUM]"
ingested,single response,beine-bhatri:BCB:4:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,4,face,10,1,1,1,tⁿv̠mnˑa,tⁿv̠mnˑa,tʌmṇa,,"beine2017bhatri[p. 10, item 4, site BCB]"
ingested,single response,beine-bhatri:BAN:4:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,4,face,10,1,1,1,mu̽,mu̽,mũ,,"beine2017bhatri[p. 10, item 4, site BAN]"
ingested,single response,beine-bhatri:BAR:4:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,4,face,10,1,1,1,mu̽,mu̽,mũ,,"beine2017bhatri[p. 10, item 4, site BAR]"
ingested,single response,beine-bhatri:BAG:4:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,4,face,10,1,1,1,tⁿv̠mna,tⁿv̠mna,tʌmna,,"beine2017bhatri[p. 10, item 4, site BAG]"
ingested,single response,beine-bhatri:OAR:5:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,5,eye,10,2,1,1,anki,anki,anki,,"beine2017bhatri[p. 10, item 5, site OAR]"
ingested,single response,beine-bhatri:OCU:5:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,5,eye,10,2,1,1,akhi,akhi,akʰi,,"beine2017bhatri[p. 10, item 5, site OCU]"
ingested,single response,beine-bhatri:HBH:5:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,5,eye,10,2,1,1,ai̽k,ai̽k,aĩk,,"beine2017bhatri[p. 10, item 5, site HBH]"
ingested,single response,beine-bhatri:BAU:5:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,5,eye,10,2,1,1,a̽ki,a̽ki,ãki,,"beine2017bhatri[p. 10, item 5, site BAU]"
ingested,single response,beine-bhatri:BSA:5:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,5,eye,10,2,1,1,a̽ki,a̽ki,ãki,,"beine2017bhatri[p. 10, item 5, site BSA]"
ingested,single response,beine-bhatri:BJE:5:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,5,eye,10,2,1,1,aki,aki,aki,,"beine2017bhatri[p. 10, item 5, site BJE]"
ingested,single response,beine-bhatri:BKP:5:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,5,eye,10,2,1,1,a̽khi,a̽khi,ãkʰi,,"beine2017bhatri[p. 10, item 5, site BKP]"
ingested,single response,beine-bhatri:BUM:5:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,5,eye,10,2,1,1,akhi,akhi,akʰi,,"beine2017bhatri[p. 10, item 5, site BUM]"
ingested,single response,beine-bhatri:BCB:5:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,5,eye,10,2,1,1,a̽ki,a̽ki,ãki,,"beine2017bhatri[p. 10, item 5, site BCB]"
ingested,single response,beine-bhatri:BAN:5:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,5,eye,10,2,1,1,aki,aki,aki,,"beine2017bhatri[p. 10, item 5, site BAN]"
ingested,single response,beine-bhatri:BAR:5:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,5,eye,10,2,1,1,a̽ki,a̽ki,ãki,,"beine2017bhatri[p. 10, item 5, site BAR]"
ingested,single response,beine-bhatri:BAG:5:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,5,eye,10,2,1,1,akhi,akhi,akʰi,,"beine2017bhatri[p. 10, item 5, site BAG]"
ingested,single response,beine-bhatri:OAR:6:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,6,ear,10,3,1,1,kan,kan,kan,,"beine2017bhatri[p. 10, item 6, site OAR]"
ingested,single response,beine-bhatri:OCU:6:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,6,ear,10,3,1,1,kanˑo,kanˑo,kaṇo,,"beine2017bhatri[p. 10, item 6, site OCU]"
ingested,single response,beine-bhatri:HBH:6:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,6,ear,10,3,1,1,kan,kan,kan,,"beine2017bhatri[p. 10, item 6, site HBH]"
ingested,single response,beine-bhatri:BAU:6:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,6,ear,10,3,1,1,kan,kan,kan,,"beine2017bhatri[p. 10, item 6, site BAU]"
ingested,single response,beine-bhatri:BSA:6:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,6,ear,10,3,1,1,kan,kan,kan,,"beine2017bhatri[p. 10, item 6, site BSA]"
ingested,single response,beine-bhatri:BJE:6:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,6,ear,10,3,1,1,kan,kan,kan,,"beine2017bhatri[p. 10, item 6, site BJE]"
ingested,single response,beine-bhatri:BKP:6:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,6,ear,10,3,1,1,kan.̩o,kan.̩o,kan.o,,"beine2017bhatri[p. 10, item 6, site BKP]"
ingested,single response,beine-bhatri:BUM:6:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,6,ear,10,3,1,1,kan,kan,kan,,"beine2017bhatri[p. 10, item 6, site BUM]"
ingested,single response,beine-bhatri:BCB:6:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,6,ear,10,3,1,1,kan,kan,kan,,"beine2017bhatri[p. 10, item 6, site BCB]"
ingested,single response,beine-bhatri:BAN:6:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,6,ear,10,3,1,1,kan,kan,kan,,"beine2017bhatri[p. 10, item 6, site BAN]"
ingested,single response,beine-bhatri:BAR:6:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,6,ear,10,3,1,1,kan,kan,kan,,"beine2017bhatri[p. 10, item 6, site BAR]"
ingested,single response,beine-bhatri:BAG:6:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,6,ear,10,3,1,1,kan,kan,kan,,"beine2017bhatri[p. 10, item 6, site BAG]"
ingested,single response,beine-bhatri:OAR:7:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,7,nose,11,1,1,1,nak,nak,nak,,"beine2017bhatri[p. 11, item 7, site OAR]"
ingested,single response,beine-bhatri:OCU:7:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,7,nose,11,1,1,1,nakho,nakho,nakʰo,,"beine2017bhatri[p. 11, item 7, site OCU]"
ingested,single response,beine-bhatri:HBH:7:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,7,nose,11,1,1,1,nak,nak,nak,,"beine2017bhatri[p. 11, item 7, site HBH]"
ingested,single response,beine-bhatri:BAU:7:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,7,nose,11,1,1,1,nak,nak,nak,,"beine2017bhatri[p. 11, item 7, site BAU]"
ingested,single response,beine-bhatri:BSA:7:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,7,nose,11,1,1,1,nak,nak,nak,,"beine2017bhatri[p. 11, item 7, site BSA]"
ingested,single response,beine-bhatri:BJE:7:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,7,nose,11,1,1,1,nake̠,nake̠,nakə,,"beine2017bhatri[p. 11, item 7, site BJE]"
ingested,single response,beine-bhatri:BKP:7:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,7,nose,11,1,1,1,nake̠,nake̠,nakə,,"beine2017bhatri[p. 11, item 7, site BKP]"
ingested,single response,beine-bhatri:BUM:7:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,7,nose,11,1,1,1,nakhe̠,nakhe̠,nakʰə,,"beine2017bhatri[p. 11, item 7, site BUM]"
ingested,single response,beine-bhatri:BCB:7:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,7,nose,11,1,1,1,nak,nak,nak,,"beine2017bhatri[p. 11, item 7, site BCB]"
ingested,single response,beine-bhatri:BAN:7:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,7,nose,11,1,1,1,nak,nak,nak,,"beine2017bhatri[p. 11, item 7, site BAN]"
ingested,single response,beine-bhatri:BAR:7:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,7,nose,11,1,1,1,nak,nak,nak,,"beine2017bhatri[p. 11, item 7, site BAR]"
ingested,single response,beine-bhatri:BAG:7:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,7,nose,11,1,1,1,nak,nak,nak,,"beine2017bhatri[p. 11, item 7, site BAG]"
ingested,single response,beine-bhatri:OAR:8:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,8,mouth,11,2,1,1,tˑondˑ,tˑondˑ,ṭonḍ,,"beine2017bhatri[p. 11, item 8, site OAR]"
ingested,single response,beine-bhatri:OCU:8:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,8,mouth,11,2,1,1,patˑ.̩i,patˑ.̩i,paṭ.i,,"beine2017bhatri[p. 11, item 8, site OCU]"
ingested,single response,beine-bhatri:HBH:8:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,8,mouth,11,2,1,1,tˑo̽dˑ,tˑo̽dˑ,ṭõḍ,,"beine2017bhatri[p. 11, item 8, site HBH]"
ingested,single response,beine-bhatri:BAU:8:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,8,mouth,11,2,1,1,tˑo̽dˑ,tˑo̽dˑ,ṭõḍ,,"beine2017bhatri[p. 11, item 8, site BAU]"
ingested,single response,beine-bhatri:BSA:8:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,8,mouth,11,2,1,1,tˑo̽dˑ,tˑo̽dˑ,ṭõḍ,,"beine2017bhatri[p. 11, item 8, site BSA]"
ingested,single response,beine-bhatri:BJE:8:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,8,mouth,11,2,1,1,tˑo̽dˑ,tˑo̽dˑ,ṭõḍ,,"beine2017bhatri[p. 11, item 8, site BJE]"
ingested,single response,beine-bhatri:BKP:8:1,BKP,"Bhatri from Kotpad Tahsil, Koraput District, Orissa",beine_bkp,Bhatri,8,mouth,11,2,1,1,tu̽dˑe̠,tu̽dˑe̠,tũḍə,,"beine2017bhatri[p. 11, item 8, site BKP]"
ingested,single response,beine-bhatri:BUM:8:1,BUM,"Bhatri from Umarkot Tahsil, Koraput District, Orissa",beine_bum,Bhatri,8,mouth,11,2,1,1,tⁿondˑe̠,tⁿondˑe̠,tonḍə,,"beine2017bhatri[p. 11, item 8, site BUM]"
ingested,single response,beine-bhatri:BCB:8:1,BCB,"Bhatri from Chote Badal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bcb,Bhatri,8,mouth,11,2,1,1,to̽d,to̽d,tõd,,"beine2017bhatri[p. 11, item 8, site BCB]"
ingested,single response,beine-bhatri:BAN:8:1,BAN,"Bhatri from Anantpur, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_ban,Bhatri,8,mouth,11,2,1,1,to̽dˑ,to̽dˑ,tõḍ,,"beine2017bhatri[p. 11, item 8, site BAN]"
ingested,single response,beine-bhatri:BAR:8:1,BAR,"Bhatri from Karpaud, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bar,Bhatri,8,mouth,11,2,1,1,tˑo̽dˑ,tˑo̽dˑ,ṭõḍ,,"beine2017bhatri[p. 11, item 8, site BAR]"
ingested,single response,beine-bhatri:BAG:8:1,BAG,"Bhatri from Amaguda, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bag,Bhatri,8,mouth,11,2,1,1,tˑo̽dˑ,tˑo̽dˑ,ṭõḍ,,"beine2017bhatri[p. 11, item 8, site BAG]"
ingested,single response,beine-bhatri:OAR:9:1,OAR,"Adivasi Oriya from Araku Valley, Visak District, Andhra Pradesh",beine_oar,AdivasiOriya,9,teeth,11,3,1,1,dant,dant,dant,,"beine2017bhatri[p. 11, item 9, site OAR]"
ingested,single response,beine-bhatri:OCU:9:1,OCU,"Oriya from Cuttack Tahsil, Cuttack District, Orissa",beine_ocu,Or,9,teeth,11,3,1,1,dⁿantⁿo,dⁿantⁿo,danto,,"beine2017bhatri[p. 11, item 9, site OCU]"
ingested,single response,beine-bhatri:HBH:9:1,HBH,"Halbi from Bhatpal, Kondagaon Tahsil, Bastar District, Madhya Pradesh",beine_hbh,hal,9,teeth,11,3,1,1,dat,dat,dat,,"beine2017bhatri[p. 11, item 9, site HBH]"
ingested,single response,beine-bhatri:BAU:9:1,BAU,"Bhatri from Auli, Nowrangapur Tahsil, Koraput District, Orissa",beine_bau,Bhatri,9,teeth,11,3,1,1,dⁿatⁿ,dⁿatⁿ,dat,,"beine2017bhatri[p. 11, item 9, site BAU]"
ingested,single response,beine-bhatri:BSA:9:1,BSA,"Bhatri from Sargipal, Jagdalpur Tahsil, Bastar District, Madhya Pradesh",beine_bsa,Bhatri,9,teeth,11,3,1,1,dⁿatⁿ,dⁿatⁿ,dat,,"beine2017bhatri[p. 11, item 9, site BSA]"
ingested,single response,beine-bhatri:BJE:9:1,BJE,"Bhatri from Jeypore Tahsil, Koraput District, Orissa",beine_bje,Bhatri,9,teeth,11,3,1,1,dⁿe̠tⁿ,dⁿe̠tⁿ,dət,,"beine2017bhatri[p. 11, item 9, site BJE]"
