Report,PDF_Page,Column,Item,Gloss,Group,Site_Code,Site,Raw_Form,Status,Reason,Entry_Key
kim-kim-sangma2012garo,51,0,1,sky,1,a,Gajni,sɨlɡa,installed,,silgarobd2012:i001:a:1
kim-kim-sangma2012garo,51,0,1,sky,1,i,Chunia,sɨlɡa,installed,,silgarobd2012:i001:i:1
kim-kim-sangma2012garo,51,0,1,sky,1,o,Birisiri,sɨlɡa,installed,,silgarobd2012:i001:o:1
kim-kim-sangma2012garo,51,0,1,sky,2,c,Kholchanda,ʃaɡu,installed,,silgarobd2012:i001:c:1
kim-kim-sangma2012garo,51,0,1,sky,2,d,Namchapara,ʃoɡa,installed,,silgarobd2012:i001:d:1
kim-kim-sangma2012garo,51,0,1,sky,2,e,Songra,ʃoɡa,installed,,silgarobd2012:i001:e:1
kim-kim-sangma2012garo,51,0,1,sky,2,f,Nagar Sontosh,ʃoɡa,installed,,silgarobd2012:i001:f:1
kim-kim-sangma2012garo,51,0,1,sky,2,g,Sapmari,ʃoɡa,installed,,silgarobd2012:i001:g:1
kim-kim-sangma2012garo,51,0,1,sky,2,h,Digholbag,ʃoɡa,installed,,silgarobd2012:i001:h:1
kim-kim-sangma2012garo,51,0,1,sky,2,n,Utrail,ʃoɡa,installed,,silgarobd2012:i001:n:1
kim-kim-sangma2012garo,51,0,1,sky,2,b,Nokshi,saɡu,installed,,silgarobd2012:i001:b:1
kim-kim-sangma2012garo,51,0,1,sky,3,j,Panchgaon,bɾi,installed,,silgarobd2012:i001:j:1
kim-kim-sangma2012garo,51,0,1,sky,3,k,Sonyasipara,bɾi,installed,,silgarobd2012:i001:k:1
kim-kim-sangma2012garo,51,0,1,sky,4,l,Bharatpur,raŋɾa,installed,,silgarobd2012:i001:l:1
kim-kim-sangma2012garo,51,0,1,sky,4,m,Nalchapra,raŋɾa,installed,,silgarobd2012:i001:m:1
kim-kim-sangma2012garo,51,0,1,sky,5,0,Bangla,akaʃ,installed,,silgarobd2012:i001:0:1
kim-kim-sangma2012garo,51,0,1,sky,6,p,Lyngngam,bnɨŋ,installed,,silgarobd2012:i001:p:1
kim-kim-sangma2012garo,51,0,2,sun,1,a,Gajni,ʃal,installed,,silgarobd2012:i002:a:1
kim-kim-sangma2012garo,51,0,2,sun,1,d,Namchapara,ʃal,installed,,silgarobd2012:i002:d:1
kim-kim-sangma2012garo,51,0,2,sun,1,e,Songra,ʃal,installed,,silgarobd2012:i002:e:1
kim-kim-sangma2012garo,51,0,2,sun,1,f,Nagar Sontosh,ʃal,installed,,silgarobd2012:i002:f:1
kim-kim-sangma2012garo,51,0,2,sun,1,g,Sapmari,ʃal,installed,,silgarobd2012:i002:g:1
kim-kim-sangma2012garo,51,0,2,sun,1,h,Digholbag,ʃal,installed,,silgarobd2012:i002:h:1
kim-kim-sangma2012garo,51,0,2,sun,1,i,Chunia,ʃal,installed,,silgarobd2012:i002:i:1
kim-kim-sangma2012garo,51,0,2,sun,1,n,Utrail,ʃal,installed,,silgarobd2012:i002:n:1
kim-kim-sangma2012garo,51,0,2,sun,1,o,Birisiri,ʃal,installed,,silgarobd2012:i002:o:1
kim-kim-sangma2012garo,51,0,2,sun,2,m,Nalchapra,raŋʃan,installed,,silgarobd2012:i002:m:1
kim-kim-sangma2012garo,51,0,2,sun,2,l,Bharatpur,ranʃaŋ,installed,,silgarobd2012:i002:l:1
kim-kim-sangma2012garo,51,0,2,sun,2,b,Nokshi,rasan,installed,,silgarobd2012:i002:b:1
kim-kim-sangma2012garo,51,0,2,sun,2,c,Kholchanda,rasan,installed,,silgarobd2012:i002:c:1
kim-kim-sangma2012garo,51,0,2,sun,3,j,Panchgaon,jao � bɾi,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,0,2,sun,3,k,Sonyasipara,jao � bɾi,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,0,2,sun,4,0,Bangla,ʃuɹdʒo,installed,,silgarobd2012:i002:0:1
kim-kim-sangma2012garo,51,0,2,sun,5,p,Lyngngam,sɨŋŋei �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,0,3,moon,1,a,Gajni,ɖʒaɖʒoŋ,installed,,silgarobd2012:i003:a:1
kim-kim-sangma2012garo,51,0,3,moon,1,d,Namchapara,ɖʒaɖʒoŋ,installed,,silgarobd2012:i003:d:1
kim-kim-sangma2012garo,51,0,3,moon,1,e,Songra,ɖʒaɖʒoŋ,installed,,silgarobd2012:i003:e:1
kim-kim-sangma2012garo,51,0,3,moon,1,f,Nagar Sontosh,ɖʒaɖʒoŋ,installed,,silgarobd2012:i003:f:1
kim-kim-sangma2012garo,51,0,3,moon,1,i,Chunia,ɖʒaɖʒoŋ,installed,,silgarobd2012:i003:i:1
kim-kim-sangma2012garo,51,0,3,moon,1,o,Birisiri,ɖʒaɖʒoŋ,installed,,silgarobd2012:i003:o:1
kim-kim-sangma2012garo,51,0,3,moon,2,c,Kholchanda,raŋɡɾɛk̚,installed,,silgarobd2012:i003:c:1
kim-kim-sangma2012garo,51,0,3,moon,2,b,Nokshi,raŋɾɛ,installed,,silgarobd2012:i003:b:1
kim-kim-sangma2012garo,51,0,3,moon,3,g,Sapmari,ɖʒonak̚,installed,,silgarobd2012:i003:g:1
kim-kim-sangma2012garo,51,0,3,moon,3,h,Digholbag,ɖʒonak̚,installed,,silgarobd2012:i003:h:1
kim-kim-sangma2012garo,51,0,3,moon,3,e,Songra,ɖʒonat̚,installed,,silgarobd2012:i003:e:2
kim-kim-sangma2012garo,51,0,3,moon,4,j,Panchgaon,thao � bti,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,0,3,moon,4,k,Sonyasipara,thao � bti,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,0,3,moon,5,m,Nalchapra,tʃaŋ ɨi �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,0,3,moon,5,l,Bharatpur,tʃaŋ ai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,0,3,moon,6,n,Utrail,ɖʒanok̚,installed,,silgarobd2012:i003:n:1
kim-kim-sangma2012garo,51,0,3,moon,6,g,Sapmari,ɖʒonak̚,installed,,silgarobd2012:i003:g:2
kim-kim-sangma2012garo,51,0,3,moon,6,h,Digholbag,ɖʒonak̚,installed,,silgarobd2012:i003:h:2
kim-kim-sangma2012garo,51,0,3,moon,7,0,Bangla,tʃad�,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,0,3,moon,8,p,Lyngngam,bni,installed,,silgarobd2012:i003:p:1
kim-kim-sangma2012garo,51,1,4,star,1,a,Gajni,aʃki,installed,,silgarobd2012:i004:a:1
kim-kim-sangma2012garo,51,1,4,star,1,d,Namchapara,aʃki,installed,,silgarobd2012:i004:d:1
kim-kim-sangma2012garo,51,1,4,star,1,g,Sapmari,aʃki,installed,,silgarobd2012:i004:g:1
kim-kim-sangma2012garo,51,1,4,star,1,h,Digholbag,aʃki,installed,,silgarobd2012:i004:h:1
kim-kim-sangma2012garo,51,1,4,star,1,o,Birisiri,aʃki,installed,,silgarobd2012:i004:o:1
kim-kim-sangma2012garo,51,1,4,star,1,i,Chunia,askhi,installed,,silgarobd2012:i004:i:1
kim-kim-sangma2012garo,51,1,4,star,1,l,Bharatpur,askui �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,1,4,star,1,m,Nalchapra,askui �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,1,4,star,2,f,Nagar Sontosh,aʃikhi,installed,,silgarobd2012:i004:f:1
kim-kim-sangma2012garo,51,1,4,star,2,a,Gajni,aʃki,installed,,silgarobd2012:i004:a:2
kim-kim-sangma2012garo,51,1,4,star,2,d,Namchapara,aʃki,installed,,silgarobd2012:i004:d:2
kim-kim-sangma2012garo,51,1,4,star,2,g,Sapmari,aʃki,installed,,silgarobd2012:i004:g:2
kim-kim-sangma2012garo,51,1,4,star,2,h,Digholbag,aʃki,installed,,silgarobd2012:i004:h:2
kim-kim-sangma2012garo,51,1,4,star,2,o,Birisiri,aʃki,installed,,silgarobd2012:i004:o:2
kim-kim-sangma2012garo,51,1,4,star,2,e,Songra,aʃukhi,installed,,silgarobd2012:i004:e:1
kim-kim-sangma2012garo,51,1,4,star,2,n,Utrail,aʃuki,installed,,silgarobd2012:i004:n:1
kim-kim-sangma2012garo,51,1,4,star,3,f,Nagar Sontosh,aʃikhi,installed,,silgarobd2012:i004:f:2
kim-kim-sangma2012garo,51,1,4,star,3,e,Songra,aʃukhi,installed,,silgarobd2012:i004:e:2
kim-kim-sangma2012garo,51,1,4,star,3,i,Chunia,askhi,installed,,silgarobd2012:i004:i:2
kim-kim-sangma2012garo,51,1,4,star,4,p,Lyngngam,khlɔr,installed,,silgarobd2012:i004:p:1
kim-kim-sangma2012garo,51,1,4,star,4,j,Panchgaon,khlor,installed,,silgarobd2012:i004:j:1
kim-kim-sangma2012garo,51,1,4,star,4,k,Sonyasipara,khlor,installed,,silgarobd2012:i004:k:1
kim-kim-sangma2012garo,51,1,4,star,5,0,Bangla,taɾa,installed,,silgarobd2012:i004:0:1
kim-kim-sangma2012garo,51,1,4,star,5,b,Nokshi,taɾa,installed,,silgarobd2012:i004:b:1
kim-kim-sangma2012garo,51,1,4,star,5,c,Kholchanda,taɾa,installed,,silgarobd2012:i004:c:1
kim-kim-sangma2012garo,51,1,5,cloud,0,p,Lyngngam,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,51,1,5,cloud,1,m,Nalchapra,ɡaɖʒɨla,installed,,silgarobd2012:i005:m:1
kim-kim-sangma2012garo,51,1,5,cloud,1,a,Gajni,ɡadɨla,installed,,silgarobd2012:i005:a:1
kim-kim-sangma2012garo,51,1,5,cloud,1,i,Chunia,ɡadɨla,installed,,silgarobd2012:i005:i:1
kim-kim-sangma2012garo,51,1,5,cloud,1,l,Bharatpur,ɡadɨla,installed,,silgarobd2012:i005:l:1
kim-kim-sangma2012garo,51,1,5,cloud,1,o,Birisiri,ɡadɨla,installed,,silgarobd2012:i005:o:1
kim-kim-sangma2012garo,51,1,5,cloud,1,e,Songra,ɡadila,installed,,silgarobd2012:i005:e:1
kim-kim-sangma2012garo,51,1,5,cloud,1,b,Nokshi,ɡadla,installed,,silgarobd2012:i005:b:1
kim-kim-sangma2012garo,51,1,5,cloud,1,c,Kholchanda,ɡadla,installed,,silgarobd2012:i005:c:1
kim-kim-sangma2012garo,51,1,5,cloud,1,d,Namchapara,ɡadla,installed,,silgarobd2012:i005:d:1
kim-kim-sangma2012garo,51,1,5,cloud,1,f,Nagar Sontosh,ɡadla,installed,,silgarobd2012:i005:f:1
kim-kim-sangma2012garo,51,1,5,cloud,1,g,Sapmari,ɡadla,installed,,silgarobd2012:i005:g:1
kim-kim-sangma2012garo,51,1,5,cloud,1,h,Digholbag,ɡadla,installed,,silgarobd2012:i005:h:1
kim-kim-sangma2012garo,51,1,5,cloud,1,n,Utrail,ɡadla,installed,,silgarobd2012:i005:n:1
kim-kim-sangma2012garo,51,1,5,cloud,2,j,Panchgaon,lo o,installed,,silgarobd2012:i005:j:1
kim-kim-sangma2012garo,51,1,5,cloud,2,k,Sonyasipara,lo o,installed,,silgarobd2012:i005:k:1
kim-kim-sangma2012garo,51,1,5,cloud,3,0,Bangla,mɛɡh,installed,,silgarobd2012:i005:0:1
kim-kim-sangma2012garo,51,1,6,rain,1,a,Gajni,mɨk̚kha,installed,,silgarobd2012:i006:a:1
kim-kim-sangma2012garo,51,1,6,rain,1,d,Namchapara,mɨk̚kha,installed,,silgarobd2012:i006:d:1
kim-kim-sangma2012garo,51,1,6,rain,1,g,Sapmari,mɨk̚kha,installed,,silgarobd2012:i006:g:1
kim-kim-sangma2012garo,51,1,6,rain,1,h,Digholbag,mɨk̚kha,installed,,silgarobd2012:i006:h:1
kim-kim-sangma2012garo,51,1,6,rain,1,i,Chunia,mɨk̚kha,installed,,silgarobd2012:i006:i:1
kim-kim-sangma2012garo,51,1,6,rain,1,n,Utrail,mɨk̚kha,installed,,silgarobd2012:i006:n:1
kim-kim-sangma2012garo,51,1,6,rain,1,o,Birisiri,mɨk̚kha,installed,,silgarobd2012:i006:o:1
kim-kim-sangma2012garo,51,1,6,rain,1,e,Songra,muk̚kha,installed,,silgarobd2012:i006:e:1
kim-kim-sangma2012garo,51,1,6,rain,1,f,Nagar Sontosh,muk̚kha,installed,,silgarobd2012:i006:f:1
kim-kim-sangma2012garo,51,1,6,rain,2,b,Nokshi,raŋ,installed,,silgarobd2012:i006:b:1
kim-kim-sangma2012garo,51,1,6,rain,2,c,Kholchanda,raŋ,installed,,silgarobd2012:i006:c:1
kim-kim-sangma2012garo,51,1,6,rain,2,l,Bharatpur,raŋ,installed,,silgarobd2012:i006:l:1
kim-kim-sangma2012garo,51,1,6,rain,2,m,Nalchapra,raŋ,installed,,silgarobd2012:i006:m:1
kim-kim-sangma2012garo,51,1,6,rain,3,p,Lyngngam,slap,installed,,silgarobd2012:i006:p:1
kim-kim-sangma2012garo,51,1,6,rain,3,j,Panchgaon,slap̚,installed,,silgarobd2012:i006:j:1
kim-kim-sangma2012garo,51,1,6,rain,3,k,Sonyasipara,slap̚,installed,,silgarobd2012:i006:k:1
kim-kim-sangma2012garo,51,1,6,rain,4,0,Bangla,br#ʃti,installed,,silgarobd2012:i006:0:1
kim-kim-sangma2012garo,51,1,7,rainbow,0,f,Nagar Sontosh,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,51,1,7,rainbow,0,l,Bharatpur,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,51,1,7,rainbow,0,o,Birisiri,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,51,1,7,rainbow,0,p,Lyngngam,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,51,1,7,rainbow,1,a,Gajni,ʃundaɾi,installed,,silgarobd2012:i007:a:1
kim-kim-sangma2012garo,51,1,7,rainbow,1,e,Songra,ʃundaɾi,installed,,silgarobd2012:i007:e:1
kim-kim-sangma2012garo,51,1,7,rainbow,1,i,Chunia,ʃundaɾi,installed,,silgarobd2012:i007:i:1
kim-kim-sangma2012garo,51,1,7,rainbow,2,j,Panchgaon,ʃim phleo �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,1,7,rainbow,2,k,Sonyasipara,ʃim phleo �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,51,1,7,rainbow,3,m,Nalchapra,tʃɛŋroŋ,installed,,silgarobd2012:i007:m:1
kim-kim-sangma2012garo,51,1,7,rainbow,4,h,Digholbag,ramdhanu,installed,,silgarobd2012:i007:h:1
kim-kim-sangma2012garo,51,1,7,rainbow,4,b,Nokshi,ramdhonuk̚,installed,,silgarobd2012:i007:b:1
kim-kim-sangma2012garo,51,1,7,rainbow,4,c,Kholchanda,ramdhonuk̚,installed,,silgarobd2012:i007:c:1
kim-kim-sangma2012garo,51,1,7,rainbow,4,n,Utrail,ramdhonuk̚,installed,,silgarobd2012:i007:n:1
kim-kim-sangma2012garo,51,1,7,rainbow,4,0,Bangla,rɔŋdhɔnu,installed,,silgarobd2012:i007:0:1
kim-kim-sangma2012garo,51,1,7,rainbow,4,d,Namchapara,rɔŋdhɔnu,installed,,silgarobd2012:i007:d:1
kim-kim-sangma2012garo,51,1,7,rainbow,4,g,Sapmari,rɔŋdhɔnu,installed,,silgarobd2012:i007:g:1
kim-kim-sangma2012garo,51,1,7,rainbow,4,n,Utrail,rɔŋdhɔnu,installed,,silgarobd2012:i007:n:2
kim-kim-sangma2012garo,52,0,8,wind,1,a,Gajni,balua �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,8,wind,1,d,Namchapara,balua �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,8,wind,1,e,Songra,balua �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,8,wind,1,f,Nagar Sontosh,balua �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,8,wind,1,g,Sapmari,balua �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,8,wind,1,h,Digholbag,balua �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,8,wind,1,i,Chunia,balua �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,8,wind,1,l,Bharatpur,balua �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,8,wind,1,m,Nalchapra,balua �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,8,wind,1,n,Utrail,balua �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,8,wind,1,o,Birisiri,balua �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,8,wind,2,b,Nokshi,lampar,installed,,silgarobd2012:i008:b:1
kim-kim-sangma2012garo,52,0,8,wind,2,c,Kholchanda,lampar,installed,,silgarobd2012:i008:c:1
kim-kim-sangma2012garo,52,0,8,wind,3,j,Panchgaon,lɨŋ #r,installed,,silgarobd2012:i008:j:1
kim-kim-sangma2012garo,52,0,8,wind,3,k,Sonyasipara,lɨŋ #r,installed,,silgarobd2012:i008:k:1
kim-kim-sangma2012garo,52,0,8,wind,3,p,Lyngngam,lɨŋ ir,installed,,silgarobd2012:i008:p:1
kim-kim-sangma2012garo,52,0,8,wind,4,0,Bangla,bataʃ,installed,,silgarobd2012:i008:0:1
kim-kim-sangma2012garo,52,0,9,lightning,0,f,Nagar Sontosh,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,52,0,9,lightning,0,n,Utrail,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,52,0,9,lightning,1,a,Gajni,(mɨk̚kha) hɛlapuŋa,installed,,silgarobd2012:i009:a:1
kim-kim-sangma2012garo,52,0,9,lightning,2,c,Kholchanda,raŋtʃi loun� i,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,9,lightning,2,b,Nokshi,raŋtʃim laun� i,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,0,9,lightning,3,i,Chunia,(mɨk̚kha) lɛba,installed,,silgarobd2012:i009:i:1
kim-kim-sangma2012garo,52,0,9,lightning,4,h,Digholbag,(mɨk̚kha) ɖʒɨ lɨka,installed,,silgarobd2012:i009:h:1
kim-kim-sangma2012garo,52,0,9,lightning,5,j,Panchgaon,pɨrthat̚,installed,,silgarobd2012:i009:j:1
kim-kim-sangma2012garo,52,0,9,lightning,5,k,Sonyasipara,pɨrthat̚,installed,,silgarobd2012:i009:k:1
kim-kim-sangma2012garo,52,0,9,lightning,6,l,Bharatpur,raŋ dil#ppa,installed,,silgarobd2012:i009:l:1
kim-kim-sangma2012garo,52,0,9,lightning,6,m,Nalchapra,raŋ dil#ppa,installed,,silgarobd2012:i009:m:1
kim-kim-sangma2012garo,52,0,9,lightning,7,0,Bangla,b#ddut tʃɔmkano,installed,,silgarobd2012:i009:0:1
kim-kim-sangma2012garo,52,0,9,lightning,8,p,Lyngngam,kɨmbliŋ,installed,,silgarobd2012:i009:p:1
kim-kim-sangma2012garo,52,0,9,lightning,9,d,Namchapara,(mɨk̚kha) lɛŋ lapa,installed,,silgarobd2012:i009:d:1
kim-kim-sangma2012garo,52,0,9,lightning,9,e,Songra,(mɨk̚kha) lɛŋ lapa,installed,,silgarobd2012:i009:e:1
kim-kim-sangma2012garo,52,0,9,lightning,9,g,Sapmari,(mɨk̚kha) lɛŋ lapa,installed,,silgarobd2012:i009:g:1
kim-kim-sangma2012garo,52,0,9,lightning,9,o,Birisiri,(mɨk̚kha) lɛŋ lapa,installed,,silgarobd2012:i009:o:1
kim-kim-sangma2012garo,52,0,10,thunder,0,b,Nokshi,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,52,0,10,thunder,0,o,Birisiri,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,52,0,10,thunder,0,p,Lyngngam,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,52,0,10,thunder,1,a,Gajni,(mɨk̚kha) khɨm phlɛ toŋa,installed,,silgarobd2012:i010:a:1
kim-kim-sangma2012garo,52,0,10,thunder,1,e,Songra,khum prɛ ta,installed,,silgarobd2012:i010:e:1
kim-kim-sangma2012garo,52,0,10,thunder,1,f,Nagar Sontosh,khum prɛ ta,installed,,silgarobd2012:i010:f:1
kim-kim-sangma2012garo,52,0,10,thunder,2,i,Chunia,(mɨk̚kha) khɨm phrɛda,installed,,silgarobd2012:i010:i:1
kim-kim-sangma2012garo,52,0,10,thunder,2,g,Sapmari,khɨm phrɛta,installed,,silgarobd2012:i010:g:1
kim-kim-sangma2012garo,52,0,10,thunder,2,n,Utrail,khɨm phrɛta,installed,,silgarobd2012:i010:n:1
kim-kim-sangma2012garo,52,0,10,thunder,2,e,Songra,khum prɛ ta,installed,,silgarobd2012:i010:e:2
kim-kim-sangma2012garo,52,0,10,thunder,2,f,Nagar Sontosh,khum prɛ ta,installed,,silgarobd2012:i010:f:2
kim-kim-sangma2012garo,52,0,10,thunder,3,d,Namchapara,(mɨk̚kha) khɨma,installed,,silgarobd2012:i010:d:1
kim-kim-sangma2012garo,52,0,10,thunder,3,h,Digholbag,(mɨk̚kha) khɨma,installed,,silgarobd2012:i010:h:1
kim-kim-sangma2012garo,52,0,10,thunder,4,c,Kholchanda,raŋpatni,installed,,silgarobd2012:i010:c:1
kim-kim-sangma2012garo,52,0,10,thunder,5,j,Panchgaon,pɾam bɨbɾi,installed,,silgarobd2012:i010:j:1
kim-kim-sangma2012garo,52,0,10,thunder,5,k,Sonyasipara,pɾam bɾi,installed,,silgarobd2012:i010:k:1
kim-kim-sangma2012garo,52,0,10,thunder,6,l,Bharatpur,raŋ kɨɾɨŋwa,installed,,silgarobd2012:i010:l:1
kim-kim-sangma2012garo,52,0,10,thunder,6,m,Nalchapra,raŋ kɨɾɨŋwa,installed,,silgarobd2012:i010:m:1
kim-kim-sangma2012garo,52,0,10,thunder,7,0,Bangla,mɛɡh ɡɔɹdʒon,installed,,silgarobd2012:i010:0:1
kim-kim-sangma2012garo,52,0,11,sea,0,a,Gajni,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,52,0,11,sea,0,f,Nagar Sontosh,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,52,0,11,sea,0,h,Digholbag,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,52,0,11,sea,0,n,Utrail,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,52,0,11,sea,1,d,Namchapara,ʃaɡal,installed,,silgarobd2012:i011:d:1
kim-kim-sangma2012garo,52,0,11,sea,1,o,Birisiri,ʃaɡal,installed,,silgarobd2012:i011:o:1
kim-kim-sangma2012garo,52,0,11,sea,1,0,Bangla,ʃaɡor,installed,,silgarobd2012:i011:0:1
kim-kim-sangma2012garo,52,0,11,sea,1,b,Nokshi,ʃaɡor,installed,,silgarobd2012:i011:b:1
kim-kim-sangma2012garo,52,0,11,sea,1,c,Kholchanda,ʃaɡor,installed,,silgarobd2012:i011:c:1
kim-kim-sangma2012garo,52,0,11,sea,1,e,Songra,ʃaɡor,installed,,silgarobd2012:i011:e:1
kim-kim-sangma2012garo,52,0,11,sea,1,g,Sapmari,ʃaɡor,installed,,silgarobd2012:i011:g:1
kim-kim-sangma2012garo,52,0,11,sea,1,i,Chunia,ʃaɡor,installed,,silgarobd2012:i011:i:1
kim-kim-sangma2012garo,52,0,11,sea,1,j,Panchgaon,ʃaɡor,installed,,silgarobd2012:i011:j:1
kim-kim-sangma2012garo,52,0,11,sea,1,k,Sonyasipara,ʃaɡor,installed,,silgarobd2012:i011:k:1
kim-kim-sangma2012garo,52,0,11,sea,1,l,Bharatpur,ʃaɡor,installed,,silgarobd2012:i011:l:1
kim-kim-sangma2012garo,52,0,11,sea,1,m,Nalchapra,ʃaɡor,installed,,silgarobd2012:i011:m:1
kim-kim-sangma2012garo,52,0,11,sea,2,p,Lyngngam,duriou �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,1,12,mountain,0,l,Bharatpur,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,52,1,12,mountain,0,p,Lyngngam,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,52,1,12,mountain,1,a,Gajni,brɨŋ,installed,,silgarobd2012:i012:a:1
kim-kim-sangma2012garo,52,1,12,mountain,2,b,Nokshi,bono,installed,,silgarobd2012:i012:b:1
kim-kim-sangma2012garo,52,1,12,mountain,2,c,Kholchanda,bono,installed,,silgarobd2012:i012:c:1
kim-kim-sangma2012garo,52,1,12,mountain,3,d,Namchapara,ha roŋɡa,installed,,silgarobd2012:i012:d:1
kim-kim-sangma2012garo,52,1,12,mountain,3,e,Songra,ha roŋɡa,installed,,silgarobd2012:i012:e:1
kim-kim-sangma2012garo,52,1,12,mountain,3,f,Nagar Sontosh,ha roŋɡa,installed,,silgarobd2012:i012:f:1
kim-kim-sangma2012garo,52,1,12,mountain,3,n,Utrail,ha roŋɡa,installed,,silgarobd2012:i012:n:1
kim-kim-sangma2012garo,52,1,12,mountain,4,g,Sapmari,pal,installed,,silgarobd2012:i012:g:1
kim-kim-sangma2012garo,52,1,12,mountain,4,h,Digholbag,pal,installed,,silgarobd2012:i012:h:1
kim-kim-sangma2012garo,52,1,12,mountain,5,o,Birisiri,a bri,installed,,silgarobd2012:i012:o:1
kim-kim-sangma2012garo,52,1,12,mountain,5,i,Chunia,ha bri,installed,,silgarobd2012:i012:i:1
kim-kim-sangma2012garo,52,1,12,mountain,5,m,Nalchapra,ha pri,installed,,silgarobd2012:i012:m:1
kim-kim-sangma2012garo,52,1,12,mountain,6,j,Panchgaon,ɨdom,installed,,silgarobd2012:i012:j:1
kim-kim-sangma2012garo,52,1,12,mountain,6,k,Sonyasipara,ɨdom,installed,,silgarobd2012:i012:k:1
kim-kim-sangma2012garo,52,1,12,mountain,6,p,Lyngngam,dɔm,installed,,silgarobd2012:i012:p:1
kim-kim-sangma2012garo,52,1,12,mountain,7,0,Bangla,paha',installed,,silgarobd2012:i012:0:1
kim-kim-sangma2012garo,52,1,13,water,1,a,Gajni,tʃhi,installed,,silgarobd2012:i013:a:1
kim-kim-sangma2012garo,52,1,13,water,1,d,Namchapara,tʃhi,installed,,silgarobd2012:i013:d:1
kim-kim-sangma2012garo,52,1,13,water,1,e,Songra,tʃhi,installed,,silgarobd2012:i013:e:1
kim-kim-sangma2012garo,52,1,13,water,1,f,Nagar Sontosh,tʃhi,installed,,silgarobd2012:i013:f:1
kim-kim-sangma2012garo,52,1,13,water,1,i,Chunia,tʃhi,installed,,silgarobd2012:i013:i:1
kim-kim-sangma2012garo,52,1,13,water,1,n,Utrail,tʃhi,installed,,silgarobd2012:i013:n:1
kim-kim-sangma2012garo,52,1,13,water,1,o,Birisiri,tʃhi,installed,,silgarobd2012:i013:o:1
kim-kim-sangma2012garo,52,1,13,water,2,g,Sapmari,tʃi,installed,,silgarobd2012:i013:g:1
kim-kim-sangma2012garo,52,1,13,water,2,h,Digholbag,tʃi,installed,,silgarobd2012:i013:h:1
kim-kim-sangma2012garo,52,1,13,water,3,l,Bharatpur,tɨi �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,1,13,water,3,m,Nalchapra,tɨi �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,52,1,13,water,3,b,Nokshi,ti,installed,,silgarobd2012:i013:b:1
