Report,PDF_Page,Column,Item,Gloss,Group,Site_Code,Site,Raw_Form,Status,Reason,Entry_Key
kim-kim-sangma2012garo,61,0,79,cat,2,0,Bangla,bi'al,installed,,silgarobd2012:i079:0:1
kim-kim-sangma2012garo,61,0,79,cat,3,p,Lyngngam,mio �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,0,80,cow,1,k,Sonyasipara,mɨ sɨu �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,0,80,cow,1,a,Gajni,ma ʃu,installed,,silgarobd2012:i080:a:1
kim-kim-sangma2012garo,61,0,80,cow,1,e,Songra,ma ʃu,installed,,silgarobd2012:i080:e:1
kim-kim-sangma2012garo,61,0,80,cow,1,f,Nagar Sontosh,ma ʃu,installed,,silgarobd2012:i080:f:1
kim-kim-sangma2012garo,61,0,80,cow,1,g,Sapmari,ma ʃu,installed,,silgarobd2012:i080:g:1
kim-kim-sangma2012garo,61,0,80,cow,1,n,Utrail,ma ʃu,installed,,silgarobd2012:i080:n:1
kim-kim-sangma2012garo,61,0,80,cow,1,j,Panchgaon,ma sɨu �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,0,80,cow,1,b,Nokshi,ma su,installed,,silgarobd2012:i080:b:1
kim-kim-sangma2012garo,61,0,80,cow,1,c,Kholchanda,ma su,installed,,silgarobd2012:i080:c:1
kim-kim-sangma2012garo,61,0,80,cow,1,d,Namchapara,ma su,installed,,silgarobd2012:i080:d:1
kim-kim-sangma2012garo,61,0,80,cow,1,h,Digholbag,ma su,installed,,silgarobd2012:i080:h:1
kim-kim-sangma2012garo,61,0,80,cow,1,i,Chunia,ma su,installed,,silgarobd2012:i080:i:1
kim-kim-sangma2012garo,61,0,80,cow,1,l,Bharatpur,ma su,installed,,silgarobd2012:i080:l:1
kim-kim-sangma2012garo,61,0,80,cow,1,m,Nalchapra,ma su,installed,,silgarobd2012:i080:m:1
kim-kim-sangma2012garo,61,0,80,cow,1,o,Birisiri,ma tʃhu,installed,,silgarobd2012:i080:o:1
kim-kim-sangma2012garo,61,0,80,cow,2,0,Bangla,ɡoɾu,installed,,silgarobd2012:i080:0:1
kim-kim-sangma2012garo,61,0,80,cow,3,k,Sonyasipara,mɨ sɨu �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,0,80,cow,3,p,Lyngngam,mɨsɨ,installed,,silgarobd2012:i080:p:1
kim-kim-sangma2012garo,61,0,80,cow,3,j,Panchgaon,ma sɨu �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,0,80,cow,3,b,Nokshi,ma su,installed,,silgarobd2012:i080:b:2
kim-kim-sangma2012garo,61,0,80,cow,3,c,Kholchanda,ma su,installed,,silgarobd2012:i080:c:2
kim-kim-sangma2012garo,61,0,80,cow,3,d,Namchapara,ma su,installed,,silgarobd2012:i080:d:2
kim-kim-sangma2012garo,61,0,80,cow,3,h,Digholbag,ma su,installed,,silgarobd2012:i080:h:2
kim-kim-sangma2012garo,61,0,80,cow,3,i,Chunia,ma su,installed,,silgarobd2012:i080:i:2
kim-kim-sangma2012garo,61,0,80,cow,3,l,Bharatpur,ma su,installed,,silgarobd2012:i080:l:2
kim-kim-sangma2012garo,61,0,80,cow,3,m,Nalchapra,ma su,installed,,silgarobd2012:i080:m:2
kim-kim-sangma2012garo,61,1,81,buffalo,1,f,Nagar Sontosh,moiʃ� i,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,1,81,buffalo,1,i,Chunia,moiʃ� i,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,1,81,buffalo,1,o,Birisiri,moiʃ� i,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,1,81,buffalo,1,a,Gajni,moʃi,installed,,silgarobd2012:i081:a:1
kim-kim-sangma2012garo,61,1,81,buffalo,1,d,Namchapara,moʃi,installed,,silgarobd2012:i081:d:1
kim-kim-sangma2012garo,61,1,81,buffalo,1,g,Sapmari,moʃi,installed,,silgarobd2012:i081:g:1
kim-kim-sangma2012garo,61,1,81,buffalo,1,n,Utrail,moʃi,installed,,silgarobd2012:i081:n:1
kim-kim-sangma2012garo,61,1,81,buffalo,1,e,Songra,muiʃ� i,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,1,81,buffalo,1,b,Nokshi,muʃi,installed,,silgarobd2012:i081:b:1
kim-kim-sangma2012garo,61,1,81,buffalo,1,c,Kholchanda,muʃi,installed,,silgarobd2012:i081:c:1
kim-kim-sangma2012garo,61,1,81,buffalo,2,l,Bharatpur,tʃɨndɨk,installed,,silgarobd2012:i081:l:1
kim-kim-sangma2012garo,61,1,81,buffalo,2,m,Nalchapra,tʃɨndɨk,installed,,silgarobd2012:i081:m:1
kim-kim-sangma2012garo,61,1,81,buffalo,2,p,Lyngngam,tʃɨrɨk,installed,,silgarobd2012:i081:p:1
kim-kim-sangma2012garo,61,1,81,buffalo,2,j,Panchgaon,tʃɛrɨk,installed,,silgarobd2012:i081:j:1
kim-kim-sangma2012garo,61,1,81,buffalo,2,k,Sonyasipara,tʃɛrɨk,installed,,silgarobd2012:i081:k:1
kim-kim-sangma2012garo,61,1,81,buffalo,3,0,Bangla,mohiʃ,installed,,silgarobd2012:i081:0:1
kim-kim-sangma2012garo,61,1,81,buffalo,3,h,Digholbag,mohiʃ,installed,,silgarobd2012:i081:h:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),0,p,Lyngngam,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,e,Songra,ɡoɾoŋ,installed,,silgarobd2012:i082:e:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,f,Nagar Sontosh,ɡoɾoŋ,installed,,silgarobd2012:i082:f:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,n,Utrail,ɡoɾoŋ,installed,,silgarobd2012:i082:n:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,a,Gajni,ɡɾoŋ,installed,,silgarobd2012:i082:a:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,d,Namchapara,ɡɾoŋ,installed,,silgarobd2012:i082:d:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,g,Sapmari,ɡɾoŋ,installed,,silgarobd2012:i082:g:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,h,Digholbag,ɡɾoŋ,installed,,silgarobd2012:i082:h:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,i,Chunia,ɡɾoŋ,installed,,silgarobd2012:i082:i:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,o,Birisiri,ɡɾoŋ,installed,,silgarobd2012:i082:o:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,b,Nokshi,koɾoŋ,installed,,silgarobd2012:i082:b:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,c,Kholchanda,koɾoŋ,installed,,silgarobd2012:i082:c:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,l,Bharatpur,koɾoŋ,installed,,silgarobd2012:i082:l:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),1,m,Nalchapra,koɾoŋ,installed,,silgarobd2012:i082:m:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),2,j,Panchgaon,rɨŋ,installed,,silgarobd2012:i082:j:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),2,k,Sonyasipara,rɨŋ,installed,,silgarobd2012:i082:k:1
kim-kim-sangma2012garo,61,1,82,horn (of buffalo),3,0,Bangla,ʃiŋ,installed,,silgarobd2012:i082:0:1
kim-kim-sangma2012garo,61,1,83,tail,1,l,Bharatpur,di mi,installed,,silgarobd2012:i083:l:1
kim-kim-sangma2012garo,61,1,83,tail,1,m,Nalchapra,di mi,installed,,silgarobd2012:i083:m:1
kim-kim-sangma2012garo,61,1,83,tail,1,o,Birisiri,khɨ mi,installed,,silgarobd2012:i083:o:1
kim-kim-sangma2012garo,61,1,83,tail,1,e,Songra,khi mai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,1,83,tail,1,f,Nagar Sontosh,khi mai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,1,83,tail,1,a,Gajni,khi mi,installed,,silgarobd2012:i083:a:1
kim-kim-sangma2012garo,61,1,83,tail,1,d,Namchapara,khi mi,installed,,silgarobd2012:i083:d:1
kim-kim-sangma2012garo,61,1,83,tail,1,g,Sapmari,khi mi,installed,,silgarobd2012:i083:g:1
kim-kim-sangma2012garo,61,1,83,tail,1,i,Chunia,khi mi,installed,,silgarobd2012:i083:i:1
kim-kim-sangma2012garo,61,1,83,tail,1,n,Utrail,khi mi,installed,,silgarobd2012:i083:n:1
kim-kim-sangma2012garo,61,1,83,tail,1,h,Digholbag,ʃi mi,installed,,silgarobd2012:i083:h:1
kim-kim-sangma2012garo,61,1,83,tail,2,l,Bharatpur,di mi,installed,,silgarobd2012:i083:l:2
kim-kim-sangma2012garo,61,1,83,tail,2,m,Nalchapra,di mi,installed,,silgarobd2012:i083:m:2
kim-kim-sangma2012garo,61,1,83,tail,2,b,Nokshi,dimai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,1,83,tail,2,c,Kholchanda,dimai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,61,1,83,tail,3,p,Lyngngam,kdɔŋ,installed,,silgarobd2012:i083:p:1
kim-kim-sangma2012garo,61,1,83,tail,3,j,Panchgaon,kdoŋ,installed,,silgarobd2012:i083:j:1
kim-kim-sangma2012garo,61,1,83,tail,3,k,Sonyasipara,kdoŋ,installed,,silgarobd2012:i083:k:1
kim-kim-sangma2012garo,61,1,83,tail,4,0,Bangla,lɛdʒ,installed,,silgarobd2012:i083:0:1
kim-kim-sangma2012garo,61,1,84,goat,1,o,Birisiri,do mok,installed,,silgarobd2012:i084:o:1
kim-kim-sangma2012garo,61,1,84,goat,1,a,Gajni,domok̚,installed,,silgarobd2012:i084:a:1
kim-kim-sangma2012garo,61,1,84,goat,1,i,Chunia,domok̚,installed,,silgarobd2012:i084:i:1
kim-kim-sangma2012garo,61,1,84,goat,2,f,Nagar Sontosh,boɾun,installed,,silgarobd2012:i084:f:1
kim-kim-sangma2012garo,61,1,84,goat,2,h,Digholbag,bɾɨn,installed,,silgarobd2012:i084:h:1
kim-kim-sangma2012garo,61,1,84,goat,2,b,Nokshi,puɾun,installed,,silgarobd2012:i084:b:1
kim-kim-sangma2012garo,61,1,84,goat,2,c,Kholchanda,puɾun,installed,,silgarobd2012:i084:c:1
kim-kim-sangma2012garo,61,1,84,goat,2,l,Bharatpur,puɾun,installed,,silgarobd2012:i084:l:1
kim-kim-sangma2012garo,61,1,84,goat,2,m,Nalchapra,puɾun,installed,,silgarobd2012:i084:m:1
kim-kim-sangma2012garo,61,1,84,goat,3,j,Panchgaon,blaŋ,installed,,silgarobd2012:i084:j:1
kim-kim-sangma2012garo,61,1,84,goat,3,k,Sonyasipara,blaŋ,installed,,silgarobd2012:i084:k:1
kim-kim-sangma2012garo,61,1,84,goat,3,p,Lyngngam,blaŋ,installed,,silgarobd2012:i084:p:1
kim-kim-sangma2012garo,61,1,84,goat,4,0,Bangla,tʃhaɡol,installed,,silgarobd2012:i084:0:1
kim-kim-sangma2012garo,61,1,84,goat,4,d,Namchapara,tʃhaɡol,installed,,silgarobd2012:i084:d:1
kim-kim-sangma2012garo,61,1,84,goat,4,e,Songra,tʃhaɡol,installed,,silgarobd2012:i084:e:1
kim-kim-sangma2012garo,61,1,84,goat,4,g,Sapmari,tʃhaɡol,installed,,silgarobd2012:i084:g:1
kim-kim-sangma2012garo,61,1,84,goat,4,n,Utrail,tʃhaɡol,installed,,silgarobd2012:i084:n:1
kim-kim-sangma2012garo,62,0,85,pig,1,a,Gajni,wak̚,installed,,silgarobd2012:i085:a:1
kim-kim-sangma2012garo,62,0,85,pig,1,b,Nokshi,wak̚,installed,,silgarobd2012:i085:b:1
kim-kim-sangma2012garo,62,0,85,pig,1,c,Kholchanda,wak̚,installed,,silgarobd2012:i085:c:1
kim-kim-sangma2012garo,62,0,85,pig,1,d,Namchapara,wak̚,installed,,silgarobd2012:i085:d:1
kim-kim-sangma2012garo,62,0,85,pig,1,e,Songra,wak̚,installed,,silgarobd2012:i085:e:1
kim-kim-sangma2012garo,62,0,85,pig,1,f,Nagar Sontosh,wak̚,installed,,silgarobd2012:i085:f:1
kim-kim-sangma2012garo,62,0,85,pig,1,g,Sapmari,wak̚,installed,,silgarobd2012:i085:g:1
kim-kim-sangma2012garo,62,0,85,pig,1,h,Digholbag,wak̚,installed,,silgarobd2012:i085:h:1
kim-kim-sangma2012garo,62,0,85,pig,1,i,Chunia,wak̚,installed,,silgarobd2012:i085:i:1
kim-kim-sangma2012garo,62,0,85,pig,1,l,Bharatpur,wak̚,installed,,silgarobd2012:i085:l:1
kim-kim-sangma2012garo,62,0,85,pig,1,m,Nalchapra,wak̚,installed,,silgarobd2012:i085:m:1
kim-kim-sangma2012garo,62,0,85,pig,1,n,Utrail,wak̚,installed,,silgarobd2012:i085:n:1
kim-kim-sangma2012garo,62,0,85,pig,1,o,Birisiri,wak̚,installed,,silgarobd2012:i085:o:1
kim-kim-sangma2012garo,62,0,85,pig,2,j,Panchgaon,snjaŋ,installed,,silgarobd2012:i085:j:1
kim-kim-sangma2012garo,62,0,85,pig,2,k,Sonyasipara,snjaŋ,installed,,silgarobd2012:i085:k:1
kim-kim-sangma2012garo,62,0,85,pig,2,p,Lyngngam,snjaŋ,installed,,silgarobd2012:i085:p:1
kim-kim-sangma2012garo,62,0,85,pig,3,0,Bangla,ʃukor,installed,,silgarobd2012:i085:0:1
kim-kim-sangma2012garo,62,0,86,rat,1,a,Gajni,miʃi,installed,,silgarobd2012:i086:a:1
kim-kim-sangma2012garo,62,0,86,rat,1,d,Namchapara,miʃi,installed,,silgarobd2012:i086:d:1
kim-kim-sangma2012garo,62,0,86,rat,1,i,Chunia,miʃi,installed,,silgarobd2012:i086:i:1
kim-kim-sangma2012garo,62,0,86,rat,1,o,Birisiri,miʃi,installed,,silgarobd2012:i086:o:1
kim-kim-sangma2012garo,62,0,86,rat,1,b,Nokshi,moʃai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,86,rat,1,c,Kholchanda,moʃai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,86,rat,1,e,Songra,moʃai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,86,rat,1,f,Nagar Sontosh,moʃai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,86,rat,1,n,Utrail,moʃei �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,86,rat,1,g,Sapmari,mosei �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,86,rat,1,h,Digholbag,mosei �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,86,rat,2,j,Panchgaon,khnai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,86,rat,2,k,Sonyasipara,khnai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,86,rat,2,p,Lyngngam,khnai �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,86,rat,3,m,Nalchapra,mi tʃut̚,installed,,silgarobd2012:i086:m:1
kim-kim-sangma2012garo,62,0,86,rat,3,l,Bharatpur,miɖʒut̚,installed,,silgarobd2012:i086:l:1
kim-kim-sangma2012garo,62,0,86,rat,4,0,Bangla,idur,installed,,silgarobd2012:i086:0:1
kim-kim-sangma2012garo,62,0,87,chicken (adult female),1,d,Namchapara,do,installed,,silgarobd2012:i087:d:1
kim-kim-sangma2012garo,62,0,87,chicken (adult female),1,i,Chunia,do,installed,,silgarobd2012:i087:i:1
kim-kim-sangma2012garo,62,0,87,chicken (adult female),1,o,Birisiri,do,installed,,silgarobd2012:i087:o:1
kim-kim-sangma2012garo,62,0,87,chicken (adult female),1,g,Sapmari,dou �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,87,chicken (adult female),1,h,Digholbag,dou �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,87,chicken (adult female),1,n,Utrail,dou �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,87,chicken (adult female),2,p,Lyngngam,sɨ er,installed,,silgarobd2012:i087:p:1
kim-kim-sangma2012garo,62,0,87,chicken (adult female),2,k,Sonyasipara,si ɛr,installed,,silgarobd2012:i087:k:1
kim-kim-sangma2012garo,62,0,87,chicken (adult female),2,j,Panchgaon,siɛr,installed,,silgarobd2012:i087:j:1
kim-kim-sangma2012garo,62,0,87,chicken (adult female),3,e,Songra,dau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,87,chicken (adult female),3,f,Nagar Sontosh,dau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,87,chicken (adult female),4,b,Nokshi,tau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,87,chicken (adult female),4,c,Kholchanda,tau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,87,chicken (adult female),4,l,Bharatpur,tau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,87,chicken (adult female),4,m,Nalchapra,tau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,87,chicken (adult female),5,a,Gajni,du u,installed,,silgarobd2012:i087:a:1
kim-kim-sangma2012garo,62,0,87,chicken (adult female),6,0,Bangla,murɡi,installed,,silgarobd2012:i087:0:1
kim-kim-sangma2012garo,62,0,88,egg,0,p,Lyngngam,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,62,0,88,egg,1,a,Gajni,bɨt̚tʃi,installed,,silgarobd2012:i088:a:1
kim-kim-sangma2012garo,62,0,88,egg,1,g,Sapmari,bɨt̚tʃi,installed,,silgarobd2012:i088:g:1
kim-kim-sangma2012garo,62,0,88,egg,1,h,Digholbag,bɨt̚tʃi,installed,,silgarobd2012:i088:h:1
kim-kim-sangma2012garo,62,0,88,egg,1,i,Chunia,bɨt̚tʃi,installed,,silgarobd2012:i088:i:1
kim-kim-sangma2012garo,62,0,88,egg,1,o,Birisiri,bɨt̚tʃi,installed,,silgarobd2012:i088:o:1
kim-kim-sangma2012garo,62,0,88,egg,1,e,Songra,bi tʃhi,installed,,silgarobd2012:i088:e:1
kim-kim-sangma2012garo,62,0,88,egg,2,b,Nokshi,pit#k,installed,,silgarobd2012:i088:b:1
kim-kim-sangma2012garo,62,0,88,egg,2,c,Kholchanda,pit#k,installed,,silgarobd2012:i088:c:1
kim-kim-sangma2012garo,62,0,88,egg,3,f,Nagar Sontosh,daot� ʃhi,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,88,egg,3,d,Namchapara,dotʃhi,installed,,silgarobd2012:i088:d:1
kim-kim-sangma2012garo,62,0,88,egg,3,n,Utrail,dotʃhi,installed,,silgarobd2012:i088:n:1
kim-kim-sangma2012garo,62,0,88,egg,4,j,Panchgaon,plɨŋ,installed,,silgarobd2012:i088:j:1
kim-kim-sangma2012garo,62,0,88,egg,4,k,Sonyasipara,plɨŋ,installed,,silgarobd2012:i088:k:1
kim-kim-sangma2012garo,62,0,88,egg,5,l,Bharatpur,tɨi �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,88,egg,5,m,Nalchapra,tɨi �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,0,88,egg,6,0,Bangla,ɖim,installed,,silgarobd2012:i088:0:1
kim-kim-sangma2012garo,62,1,89,fish,1,a,Gajni,na thok̚,installed,,silgarobd2012:i089:a:1
kim-kim-sangma2012garo,62,1,89,fish,1,d,Namchapara,na thok̚,installed,,silgarobd2012:i089:d:1
kim-kim-sangma2012garo,62,1,89,fish,1,e,Songra,na thok̚,installed,,silgarobd2012:i089:e:1
kim-kim-sangma2012garo,62,1,89,fish,1,f,Nagar Sontosh,na thok̚,installed,,silgarobd2012:i089:f:1
kim-kim-sangma2012garo,62,1,89,fish,1,i,Chunia,na thok̚,installed,,silgarobd2012:i089:i:1
kim-kim-sangma2012garo,62,1,89,fish,1,o,Birisiri,na thok̚,installed,,silgarobd2012:i089:o:1
kim-kim-sangma2012garo,62,1,89,fish,2,b,Nokshi,na,installed,,silgarobd2012:i089:b:1
kim-kim-sangma2012garo,62,1,89,fish,2,c,Kholchanda,na,installed,,silgarobd2012:i089:c:1
kim-kim-sangma2012garo,62,1,89,fish,2,g,Sapmari,na,installed,,silgarobd2012:i089:g:1
kim-kim-sangma2012garo,62,1,89,fish,2,h,Digholbag,na,installed,,silgarobd2012:i089:h:1
kim-kim-sangma2012garo,62,1,89,fish,2,l,Bharatpur,na,installed,,silgarobd2012:i089:l:1
kim-kim-sangma2012garo,62,1,89,fish,2,m,Nalchapra,na,installed,,silgarobd2012:i089:m:1
kim-kim-sangma2012garo,62,1,89,fish,2,n,Utrail,na,installed,,silgarobd2012:i089:n:1
kim-kim-sangma2012garo,62,1,89,fish,3,j,Panchgaon,kha,installed,,silgarobd2012:i089:j:1
kim-kim-sangma2012garo,62,1,89,fish,3,k,Sonyasipara,kha,installed,,silgarobd2012:i089:k:1
kim-kim-sangma2012garo,62,1,89,fish,3,p,Lyngngam,kha,installed,,silgarobd2012:i089:p:1
kim-kim-sangma2012garo,62,1,89,fish,4,0,Bangla,matʃh,installed,,silgarobd2012:i089:0:1
kim-kim-sangma2012garo,62,1,90,duck,1,a,Gajni,ɡaɡak̚,installed,,silgarobd2012:i090:a:1
kim-kim-sangma2012garo,62,1,90,duck,1,e,Songra,ɡaɡak̚,installed,,silgarobd2012:i090:e:1
kim-kim-sangma2012garo,62,1,90,duck,1,f,Nagar Sontosh,ɡaɡak̚,installed,,silgarobd2012:i090:f:1
kim-kim-sangma2012garo,62,1,90,duck,1,g,Sapmari,ɡaɡak̚,installed,,silgarobd2012:i090:g:1
kim-kim-sangma2012garo,62,1,90,duck,1,i,Chunia,ɡaɡak̚,installed,,silgarobd2012:i090:i:1
kim-kim-sangma2012garo,62,1,90,duck,1,o,Birisiri,ɡaɡak̚,installed,,silgarobd2012:i090:o:1
kim-kim-sangma2012garo,62,1,90,duck,2,b,Nokshi,baŋsu,installed,,silgarobd2012:i090:b:1
kim-kim-sangma2012garo,62,1,90,duck,2,c,Kholchanda,baŋsu,installed,,silgarobd2012:i090:c:1
kim-kim-sangma2012garo,62,1,90,duck,3,h,Digholbag,do ɛt̚,installed,,silgarobd2012:i090:h:1
kim-kim-sangma2012garo,62,1,90,duck,3,d,Namchapara,do wat̚,installed,,silgarobd2012:i090:d:1
kim-kim-sangma2012garo,62,1,90,duck,3,n,Utrail,do wat̚,installed,,silgarobd2012:i090:n:1
kim-kim-sangma2012garo,62,1,90,duck,4,j,Panchgaon,daoɡ� ɛp̚,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,90,duck,4,k,Sonyasipara,daoɡ� ɛp̚,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,90,duck,4,m,Nalchapra,daoɡ� ɛp̚,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,90,duck,4,l,Bharatpur,daoɡ� ɛt̚,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,90,duck,4,p,Lyngngam,daoɡ� ep,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,90,duck,4,o,Birisiri,doɡɛp̚,installed,,silgarobd2012:i090:o:2
kim-kim-sangma2012garo,62,1,90,duck,5,0,Bangla,haʃ,installed,,silgarobd2012:i090:0:1
kim-kim-sangma2012garo,62,1,91,bird,0,o,Birisiri,no entry,excluded,printed gap: the item was not elicited at this site,
kim-kim-sangma2012garo,62,1,91,bird,1,a,Gajni,do o,installed,,silgarobd2012:i091:a:1
kim-kim-sangma2012garo,62,1,91,bird,2,b,Nokshi,tau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,91,bird,2,c,Kholchanda,tau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,91,bird,2,l,Bharatpur,tau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,91,bird,2,m,Nalchapra,tau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,91,bird,3,d,Namchapara,do,installed,,silgarobd2012:i091:d:1
kim-kim-sangma2012garo,62,1,91,bird,3,i,Chunia,du,installed,,silgarobd2012:i091:i:1
kim-kim-sangma2012garo,62,1,91,bird,4,e,Songra,dau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,91,bird,4,f,Nagar Sontosh,dau �,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,91,bird,5,p,Lyngngam,s#m,installed,,silgarobd2012:i091:p:1
kim-kim-sangma2012garo,62,1,91,bird,5,j,Panchgaon,sim,installed,,silgarobd2012:i091:j:1
kim-kim-sangma2012garo,62,1,91,bird,5,k,Sonyasipara,sim,installed,,silgarobd2012:i091:k:1
kim-kim-sangma2012garo,62,1,91,bird,6,0,Bangla,pakhi,installed,,silgarobd2012:i091:0:1
kim-kim-sangma2012garo,62,1,91,bird,6,g,Sapmari,pakhi,installed,,silgarobd2012:i091:g:1
kim-kim-sangma2012garo,62,1,91,bird,6,h,Digholbag,pakhi,installed,,silgarobd2012:i091:h:1
kim-kim-sangma2012garo,62,1,91,bird,6,n,Utrail,pokhi,installed,,silgarobd2012:i091:n:1
kim-kim-sangma2012garo,62,1,92,insect,1,a,Gajni,ɖʒoŋ,installed,,silgarobd2012:i092:a:1
kim-kim-sangma2012garo,62,1,92,insect,1,d,Namchapara,ɖʒoŋ,installed,,silgarobd2012:i092:d:1
kim-kim-sangma2012garo,62,1,92,insect,1,g,Sapmari,ɖʒoŋ,installed,,silgarobd2012:i092:g:1
kim-kim-sangma2012garo,62,1,92,insect,1,h,Digholbag,ɖʒoŋ,installed,,silgarobd2012:i092:h:1
kim-kim-sangma2012garo,62,1,92,insect,1,i,Chunia,ɖʒoŋ,installed,,silgarobd2012:i092:i:1
kim-kim-sangma2012garo,62,1,92,insect,1,n,Utrail,ɖʒoŋ,installed,,silgarobd2012:i092:n:1
kim-kim-sangma2012garo,62,1,92,insect,1,o,Birisiri,ɖʒoŋ,installed,,silgarobd2012:i092:o:1
kim-kim-sangma2012garo,62,1,92,insect,1,b,Nokshi,tʃoŋ,installed,,silgarobd2012:i092:b:1
kim-kim-sangma2012garo,62,1,92,insect,1,c,Kholchanda,tʃoŋ,installed,,silgarobd2012:i092:c:1
kim-kim-sangma2012garo,62,1,92,insect,1,l,Bharatpur,tʃoŋ,installed,,silgarobd2012:i092:l:1
kim-kim-sangma2012garo,62,1,92,insect,1,m,Nalchapra,tʃoŋ,installed,,silgarobd2012:i092:m:1
kim-kim-sangma2012garo,62,1,92,insect,2,e,Songra,ɖʒoŋ ʃu,installed,,silgarobd2012:i092:e:1
kim-kim-sangma2012garo,62,1,92,insect,2,f,Nagar Sontosh,ɖʒoŋ ʃu,installed,,silgarobd2012:i092:f:1
kim-kim-sangma2012garo,62,1,92,insect,3,j,Panchgaon,khniaŋ�,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,92,insect,3,k,Sonyasipara,khniaŋ�,excluded,contains a glyph with no verified reading,
kim-kim-sangma2012garo,62,1,92,insect,3,p,Lyngngam,khniaŋ�,excluded,contains a glyph with no verified reading,
