LSI-ASSAMESE,,mǒtā påhu,Male deer,,mɒt̪ʌː+pɔhu,,"grierson-lsi1928[p. 190-191, form ASSAMESE-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:ASSAMESE-95_maledeer-1,,,,
LSI-EASTERNHINDIAWADHI,,hannā,Male deer,,hʌn̪n̪ʌː,,"grierson-lsi1928[p. 190-191, form EASTERNHINDIAWADHI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:EASTERNHINDIAWADHI-95_maledeer-1,,,,
LSI-BAGHELI,,mirᵃgā,Male deer,,mirăgʌː,,"grierson-lsi1928[p. 190-191, form BAGHELI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:BAGHELI-95_maledeer-1,,,,
LSI-CHHATTISGARHI,,harinā,Male deer,,hʌrin̪ʌː,,"grierson-lsi1928[p. 190-191, form CHHATTISGARHI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:CHHATTISGARHI-95_maledeer-1,,,,
LSI-WESTERNHINDIHINDOSTANI,,hiran,Male deer,,hirʌn̪,,"grierson-lsi1928[p. 190-191, form WESTERNHINDIHINDOSTANI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:WESTERNHINDIHINDOSTANI-95_maledeer-1,,,,
LSI-VERNACULARHINDOSTANI,,hiraṇ,Male deer,,hirʌɳ,,"grierson-lsi1928[p. 190-191, form VERNACULARHINDOSTANI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:VERNACULARHINDOSTANI-95_maledeer-1,,,,
LSI-DAKHINI,,harᵃnā,Male deer,,hʌrăn̪ʌː,,"grierson-lsi1928[p. 190-191, form DAKHINI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:DAKHINI-95_maledeer-1,,,,
LSI-BANGARU,,mirag,Male deer,,mirʌg,,"grierson-lsi1928[p. 190-191, form BANGARU-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:BANGARU-95_maledeer-1,,,,
LSI-BRAJBHAKHA,,hinnu,Male deer,,hin̪n̪u,,"grierson-lsi1928[p. 190-191, form BRAJBHAKHA-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:BRAJBHAKHA-95_maledeer-1,,,,
LSI-KANAUJI,,hiranu,Male deer,,hirʌn̪u,,"grierson-lsi1928[p. 190-191, form KANAUJI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:KANAUJI-95_maledeer-1,,,,
LSI-BUNDELI,,hinnā,Male deer,,hin̪n̪ʌː,,"grierson-lsi1928[p. 190-191, form BUNDELI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:BUNDELI-95_maledeer-1,,,,
LSI-BANAPHARI,,mirᵃgā,Male deer,,mirăgʌː,,"grierson-lsi1928[p. 190-191, form BANAPHARI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:BANAPHARI-95_maledeer-1,,,,
LSI-PANJABIWRITTEN,,haran,Male deer,,hʌrʌn̪,,"grierson-lsi1928[p. 190-191, form PANJABIWRITTEN-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:PANJABIWRITTEN-95_maledeer-1,,,,
LSI-PANJABISPOKEN,,harn˩˨,Male deer,,hʌrn̪¹²,,"grierson-lsi1928[p. 190-191, form PANJABISPOKEN-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:PANJABISPOKEN-95_maledeer-1,,,,
LSI-PANJABISPOKEN,,arn˩˨,Male deer,,ʌrn̪¹²,,"grierson-lsi1928[p. 190-191, form PANJABISPOKEN-95_maledeer-2, concept 95_maledeer]",,,grierson-lsi1928:PANJABISPOKEN-95_maledeer-2,,,,
LSI-POWADHI,,haraṇ,Male deer,,hʌrʌɳ,,"grierson-lsi1928[p. 190-191, form POWADHI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:POWADHI-95_maledeer-1,,,,
LSI-DOGRI,,harn,Male deer,,hʌrn̪,,"grierson-lsi1928[p. 190-191, form DOGRI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:DOGRI-95_maledeer-1,,,,
LSI-KANGRA,,harn,Male deer,,hʌrn̪,,"grierson-lsi1928[p. 190-191, form KANGRA-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:KANGRA-95_maledeer-1,,,,
LSI-GUJARATISTANDARD,,haraṇ,Male deer,,hʌrʌɳ,,"grierson-lsi1928[p. 190-191, form GUJARATISTANDARD-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:GUJARATISTANDARD-95_maledeer-1,,,,
LSI-CHAROTARI,,haraṇ,Male deer,,hʌrʌɳ,,"grierson-lsi1928[p. 190-191, form CHAROTARI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:CHAROTARI-95_maledeer-1,,,,
LSI-KATHIYAWADI,,haṇṇā,Male deer,,hʌɳɳʌː,,"grierson-lsi1928[p. 190-191, form KATHIYAWADI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:KATHIYAWADI-95_maledeer-1,,,,
LSI-KHARAWA,,kaliyār,Male deer,,kʌlijʌːr,,"grierson-lsi1928[p. 190-191, form KHARAWA-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:KHARAWA-95_maledeer-1,,,,
LSI-GHISADI,,haraṇ,Male deer,,hʌrʌɳ,,"grierson-lsi1928[p. 190-191, form GHISADI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:GHISADI-95_maledeer-1,,,,
LSI-RAJASTHANIMARWARI,,hiraṇ,Male deer,,hirʌɳ,,"grierson-lsi1928[p. 190-191, form RAJASTHANIMARWARI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:RAJASTHANIMARWARI-95_maledeer-1,,,,
LSI-JAIPURI,,hiraṇ,Male deer,,hirʌɳ,,"grierson-lsi1928[p. 190-191, form JAIPURI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:JAIPURI-95_maledeer-1,,,,
LSI-MEWATI,,hirṇ,Male deer,,hirɳ,,"grierson-lsi1928[p. 190-191, form MEWATI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:MEWATI-95_maledeer-1,,,,
LSI-GUJURIOFHAZARA,,harn,Male deer,,hʌrn̪,,"grierson-lsi1928[p. 190-191, form GUJURIOFHAZARA-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:GUJURIOFHAZARA-95_maledeer-1,,,,
LSI-MALVI,,haraṇ,Male deer,,hʌrʌɳ,,"grierson-lsi1928[p. 190-191, form MALVI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:MALVI-95_maledeer-1,,,,
LSI-NIMADI,,haran,Male deer,,hʌrʌn̪,,"grierson-lsi1928[p. 190-191, form NIMADI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:NIMADI-95_maledeer-1,,,,
LSI-EASTERNPAHARIORKHASKURA,,dārē mirga,Male deer,,d̪ʌːreː+mirgʌ,,"grierson-lsi1928[p. 190-191, form EASTERNPAHARIORKHASKURA-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:EASTERNPAHARIORKHASKURA-95_maledeer-1,,,,
LSI-CENTRALPAHARIKUMAUNI,,hiraṇ,Male deer,,hirʌɳ,,"grierson-lsi1928[p. 190-191, form CENTRALPAHARIKUMAUNI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:CENTRALPAHARIKUMAUNI-95_maledeer-1,,,,
LSI-GARHWALI,,mirg,Male deer,,mirg,,"grierson-lsi1928[p. 190-191, form GARHWALI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:GARHWALI-95_maledeer-1,,,,
LSI-WESTERNPAHARIJAUNSARI,,hǒrnā,Male deer,,hɒrn̪ʌː,,"grierson-lsi1928[p. 190-191, form WESTERNPAHARIJAUNSARI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:WESTERNPAHARIJAUNSARI-95_maledeer-1,,,,
LSI-SIRMAURI,,arīn,Male deer,,ʌriːn̪,,"grierson-lsi1928[p. 190-191, form SIRMAURI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:SIRMAURI-95_maledeer-1,,,,
LSI-BAGHATI,,hiraṇ,Male deer,,hirʌɳ,,"grierson-lsi1928[p. 190-191, form BAGHATI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:BAGHATI-95_maledeer-1,,,,
LSI-KIUTHALI,,aran,Male deer,,ʌrʌn̪,,"grierson-lsi1928[p. 190-191, form KIUTHALI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:KIUTHALI-95_maledeer-1,,,,
LSI-SHODOCHI,,rāl,Male deer,,rʌːl,,"grierson-lsi1928[p. 190-191, form SHODOCHI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:SHODOCHI-95_maledeer-1,,,,
LSI-KULUI,,hǒrn,Male deer,,hɒrn̪,,"grierson-lsi1928[p. 190-191, form KULUI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:KULUI-95_maledeer-1,,,,
LSI-MANDEALI,,harn,Male deer,,hʌrn̪,,"grierson-lsi1928[p. 190-191, form MANDEALI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:MANDEALI-95_maledeer-1,,,,
LSI-CHAMEALI,,haraṇ,Male deer,,hʌrʌɳ,,"grierson-lsi1928[p. 190-191, form CHAMEALI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:CHAMEALI-95_maledeer-1,,,,
LSI-GADI,,haraṇ,Male deer,,hʌrʌɳ,,"grierson-lsi1928[p. 190-191, form GADI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:GADI-95_maledeer-1,,,,
LSI-PANGWALI,,haraṇ,Male deer,,hʌrʌɳ,,"grierson-lsi1928[p. 190-191, form PANGWALI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:PANGWALI-95_maledeer-1,,,,
LSI-BHADRAWAHI,,harin,Male deer,,hʌrin̪,,"grierson-lsi1928[p. 190-191, form BHADRAWAHI-95_maledeer-1, concept 95_maledeer]",,,grierson-lsi1928:BHADRAWAHI-95_maledeer-1,,,,
LSI-TURKI,,mārāl,Female deer,,mʌːrʌːl,,"grierson-lsi1928[p. 192-193, form TURKI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:TURKI-96_femaledeer-1,,,,
LSI-TURKI,,etc.,Female deer,,et̪c,,"grierson-lsi1928[p. 192-193, form TURKI-96_femaledeer-2, concept 96_femaledeer]",,,grierson-lsi1928:TURKI-96_femaledeer-2,,,,
LSI-BURUSHASKI,,girī sīr,Female deer,,giriː+siːr,,"grierson-lsi1928[p. 192-193, form BURUSHASKI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:BURUSHASKI-96_femaledeer-1,,,,
LSI-KHERWARISANTHALI,,ēngā jēl,Female deer,,eːŋʌː+dʒeːl,,"grierson-lsi1928[p. 192-193, form KHERWARISANTHALI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KHERWARISANTHALI-96_femaledeer-1,,,,
LSI-MUNDARI,,eṅgā jīlū,Female deer,,eŋgʌː+dʒiːluː,,"grierson-lsi1928[p. 192-193, form MUNDARI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:MUNDARI-96_femaledeer-1,,,,
LSI-KURKU,,jāoai chītalī,Female deer,,dʒʌːoai+tʃiːt̪ʌliː,,"grierson-lsi1928[p. 192-193, form KURKU-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KURKU-96_femaledeer-1,,,,
LSI-KHARIA,,buṛ’i selhop,Female deer,,buɽʰi+selhop,,"grierson-lsi1928[p. 192-193, form KHARIA-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KHARIA-96_femaledeer-1,,,,
LSI-JUANG,,māi harina,Female deer,,maːi+hʌrin̪ʌ,,"grierson-lsi1928[p. 192-193, form JUANG-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:JUANG-96_femaledeer-1,,,,
LSI-SAVARA,,yāṅ pargḍāp,Female deer,,jʌːŋ+pʌrgɖʌːp,,"grierson-lsi1928[p. 192-193, form SAVARA-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:SAVARA-96_femaledeer-1,,,,
LSI-GADABA,,āvun ālu,Female deer,,ʌːvun̪+ʌːlu,,"grierson-lsi1928[p. 192-193, form GADABA-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:GADABA-96_femaledeer-1,,,,
LSI-GURUNG,,fo murli,Female deer,,fo+murli,,"grierson-lsi1928[p. 192-193, form GURUNG-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:GURUNG-96_femaledeer-1,,,,
LSI-MURMI,,tāṅi mā-mā,Female deer,,t̪ʌːŋi+mʌː+mʌː,,"grierson-lsi1928[p. 192-193, form MURMI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:MURMI-96_femaledeer-1,,,,
LSI-MAGARI,,murli mirga,Female deer,,murli+mirgʌ,,"grierson-lsi1928[p. 192-193, form MAGARI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:MAGARI-96_femaledeer-1,,,,
LSI-NEWARI,,mā cha-lā,Female deer,,mʌː+tʃʌ+lʌː,,"grierson-lsi1928[p. 192-193, form NEWARI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:NEWARI-96_femaledeer-1,,,,
LSI-PADIPAHRIORPAHI,,gũ mā cha-lā,Female deer,,gũ+mʌː+tʃʌ+lʌː,,"grierson-lsi1928[p. 192-193, form PADIPAHRIORPAHI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:PADIPAHRIORPAHI-96_femaledeer-1,,,,
LSI-DAFLA,,šu-dum,Female deer,,ʃu+d̪um,,"grierson-lsi1928[p. 192-193, form DAFLA-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:DAFLA-96_femaledeer-1,,,,
LSI-BALTI,,šā-mō-raṅ,Female deer,,ʃʌː+moː+rʌŋ,,"grierson-lsi1928[p. 192-193, form BALTI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:BALTI-96_femaledeer-1,,,,
LSI-BHOTIAOFPURIK,,rō-pō tsē-mō,Female deer,,roː+poː+tseː+moː,,"grierson-lsi1928[p. 192-193, form BHOTIAOFPURIK-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:BHOTIAOFPURIK-96_femaledeer-1,,,,
LSI-LADAKHI,,ša-mo,Female deer,,ʃʌ+mo,,"grierson-lsi1928[p. 192-193, form LADAKHI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:LADAKHI-96_femaledeer-1,,,,
LSI-HLOKE,,ša-mo,Female deer,,ʃʌ+mo,,"grierson-lsi1928[p. 192-193, form HLOKE-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:HLOKE-96_femaledeer-1,,,,
LSI-TAMIL,,peṇ māṉ,Female deer,,peɳ+mʌːn,,"grierson-lsi1928[p. 192-193, form TAMIL-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:TAMIL-96_femaledeer-1,,,,
LSI-MALAYALAM,,peṇ mān,Female deer,,peɳ+mʌːn̪,,"grierson-lsi1928[p. 192-193, form MALAYALAM-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:MALAYALAM-96_femaledeer-1,,,,
LSI-KANARESE,,heṇṇᵘ chigarⁱ,Female deer,,heɳɳŭ+tʃigʌrĭ,,"grierson-lsi1928[p. 192-193, form KANARESE-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KANARESE-96_femaledeer-1,,,,
LSI-TULU,,poṇṇu ure,Female deer,,poɳɳu+ure,,"grierson-lsi1928[p. 192-193, form TULU-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:TULU-96_femaledeer-1,,,,
LSI-KURUXORORAO,,madī māk,Female deer,,mʌd̪iː+mʌːk,,"grierson-lsi1928[p. 192-193, form KURUXORORAO-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KURUXORORAO-96_femaledeer-1,,,,
LSI-MALTOORMALER,,ḍaḍi chañjuθ,Female deer,,ɖʌɖi+tʃʌɲdʒuθ,,"grierson-lsi1928[p. 192-193, form MALTOORMALER-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:MALTOORMALER-96_femaledeer-1,,,,
LSI-KUIKANDHIORKHOND,,tāli sitāli,Female deer,,t̪ʌːli+sit̪ʌːli,,"grierson-lsi1928[p. 192-193, form KUIKANDHIORKHOND-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KUIKANDHIORKHOND-96_femaledeer-1,,,,
LSI-GONDI,,harnī,Female deer,,hʌrn̪iː,,"grierson-lsi1928[p. 192-193, form GONDI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:GONDI-96_femaledeer-1,,,,
LSI-TELUGU,,irrⁱ,Female deer,,irrĭ,,"grierson-lsi1928[p. 192-193, form TELUGU-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:TELUGU-96_femaledeer-1,,,,
LSI-BRAHUI,,māda āsk,Female deer,,mʌːd̪ʌ+ʌːsk,,"grierson-lsi1928[p. 192-193, form BRAHUI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:BRAHUI-96_femaledeer-1,,,,
LSI-ARABIC,,δ̤abyah,Female deer,,ðˤʌbjʌh,,"grierson-lsi1928[p. 192-193, form ARABIC-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:ARABIC-96_femaledeer-1,,,,
LSI-AVESTAN,,āsu-,Female deer,,ʌːsu,,"grierson-lsi1928[p. 192-193, form AVESTAN-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:AVESTAN-96_femaledeer-1,,,,
LSI-PAHLAVI,,āhūk,Female deer,,ʌːhuːk,,"grierson-lsi1928[p. 192-193, form PAHLAVI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:PAHLAVI-96_femaledeer-1,,,,
LSI-PERSIAN,,āhū-i-māda,Female deer,,ʌːhuː+i+mʌːd̪ʌ,,"grierson-lsi1928[p. 192-193, form PERSIAN-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:PERSIAN-96_femaledeer-1,,,,
LSI-PASHTOOFPESHAWAR,,ūsai,Female deer,,uːsai,,"grierson-lsi1928[p. 192-193, form PASHTOOFPESHAWAR-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:PASHTOOFPESHAWAR-96_femaledeer-1,,,,
LSI-WAZIRI,,laka-šᵃwyē,Female deer,,lʌkʌ+ʃăwjeː,,"grierson-lsi1928[p. 192-193, form WAZIRI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:WAZIRI-96_femaledeer-1,,,,
LSI-PASHTOOFKANDAHAR,,hōsai,Female deer,,hoːsai,,"grierson-lsi1928[p. 192-193, form PASHTOOFKANDAHAR-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:PASHTOOFKANDAHAR-96_femaledeer-1,,,,
LSI-ORMURI,,lakᵃ-ṣ̌ᵃwaī,Female deer,,lʌkă+ʂăwʌiː,,"grierson-lsi1928[p. 192-193, form ORMURI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:ORMURI-96_femaledeer-1,,,,
LSI-BALOCHIMAKRANI,,mādag āsk,Female deer,,mʌːd̪ʌg+ʌːsk,,"grierson-lsi1928[p. 192-193, form BALOCHIMAKRANI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:BALOCHIMAKRANI-96_femaledeer-1,,,,
LSI-EASTERNBALOCHI,,āsk,Female deer,,ʌːsk,,"grierson-lsi1928[p. 192-193, form EASTERNBALOCHI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:EASTERNBALOCHI-96_femaledeer-1,,,,
LSI-WAXI,,istrei āhū,Female deer,,ist̪rei+ʌːhuː,,"grierson-lsi1928[p. 192-193, form WAXI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:WAXI-96_femaledeer-1,,,,
LSI-SHIYNI,,naꭓchīr vàz,Female deer,,n̪ʌxtʃiːr+vaz,,"grierson-lsi1928[p. 192-193, form SHIYNI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:SHIYNI-96_femaledeer-1,,,,
LSI-SARIKOLI,,stīr bōɣōi,Female deer,,st̪iːr+boːɣoːi,,"grierson-lsi1928[p. 192-193, form SARIKOLI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:SARIKOLI-96_femaledeer-1,,,,
LSI-ISHKASHMIZEBAKI,,šech žuwāk,Female deer,,ʃetʃ+ʒuwʌːk,,"grierson-lsi1928[p. 192-193, form ISHKASHMIZEBAKI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:ISHKASHMIZEBAKI-96_femaledeer-1,,,,
LSI-MUNJANIORMUNGI,,šia ramūz,Female deer,,ʃiʌ+rʌmuːz,,"grierson-lsi1928[p. 192-193, form MUNJANIORMUNGI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:MUNJANIORMUNGI-96_femaledeer-1,,,,
LSI-BASHGALI,,ištri rakyus,Female deer,,iʃt̪ri+rʌkʲus,,"grierson-lsi1928[p. 192-193, form BASHGALI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:BASHGALI-96_femaledeer-1,,,,
LSI-WASIVERIORVERON,,weste wakus,Female deer,,west̪e+wʌkus,,"grierson-lsi1928[p. 192-193, form WASIVERIORVERON-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:WASIVERIORVERON-96_femaledeer-1,,,,
LSI-KALASHA,,istriẽk rōuz,Female deer,,ist̪riẽk+roːuz,,"grierson-lsi1928[p. 192-193, form KALASHA-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KALASHA-96_femaledeer-1,,,,
LSI-GAWARBATI,,rāmūsī,Female deer,,rʌːmuːsiː,,"grierson-lsi1928[p. 192-193, form GAWARBATI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:GAWARBATI-96_femaledeer-1,,,,
LSI-PASHAIEASTERN,,kaṭᵃwᵃk,Female deer,,kʌʈăwăk,,"grierson-lsi1928[p. 192-193, form PASHAIEASTERN-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:PASHAIEASTERN-96_femaledeer-1,,,,
LSI-PASHAIWESTERN,,mādī āwū,Female deer,,mʌːd̪iː+ʌːwuː,,"grierson-lsi1928[p. 192-193, form PASHAIWESTERN-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:PASHAIWESTERN-96_femaledeer-1,,,,
LSI-KHOWARORCHITRALI,,istri rouz,Female deer,,ist̪ri+rəʊz,,"grierson-lsi1928[p. 192-193, form KHOWARORCHITRALI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KHOWARORCHITRALI-96_femaledeer-1,,,,
LSI-SHINAGILGITI,,sonchī hàren,Female deer,,son̪tʃiː+haren̪,,"grierson-lsi1928[p. 192-193, form SHINAGILGITI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:SHINAGILGITI-96_femaledeer-1,,,,
LSI-CHILASIOFDRAS,,sō̃tī ch’urē,Female deer,,sõːt̪iː+tʃʰureː,,"grierson-lsi1928[p. 192-193, form CHILASIOFDRAS-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:CHILASIOFDRAS-96_femaledeer-1,,,,
LSI-KASHMIRI,,harüñ^ü,Female deer,,hʌryɲy,,"grierson-lsi1928[p. 192-193, form KASHMIRI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KASHMIRI-96_femaledeer-1,,,,
LSI-KASHMIRI,,rūs^ü,Female deer,,ruːsy,,"grierson-lsi1928[p. 192-193, form KASHMIRI-96_femaledeer-2, concept 96_femaledeer]",,,grierson-lsi1928:KASHMIRI-96_femaledeer-2,,,,
LSI-KASHTAWARI,,harnⁱ,Female deer,,hʌrn̪ĭ,,"grierson-lsi1928[p. 192-193, form KASHTAWARI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KASHTAWARI-96_femaledeer-1,,,,
LSI-POGULI,,harnⁱ,Female deer,,hʌrn̪ĭ,,"grierson-lsi1928[p. 192-193, form POGULI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:POGULI-96_femaledeer-1,,,,
LSI-DODASIRAJI,,harnī,Female deer,,hʌrn̪iː,,"grierson-lsi1928[p. 192-193, form DODASIRAJI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:DODASIRAJI-96_femaledeer-1,,,,
LSI-RAMBANI,,harnī,Female deer,,hʌrn̪iː,,"grierson-lsi1928[p. 192-193, form RAMBANI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:RAMBANI-96_femaledeer-1,,,,
LSI-KOHISTANIGARWI,,ūsaī,Female deer,,uːsʌiː,,"grierson-lsi1928[p. 192-193, form KOHISTANIGARWI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KOHISTANIGARWI-96_femaledeer-1,,,,
LSI-TORWALI,,hūsaī,Female deer,,huːsʌiː,,"grierson-lsi1928[p. 192-193, form TORWALI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:TORWALI-96_femaledeer-1,,,,
LSI-MAIYA,,hūsī,Female deer,,huːsiː,,"grierson-lsi1928[p. 192-193, form MAIYA-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:MAIYA-96_femaledeer-1,,,,
LSI-GYPSYEUROPEAN,,servǎ,Female deer,,servæ,,"grierson-lsi1928[p. 192-193, form GYPSYEUROPEAN-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:GYPSYEUROPEAN-96_femaledeer-1,,,,
LSI-SANSKRIT,,hariṇī,Female deer,,hʌriɳiː,,"grierson-lsi1928[p. 192-193, form SANSKRIT-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:SANSKRIT-96_femaledeer-1,,,,
LSI-PRAKRIT,,hariṇī,Female deer,,hʌriɳiː,,"grierson-lsi1928[p. 192-193, form PRAKRIT-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:PRAKRIT-96_femaledeer-1,,,,
LSI-KHETRANI,,harnī,Female deer,,hʌrn̪iː,,"grierson-lsi1928[p. 192-193, form KHETRANI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:KHETRANI-96_femaledeer-1,,,,
LSI-LAHNDAOFSHAHPUR,,harnī,Female deer,,hʌrn̪iː,,"grierson-lsi1928[p. 192-193, form LAHNDAOFSHAHPUR-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:LAHNDAOFSHAHPUR-96_femaledeer-1,,,,
LSI-MULTANI,,harṇī,Female deer,,hʌrɳiː,,"grierson-lsi1928[p. 192-193, form MULTANI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:MULTANI-96_femaledeer-1,,,,
LSI-HINDKI,,haraṇī̃,Female deer,,hʌrʌɳĩː,,"grierson-lsi1928[p. 192-193, form HINDKI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:HINDKI-96_femaledeer-1,,,,
LSI-THALI,,harnī,Female deer,,hʌrn̪iː,,"grierson-lsi1928[p. 192-193, form THALI-96_femaledeer-1, concept 96_femaledeer]",,,grierson-lsi1928:THALI-96_femaledeer-1,,,,
