ju,,-siki,,,-siki,Source gloss: ?,PJDW[item 1430],,Cf. /-sɛkɛ/.,pinnow1960beitraege:C:i1430,,,,uncertain
ju,,-siri,past indefinite,,-siri,,PJDW[item 1443],,,pinnow1960beitraege:C:i1443,,,,
ju,,-sɔran,,,-sɔran,Source gloss: ?,PJDW[item 1465],,,pinnow1960beitraege:C:i1465,,,,uncertain
ju,,-sɔŋ,,,-sɔŋ,Source gloss: ?,PJDW[item 1461],,"#Kh./timsɔŋ/ ""fire"", Sa., Mu., Ho/sɛŋgɛl/, So./əŋəl/.  Cf. /sɛŋɔn/.",pinnow1960beitraege:C:i1461,,,,uncertain
ju,,-sɛkɛ,past indefinite,,-sɛkɛ,,PJDW[item 1408],,,pinnow1960beitraege:C:i1408,,,,
ju,,-sɛran,pluperfect,,-sɛran,,PJDW[item 1423],,,pinnow1960beitraege:C:i1423,,,,
ju,,-sɛrana,,,-sɛrana,Source gloss: ?,PJDW[item 1424],,,pinnow1960beitraege:C:i1424,,,,uncertain
ju,,-sɛrɔ,pluperfect,,-sɛrɔ,,PJDW[item 1425],,,pinnow1960beitraege:C:i1425,,,,
ju,,-ta,,,-ta,Source gloss: ?,PJDW[item 1508],,,pinnow1960beitraege:C:i1508,,,,uncertain
ju,,-ta,,,-ta,Source gloss: ?,PJDW[item 1509],,,pinnow1960beitraege:C:i1509,,,,uncertain
ju,,-ta-aliŋ-a,,,-ta-aliŋ-a,Source gloss: ?,PJDW[item 1510],,"Cf. /-ta/, /aliŋ-a/.",pinnow1960beitraege:C:i1510,,,,uncertain
ju,,-tae,from,,-tae,,PJDW[item 1511],,"#Kh./-tae/, /-atae/, Mu./-ate/, /-ete/, cf. Sa., Mu., Ho/tayɔm/ ""behind"".  Cf. /-ta/, /-ata/.",pinnow1960beitraege:C:i1511,,,,
ju,,-te,"in, at",,-te,,PJDW[item 1321],,"#Sa., Mu., Ho/-re/ ""inside, within, on, at"", O./-re/.",pinnow1960beitraege:C:i1321,,,,uncertain
ju,,-tɛ,,,-tɛ,Source gloss: ?,PJDW[item 1528],,,pinnow1960beitraege:C:i1528,,,,uncertain
ju,,-tɛ,,,-tɛ,Source gloss: ?,PJDW[item 1529],,,pinnow1960beitraege:C:i1529,,,,uncertain
