Badaga,d1,a-,"that one; remote demonstrative (in space, time or context)",,,,"hockings-pilotraichoor1992[p. 3, col. 1]",,Hockings and Pilot-Raichoor cite DEDR 1,hockings-pilotraichoor1992:p3:c1:y0111,,,,demonstrative
Badaga,d1107,akki ganje,"barley, bearded barley, bearded wheat, six-rowed naked barley, spiked barley, tail wheat (Hordeum sativum, Hooker 1872-97: VII, 371; Macleane 1893: 395; Watt 1908: 640-44; Krishnamurthi 1953: 195; Maharashtra 1953: 117; Gamble & Fischer 1956-57: 1284, < akki+ganje",,,,"hockings-pilotraichoor1992[p. 5, col. 1]",,"Hockings and Pilot-Raichoor cite DEDR 215, 1107, 796",hockings-pilotraichoor1992:p5:c1:y0096:link:2,,,,noun
Badaga,d796,akki ganje,"barley, bearded barley, bearded wheat, six-rowed naked barley, spiked barley, tail wheat (Hordeum sativum, Hooker 1872-97: VII, 371; Macleane 1893: 395; Watt 1908: 640-44; Krishnamurthi 1953: 195; Maharashtra 1953: 117; Gamble & Fischer 1956-57: 1284, < akki+ganje",,,,"hockings-pilotraichoor1992[p. 5, col. 1]",,"Hockings and Pilot-Raichoor cite DEDR 215, 1107, 796",hockings-pilotraichoor1992:p5:c1:y0096:link:3,,,,noun
Badaga,,akkilu,"above, akki/akkilu/ hakki/ hakkilu",,,,"hockings-pilotraichoor1992[p. 5, col. 1]",,,hockings-pilotraichoor1992:p5:c1:y0368,,,,uncertain alternate
Badaga,,hakkilu,"above, akki/akkilu/ hakki/ hakkilu",,,,"hockings-pilotraichoor1992[p. 5, col. 1]",,Printed alternate of akkilu,hockings-pilotraichoor1992:p5:c1:y0368:variant:1,hockings-pilotraichoor1992:p5:c1:y0368,,,uncertain alternate
Badaga,,hakki,"above, akki/akkilu/ hakki/ hakkilu",,,,"hockings-pilotraichoor1992[p. 5, col. 1]",,Printed alternate of akkilu,hockings-pilotraichoor1992:p5:c1:y0368:variant:2,hockings-pilotraichoor1992:p5:c1:y0368,,,uncertain alternate
Badaga,,akki,"above, akki/akkilu/ hakki/ hakkilu",,,,"hockings-pilotraichoor1992[p. 5, col. 1]",,Printed alternate of akkilu,hockings-pilotraichoor1992:p5:c1:y0368:variant:3,hockings-pilotraichoor1992:p5:c1:y0368,,,uncertain alternate
Badaga,d215,akki sukku,"rice and grits, grain given during a funeral ceremony akki sukku ettudu/akkiyettuvadu sa:stara/akkiye: sa:stara/akki ha:kudu sa:stara akkiyettuvadu sa:stara/ akki sukku ettudu/ akki ha:kudu sa:stara/ akkiye: sa:stara (< akki+sukku+ettudu",,,,"hockings-pilotraichoor1992[p. 5, col. 1]",,"(always used as pair-words; < akki +sukku, ‘millet+magical powder’); Hockings and Pilot-Raichoor cite DEDR 215, 2687, 796, 21, 333",hockings-pilotraichoor1992:p5:c1:y0400,,,,noun uncertain
Badaga,d2687,akki sukku,"rice and grits, grain given during a funeral ceremony akki sukku ettudu/akkiyettuvadu sa:stara/akkiye: sa:stara/akki ha:kudu sa:stara akkiyettuvadu sa:stara/ akki sukku ettudu/ akki ha:kudu sa:stara/ akkiye: sa:stara (< akki+sukku+ettudu",,,,"hockings-pilotraichoor1992[p. 5, col. 1]",,"(always used as pair-words; < akki +sukku, ‘millet+magical powder’); Hockings and Pilot-Raichoor cite DEDR 215, 2687, 796, 21, 333",hockings-pilotraichoor1992:p5:c1:y0400:link:2,,,,noun uncertain
Badaga,d796,akki sukku,"rice and grits, grain given during a funeral ceremony akki sukku ettudu/akkiyettuvadu sa:stara/akkiye: sa:stara/akki ha:kudu sa:stara akkiyettuvadu sa:stara/ akki sukku ettudu/ akki ha:kudu sa:stara/ akkiye: sa:stara (< akki+sukku+ettudu",,,,"hockings-pilotraichoor1992[p. 5, col. 1]",,"(always used as pair-words; < akki +sukku, ‘millet+magical powder’); Hockings and Pilot-Raichoor cite DEDR 215, 2687, 796, 21, 333",hockings-pilotraichoor1992:p5:c1:y0400:link:3,,,,noun uncertain
Badaga,d21,akki sukku,"rice and grits, grain given during a funeral ceremony akki sukku ettudu/akkiyettuvadu sa:stara/akkiye: sa:stara/akki ha:kudu sa:stara akkiyettuvadu sa:stara/ akki sukku ettudu/ akki ha:kudu sa:stara/ akkiye: sa:stara (< akki+sukku+ettudu",,,,"hockings-pilotraichoor1992[p. 5, col. 1]",,"(always used as pair-words; < akki +sukku, ‘millet+magical powder’); Hockings and Pilot-Raichoor cite DEDR 215, 2687, 796, 21, 333",hockings-pilotraichoor1992:p5:c1:y0400:link:4,,,,noun uncertain
