Gondi,,tʃedade,bad,,tʃedade,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 131, Chintoor Koya]",,,silkoya1985:chi:i131:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,nantːe,wet,,nantːe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 132, Chintoor Koya]",,,silkoya1985:chi:i132:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,watːe,dry,,watːe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 133, Chintoor Koya]",,,silkoya1985:chi:i133:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,podugu,long,,podugu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 134, Chintoor Koya]",,,silkoya1985:chi:i134:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,kuɾsa,short,,kuɾsa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 135, Chintoor Koya]",,,silkoya1985:chi:i135:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,kasi,hot,,kasi,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 136, Chintoor Koya]",,,silkoya1985:chi:i136:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,tʃali,cold,,tʃali,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 137, Chintoor Koya]",,,silkoya1985:chi:i137:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,tinːakai,right,,tinːakai,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 138, Chintoor Koya]",,,silkoya1985:chi:i138:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,edamakaia,left,,edamakaia,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 139, Chintoor Koya]",,,silkoya1985:chi:i139:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,dagːɾe,near,,dagːɾe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 140, Chintoor Koya]",,,silkoya1985:chi:i140:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,mulpati,evening/afternoon,,mulpati,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 121, Jaganathapuram Koya]",,,silkoya1985:jag:i121:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,nine,yesterday,,nine,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 122, Jaganathapuram Koya]",,,silkoya1985:jag:i122:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,niːadu,today,,niːadu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 123, Jaganathapuram Koya]",,,silkoya1985:jag:i123:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,nadi,tomorrow,,nadi,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 124, Jaganathapuram Koya]",,,silkoya1985:jag:i124:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,waɾam,week,,waɾam,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 125, Jaganathapuram Koya]",,,silkoya1985:jag:i125:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,nela,month,,nela,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 126, Jaganathapuram Koya]",,,silkoya1985:jag:i126:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,iadaɖi,year,,iadaɖi,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 127, Jaganathapuram Koya]",,,silkoya1985:jag:i127:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,patːa,old,,patːa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 128, Jaganathapuram Koya]",,,silkoya1985:jag:i128:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,kotːa,new,,kotːa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 129, Jaganathapuram Koya]",,,silkoya1985:jag:i129:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,matʃa,good,,matʃa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 130, Jaganathapuram Koya]",,,silkoya1985:jag:i130:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,tʃedːa,bad,,tʃedːa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 131, Jaganathapuram Koya]",,,silkoya1985:jag:i131:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,nanti,wet,,nanti,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 132, Jaganathapuram Koya]",,,silkoya1985:jag:i132:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,aɾte,dry,,aɾte,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 133, Jaganathapuram Koya]",,,silkoya1985:jag:i133:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,watiatːe,dry,,watiatːe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 133, Jaganathapuram Koya]",,,silkoya1985:jag:i133:v2,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,podugu,long,,podugu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 134, Jaganathapuram Koya]",,,silkoya1985:jag:i134:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,kuɾsa,short,,kuɾsa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 135, Jaganathapuram Koya]",,,silkoya1985:jag:i135:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,uduku,hot,,uduku,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 136, Jaganathapuram Koya]",,,silkoya1985:jag:i136:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,kasi,hot,,kasi,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 136, Jaganathapuram Koya]",,,silkoya1985:jag:i136:v2,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,tʃali,cold,,tʃali,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 137, Jaganathapuram Koya]",,,silkoya1985:jag:i137:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,tinːagai,right,,tinːagai,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 138, Jaganathapuram Koya]",,,silkoya1985:jag:i138:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,ɾodagai,left,,ɾodagai,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 139, Jaganathapuram Koya]",,,silkoya1985:jag:i139:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,dagiɾe,near,,dagiɾe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 140, Jaganathapuram Koya]",,,silkoya1985:jag:i140:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,mulpat,evening/afternoon,,mulpat,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 121, Podia Koya]",,,silkoya1985:pod:i121:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,ninːe,yesterday,,ninːe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 122, Podia Koya]",,,silkoya1985:pod:i122:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,niːandu,today,,niːandu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 123, Podia Koya]",,,silkoya1985:pod:i123:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,nade,tomorrow,,nade,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 124, Podia Koya]",,,silkoya1985:pod:i124:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,waɾam,week,,waɾam,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 125, Podia Koya]",,,silkoya1985:pod:i125:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,laŋgi,month,,laŋgi,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 126, Podia Koya]",,,silkoya1985:pod:i126:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,waɾse,year,,waɾse,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 127, Podia Koya]",,,silkoya1985:pod:i127:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,panda,old,,panda,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 128, Podia Koya]",,,silkoya1985:pod:i128:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,poːne,new,,poːne,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 129, Podia Koya]",,,silkoya1985:pod:i129:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,meltːadu,good,,meltːadu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 130, Podia Koya]",,,silkoya1985:pod:i130:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,meltːadu iːo,bad,,meltːadu iːo,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 131, Podia Koya]",,,silkoya1985:pod:i131:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,nantːa,wet,,nantːa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 132, Podia Koya]",,,silkoya1985:pod:i132:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,wastːa,dry,,wastːa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 133, Podia Koya]",,,silkoya1985:pod:i133:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,poduːe,long,,poduːe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 134, Podia Koya]",,,silkoya1985:pod:i134:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,matːel,short,,matːel,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 135, Podia Koya]",,,silkoya1985:pod:i135:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,kank,hot,,kank,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 136, Podia Koya]",,,silkoya1985:pod:i136:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,tʃalːe,cold,,tʃalːe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 137, Podia Koya]",,,silkoya1985:pod:i137:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,tinːakai,right,,tinːakai,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 138, Podia Koya]",,,silkoya1985:pod:i138:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,ɾodːaka,left,,ɾodːaka,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 139, Podia Koya]",,,silkoya1985:pod:i139:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,gaɾe,near,,gaɾe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 83, item 140, Podia Koya]",,,silkoya1985:pod:i140:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,duɾam,far,,duɾam,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 141, Chintoor Koya]",,,silkoya1985:chi:i141:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,bʰeɾia,big,,bʰeɾia,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 142, Chintoor Koya]",,,silkoya1985:chi:i142:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,tʃinːa,small,,tʃinːa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 143, Chintoor Koya]",,,silkoya1985:chi:i143:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,bʰaɾu,heavy,,bʰaɾu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 144, Chintoor Koya]",,,silkoya1985:chi:i144:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,telike,light,,telike,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 145, Chintoor Koya]",,,silkoya1985:chi:i145:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,poɾo,above,,poɾo,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 146, Chintoor Koya]",,,silkoya1985:chi:i146:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,idupe,below,,idupe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 147, Chintoor Koya]",,,silkoya1985:chi:i147:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,telːam,white,,telːam,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 148, Chintoor Koya]",,,silkoya1985:chi:i148:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,nalːa,black,,nalːa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 149, Chintoor Koya]",,,silkoya1985:chi:i149:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,eɾa,red,,eɾa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 150, Chintoor Koya]",,,silkoya1985:chi:i150:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,oɾet,one,,oɾet,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 151, Chintoor Koya]",,,silkoya1985:chi:i151:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,ɾendu,two,,ɾendu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 152, Chintoor Koya]",,,silkoya1985:chi:i152:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,mundu,three,,mundu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 153, Chintoor Koya]",,,silkoya1985:chi:i153:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,nalu,four,,nalu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 154, Chintoor Koya]",,,silkoya1985:chi:i154:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,idu,five,,idu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 155, Chintoor Koya]",,,silkoya1985:chi:i155:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,aːɾu,six,,aːɾu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 156, Chintoor Koya]",,,silkoya1985:chi:i156:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,edu,seven,,edu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 157, Chintoor Koya]",,,silkoya1985:chi:i157:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,enimidi,eight,,enimidi,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 158, Chintoor Koya]",,,silkoya1985:chi:i158:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,tomːidi,nine,,tomːidi,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 159, Chintoor Koya]",,,silkoya1985:chi:i159:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,padi,ten,,padi,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 160, Chintoor Koya]",,,silkoya1985:chi:i160:v1,,,,dialect:Gondi:sil-koya-1985-chintoor:Chintoor%20Koya
Gondi,,duɾam,far,,duɾam,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 141, Jaganathapuram Koya]",,,silkoya1985:jag:i141:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,pede,big,,pede,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 142, Jaganathapuram Koya]",,,silkoya1985:jag:i142:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,tʃinːe,small,,tʃinːe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 143, Jaganathapuram Koya]",,,silkoya1985:jag:i143:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,baɾu,heavy,,baɾu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 144, Jaganathapuram Koya]",,,silkoya1985:jag:i144:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,telika,light,,telika,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 145, Jaganathapuram Koya]",,,silkoya1985:jag:i145:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,alːaka,light,,alːaka,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 145, Jaganathapuram Koya]",,,silkoya1985:jag:i145:v2,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,poːɾu,above,,poːɾu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 146, Jaganathapuram Koya]",,,silkoya1985:jag:i146:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,adugu,below,,adugu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 147, Jaganathapuram Koya]",,,silkoya1985:jag:i147:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,idupe,below,,idupe,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 147, Jaganathapuram Koya]",,,silkoya1985:jag:i147:v2,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,telːa,white,,telːa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 148, Jaganathapuram Koya]",,,silkoya1985:jag:i148:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,nalːa,black,,nalːa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 149, Jaganathapuram Koya]",,,silkoya1985:jag:i149:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,eɾa,red,,eɾa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 150, Jaganathapuram Koya]",,,silkoya1985:jag:i150:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,oɾoti,one,,oɾoti,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 151, Jaganathapuram Koya]",,,silkoya1985:jag:i151:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,ɾendu,two,,ɾendu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 152, Jaganathapuram Koya]",,,silkoya1985:jag:i152:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,mudːu,three,,mudːu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 153, Jaganathapuram Koya]",,,silkoya1985:jag:i153:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,naluku,four,,naluku,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 154, Jaganathapuram Koya]",,,silkoya1985:jag:i154:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,idu,five,,idu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 155, Jaganathapuram Koya]",,,silkoya1985:jag:i155:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,aːɾu,six,,aːɾu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 156, Jaganathapuram Koya]",,,silkoya1985:jag:i156:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,iedu,seven,,iedu,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 157, Jaganathapuram Koya]",,,silkoya1985:jag:i157:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,ienimidi,eight,,ienimidi,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 158, Jaganathapuram Koya]",,,silkoya1985:jag:i158:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,tomːidi,nine,,tomːidi,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 159, Jaganathapuram Koya]",,,silkoya1985:jag:i159:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,padi,ten,,padi,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 160, Jaganathapuram Koya]",,,silkoya1985:jag:i160:v1,,,,dialect:Gondi:sil-koya-1985-jaganathapuram:Jaganathapuram%20Koya
Gondi,,duɾam,far,,duɾam,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 141, Podia Koya]",,,silkoya1985:pod:i141:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,beɾiːa,big,,beɾiːa,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 142, Podia Koya]",,,silkoya1985:pod:i142:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
Gondi,,tʃud,small,,tʃud,Appendix E; eastern Koya; manual source-image transcription,"devagnanavaram-et-al2021koya[Appendix E, printed p. 84, item 143, Podia Koya]",,,silkoya1985:pod:i143:v1,,,,dialect:Gondi:sil-koya-1985-podia:Podia%20Koya
