maimani,12598,sanetūh,hear,,sanetuh,,maimani,,,legacy:20230524-sindhic:row:81,,,,
luwati,12598,sunetū,hear,,sʊnetu,,maimani,,,legacy:20230524-sindhic:row:82,,,,
maimani,e80,dil,heart,,dɪl,,maimani,,,legacy:20230524-sindhic:row:83,,,,
luwati,e80,dil,heart,,dɪl,,maimani,,,legacy:20230524-sindhic:row:84,,,,
maimani,3552,kūhsūh,hot,,kuhsuh,,maimani,,,legacy:20230524-sindhic:row:85,,,,
luwati,e70,garm,hot,,garm,,maimani,,,legacy:20230524-sindhic:row:86,,,,
maimani,,amāya,I,,ama:ja,,maimani,,,legacy:20230524-sindhic:row:87,,,,
luwati,,ām,I,,a:m,,maimani,,,legacy:20230524-sindhic:row:88,,,,
maimani,10066,māretūh,kill,,ma:retuh,,maimani,,,legacy:20230524-sindhic:row:89,,,,
luwati,10066,māretū,kill,,ma:retu,,maimani,,,legacy:20230524-sindhic:row:90,,,,
maimani,,mūnūh,knee,,munuh,,maimani,,,legacy:20230524-sindhic:row:91,,,,
luwati,,mūnū,knee,,munu,,maimani,,,legacy:20230524-sindhic:row:92,,,,
maimani,9279,ɓujetūh,know,,ɓʊdʒetuh,,maimani,,,legacy:20230524-sindhic:row:93,,,,
luwati,9279,ɓujetū,know,,ɓʊdʒetu,,maimani,,,legacy:20230524-sindhic:row:94,,,,
maimani,,varqūh,leaf,,warquh,,maimani,,,legacy:20230524-sindhic:row:95,,,,
luwati,,kāgir,leaf,,ka:gɪr,,maimani,,,legacy:20230524-sindhic:row:96,,,,
maimani,,aram karītūh,lie (down),,aram karituh,,maimani,,,legacy:20230524-sindhic:row:97,,,,
luwati,1109,letetū,lie (down),,letetu,,maimani,,,legacy:20230524-sindhic:row:98,,,,
maimani,,betūh,liver,,betuh,,maimani,,,legacy:20230524-sindhic:row:99,,,,
luwati,,beṭū,liver,,beʈu,,maimani,,,legacy:20230524-sindhic:row:100,,,,
maimani,6368,ɗīgūh,long,,ɗiguh,,maimani,,,legacy:20230524-sindhic:row:101,,,,
luwati,6368,ɗigū,long,,ɗɪgu,,maimani,,,legacy:20230524-sindhic:row:102,,,,
maimani,10512,jūyūh-,louse,,dʒujuh-,,maimani,,,legacy:20230524-sindhic:row:103,,,,
maimani,10512,jūy,louse,,dʒuj,,maimani,,,legacy:20230524-sindhic:row:104,,,,
luwati,10512,jūyn,louse,,dʒujn,,maimani,,,legacy:20230524-sindhic:row:105,,,,
maimani,,mard,man,,mard,,maimani,,,legacy:20230524-sindhic:row:106,,,,
luwati,,mard,man,,mard,,maimani,,,legacy:20230524-sindhic:row:107,,,,
maimani,,vadī,many,,wadi,,maimani,,,legacy:20230524-sindhic:row:108,,,,
maimani,4424,gūnūh,many,,gunuh,,maimani,,,legacy:20230524-sindhic:row:109,,,,
luwati,4424,gana,many,,gana,,maimani,,,legacy:20230524-sindhic:row:110,,,,
luwati,4424,ganū,many,,ganu,,maimani,,,legacy:20230524-sindhic:row:111,,,,
maimani,4661,śand,moon,,ʃand,,maimani,,,legacy:20230524-sindhic:row:112,,,,
luwati,4661,jand,moon,,dʒand,,maimani,,,legacy:20230524-sindhic:row:113,,,,
maimani,e81,jabalīh,mountain,,dʒabalih,,maimani,,,legacy:20230524-sindhic:row:114,,,,
luwati,5423,ɗungur,mountain,,ɗʊngʊr,,maimani,,,legacy:20230524-sindhic:row:115,,,,
maimani,12196,vāt,mouth,,wa:t,,maimani,,,legacy:20230524-sindhic:row:116,,,,
luwati,12196,vāt,mouth,,wa:t,,maimani,,,legacy:20230524-sindhic:row:117,,,,
maimani,7067,nāluh,name,,na:lʊh,,maimani,,,legacy:20230524-sindhic:row:118,,,,
luwati,7067,nālu,name,,na:lʊ,,maimani,,,legacy:20230524-sindhic:row:119,,,,
maimani,,nīrī,neck,,niri,,maimani,,,legacy:20230524-sindhic:row:120,,,,
luwati,,gardin,neck,,gardɪn,,maimani,,,legacy:20230524-sindhic:row:121,,,,
maimani,6983,nāv,new,,na:w,,maimani,,,legacy:20230524-sindhic:row:122,,,,
luwati,6983,nav,new,,naw,,maimani,,,legacy:20230524-sindhic:row:123,,,,
maimani,10702,rajūh,night,,radʒuh,?,maimani,,,legacy:20230524-sindhic:row:124,,,,
luwati,10702,rāt,night,,ra:t,,maimani,,,legacy:20230524-sindhic:row:125,,,,
maimani,6909,ñak,nose,,ɲak,,maimani,,,legacy:20230524-sindhic:row:126,,,,
luwati,6909,ñak,nose,,ɲak,,maimani,,,legacy:20230524-sindhic:row:127,,,,
maimani,,na,not,,na,,maimani,,,legacy:20230524-sindhic:row:128,,,,
luwati,,na,not,,na,,maimani,,,legacy:20230524-sindhic:row:129,,,,
maimani,2462,hakkūh,one,,hakkuh,,maimani,,,legacy:20230524-sindhic:row:130,,,,
luwati,2462,hakkū,one,,hakku,,maimani,,,legacy:20230524-sindhic:row:131,,,,
maimani,11366,vāt,path,,wa:t,,maimani,,,legacy:20230524-sindhic:row:132,,,,
luwati,e43,rastū,path,,rastu,,maimani,,,legacy:20230524-sindhic:row:133,,,,
maimani,9828,mārūh,person,,ma:ruh,,maimani,,,legacy:20230524-sindhic:row:134,,,,
luwati,9828,mārū,person,,ma:ru,,maimani,,,legacy:20230524-sindhic:row:135,,,,
maimani,10302,mīh,rain,,mih,,maimani,,,legacy:20230524-sindhic:row:136,,,,
luwati,10302,mī,rain,,mi,,maimani,,,legacy:20230524-sindhic:row:137,,,,
maimani,10539,rat̪ū,red,,rat̪u,,maimani,,,legacy:20230524-sindhic:row:138,,,,
luwati,10539,rat̪ū,red,,rat̪u,,maimani,,,legacy:20230524-sindhic:row:139,,,,
maimani,,jantah,root,,dʒantah,,maimani,,,legacy:20230524-sindhic:row:140,,,,
luwati,,tārī,root,,ta:ri,,maimani,,,legacy:20230524-sindhic:row:141,,,,
maimani,,dvār,round,,dwa:r,,maimani,,,legacy:20230524-sindhic:row:142,,,,
luwati,4548,cʰakli,round,,tʃʰaklɪ,aspiration unmotivated,maimani,,,legacy:20230524-sindhic:row:143,,,,
maimani,,rāyūh,sand,,ra:juh,,maimani,,,legacy:20230524-sindhic:row:144,,,,
luwati,,rāy,sand,,ra:j,,maimani,,,legacy:20230524-sindhic:row:145,,,,
maimani,4724,śʰeyetūh,say,,ʃʰejetuh,,maimani,,,legacy:20230524-sindhic:row:146,,,,
luwati,4724,cʰeytū,say,,tʃʰejtu,,maimani,,,legacy:20230524-sindhic:row:147,,,,
maimani,7228,ñyāretūh,see,,ɲja:retuh,,maimani,,,legacy:20230524-sindhic:row:148,,,,
luwati,7228,ñyāretū,see,,ɲja:retu,,maimani,,,legacy:20230524-sindhic:row:149,,,,
maimani,,dānūh,seed,,da:nuh,,maimani,,,legacy:20230524-sindhic:row:150,,,,
luwati,,dānū,seed,,da:nu,,maimani,,,legacy:20230524-sindhic:row:151,,,,
maimani,2245,vyetū,sit,,vjetu,,maimani,,,legacy:20230524-sindhic:row:152,,,,
luwati,2245,vyetū,sit,,vjetu,,maimani,,,legacy:20230524-sindhic:row:153,,,,
maimani,4701,śāmri,skin,,ʃa:mrɪ,,maimani,,,legacy:20230524-sindhic:row:154,,,,
luwati,4701,jāmri,skin,,dʒa:mrɪ,,maimani,,,legacy:20230524-sindhic:row:155,,,,
maimani,13905,summetūh,sleep,,sʊmmetuh,,maimani,,,legacy:20230524-sindhic:row:156,,,,
luwati,13905,summetū,sleep,,sʊmmetu,,maimani,,,legacy:20230524-sindhic:row:157,,,,
maimani,6935,nandūh,small,,nanduh,,maimani,,,legacy:20230524-sindhic:row:158,,,,
luwati,6935,nandū,small,,nandu,,maimani,,,legacy:20230524-sindhic:row:159,,,,
maimani,6849,dūxan,smoke,,duxan,,maimani,,,legacy:20230524-sindhic:row:160,,,,
luwati,6849,ḍūh,smoke,,ɖuh,,maimani,,,legacy:20230524-sindhic:row:161,,,,
maimani,2426,ūbyetūh,stand,,ubjetuh,,maimani,,,legacy:20230524-sindhic:row:162,,,,
luwati,2426,ūbyetū,stand,,ubjetu,,maimani,,,legacy:20230524-sindhic:row:163,,,,
maimani,5798,tāruh,star,,ta:rʊh,,maimani,,,legacy:20230524-sindhic:row:164,,,,
luwati,5798,tāru,star,,ta:rʊ,,maimani,,,legacy:20230524-sindhic:row:165,,,,
maimani,8138,bahnūh,stone,,bahnuh,seems probably but not certain,maimani,,,legacy:20230524-sindhic:row:166,,,,
luwati,8857,batʰar,stone,,batʰar,,maimani,,,legacy:20230524-sindhic:row:167,,,,
maimani,6333,dīh,sun,,dih,,maimani,,,legacy:20230524-sindhic:row:168,,,,
luwati,,suḍ,sun,,sʊɖ,,maimani,,,legacy:20230524-sindhic:row:169,,,,
maimani,,veñjetūh,Swim,,weɲdʒetuh,,maimani,,,legacy:20230524-sindhic:row:170,,,,
luwati,,veñjetū,Swim,,veɲdʒetu,,maimani,,,legacy:20230524-sindhic:row:171,,,,
maimani,6419,dūmb,tail,,dumb,,maimani,,,legacy:20230524-sindhic:row:172,,,,
luwati,8249,būc,tail,,butʃ,,maimani,,,legacy:20230524-sindhic:row:173,,,,
maimani,,hī,that,,hi,,maimani,,,legacy:20230524-sindhic:row:174,,,,
luwati,,hū,that,,hu,,maimani,,,legacy:20230524-sindhic:row:175,,,,
maimani,,hī,this,,hi,,maimani,,,legacy:20230524-sindhic:row:176,,,,
luwati,,hī,this,,hi,,maimani,,,legacy:20230524-sindhic:row:177,,,,
maimani,,zūban,tongue,,zuban,,maimani,,,legacy:20230524-sindhic:row:178,,,,
luwati,5228,ɠib,tongue,,ɠɪb,,maimani,,,legacy:20230524-sindhic:row:179,,,,
maimani,6152,ɗand,tooth,,ɗand,,maimani,,,legacy:20230524-sindhic:row:180,,,,
luwati,6152,ɗandɔ̄,tooth,,ɗandɔ:,,maimani,,,legacy:20230524-sindhic:row:181,,,,
maimani,,naxl,tree,,naxl,,maimani,,,legacy:20230524-sindhic:row:182,,,,
luwati,,naxil,tree,,naxɪl,,maimani,,,legacy:20230524-sindhic:row:183,,,,
maimani,6648,ɓūh,two,,ɓuh,,maimani,,,legacy:20230524-sindhic:row:184,,,,
luwati,6648,ɓā,two,,ɓa:,,maimani,,,legacy:20230524-sindhic:row:185,,,,
maimani,14018,hālytūh,walk,,ha:ljtuh,,maimani,,,legacy:20230524-sindhic:row:186,,,,
luwati,10902,langetū,walk,,langetu,,maimani,,,legacy:20230524-sindhic:row:187,,,,
maimani,8082,pānī,water,,pa:ni,,maimani,,,legacy:20230524-sindhic:row:188,,,,
luwati,8082,pānī,water,,pa:ni,,maimani,,,legacy:20230524-sindhic:row:189,,,,
maimani,986,asā,we,,asa:,,maimani,,,legacy:20230524-sindhic:row:190,,,,
luwati,986,asā,we,,asa:,,maimani,,,legacy:20230524-sindhic:row:191,,,,
maimani,,kūrīlī,what,,kurili,,maimani,,,legacy:20230524-sindhic:row:192,,,,
luwati,,kuru,what,,kʊrʊ,,maimani,,,legacy:20230524-sindhic:row:193,,,,
maimani,142,aśūh,white,,aʃuh,,maimani,,,legacy:20230524-sindhic:row:194,,,,
luwati,142,acū,white,,atʃu,,maimani,,,legacy:20230524-sindhic:row:195,,,,
maimani,,ker,who,,ker,,maimani,,,legacy:20230524-sindhic:row:196,,,,
luwati,,ker,who,,ker,,maimani,,,legacy:20230524-sindhic:row:197,,,,
maimani,,ɓāyrī,woman,,ɓa:jri,,maimani,,,legacy:20230524-sindhic:row:198,,,,
luwati,,ɓāyrī,woman,,ɓa:jri,,maimani,,,legacy:20230524-sindhic:row:199,,,,
maimani,13990,haydah,yellow,,hajdah,,maimani,,,legacy:20230524-sindhic:row:200,,,,
luwati,13990,haydū,yellow,,hajdu,,maimani,,,legacy:20230524-sindhic:row:201,,,,
maimani,5889,tūh,you,,tuh,,maimani,,,legacy:20230524-sindhic:row:202,,,,
luwati,5889,tɔ̄,you,,tɔ:,,maimani,,,legacy:20230524-sindhic:row:203,,,,
