bhatr,1103,ʹâru,peach,,ɑ́ɾu,,strand,,,,,,,noun dialect:Bhateri
bhatr,2747,kʹâu,olive,,kɑ́u,,strand,,,,,,,noun dialect:Bhateri
bhatr,4287,gʹû˜,wheat,,gú̬̃,,strand,,,,,,,noun dialect:Bhateri
bhatr,10431,ǰʹô,barley,,d͡ʒó̬,,strand,,,,,,,noun dialect:Bhateri
bhatr,12415,šʹâl,rice (in field),,ʃɑ́l,,strand,,,,,,,noun dialect:Bhateri
bhatr,9827,mʹoṣ,man,,móʂ,,strand,,,,,,,noun dialect:Bhateri
bhatr,4889,ćʹun,children,,t͡sún,,strand,,,,,,,noun dialect:Bhateri
bhatr,4147,gʹâ,cow,,gɑ́,,strand,,,,,,,noun dialect:Bhateri
bhatr,4255,gʹu,bull,,gú,,strand,,,,,,,noun dialect:Bhateri
bhatr,11239,bâćʹu,calf,,bɑt͡sú,,strand,,,,,,,noun dialect:Bhateri
bhatr,4963,ćhʹel,goat (f,,t͡shél,,strand,,,,,,,noun dialect:Bhateri
bhatr,10264,mʹugur,billy goat,,múguɾ,,strand,,,,,,,noun dialect:Bhateri
bhatr,4973,ćhâtʹu,kid,,t͡shɑt̪ú,,strand,,,,,,,noun dialect:Bhateri
bhatr,4973,ćhâtʹai,kid (f,,t͡shɑt̪ə́i,,strand,,,,,,,noun dialect:Bhateri
bhatr,9606,bhʹeḍe˜,ewe,,bʱéɖẽ,,strand,,,,,,,noun dialect:Bhateri
bhatr,9606,bhʹiḍ,ram,,bʱíɖ,,strand,,,,,,,noun dialect:Bhateri
bhatr,10310,mâmtʹai,lamb (f,,mɑmt̪ə́i,,strand,,,,,,,noun dialect:Bhateri
bhatr,10310,mâmtʹu,lamb,,mɑmt̪ú,,strand,,,,,,,noun dialect:Bhateri
bhatr,4516,ghʹô,horse,,gʱó̬,,strand,,,,,,,noun dialect:Bhateri
bhatr,4516,ghuʹai,mare,,gʱuə́i,,strand,,,,,,,noun dialect:Bhateri
bhatr,13331,sʹâṇ,buffalo (male),,sɑ́ɳ,,strand,,,,,,,noun dialect:Bhateri
bhatr,9964,mhʹeṣ,buffalo (f,,mhéʂ,,strand,,,,,,,noun dialect:Bhateri
bhatr,3219,kućʹur,dog,,kut͡súɾ,,strand,,,,,,,noun dialect:Bhateri
bhatr,3219,kućʹir,bitch,,kut͡síɾ,,strand,,,,,,,noun dialect:Bhateri
bhatr,5177,zâ˜glʹei,bird,,zɑ̃gléi,,strand,,,,,,,noun dialect:Bhateri
bhatr,9758,mʹâć,fish,,mɑ́t͡s,,strand,,,,,,,noun dialect:Bhateri
bhatr,12497,ṣʹiṣ,head,,ʂíʂ,,strand,,,,,,,noun dialect:Bhateri
bhatr,11572,bʹâl,hair,,bɑ́l,,strand,,,,,,,noun dialect:Bhateri
bhatr,5803,tʹâl,forehead,,t̪ɑ́l,,strand,,,,,,,noun dialect:Bhateri
bhatr,43,ʹâ˜c̣h,eye,,ɑ́̃ʈ͡ʂh,,strand,,,,,,,noun dialect:Bhateri
bhatr,43,ʹe˜c̣h,eyes,,é̃ʈ͡ʂh,,strand,,,,,,,noun dialect:Bhateri
bhatr,7031,natʹûr,nose,,nət̪ú̬ɾ,,strand,,,,,,,noun dialect:Bhateri
bhatr,1533,ʹâ˜,mouth,,ɑ́̃,,strand,,,,,,,noun dialect:Bhateri
bhatr,5853,dʹut,lip,,d̪út̪,,strand,,,,,,,noun dialect:Bhateri
bhatr,5853,dʹot,lips,,d̪ót̪,,strand,,,,,,,noun dialect:Bhateri
bhatr,6152,dʹân,tooth,,d̪ɑ́n,,strand,,,,,,,noun dialect:Bhateri
bhatr,6152,dʹan,teeth,,d̪ə́n,,strand,,,,,,,noun dialect:Bhateri
bhatr,5228,zʹîb,tongue; language,,zí̬b,,strand,,,,,,,noun dialect:Bhateri
bhatr,9083,pho˜g,mustache,,phõg,,strand,,,,,,,noun dialect:Bhateri
bhatr,6250,dʹâi,beard,,d̪ɑ́i,,strand,,,,,,,noun dialect:Bhateri
bhatr,13640,kʹum,shoulder,,kúm,,strand,,,,,,,noun dialect:Bhateri
bhatr,13640,kʹom,shoulders,,kóm,,strand,,,,,,,noun dialect:Bhateri
bhatr,9229,bakuʹi˜,arm,,bəkuí̃,,strand,,,,,,,noun dialect:Bhateri
bhatr,14024,hʹât,hand,,hɑ́t̪,,strand,,,,,,,noun dialect:Bhateri
bhatr,14024,hʹat,hands,,hə́t̪,,strand,,,,,,,noun dialect:Bhateri
bhatr,135,â˜guʹi,finger,,ɑ̃guí,,strand,,,,,,,noun dialect:Bhateri
bhatr,3243,kʹuṭ,knee,,kúʈ,,strand,,,,,,,noun dialect:Bhateri
bhatr,3906,khʹur,foot,,khúɾ,,strand,,,,,,,noun dialect:Bhateri
bhatr,3906,khʹor,feet,,khóɾ,,strand,,,,,,,noun dialect:Bhateri
bhatr,137,â˜gṭʹo,toe,,ɑ̃gʈó,,strand,,,,,,,noun dialect:Bhateri
bhatr,14152,hiʹû,heart,,hiú̬,,strand,,,,,,,noun dialect:Bhateri
bhatr,5589,dhʹîr,stomach,,d̪ʱí̬ɾ,,strand,,,,,,,noun dialect:Bhateri
bhatr,3696,c̣hʹîr,milk,,ʈ͡ʂhí̬ɾ,,strand,,,,,,,noun dialect:Bhateri
bhatr,8139,pʹâṣ,cow dung,,pɑ́ʂ,,strand,,,,,,,noun dialect:Bhateri
bhatr,3696,c̣hʹîr,milk,,ʈ͡ʂhí̬ɾ,,strand,,,,,,,noun dialect:Bhateri
bhatr,6148,dʹed,yoghurt,,d̪éd̪,,strand,,,,,,,noun dialect:Bhateri
bhatr,4501,ghiʹû,ghee,,gʱiú̬,,strand,,,,,,,noun dialect:Bhateri
bhatr,4368,gʹâ˜,village,,gɑ́̃,,strand,,,,,,,noun dialect:Bhateri
bhatr,4336,gʹûṭ,house,,gú̬ʈ,,strand,,,,,,,noun dialect:Bhateri
bhatr,12323,šʹû˜,bed,,ʃú̬̃,,strand,,,,,,,noun dialect:Bhateri
bhatr,5905,tulʹei,bedding,,t̪uléi,,strand,,,,,,,noun dialect:Bhateri
bhatr,5481,ṭôpʹai,hat,,ʈo̬pə́i,,strand,,,,,,,noun dialect:Bhateri
bhatr,4483,gʹu˜ḍ,button,,gú̃ɖ,,strand,,,,,,,noun dialect:Bhateri
bhatr,138,â˜gṭhʹui,ring,,ɑ̃gʈhúi,,strand,,,,,,,noun dialect:Bhateri
bhatr,9402,bhaṭʹera wâla,man from bhaṭera,,bʱəʈéɾə wɑlə,,strand,,,,,,,noun dialect:Bhateri
bhatr,1135,âpʹâ˜,kinsman,,ɑpɑ́̃,,strand,,,,,,,noun dialect:Bhateri
bhatr,9935,mhʹal,father,,mhə́l,,strand,,,,,,,noun dialect:Bhateri
bhatr,9935,mhʹel,mother,,mhél,,strand,,,,,,,noun dialect:Bhateri
bhatr,8188,pic̣ʹu,father's brother,,piʈ͡ʂú,,strand,,,,,,,noun dialect:Bhateri
bhatr,2988,kâkʹai,father's older brother,,kɑkə́i,,strand,,,,,,,noun dialect:Bhateri
bhatr,9089,pʹâi,father's sister,,pɑ́i,,strand,,,,,,,noun dialect:Bhateri
bhatr,10055,mâmʹai,mother's brother,,mɑmə́i,,strand,,,,,,,noun dialect:Bhateri
bhatr,10001,mâsʹei,mother's sister,,mɑséi,,strand,,,,,,,noun dialect:Bhateri
bhatr,9661,hʹo˜,brother,,hó̃,,strand,,,,,,,noun dialect:Bhateri
bhatr,9349,bhiʹo˜,sister,,bʱió̃,,strand,,,,,,,noun dialect:Bhateri
bhatr,8265,pûc̣h,son,,pu̬ʈ͡ʂh,,strand,,,,,,,noun dialect:Bhateri
bhatr,6481,dhʹî,daughter,,d̪ʱí̬,,strand,,,,,,,noun dialect:Bhateri
bhatr,9664,hʹoc̣,brother's son,,hóʈ͡ʂ,,strand,,,,,,,noun dialect:Bhateri
bhatr,13918,sazuʹi,sister's daughter,,səzuí,,strand,,,,,,,noun dialect:Bhateri
bhatr,8416,pʹu,grandson,,pú,,strand,,,,,,,noun dialect:Bhateri
bhatr,8417,pʹui,granddaughter,,púi,,strand,,,,,,,noun dialect:Bhateri
bhatr,9467,bâriʹu,husband,,bɑɾiú,,strand,,,,,,,noun dialect:Bhateri
bhatr,12753,šʹûr,spouse's father,,ʃú̬ɾ,,strand,,,,,,,noun dialect:Bhateri
bhatr,12759,ṣʹâṣ,spouse's mother,,ʂɑ́ʂ,,strand,,,,,,,noun dialect:Bhateri
bhatr,9660,hâzʹe,brother's wife,,hɑzé,,strand,,,,,,,noun dialect:Bhateri
bhatr,10124,mʹic̣,wife's brother,,míʈ͡ʂ,,strand,,,,,,,noun dialect:Bhateri
bhatr,13871,sârʹâ˜,wife's sister,,sɑɾɑ́̃,,strand,,,,,,,noun dialect:Bhateri
bhatr,2718,kʹe˜ṭ,husband's brother (younger?),,ké̃ʈ,,strand,,,,,,,noun dialect:Bhateri
bhatr,5200,zʹâ˜il,husband's sister,,zɑ́̃il,,strand,,,,,,,noun dialect:Bhateri
bhatr,11251,bhuʹâiṭ,son's wife,,bʱuɑ́iʈ,,strand,,,,,,,noun dialect:Bhateri
bhatr,5228,zʹîb,tongue; language,,zí̬b,,strand,,,,,,,noun dialect:Bhateri
bhatr,9402,bhaṭʹe sa zîb,bhaṭera language,,bʱəʈé sə zi̬b,,strand,,,,,,,noun dialect:Bhateri
