bumb,,aŋgaríšti,Fireplace in a goat shed,,,noun; Trail & Cooper PDF p. 38 (printed p. 8),trail-cooper1999,,,tc-entry-132,,,,
bumb,,aŋgarwát,"Flintstone, flint-rock",,,noun; Trail & Cooper PDF p. 38 (printed p. 8); Morph: aŋgar-bat.,trail-cooper1999,,,tc-entry-133,,,tc-entry-461,morphology
bumb,,aŋgrís,Western person,,,noun; Trail & Cooper PDF p. 38 (printed p. 8); From: English.,trail-cooper1999,,,tc-entry-134,,tc-loan-English,,loan:English
bumb,,aŋgú,Vine,,,noun; Trail & Cooper PDF p. 38 (printed p. 8); From: Persian.,trail-cooper1999,,,tc-entry-135,,tc-loan-Persian,,loan:Persian
bumb,,aŋgúštyar,Ring,,,noun; Trail & Cooper PDF p. 38 (printed p. 8); Variant: aŋgúšter; aŋgúštar; uštumrík (Urtsun).,trail-cooper1999,,,tc-entry-136,,,,
urt,,uštumrík,Ring,,,dialect variant of aŋgúštyar; Urtsun; Trail & Cooper PDF p. 38 (printed p. 8); Variant: aŋgúšter; aŋgúštar; uštumrík (Urtsun).,trail-cooper1999,,,tc-entry-136-variant-1,tc-entry-136,,,dialect-variant
bumb,,aŋguṣṭyé múžik,To play “hide the ring”,,,verb; Trail & Cooper PDF p. 38 (printed p. 8),trail-cooper1999,,,tc-entry-137,,,,
bumb,,aŋguṭí,Spare room for guests,,,noun; Trail & Cooper PDF p. 38 (printed p. 8),trail-cooper1999,,,tc-entry-138,,,,
bumb,111,aŋgúži,Spatula for turning bread,,,uncertain; noun; Trail & Cooper PDF p. 38 (printed p. 8); uncertain Turner etymology T-111?,trail-cooper1999,,"Trail & Cooper Etym: aŋkusá-5 ‘hook, driver’s hook’ T-111?.",tc-entry-139,,,,
bumb,,apacọ̃́i dyek,To hop on one foot,,,verb; Trail & Cooper PDF p. 38 (printed p. 8),trail-cooper1999,,,tc-entry-140,,,,
bumb,,apačú,Ouch!,,,interj; Trail & Cooper PDF p. 38 (printed p. 8); Variant: apačáw.,trail-cooper1999,,,tc-entry-141,,,,
bumb,,apák,Leather pocket for stone in slingshot,,,noun; Trail & Cooper PDF p. 38 (printed p. 8),trail-cooper1999,,,tc-entry-142,,,,
bumb,,apáw dek,"1) To stay, live",,,verb; Trail & Cooper PDF p. 38 (printed p. 8),trail-cooper1999,,,tc-entry-143,,,,
bumb,,apáw diék,"To cause to stay, live, wait",,,verb; Trail & Cooper PDF p. 38 (printed p. 8); Prdm: Causative I ( sawzék ).,trail-cooper1999,,,tc-entry-144,,,,
bumb,,aphát,"Evil, disaster, trouble, misfortune, sickness, spiritual harm",,,noun; Trail & Cooper PDF p. 38 (printed p. 8); From: Arabic.,trail-cooper1999,,,tc-entry-145,,tc-loan-Arabic,,loan:Arabic
bumb,,aphiát,"Comfort, peace, rest",,,noun; Trail & Cooper PDF p. 38 (printed p. 8); From: Arabic.,trail-cooper1999,,,tc-entry-146,,tc-loan-Arabic,,loan:Arabic
bumb,,aphsús,"Regret, sorrow",,,noun; Trail & Cooper PDF p. 38 (printed p. 8); From: Persian.,trail-cooper1999,,,tc-entry-147,,tc-loan-Persian,,loan:Persian
