VB,8242,pīp,pus,,,neut,srinivasa
VB,8205,pīpaḷḷɨjhāḍɨ,paypal tree,,,neut,srinivasa
VB,8370,pīṭ,back,,,neut,srinivasa
VB,8370,pīṭmaṇi,behind,,,adv,srinivasa
VB,8233,pīḷu,light yellow in colour,,,neut,srinivasa
VB,8686,perāv,cause to cover or close,,,vc,srinivasa
VB,9090,pēpḍu,lungs,,,neut,srinivasa
VB,8376,pēṭ,stomach,,,neut,srinivasa
VB,9106,pējɨnāk,throw,,,vnc,srinivasa
VB,8686,pēr,cover,,,vnc,srinivasa
VB,8803,pēR,enter,,,vnc,srinivasa
VB,8055,patar,plate,,,neut,srinivasa
VB,7722,paḍɨ,fall down,,,vnc,srinivasa
VB,7694,paḍēlā,screen,,,neut,srinivasa
VB,7712,paḍcāv,cause to read,,,vc,srinivasa
VB,7712,paḍcɨ,read,,,vnc,srinivasa
VB,7621,paku,ripe,,,adj,srinivasa
VB,7621,pakāv,make ripe,,,vc,srinivasa
VB,7766,pagɨ,hoof,,,neut,srinivasa
VB,8136,pasaṅ,a kind of trap,,,neut,srinivasa
VB,7990,pasāḍɨ,after,,,adv,srinivasa
VB,8897,pasnā,sweat,,,neut,srinivasa
VB,8141,pahāḍɨ,mountain,,,neut,srinivasa
VB,7835,pahār,get,,,vnc,srinivasa
VB,7662,pandrā,fifteen,,,neut,srinivasa
VB,8928,pannō,breath,,,neut,srinivasa
VB,7781,paṇāR,jackfruit,,,neut,srinivasa
VB,7967,pallāk,palanquin,,,neut,srinivasa
VB,7968,paḷṭāv,make to turn,,,vc,srinivasa
VB,7799,parśu,third day,,,neut,srinivasa
VB,8652,paylōṭi,first,,,adj,srinivasa
VB,7638,pāpṇi,eyelid,,,neut,srinivasa
VB,8025,pāhoṭi,wings,,,neut,srinivasa
VB,7948,pāhli,sib-bone,,,neut,srinivasa
VB,9093,pulāv,cause to swell,,,vc,srinivasa
VB,8352,pūcāv,call,,,vnc,srinivasa
VB,8317,pūjā,offering,,,neut,srinivasa
VB,8330,pūr,"enough, sufficient",,,neut,srinivasa
VB,9108,pheRaṭ,foam,,,neut,srinivasa
VB,8803,pheRāḍɨ,cause to enter,,,vc,srinivasa
VB,9106,phēkɨ,throw,,,vnc,srinivasa
VB,9106,phēkāv,cause to throw,,,vc,srinivasa
VB,9112,phēkrāṇi,fox,,,mas,srinivasa
VB,9112,phēkrāṇidē,cry like a fox,,,vnc,srinivasa
VB,8803,phēR,enter,,,vnc,srinivasa
VB,7700,phaṭṭō,belt,,,neut,srinivasa
VB,9042,phani,snake's hood,,,neut,srinivasa
VB,9050,phar,revolve,,,vnc,srinivasa
VB,13813,phān,noose,,,neut,srinivasa
VB,13857,phōḍɨ,break,,,vtr,srinivasa
VB,9089,phuy,aunt,,,fem,srinivasa
VB,13844,phūṭɨ,melon fruit,,,neut,srinivasa
VB,9092,phūl,flower,,,neut,srinivasa
