Juray,,ara,tree,,ara,,"zide1982reconstruction[p. 243, item 121]",Z82-p243-i121,Zide Sora–Juray comparison group Z82-p243-i121; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c2.p243.i121,,,,
Juray,,ʌra,tree,,ʌra,,"zide1982reconstruction[p. 243, item 121]",Z82-p243-i121,Zide Sora–Juray comparison group Z82-p243-i121; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c2.p243.i121:v2,zide1982reconstruction:C:c2.p243.i121,,,
Juray,,-ra,tree,,-ra,,"zide1982reconstruction[p. 243, item 121]",Z82-p243-i121,Zide Sora–Juray comparison group Z82-p243-i121; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c2.p243.i121:v3,zide1982reconstruction:C:c2.p243.i121,,,
so,,araj-,to protect,,araj-,,"zide1982reconstruction[p. 504, item 1804]",Z82-p504-i1804,Zide Sora–Juray comparison group Z82-p504-i1804; only this lect is indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p504.i1804,,,,
so,,arar-,"to scrape, peel, unstick, peel off",,arar-,,"zide1982reconstruction[p. 241, item 107]",Z82-p241-i107,Zide Sora–Juray comparison group Z82-p241-i107; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p241.i107,,,,
Juray,,arrɛd,parrot,,arrɛd,,"zide1982reconstruction[p. 452, item 1401]",Z82-p452-i1401,Zide Sora–Juray comparison group Z82-p452-i1401; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c2.p452.i1401,,,,
so,,arɛl,"hail, hailstones",,arɛl,,"zide1982reconstruction[p. 251, item 190]",Z82-p251-i190,Zide Sora–Juray comparison group Z82-p251-i190; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p251.i190,,,,
so,,-rɛl,"hail, hailstones",,-rɛl,,"zide1982reconstruction[p. 251, item 190]",Z82-p251-i190,Zide Sora–Juray comparison group Z82-p251-i190; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p251.i190:v2,zide1982reconstruction:C:c1.p251.i190,,,
Juray,,arɛŋ-,to come to a stop,,arɛŋ-,,"zide1982reconstruction[p. 576, item 2239]",Z82-p576-i2239,Zide Sora–Juray comparison group Z82-p576-i2239; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c2.p576.i2239,,,,
so,,arɛŋ-,to come to a stop,,arɛŋ-,,"zide1982reconstruction[p. 576, item 2239]",Z82-p576-i2239,Zide Sora–Juray comparison group Z82-p576-i2239; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p576.i2239,,,,
so,,arʌŋ,sour,,arʌŋ,,"zide1982reconstruction[p. 280, item 432]",Z82-p280-i432,Zide Sora–Juray comparison group Z82-p280-i432; only this lect is indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p280.i432,,,,
so,,asaŋ-pisaŋ,"bitter, bitter",,asaŋ-pisaŋ,,"zide1982reconstruction[p. 383, item 812]",Z82-p383-i812,Zide Sora–Juray comparison group Z82-p383-i812; only this lect is indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p383.i812,,,,discourse-marker
so,,asaɟ-,to sift ashes,,asaɟ-,,"zide1982reconstruction[p. 593, item 2382]",Z82-p593-i2382,Zide Sora–Juray comparison group Z82-p593-i2382; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p593.i2382,,,,
Juray,,asaɟ-,to spread paddy with hands to dry it,,asaɟ-,,"zide1982reconstruction[p. 585, item 2303]",Z82-p585-i2303,Zide Sora–Juray comparison group Z82-p585-i2303; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c2.p585.i2303,,,,
so,,asʌn,because of,,asʌn,,"zide1982reconstruction[p. 293, item 502]",Z82-p293-i502,Zide Sora–Juray comparison group Z82-p293-i502; only this lect is indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p293.i502,,,,postp
Juray,,atal-,to flatten,,atal-,,"zide1982reconstruction[p. 426, item 1146]",Z82-p426-i1146,Zide Sora–Juray comparison group Z82-p426-i1146; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c2.p426.i1146,,,,
Juray,,ataɟ-,to fart,,ataɟ-,,"zide1982reconstruction[p. 428, item 1172]",Z82-p428-i1172,Zide Sora–Juray comparison group Z82-p428-i1172; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c2.p428.i1172,,,,
so,,atiki,after,,atiki,,"zide1982reconstruction[p. 547, item 1997]",Z82-p547-i1997,Zide Sora–Juray comparison group Z82-p547-i1997; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p547.i1997,,,,postp
so,,atʌn-ad-tʌd-mʌr,childless person,,atʌn-ad-tʌd-mʌr,,"zide1982reconstruction[p. 310, item 533]",Z82-p310-i533,Zide Sora–Juray comparison group Z82-p310-i533; only this lect is indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p310.i533,,,,
so,,aun,female,,aun,,"zide1982reconstruction[p. 238, item 76]",Z82-p238-i76,Zide Sora–Juray comparison group Z82-p238-i76; only this lect is indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p238.i76,,,,prefix
so,,aŋ-,"to curse, abstain",,aŋ-,,"zide1982reconstruction[p. 571, item 2194]",Z82-p571-i2194,Zide Sora–Juray comparison group Z82-p571-i2194; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p571.i2194,,,,
Juray,,aŋ-,"to indicate you didn't hear, deny",,aŋ-,,"zide1982reconstruction[p. 571, item 2194]",Z82-p571-i2194,Zide Sora–Juray comparison group Z82-p571-i2194; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c2.p571.i2194,,,,
Juray,,aŋ-ɡaɟ-ta,"moon, bright fortnight",,aŋ-ɡaɟ-ta,,"zide1982reconstruction[p. 244, item 133]",Z82-p244-i133,Zide Sora–Juray comparison group Z82-p244-i133; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c2.p244.i133,,,,
so,,aŋ-ɡaɟ-ta,"moon, bright fortnight",,aŋ-ɡaɟ-ta,,"zide1982reconstruction[p. 244, item 133]",Z82-p244-i133,Zide Sora–Juray comparison group Z82-p244-i133; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p244.i133,,,,
so,,-ɡaɟ,"moon, bright fortnight",,-ɡaɟ,,"zide1982reconstruction[p. 244, item 133]",Z82-p244-i133,Zide Sora–Juray comparison group Z82-p244-i133; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p244.i133:v2,zide1982reconstruction:C:c1.p244.i133,,,
Juray,,aŋ-ɡɔj,yoke,,aŋ-ɡɔj,,"zide1982reconstruction[p. 270, item 331]",Z82-p270-i331,Zide Sora–Juray comparison group Z82-p270-i331; only this lect is indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c2.p270.i331,,,,
so,,aŋa,when,,aŋa,,"zide1982reconstruction[p. 579, item 2273]",Z82-p579-i2273,Zide Sora–Juray comparison group Z82-p579-i2273; both lects are indexed. No protoform is exposed by the index.,zide1982reconstruction:C:c1.p579.i2273,,,,
