Mai-Jijal,,ū̀lī,,,,"Zoller 2005 ch. 4, p. 87; dictionary head: ū̀lī̃ or ū̀lī",zoller2005,,
Mai-Shatot,,ū̀ši,wind,,,"f; Zoller 2005 ch. 4, p. 87; dictionary head: ū̀ši (Š); dictionary POS: n.f",zoller2005,,
Mai-Jijal,,ū́ṣ,a shadowed place in a ﬁeld (where there is a tree) with lesser yield than its surroundings,,,"m; Zoller 2005 ch. 4, p. 87; dictionary head: ū́ṣ; dictionary POS: n.m",zoller2005,,
Mai-Jijal,,ū̃̀-ɑ̄̃,,,,"Zoller 2005 ch. 4, p. 87; dictionary head: ū̃̀-ɑ̄̃",zoller2005,,
Mai-Jijal,,ū̃̀-ɑ̄̃ karʌ́ṽ,to speak with a voice which is not clear,,,"Zoller 2005 ch. 4, p. 87; dictionary head: + karʌ́ṽ",zoller2005,,
Mai-Shatot,2387,ū̃̀ṭ,a camel,,,"m; Zoller 2005 ch. 4, p. 87; dictionary head: ū̃̀ṭ, -ʒ (Š); dictionary POS: n.m",zoller2005,,< úṣṭra- (2387).
bhatr,,ū̃̀biš,nineteen,,,"adj; Zoller 2005 ch. 4, p. 87; dictionary head: ū̃̀biš (B); dictionary POS: adj",zoller2005,,
Mai-Shatot,2462,èk,one,,,"adj; Zoller 2005 ch. 4, p. 87; dictionary head: èk (Š); ekh (G); dictionary POS: adj",zoller2005,,< *ekka- (2462). Same as J ʌ́kh (note difference in accent) and B yä́k.
Gowro,2462,ekh,one,,,"adj; Zoller 2005 ch. 4, p. 87; dictionary head: èk (Š); ekh (G); dictionary POS: adj",zoller2005,,< *ekka- (2462). Same as J ʌ́kh (note difference in accent) and B yä́k.
Gowro,,èkā̃-aṛih,one and a half,,,"adj; Zoller 2005 ch. 4, p. 87; dictionary head: + G -ā̃-aṛih; dictionary POS: adj",zoller2005,,
Gowro,,èkā̃bīš,twenty-one,,,"adj; Zoller 2005 ch. 4, p. 87; dictionary head: + G -ā̃bīš; dictionary POS: adj",zoller2005,,
Gowro,,èkkʌ́mdúbiš,thirty-nine,,,"adj; Zoller 2005 ch. 4, p. 87; dictionary head: + G -kʌ́mdúbiš; dictionary POS: adj",zoller2005,,
Gowro,,èkzɛ,together,,,"adv; derived; Zoller 2005 ch. 4, p. 87; dictionary head: + G -zɛ; dictionary POS: adv",zoller2005,,← zʌy. Same as B yä́kzǟ.
Gowro,,èk bhaĩ,name of a month,,,"f; Zoller 2005 ch. 4, p. 88; dictionary head: + G bhaĩ; dictionary POS: n.f",zoller2005,,
Gowro,,èkšav-ek,hundred and one,,,"adj; Zoller 2005 ch. 4, p. 88; dictionary head: + G -šav-ek; dictionary POS: adj",zoller2005,,
Gowro,,èk šumbáh,Sunday,,,"m; Zoller 2005 ch. 4, p. 88; dictionary head: + G šumbáh; dictionary POS: n.m",zoller2005,,
Gowro,,èk se c̣uā hisī,one third,,,"adj; Zoller 2005 ch. 4, p. 88; dictionary head: + G se c̣uā hisī; dictionary POS: adj",zoller2005,,
Gowro,,èk se c̣uyō̃ bʌṭhàh,one third,,,"adj; Zoller 2005 ch. 4, p. 88; dictionary head: + G se c̣uyō̃ bʌṭhàh; dictionary POS: adj",zoller2005,,
Gowro,,ek šɑyn,alike,,,"adj; Zoller 2005 ch. 4, p. 88; dictionary head: ek šɑyn (G); dictionary POS: adj",zoller2005,,
Gowro,,ek šɑyn ghō̃́,"to balance, level out",,,"Zoller 2005 ch. 4, p. 88; dictionary head: + ghō̃́",zoller2005,,
Gowro,,ekṭár,an actor (on a stage),,,"m; Zoller 2005 ch. 4, p. 88; dictionary head: ekṭár, -àh (G, J); dictionary POS: n.m",zoller2005,,
Mai-Jijal,,ekṭár,an actor (on a stage),,,"m; Zoller 2005 ch. 4, p. 88; dictionary head: ekṭár, -àh (G, J); dictionary POS: n.m",zoller2005,,
Gowro,,ekṭērō̃,to adjoin,,,"verb; Zoller 2005 ch. 4, p. 88; dictionary head: ekṭērō̃ (G); dictionary POS: v.t",zoller2005,,
Mai-Jijal,,exlāqī́,polite,,,"adj; Zoller 2005 ch. 4, p. 88; dictionary head: exlāqī́; dictionary POS: adj",zoller2005,,
bhatr,,èẓ,wet,,,"adj; derived; Zoller 2005 ch. 4, p. 88; dictionary head: èẓ (B); dictionary POS: adj.f",zoller2005,,← àẓ.
bhatr,,èṛ-rɑ̄̀,midnight,,,"f; Zoller 2005 ch. 4, p. 88; dictionary head: èṛ-rɑ̄̀ (B); dictionary POS: n.f",zoller2005,,
Gowro,,etbɑ̄́r,"faith, belief",,,"m; Zoller 2005 ch. 4, p. 88; dictionary head: etbɑ̄́r (G, J); dictionary POS: n.m",zoller2005,,
Mai-Jijal,,etbɑ̄́r,"faith, belief",,,"m; Zoller 2005 ch. 4, p. 88; dictionary head: etbɑ̄́r (G, J); dictionary POS: n.m",zoller2005,,
Mai-Jijal,,etbɑ̄́r karʌ́ṽ,to believe,,,"Zoller 2005 ch. 4, p. 88; dictionary head: + J karʌ́ṽ and G ghō̃́",zoller2005,,
Gowro,,etbɑ̄́r ghō̃́,to believe,,,"Zoller 2005 ch. 4, p. 88; dictionary head: + J karʌ́ṽ and G ghō̃́",zoller2005,,
Mai-Jijal,,entizɑ̄̀r,"waiting, expecting",,,"f; Zoller 2005 ch. 4, p. 88; dictionary head: entizɑ̄̀r, -ah; dictionary POS: n.f",zoller2005,,
Mai-Jijal,,entizɑ̄̀r karʌ́ṽ,"to await, wait (for)",,,"Zoller 2005 ch. 4, p. 88; dictionary head: + karʌ́ṽ",zoller2005,,
Mai-Jijal,,ebādʌ̀th,divine worship,,,"f; Zoller 2005 ch. 4, p. 88; dictionary head: ebādʌ̀th, -àh (note accent); dictionary POS: n.f",zoller2005,,
Mai-Jijal,,elʌhṓ-elʌhō,,,,"Zoller 2005 ch. 4, p. 88; dictionary head: elʌhṓ-elʌhō",zoller2005,,
Gowro,,elāž,cure,,,"m; Zoller 2005 ch. 4, p. 88; dictionary head: elāž (G); dictionary POS: n.m",zoller2005,,
Mai-Jijal,,elemžī̀,light machine gun,,,"f; Zoller 2005 ch. 4, p. 88; dictionary head: elemžī̀, -ah; dictionary POS: n.f",zoller2005,,
Gowro,,ehtìɑ̄th,"care, caution",,,"m; Zoller 2005 ch. 4, p. 88; dictionary head: ehtìɑ̄th (G, J); dictionary POS: n.m",zoller2005,,
Mai-Jijal,,ehtìɑ̄th,"care, caution",,,"m; Zoller 2005 ch. 4, p. 88; dictionary head: ehtìɑ̄th (G, J); dictionary POS: n.m",zoller2005,,
Gowro,,ehtìɑ̄th ghō̃́,to cure,,,"Zoller 2005 ch. 4, p. 88; dictionary head: + G ghō̃́",zoller2005,,
bhatr,,ḕ,hey!,,,"interj; Zoller 2005 ch. 4, p. 88; dictionary head: ḕ (B); dictionary POS: interj",zoller2005,,
Mai-Jijal,2512,ḕg˚,a sheep,,,"f; Zoller 2005 ch. 4, p. 88; dictionary head: ḕg˚, -ah; dictionary POS: n.f",zoller2005,,< eḍa- (2512) plus -kk- exṭ
Mai-Jijal,,ēṭū́,a lamb,,,"f; derived; diminutive; compound; Zoller 2005 ch. 4, p. 88; dictionary head: ēṭū́, -ṓ; dictionary POS: n.f",zoller2005,,"← prec̣ plus dimin. sufﬁx, thus ← PIK *ēgṭū́."
Gowro,12093,ēṇ,weaving,,,"f; Zoller 2005 ch. 4, p. 88; dictionary head: ēṇ (G); dictionary POS: n.f",zoller2005,,< veṇí-1 (12093).
Gowro,,ēṇ ghō̃́,to weave,,,"Zoller 2005 ch. 4, p. 88; dictionary head: + ghō̃́",zoller2005,,
Gowro,,ēbʌl,perhaps,,,"adv; Zoller 2005 ch. 4, p. 88; dictionary head: ēbʌl (G); dictionary POS: adv",zoller2005,,
Gowro,,ēr,a warp,,,"Zoller 2005 ch. 4, p. 88; dictionary head: ēr, -eh (G)",zoller2005,,
Mai-Jijal,,ēlɑ̄̀n,"announcement, declaration",,,"m; Zoller 2005 ch. 4, p. 88; dictionary head: ēlɑ̄̀n, -ah; dictionary POS: n.m",zoller2005,,
Mai-Jijal,,ēlɑ̄̀n karʌ́ṽ,to announce,,,"Zoller 2005 ch. 4, p. 89; dictionary head: + karʌ́ṽ",zoller2005,,
Mai-Jijal,,ē̃́-ē̃ karʌ́ṽ,to groan and moan (as an ill person),,,"Zoller 2005 ch. 4, p. 89; dictionary head: ē̃́-ē̃ karʌ́ṽ",zoller2005,,
Mai-Shatot,,ē̃̀ṭi,the earthen layer (with grass) on top of a Kohistani house,,,"f; Zoller 2005 ch. 4, p. 89; dictionary head: ē̃̀ṭi (Š); dictionary POS: n.f",zoller2005,,
Mai-Jijal,,ē̃̀si,(she) was,,,"verb; Zoller 2005 ch. 4, p. 89; dictionary head: ē̃̀si, -ī; dictionary POS: v.i",zoller2005,,
bhatr,,ɛ̀ṛ˚,half,,,"adv; Zoller 2005 ch. 4, p. 89; dictionary head: ɛ̀ṛ˚ (B); dictionary POS: adv",zoller2005,,
Mai-Jijal,671,ɛ̀r̈-rɑ̄̀l,midnight,,,"f; Zoller 2005 ch. 4, p. 89; dictionary head: ɛ̀r̈ -rɑ̄̀l (n1); dictionary POS: n.f",zoller2005,,"< ardharātra- (671) but reformed after OIA rɑ̄́trī-, cf. prec̣"
Mai-Jijal,,ɛhtiyɑ̄̀t,care,,,"f; Zoller 2005 ch. 4, p. 89; dictionary head: ɛhtiyɑ̄̀t, -ah; dictionary POS: n.f",zoller2005,,
Mai-Jijal,,ɛhtiyɑ̄̀tghín harʌ́ṽ,to take care of,,,"Zoller 2005 ch. 4, p. 89; dictionary head: + -ghín harʌ́ṽ",zoller2005,,
Mai-Jijal,,ɛhsɑ̄̀n,grateful,,,"adj; Zoller 2005 ch. 4, p. 89; dictionary head: ɛhsɑ̄̀n; dictionary POS: adj",zoller2005,,
Mai-Jijal,,ɛ̃c̣khṑ,the eyelid,,,"f; Zoller 2005 ch. 4, p. 89; dictionary head: ɛ̃c̣khṑ, ɛ̃c̣khɑ̄̀; dictionary POS: n.f",zoller2005,,
Mai-Jijal,,ɛ̃c̣khɑ̄̀,the eyelid,,,"f; Zoller 2005 ch. 4, p. 89; dictionary head: ɛ̃c̣khṑ, ɛ̃c̣khɑ̄̀; dictionary POS: n.f",zoller2005,,
Mai-Jijal,,ɛ̄̀š,a life of pleasure and enjoyment,,,"m; Zoller 2005 ch. 4, p. 89; dictionary head: ɛ̄̀š; dictionary POS: n.m",zoller2005,,
Gowro,,oh,hey,,,"interj; Zoller 2005 ch. 4, p. 89; dictionary head: oh (G); dictionary POS: interj",zoller2005,,
Gowro,972,óh perṣproṇpl.,they (near),,,"Zoller 2005 ch. 4, p. 89; dictionary head: óh (G) perṣproṇpl.",zoller2005,,< asáu 2 (972)? See G ozē.
Mai-Jijal,,òh,,,,"interj; Zoller 2005 ch. 4, p. 89; dictionary head: òh or òhō; dictionary POS: interj",zoller2005,,
Mai-Jijal,,òhō,,,,"interj; Zoller 2005 ch. 4, p. 89; dictionary head: òh or òhō; dictionary POS: interj",zoller2005,,
Mai-Jijal,,oeṛɑ̄̀,easy; simple,,,"adj; Zoller 2005 ch. 4, p. 89; dictionary head: oeṛɑ̄̀; dictionary POS: adj",zoller2005,,
Mai-Jijal,646,òeṛī,a wooden measuring cup for grain (ca. 2 kg),,,"f; Zoller 2005 ch. 4, p. 89; dictionary head: òeṛī, -ah; dictionary POS: n.f",zoller2005,,< *ardhakuḍava- (646).
Mai-Jijal,,oērɑ̄́l,a (religious) vigil,,,"f; derived; Zoller 2005 ch. 4, p. 90; dictionary head: oērɑ̄́l, -àh; dictionary POS: n.f",zoller2005,,← prec̣
Mai-Jijal,,oēlʌ́ỹ biyáṽ,to stand,,,"verb; derived; Zoller 2005 ch. 4, p. 90; dictionary head: oēlʌ́ỹ biyáṽ; dictionary POS: v.i",zoller2005,,← nexṭ
Mai-Jijal,,oēlʌ́ṽ,standing,,,"adj; Zoller 2005 ch. 4, p. 90; dictionary head: oēlʌ́ṽ; dictionary POS: adj",zoller2005,,
Mai-Jijal,1625,òk-bokh,"stuffed (full); galore, plenty of",,,"adj; Zoller 2005 ch. 4, p. 90; dictionary head: òk-bokh; dictionary POS: adj",zoller2005,,< *ukka- (1625).
Gowro,,okóe,the two sticks at the ends of the rope used for pulling the churning-stick,,,"f; Zoller 2005 ch. 4, p. 90; dictionary head: okóe (G); dictionary POS: n.f",zoller2005,,
Mai-Shatot,,òkhut,tomorrow,,,"adv; Zoller 2005 ch. 4, p. 90; dictionary head: òkhut (Š); dictionary POS: adv",zoller2005,,
bhatr,,ozàl,white,,,"adj; Zoller 2005 ch. 4, p. 90; dictionary head: ozàl (B); dictionary POS: adj.m",zoller2005,,
Gowro,,ozē perṣproṇpl.,they (far),,,"Zoller 2005 ch. 4, p. 90; dictionary head: ozē (G) perṣproṇpl.",zoller2005,,
Mai-Jijal,,òṛ,a bet,,,"m; Zoller 2005 ch. 4, p. 90; dictionary head: òṛ; dictionary POS: n.m",zoller2005,,
Mai-Jijal,,òṛ karʌ́ṽ,to make a condition,,,"Zoller 2005 ch. 4, p. 90; dictionary head: + karʌ́ṽ",zoller2005,,
Mai-Jijal,10852,oṛmɑ̄̃́ṣ,"rumination, chewing the cud",,,"m; Zoller 2005 ch. 4, p. 90; dictionary head: oṛmɑ̄̃́ṣ, -àh or oṛmā̃́s, -àh; dictionary POS: n.m",zoller2005,,< *romantra- (10852) via *ormantra-.
Mai-Jijal,10852,oṛmā̃́s,"rumination, chewing the cud",,,"m; Zoller 2005 ch. 4, p. 90; dictionary head: oṛmɑ̄̃́ṣ, -àh or oṛmā̃́s, -àh; dictionary POS: n.m",zoller2005,,< *romantra- (10852) via *ormantra-.
Mai-Jijal,,oṛmɑ̄̃́ṣ karʌ́ṽ,"to ruminate, chew the cud",,,"Zoller 2005 ch. 4, p. 90; dictionary head: + karʌ́ṽ",zoller2005,,
Mai-Shatot,2025,òdhõ,fog,,,"m; Zoller 2005 ch. 4, p. 90; dictionary head: òdhõ (Š); dictionary POS: n.m",zoller2005,,< *uddhūḍi- (2025).
Mai-Jijal,434,orɑ̄́,disappeared,,,"adj; uncertain; Zoller 2005 ch. 4, p. 90; dictionary head: orɑ̄́; dictionary POS: adj",zoller2005,,< ápara- (434). Only together with a verb:
Mai-Jijal,,orɑ̄́ karʌ́ṽ,"to get rid of s.th., move s.th. out of the way; to spirit s.o. or s.th. away",,,"Zoller 2005 ch. 4, p. 90; dictionary head: + karʌ́ṽ",zoller2005,,
Mai-Jijal,,orɑ̄́ ho-,"to disappear (e.g., as a person behind a corner)",,,"Zoller 2005 ch. 4, p. 90; dictionary head: + ho-",zoller2005,,
Mai-Jijal,,orɑ̄̀n,"incorrect, wrong",,,"adj; derived; Zoller 2005 ch. 4, p. 90; dictionary head: orɑ̄̀n; dictionary POS: adj",zoller2005,,← Pshṭ vrān ‘spoiled’.
Mai-Jijal,,orɑ̄̀n tilʌ́ṽ,to misconduct,,,"Zoller 2005 ch. 4, p. 90; dictionary head: + tilʌ́ṽ",zoller2005,,
Mai-Shatot,,ormɑ̄̃́s,"rumination, chewing the cud",,,"m; Zoller 2005 ch. 4, p. 90; dictionary head: ormɑ̄̃́s (Š); dictionary POS: n.m",zoller2005,,
Gowro,,ō,a weft,,,"m; Zoller 2005 ch. 4, p. 90; dictionary head: ō, oe (G); dictionary POS: n.m",zoller2005,,
Gowro,,oe,a weft,,,"m; Zoller 2005 ch. 4, p. 90; dictionary head: ō, oe (G); dictionary POS: n.m",zoller2005,,
Gowro,,ō proṇ,those,,,"Zoller 2005 ch. 4, p. 90; dictionary head: ō (G) proṇ",zoller2005,,
Mai-Jijal,2538,ṓqh,vomit,,,"m; Zoller 2005 ch. 4, p. 91; dictionary head: ṓqh; dictionary POS: n.m",zoller2005,,< *okk- (2538).
Mai-Jijal,,ṓqh karʌ́ṽ,to vomit,,,"Zoller 2005 ch. 4, p. 91; dictionary head: + karʌ́ṽ",zoller2005,,
bhatr,,ōzɑ̄́r,tools,,,"m; Zoller 2005 ch. 4, p. 91; dictionary head: ōzɑ̄́r (B); dictionary POS: n.m",zoller2005,,
Mai-Jijal,,ōṭṑ,"hey, hello!",,,"interj; Zoller 2005 ch. 4, p. 91; dictionary head: ōṭṑ; dictionary POS: interj",zoller2005,,
Mai-Jijal,,ōrɑ̄́ kɑrʌ́ṽ,,,,"Zoller 2005 ch. 4, p. 91; dictionary head: ōrɑ̄́ kɑrʌ́ṽ",zoller2005,,
Mai-Jijal,,ṑlʌỹ,vertical,,,"adj; derived; Zoller 2005 ch. 4, p. 91; dictionary head: ṑlʌỹ; dictionary POS: adj.f",zoller2005,,← nexṭ
Mai-Jijal,,ṑlʌṽ,vertical,,,"adj; derived; Zoller 2005 ch. 4, p. 91; dictionary head: ṑlʌṽ; dictionary POS: adj.m",zoller2005,,← oēlʌ́ṽ. Ex.: kitɑ̄̀b mḗz-tʌl ṑlʌṽ thū̀ ‘the book stands upright on the table’.
Mai-Jijal,,ōlɑ̄̀d,"children, offspring",,,"f; Zoller 2005 ch. 4, p. 91; dictionary head: ōlɑ̄̀d; dictionary POS: n.f",zoller2005,,
Mai-Shatot,,ṑli,needles of a ﬁr tree,,,"f; Zoller 2005 ch. 4, p. 91; dictionary head: ṑli (Š); dictionary POS: n.f",zoller2005,,
Mai-Jijal,,ṑlē,,,,"Zoller 2005 ch. 4, p. 91; dictionary head: ṑlē and ṑlō̃",zoller2005,,
Mai-Jijal,,ṑlō̃,,,,"Zoller 2005 ch. 4, p. 91; dictionary head: ṑlē and ṑlō̃",zoller2005,,
Mai-Jijal,,ōṣʌ̀ri,the time between 10.00-10.30 am and 12.00 am,,,"f; Zoller 2005 ch. 4, p. 91; dictionary head: ōṣʌ̀ri; dictionary POS: n.f",zoller2005,,
Mai-Jijal,,ōṣʌ̀rī̃ vʌ̀x,,,,"m; Zoller 2005 ch. 4, p. 91; dictionary head: ōṣʌ̀rī̃ vʌ̀x (n1); dictionary POS: n.m",zoller2005,,
Mai-Jijal,,kɑ̀h,if,,,"conj; Zoller 2005 ch. 4, p. 92; dictionary head: kɑ̀h; dictionary POS: conj",zoller2005,,
Mai-Jijal,,kʌ́ēth,a type of tree,,,"f; Zoller 2005 ch. 4, p. 92; dictionary head: kʌ́ēth, kāthī̀; dictionary POS: n.f",zoller2005,,
Mai-Jijal,,kāthī̀,a type of tree,,,"f; Zoller 2005 ch. 4, p. 92; dictionary head: kʌ́ēth, kāthī̀; dictionary POS: n.f",zoller2005,,
Gowro,,kao,an olive tree (used for getting an oil),,,"m; Zoller 2005 ch. 4, p. 92; dictionary head: kao, kē (G); dictionary POS: n.m",zoller2005,,
Gowro,,kē,an olive tree (used for getting an oil),,,"m; Zoller 2005 ch. 4, p. 92; dictionary head: kao, kē (G); dictionary POS: n.m",zoller2005,,
Gowro,2815,kák-pākh,sorting out,,,"adj; Zoller 2005 ch. 4, p. 92; dictionary head: kák-pākh (G); dictionary POS: adj",zoller2005,,< karká- (2815)?
Gowro,,kák-pākh ghō̃́,to sort out,,,"Zoller 2005 ch. 4, p. 92; dictionary head: + ghō̃́",zoller2005,,
Gowro,,kakʌrō̃́,to cackle (as a hen),,,"verb; Zoller 2005 ch. 4, p. 92; dictionary head: kakʌrō̃́ (G); dictionary POS: v.i",zoller2005,,
Mai-Jijal,,kʌkuìli,a cuckoo,,,"f; Zoller 2005 ch. 4, p. 93; dictionary head: kʌkuìli, -ah; dictionary POS: n.f",zoller2005,,
Mai-Jijal,2998,kʌkū́,an elder sister,,,"f; Zoller 2005 ch. 4, p. 93; dictionary head: kʌkū́, -ṓ; dictionary POS: n.f",zoller2005,,< *kākka- (2998).
Mai-Jijal,2820,kʌkrī̀,fontanella,,,"f; Zoller 2005 ch. 4, p. 93; dictionary head: kʌkrī̀, -ah (J, Š); kakrī́, kakréy (G); dictionary POS: n.f",zoller2005,,< karkara-2 (2820).
Mai-Shatot,2820,kʌkrī̀,fontanella,,,"f; Zoller 2005 ch. 4, p. 93; dictionary head: kʌkrī̀, -ah (J, Š); kakrī́, kakréy (G); dictionary POS: n.f",zoller2005,,< karkara-2 (2820).
Gowro,2820,kakrī́,fontanella,,,"f; Zoller 2005 ch. 4, p. 93; dictionary head: kʌkrī̀, -ah (J, Š); kakrī́, kakréy (G); dictionary POS: n.f",zoller2005,,< karkara-2 (2820).
Gowro,2820,kakréy,fontanella,,,"f; Zoller 2005 ch. 4, p. 93; dictionary head: kʌkrī̀, -ah (J, Š); kakrī́, kakréy (G); dictionary POS: n.f",zoller2005,,< karkara-2 (2820).
bhatr,2598,kʌ́ṅg,a comb,,,"m; Zoller 2005 ch. 4, p. 93; dictionary head: kʌ́ṅg (B, G, J), kaṅgáh (Gpl.); dictionary POS: n.m",zoller2005,,< káṅkata- (2598).
Gowro,2598,kʌ́ṅg,a comb,,,"m; Zoller 2005 ch. 4, p. 93; dictionary head: kʌ́ṅg (B, G, J), kaṅgáh (Gpl.); dictionary POS: n.m",zoller2005,,< káṅkata- (2598).
Mai-Jijal,2598,kʌ́ṅg,a comb,,,"m; Zoller 2005 ch. 4, p. 93; dictionary head: kʌ́ṅg (B, G, J), kaṅgáh (Gpl.); dictionary POS: n.m",zoller2005,,< káṅkata- (2598).
bhatr,2598,kaṅgáh,a comb,,,"m; Zoller 2005 ch. 4, p. 93; dictionary head: kʌ́ṅg (B, G, J), kaṅgáh (Gpl.); dictionary POS: n.m",zoller2005,,< káṅkata- (2598).
Gowro,2598,kaṅgáh,a comb,,,"m; Zoller 2005 ch. 4, p. 93; dictionary head: kʌ́ṅg (B, G, J), kaṅgáh (Gpl.); dictionary POS: n.m",zoller2005,,< káṅkata- (2598).
Mai-Jijal,2598,kaṅgáh,a comb,,,"m; Zoller 2005 ch. 4, p. 93; dictionary head: kʌ́ṅg (B, G, J), kaṅgáh (Gpl.); dictionary POS: n.m",zoller2005,,< káṅkata- (2598).
Mai-Jijal,,kʌ́ṅg diyʌ́ṽ,to comb (hair),,,"Zoller 2005 ch. 4, p. 93; dictionary head: + J diyʌ́ṽ and G diō̃́",zoller2005,,
Gowro,,kʌ́ṅg diō̃́,to comb (hair),,,"Zoller 2005 ch. 4, p. 93; dictionary head: + J diyʌ́ṽ and G diō̃́",zoller2005,,
Gowro,,kʌṅgʌ́l,white frost,,,"m; Zoller 2005 ch. 4, p. 93; dictionary head: kʌṅgʌ́l, -àh (G, J); dictionary POS: n.m",zoller2005,,
Mai-Jijal,,kʌṅgʌ́l,white frost,,,"m; Zoller 2005 ch. 4, p. 93; dictionary head: kʌṅgʌ́l, -àh (G, J); dictionary POS: n.m",zoller2005,,
bhatr,,kaṅgɑ̈̄́,a small comb,,,"f; derived; Zoller 2005 ch. 4, p. 93; dictionary head: kaṅgɑ̈̄́ (B); dictionary POS: n.f",zoller2005,,← kʌ̀ṅg.
Mai-Jijal,2604,kʌṅgɑ̄̀l,"poor; out of cash, penniless",,,"adj; Zoller 2005 ch. 4, p. 93; dictionary head: kʌṅgɑ̄̀l 1; dictionary POS: adj",zoller2005,,< *kaṅkāla-2 (2604).
Mai-Jijal,3762,kʌṅgɑ̄̀l,"rinsed, washed",,,"adj; Zoller 2005 ch. 4, p. 93; dictionary head: kʌṅgɑ̄̀l 2; dictionary POS: adj",zoller2005,,< *khaṅkhālayati (3762).
Mai-Jijal,,kʌṅgɑ̄̀l karʌ́ṽ,to wash the dishes,,,"Zoller 2005 ch. 4, p. 93; dictionary head: + karʌ́ṽ",zoller2005,,
Mai-Jijal,2618,kʌ̀ċh,near,,,"adv; Zoller 2005 ch. 4, p. 93; dictionary head: kʌ̀ċh (J); kʌ̀ċʒ (Š); dictionary POS: adv",zoller2005,,< kaccha- (2618). Same as J kʌ̀ṣ
Mai-Shatot,2618,kʌ̀ċʒ,near,,,"adv; Zoller 2005 ch. 4, p. 93; dictionary head: kʌ̀ċh (J); kʌ̀ċʒ (Š); dictionary POS: adv",zoller2005,,< kaccha- (2618). Same as J kʌ̀ṣ
Mai-Jijal,2588,kʌċh,armpit,,,"f; Zoller 2005 ch. 4, p. 93; dictionary head: kʌċh, -ah; dictionary POS: n.f",zoller2005,,< kákṣa-1 (2588). Cf. J kʌšɑ̄̀l.
Mai-Jijal,,kʌċhḗ,somewhere nearby (invisible),,,"adv; derived; compound; Zoller 2005 ch. 4, p. 93; dictionary head: kʌċhḗ; dictionary POS: adv",zoller2005,,← kʌ̀ċh plus -ḗ.
Mai-Jijal,,kʌċhḗ iáṽ,"to come near, approach",,,"Zoller 2005 ch. 4, p. 93; dictionary head: + iáṽ",zoller2005,,
Mai-Jijal,10992,kʌčh lʌsī́,a mixture of milk and water (drunk against stomach pains),,,"f; derived; Zoller 2005 ch. 4, p. 93; dictionary head: kʌčh lʌsī́; dictionary POS: n.f",zoller2005,,← kʌčàh 1 and < lasīkā- (10992).
Mai-Jijal,2613,kʌčàh,"unripe, brittle",,,"adj; Zoller 2005 ch. 4, p. 93; dictionary head: kʌčàh 1; dictionary POS: adj",zoller2005,,< *kacca-1 (2613).
Mai-Jijal,,kʌčàh dharʌ́ṽ,to have a premature birth; to remain unripe,,,"Zoller 2005 ch. 4, p. 93; dictionary head: + dharʌ́ṽ",zoller2005,,
Mai-Jijal,,kʌčɑ̀h,"small (in size, as a person)",,,"adj; Zoller 2005 ch. 4, p. 93; dictionary head: kʌčɑ̀h 2; dictionary POS: adj",zoller2005,,
Mai-Jijal,,kʌ̀č-kʌči,Laut zum Vertreiben von Ziegen,,,"interj; derived; Zoller 2005 ch. 4, p. 94; dictionary head: kʌ̀č-kʌči or kʌ̀čʌy-kʌčʌy; dictionary POS: interj",zoller2005,,← Turk. käči ‘Ziege’ (Berger). Cf. čḗ gʌc̣i and bng. ciā-ciā ‘shout for driving goats’.
Mai-Jijal,,kʌ̀čʌy-kʌčʌy,Laut zum Vertreiben von Ziegen,,,"interj; derived; Zoller 2005 ch. 4, p. 94; dictionary head: kʌ̀č-kʌči or kʌ̀čʌy-kʌčʌy; dictionary POS: interj",zoller2005,,← Turk. käči ‘Ziege’ (Berger). Cf. čḗ gʌc̣i and bng. ciā-ciā ‘shout for driving goats’.
Mai-Jijal,3429,kʌčārī̀,a court,,,"f; Zoller 2005 ch. 4, p. 94; dictionary head: kʌčārī̀, -ah; dictionary POS: n.f",zoller2005,,< *kṛtyagharikā- (3429).
Mai-Jijal,,kʌčālū́,an esculent root (arum colocasia),,,"m; Zoller 2005 ch. 4, p. 94; dictionary head: kʌčālū́, -ṓ; dictionary POS: n.m",zoller2005,,
Mai-Jijal,,kʌčṑṛ,"a (small) sack, shopping bag",,,"m; Zoller 2005 ch. 4, p. 94; dictionary head: kʌčṑṛ, -ah; dictionary POS: n.m",zoller2005,,
Mai-Jijal,,kʌčnī̀,a prostitute,,,"f; Zoller 2005 ch. 4, p. 94; dictionary head: kʌčnī̀, -ah; dictionary POS: n.f",zoller2005,,
Mai-Jijal,,kʌčmāčū̀,"a kind of herb (its leaves are taken against toothache, its red seeds are eaten)",,,"m; Zoller 2005 ch. 4, p. 94; dictionary head: kʌčmāčū̀, -ṑ (note unusual falling accent); dictionary POS: n.m",zoller2005,,
Gowro,,kʌčhʌl,,,,"Zoller 2005 ch. 4, p. 94; dictionary head: kʌčhʌl (G)",zoller2005,,
Mai-Jijal,,kʌc̣ʌ̀ṭh karʌ́ṽ,"to measure (e.g., ground, cloth)",,,"Zoller 2005 ch. 4, p. 94; dictionary head: kʌc̣ʌ̀ṭh karʌ́ṽ",zoller2005,,
Mai-Jijal,,kʌc̣ū́l,resin of the deodar pine (it is used as a chewing gum),,,"m; derived; Zoller 2005 ch. 4, p. 94; dictionary head: kʌc̣ū́l or kʌc̣hū́l; dictionary POS: n.m",zoller2005,,← nexṭ
