Sv,,t͡ʃoːr,four,,t͡ʃoːr,,"knobloch2020sauji[p. 13, Table 2, /r/ final];knobloch2020sauji[p. 14, Table 4, /o/ example 2]",,,knobloch2020sauji:t2:r:final,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,bowɽi,paternal uncle,,bowɽi,,"knobloch2020sauji[p. 13, Table 2, /ɽ/ medial];knobloch2020sauji[p. 14, Table 4, /ɔ/ example 2]",,,knobloch2020sauji:t2:ɽ:medial,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,doːɽ,yesterday,,doːɽ,,"knobloch2020sauji[p. 13, Table 2, /ɽ/ final]",,,knobloch2020sauji:t2:ɽ:final,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,ɬɑː,three,,ɬɑː,,"knobloch2020sauji[p. 13, Table 2, /ɬ/ initial]",,,knobloch2020sauji:t2:ɬ:initial,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,gaːɬ,skin,,gaːɬ,,"knobloch2020sauji[p. 13, Table 2, /ɬ/ final]",,,knobloch2020sauji:t2:ɬ:final,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,lɑː,this,,lɑː,,"knobloch2020sauji[p. 13, Table 2, /l/ initial]",,,knobloch2020sauji:t2:l:initial,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,alo,be,,alo ‘be (pst.msg),,"knobloch2020sauji[p. 13, Table 2, /l/ medial]",,,knobloch2020sauji:t2:l:medial,,,,verb copula pret m sg dialect:Sv:HKAT-sdg:Sau
Sv,,bal,good,,bal,,"knobloch2020sauji[p. 13, Table 2, /l/ final]",,,knobloch2020sauji:t2:l:final,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,laːvu,"child, small",,laːvu,,"knobloch2020sauji[p. 13, Table 2, /v/ medial]",,,knobloch2020sauji:t2:v:medial,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,ǰandraːv,snake,,ǰandraːv,,"knobloch2020sauji[p. 13, Table 2, /v/ final]",,,knobloch2020sauji:t2:v:final,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,jiːnuː,liver,,jiːnuː,,"knobloch2020sauji[p. 13, Table 2, /j/ initial];knobloch2020sauji[p. 13, Table 2, /n/ medial];knobloch2020sauji[p. 14, Table 4, /i/ example 1]",,,knobloch2020sauji:t2:j:initial,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,diːja,both,,diːja,,"knobloch2020sauji[p. 13, Table 2, /j/ medial]",,,knobloch2020sauji:t2:j:medial,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,jeːj,mother,,jeːj,,"knobloch2020sauji[p. 13, Table 2, /j/ final]",,,knobloch2020sauji:t2:j:final,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,miʃa,husband,,miʃa,,"knobloch2020sauji[p. 13, Table 2, /m/ initial];knobloch2020sauji[p. 14, Table 4, /i/ example 2]",,,knobloch2020sauji:t2:m:initial,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,kirmi,worm,,kirmi,,"knobloch2020sauji[p. 13, Table 2, /m/ medial]",,,knobloch2020sauji:t2:m:medial,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,naːm,name,,naːm,,"knobloch2020sauji[p. 13, Table 2, /m/ final]",,,knobloch2020sauji:t2:m:final,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,ban,close,,ban,,"knobloch2020sauji[p. 13, Table 2, /n/ final]",,,knobloch2020sauji:t2:n:final,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,aɳɖoː,egg,,aɳɖoː,,"knobloch2020sauji[p. 13, Table 2, /ɳ/ medial]",,,knobloch2020sauji:t2:ɳ:medial,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,beːɳ,sister,,beːɳ,,"knobloch2020sauji[p. 13, Table 2, /ɳ/ final]",,,knobloch2020sauji:t2:ɳ:final,,,,dialect:Sv:HKAT-sdg:Sau
Sv,,be,we,,be,,"knobloch2020sauji[p. 14, Table 4, /e/ example 1];knobloch2020sauji[p. 20, Table 6, Nominative 1pl];knobloch2020sauji[p. 38, Table 14, row 10];knobloch2020sauji[p. 50, example (86) word 2, data 10_MAN_000512]",,,knobloch2020sauji:t4:e:1,,,,dialect:Sv:HKAT-sdg:Sau nom 1pl pron personal
Sv,,hine:,be,,hine:,,"knobloch2020sauji[p. 14, Table 4, /e/ example 2]",,,knobloch2020sauji:t4:e:2,,,,verb copula m pl dialect:Sv:HKAT-sdg:Sau
Sv,,dɛʃ,ten,,dɛʃ,,"knobloch2020sauji[p. 14, Table 4, /ɛ/ example 1]",,,knobloch2020sauji:t4:ɛ:1,,,,dialect:Sv:HKAT-sdg:Sau
