adil,d591,uṛum,tick,,,source label: A Su.; noun,"burrow-emeneau1972den1[p. 401, entry 508]",,DEN I (1972) records this reflex under old main 508; resolved to current DEDR d591.,burrow-emeneau1972den1:p401:u014:f003,,,,source-addition
maria,d591,uṛm(i),tick,,,source label: Ma.; noun; Voc. 277,"burrow-emeneau1972den1[p. 401, entry 508]",,DEN I (1972) records this reflex under old main 508; resolved to current DEDR d591.,burrow-emeneau1972den1:p401:u014:f004,,,,source-addition
Konda,d600,ūṭpis-,,,,verb; so correct utpis-,"burrow-emeneau1972den1[p. 401, entry 516]",,DEN I (1972) records this reflex under old main 516; resolved to current DEDR d600.,burrow-emeneau1972den1:p401:u016:f002,,,,source-correction
Tulu,d616,oddāḍu,"to struggle, be in distress",,,source label: B-K; verb; Cf. Ko.,"burrow-emeneau1972den1[p. 401, entry 527]",,DEN I (1972) records this reflex under old main 527; resolved to current DEDR d616.,burrow-emeneau1972den1:p401:u018:f001,,,,source-addition
kinwat,d620,uśti māk,wild date (khajira),,,source label: Kin.; noun,"burrow-emeneau1972den1[p. 401, entry 530]",,DEN I (1972) records this reflex under old main 530; resolved to current DEDR d620.,burrow-emeneau1972den1:p401:u019:f001,,,,source-addition
Telugu,d629,puyyi,"a thorny shrub, Capparis sepiaria",,,noun,"burrow-emeneau1972den1[p. 401, entry 540]",,DEN I (1972) records this reflex under old main 540; resolved to current DEDR d629.,burrow-emeneau1972den1:p401:u020:f001,,,,source-addition
Telugu,d645,ūṟaṭa,"taking or recovering breath, being refreshed, consolation, comfort, rest",,,noun,"burrow-emeneau1972den1[p. 401, entry 554]",,DEN I (1972) records this reflex under old main 554; resolved to current DEDR d645.,burrow-emeneau1972den1:p401:u025:f001,,,,source-addition
Telugu,d645,ūṟaḍincu,"to console, comfort, appease",,,verb,"burrow-emeneau1972den1[p. 401, entry 554]",,DEN I (1972) records this reflex under old main 554; resolved to current DEDR d645.,burrow-emeneau1972den1:p401:u025:f003,,,,source-addition
Malayalam,d654,ūrppu,"claim, right",,,noun,"burrow-emeneau1972den1[p. 401, entry 563]",,DEN I (1972) records this reflex under old main 563; resolved to current DEDR d654.,burrow-emeneau1972den1:p401:u028:f001,,,,source-addition
Toda,d656,üry,heat (of fire),,,noun; also,"burrow-emeneau1972den1[p. 401, entry 565]",,DEN I (1972) records this reflex under old main 565; resolved to current DEDR d656.,burrow-emeneau1972den1:p401:u030:f001,,,,source-addition
koya,d656,urbu,sweat,,,source label: Koya Su.; noun,"burrow-emeneau1972den1[p. 401, entry 565]",,DEN I (1972) records this reflex under old main 565; resolved to current DEDR d656.,burrow-emeneau1972den1:p401:u030:f002,,,,source-addition
sova,d656,rūṇ(u),"heat of summer, sweat",,,source label: Sova dial.; noun; comm. by K.,"burrow-emeneau1972den1[p. 401, entry 565]",,DEN I (1972) records this reflex under old main 565; resolved to current DEDR d656.,burrow-emeneau1972den1:p401:u030:f003,,,,source-addition
Pengo,d664,rōnḍa,,,,Corrected from ronda.,"burrow-emeneau1972den1[p. 401, entry 571(a)/(b)]",,DEN I (1972) records this reflex under old main 571; resolved to current DEDR d664.,burrow-emeneau1972den1:p401:u031:f002,,,,source-correction
nanjangud,d751,urbu,to blow off,,,source label: Nanj.; verb,"burrow-emeneau1972den1[p. 401, entry 578]",,DEN I (1972) records this reflex under old main 578; resolved to current DEDR d751.,burrow-emeneau1972den1:p401:u033:f001,,,,source-addition
tiyya,d686,uyiccil,massage,,,source label: Tiyya; noun,"burrow-emeneau1972den1[p. 401, entry 590]",,DEN I (1972) records this reflex under old main 590; resolved to current DEDR d686.,burrow-emeneau1972den1:p401:u036:f001,,,,source-addition
halakki,d687,ulugu,to spit,,,source label: Hal.; verb,"burrow-emeneau1972den1[p. 401, entry 591]",,DEN I (1972) records this reflex under old main 591; resolved to current DEDR d687.,burrow-emeneau1972den1:p401:u037:f002,,,,source-addition
tappu,d687,uri,spittle,,,"source label: Tappu dial., LSB 12.7; noun","burrow-emeneau1972den1[p. 401, entry 591]",,DEN I (1972) records this reflex under old main 591; resolved to current DEDR d687.,burrow-emeneau1972den1:p401:u037:f003,,,,source-addition
mudu,d687,ūḷu,spittle,,,"source label: Mudu dial., LSB 10.10; noun; id.","burrow-emeneau1972den1[p. 401, entry 591]",,DEN I (1972) records this reflex under old main 591; resolved to current DEDR d687.,burrow-emeneau1972den1:p401:u037:f004,,,,source-addition
koya,d688,lum-,to root up earth (pig),,,source label: Ko.; verb; Voc. 3119,"burrow-emeneau1972den1[p. 401, entry 592]",,DEN I (1972) records this reflex under old main 592; resolved to current DEDR d688.,burrow-emeneau1972den1:p401:u038:f002,,,,source-addition
gommu,d688,lumm-,to root,,,source label: Koya T.; verb,"burrow-emeneau1972den1[p. 401, entry 592]",,DEN I (1972) records this reflex under old main 592; resolved to current DEDR d688.,burrow-emeneau1972den1:p401:u038:f003,,,,source-addition
koya,d689,dus-,to comb hair,,,source label: Koya Su.; verb,"burrow-emeneau1972den1[p. 401, entry 593]",,DEN I (1972) records this reflex under old main 593; resolved to current DEDR d689.,burrow-emeneau1972den1:p401:u039:f001,,,,source-addition
Tulu,d694,ule,deer,,,source label: B-K; noun,"burrow-emeneau1972den1[p. 401, entry 598]",,DEN I (1972) records this reflex under old main 598; resolved to current DEDR d694.,burrow-emeneau1972den1:p401:u040:f001,,,,source-addition
Malayalam,d697,oḷḷa,having,,,"source label: K. M. Narayana Menon, p. 36; verb","burrow-emeneau1972den1[p. 401, entry 599]",,DEN I (1972) records this reflex under old main 599; resolved to current DEDR d697.,burrow-emeneau1972den1:p401:u041:f002,,,,source-addition
Tulu,d698,oḷavu,"the mind, secret thought",,,source label: B-K; noun,"burrow-emeneau1972den1[p. 401, entry 600]",,DEN I (1972) records this reflex under old main 600; resolved to current DEDR d698.,burrow-emeneau1972den1:p401:u042:f001,,,,source-addition
Toda,d707,waṟ- (waṟy-),to sleep,,,verb,"burrow-emeneau1972den1[p. 401, entry 606]",,DEN I (1972) records this reflex under old main 606; resolved to current DEDR d707.,burrow-emeneau1972den1:p401:u043:f001,,,,source-addition
adil,d707,variyānā,to bend (tr.),,,source label: SR.; verb; Voc. 3183,"burrow-emeneau1972den1[p. 401, entry 606]",,DEN I (1972) records this reflex under old main 606; resolved to current DEDR d707.,burrow-emeneau1972den1:p401:u043:f002,,,,source-addition
seoni,d707,varah-,to bend (tr.),,,source label: S.; verb,"burrow-emeneau1972den1[p. 401, entry 606]",,DEN I (1972) records this reflex under old main 606; resolved to current DEDR d707.,burrow-emeneau1972den1:p401:u043:f003,,,,source-addition
adil,d707,varī-,to bend (intr.),,,source label: A Su.; verb,"burrow-emeneau1972den1[p. 401, entry 606]",,DEN I (1972) records this reflex under old main 606; resolved to current DEDR d707.,burrow-emeneau1972den1:p401:u043:f004,,,,source-addition
Tulu,d719,rumbu,"galloping, running with speed",,,noun,"burrow-emeneau1972den1[p. 401, entry 617]",,DEN I (1972) records this reflex under old main 617; resolved to current DEDR d719.,burrow-emeneau1972den1:p401:u045:f001,,,,source-addition
Tulu,d719,rummuni,to move hastily,,,verb,"burrow-emeneau1972den1[p. 401, entry 617]",,DEN I (1972) records this reflex under old main 617; resolved to current DEDR d719.,burrow-emeneau1972den1:p401:u045:f002,,,,source-addition
tiyya,d720,oṟayuva,to be frozen,,,source label: Tiyya; verb,"burrow-emeneau1972den1[p. 401, entry 618]",,DEN I (1972) records this reflex under old main 618; resolved to current DEDR d720.,burrow-emeneau1972den1:p401:u046:f001,,,,source-addition
Malayalam,d731,ūyal,,,,Corrected to uñcal.,"burrow-emeneau1972den1[p. 401, entry 629]",,DEN I (1972) records this reflex under old main 629; resolved to current DEDR d731.,burrow-emeneau1972den1:p401:u047:f001,,,,source-correction
Malayalam,d731,ūñcal,,,,Correction of ūyal.,"burrow-emeneau1972den1[p. 401, entry 629]",,DEN I (1972) records this reflex under old main 629; resolved to current DEDR d731.,burrow-emeneau1972den1:p401:u047:f002,,,,source-correction
tiyya,d731,ūññalu,cradle,,,source label: Tiyya; noun,"burrow-emeneau1972den1[p. 401, entry 629]",,DEN I (1972) records this reflex under old main 629; resolved to current DEDR d731.,burrow-emeneau1972den1:p401:u047:f003,,,,source-addition
Pengo,d757,uk- (-t-),to strip off (bark),,,verb,"burrow-emeneau1972den1[p. 401, entry 636]",,DEN I (1972) records this reflex under old main 636; resolved to current DEDR d757.,burrow-emeneau1972den1:p401:u048:f001,,,,source-addition
Tulu,d760,olepu,"to call, invite",,,source label: B-K; verb,"burrow-emeneau1972den1[p. 401, entry 647]",,DEN I (1972) records this reflex under old main 647; resolved to current DEDR d760.,burrow-emeneau1972den1:p401:u052:f002,,,,source-addition
Gondi,d761,hoogoo,a spring of water,,,source label: LuS.; noun,"burrow-emeneau1972den1[p. 401, entry 648]",,DEN I (1972) records this reflex under old main 648; resolved to current DEDR d761.,burrow-emeneau1972den1:p401:u053:f001,,,,source-addition
Telugu,d768,ekadoṭṭu,to increase,,,verb,"burrow-emeneau1972den1[p. 401, entry 655]",,DEN I (1972) records this reflex under old main 655; resolved to current DEDR d768.,burrow-emeneau1972den1:p401:u055:f001,,,,source-addition
tappu,d772,ikḷu,hiccough,,,"source label: Tappu dial., LSB 9.4; noun","burrow-emeneau1972den1[p. 401, entry 659]",,DEN I (1972) records this reflex under old main 659; resolved to current DEDR d772.,burrow-emeneau1972den1:p401:u056:f001,,,,source-addition
koya,d772,ekku,to belch,,,source label: Koya Su.; verb,"burrow-emeneau1972den1[p. 401, entry 659]",,DEN I (1972) records this reflex under old main 659; resolved to current DEDR d772.,burrow-emeneau1972den1:p401:u056:f002,,,,source-addition
Pengo,d793,eja ki-,,,,[so correct DEDS],"burrow-emeneau1972den1[p. 401, entry 678]",,DEN I (1972) records this reflex under old main 678; resolved to current DEDR d793.,burrow-emeneau1972den1:p401:u060:f001,,,,source-correction
Telugu,d796,etubarikã̄ḍu,a thief,,,noun,"burrow-emeneau1972den1[p. 401, entry 681]",,DEN I (1972) records this reflex under old main 681; resolved to current DEDR d796.,burrow-emeneau1972den1:p401:u061:f002,,,,source-addition
adil,d800,rēsk-,to fan,,,source label: A Su.; verb,"burrow-emeneau1972den1[p. 401, entry 686]",,DEN I (1972) records this reflex under old main 686; resolved to current DEDR d800.,burrow-emeneau1972den1:p401:u062:f001,,,,source-addition
Konda,d800,ṟīnz- (-it-),"to fan, wave",,,verb,"burrow-emeneau1972den1[p. 401, entry 686]",,DEN I (1972) records this reflex under old main 686; resolved to current DEDR d800.,burrow-emeneau1972den1:p401:u062:f002,,,,source-addition
Telugu,d811,talay-ēru,headache,,,source label: K.; noun,"burrow-emeneau1972den1[p. 401, entry 694]",,DEN I (1972) records this reflex under old main 694; resolved to current DEDR d811.,burrow-emeneau1972den1:p401:u063:f001,,,,source-addition
koya,d813,ērg-,to defecate,,,source label: Koya Su.; verb,"burrow-emeneau1972den1[p. 401, entry 696]",,DEN I (1972) records this reflex under old main 696; resolved to current DEDR d813.,burrow-emeneau1972den1:p401:u064:f001,,,,source-addition
Tulu,d815,eru,ox,,,source label: B-K,"burrow-emeneau1972den1[p. 402, entry 698]",,DEN I (1972) records this reflex under old main 698; resolved to current DEDR d815.,burrow-emeneau1972den1:p402:u001:f001,,,,source-addition
maria,d817,erm ney,wild dog,,,source label: Ma.; Voc. 353,"burrow-emeneau1972den1[p. 402, entry 700]",,DEN I (1972) records this reflex under old main 700; resolved to current DEDR d817.,burrow-emeneau1972den1:p402:u003:f001,,,,source-addition
durg,d817,erom nay,wild dog,,,source label: D.; Voc. 353,"burrow-emeneau1972den1[p. 402, entry 700]",,DEN I (1972) records this reflex under old main 700; resolved to current DEDR d817.,burrow-emeneau1972den1:p402:u003:f002,,,,source-addition
mudu,d826,eŋkili,branch,,,"source label: Mudu dial., LSB 12.7","burrow-emeneau1972den1[p. 402, entry 705]",,DEN I (1972) records this reflex under old main 705; resolved to current DEDR d826.,burrow-emeneau1972den1:p402:u004:f002,,,,source-addition
Toda,d844,elm,all,,,noun; object form elnm; dative form eltkm; only in songs; noun + o's + elm; rare in prose,"burrow-emeneau1972den1[p. 402, entry 718]",,DEN I (1972) records this reflex under old main 718; resolved to current DEDR d844.,burrow-emeneau1972den1:p402:u005:f001,,,,source-addition
Toda,d844,el,all,,,id.; rare in prose,"burrow-emeneau1972den1[p. 402, entry 718]",,DEN I (1972) records this reflex under old main 718; resolved to current DEDR d844.,burrow-emeneau1972den1:p402:u005:f002,,,,source-addition
Toda,d844,nïm elom,all of you,,,cf. Ta. ellam,"burrow-emeneau1972den1[p. 402, entry 718]",,DEN I (1972) records this reflex under old main 718; resolved to current DEDR d844.,burrow-emeneau1972den1:p402:u005:f003,,,,source-addition
Telugu,d851,eccarincu,,,,target of =,"burrow-emeneau1972den1[p. 402, entry 723(b)]",,DEN I (1972) records this variant under old main 723; resolved to current DEDR d851.,burrow-emeneau1972den1:p402:u007:f002,,,,source-addition variant
tiyya,d911,ēya,poor person,,,source label: Tiyya,"burrow-emeneau1972den1[p. 402, entry 728]",,DEN I (1972) records this reflex under old main 728; resolved to current DEDR d911.,burrow-emeneau1972den1:p402:u008:f001,,,,source-addition
Kota,d859,e·r(p) pa·ṛ,pain of wound,,,,"burrow-emeneau1972den1[p. 402, entry 731]",,DEN I (1972) records this reflex under old main 731; resolved to current DEDR d859.,burrow-emeneau1972den1:p402:u009:f001,,,,source-addition
Konda,d868,in- (iR-),"to say, speak",,,,"burrow-emeneau1972den1[p. 402, entry 737]",,DEN I (1972) records this reflex under old main 737; resolved to current DEDR d868.,burrow-emeneau1972den1:p402:u010:f001,,,,source-addition
Tamil,d878,ēcaṟavu,"regret, penitence",,,,"burrow-emeneau1972den1[p. 402, entry 747]",,DEN I (1972) records this reflex under old main 747; resolved to current DEDR d878.,burrow-emeneau1972den1:p402:u011:f001,,,,source-addition
Tamil,d880,ēcu,"fault, blemish",,,,"burrow-emeneau1972den1[p. 402, entry 748]",,DEN I (1972) records this reflex under old main 748; resolved to current DEDR d880.,burrow-emeneau1972den1:p402:u012:f001,,,,source-addition
Kurux,d885,ēḍer,green parrot,,,source label: Hahn,"burrow-emeneau1972den1[p. 402, entry 755]",,DEN I (1972) records this reflex under old main 755; resolved to current DEDR d885.,burrow-emeneau1972den1:p402:u013:f001,,,,source-addition
Kurux,d885,ēḍer,parrot,,,source label: Tiga; Pfeiffer records Tiga,"burrow-emeneau1972den1[p. 402, entry 755]",,DEN I (1972) records this variant under old main 755; resolved to current DEDR d885.,burrow-emeneau1972den1:p402:u013:f002,,,,source-addition variant
tiyya,d897,ēmpiḷa,a belch,,,source label: Tiyya,"burrow-emeneau1972den1[p. 402, entry 759]",,DEN I (1972) records this reflex under old main 759; resolved to current DEDR d897.,burrow-emeneau1972den1:p402:u014:f001,,,,source-addition
koya,d905,ēn-,"to receive, hold both the palms together in the shape of a receptacle",,,source label: Koya Su.; Voc. 380,"burrow-emeneau1972den1[p. 402, entry 766]",,DEN I (1972) records this reflex under old main 766; resolved to current DEDR d905.,burrow-emeneau1972den1:p402:u015:f001,,,,source-addition
Konda,d915,nēspa- (-t-),"to clean or winnow (rice, etc.)",,,,"burrow-emeneau1972den1[p. 402, entry 775]",,DEN I (1972) records this reflex under old main 775; resolved to current DEDR d915.,burrow-emeneau1972den1:p402:u016:f001,,,,source-addition
Malayalam,d924,oppanam,"ornamentation, decoration",,,source label: Kauṭ.,"burrow-emeneau1972den1[p. 402, entry 781]",,DEN I (1972) records this reflex under old main 781; resolved to current DEDR d924.,burrow-emeneau1972den1:p402:u018:f001,,,,source-addition
Telugu,d924,oppamu,beauty,,,source label: SAN,"burrow-emeneau1972den1[p. 402, entry 781]",,DEN I (1972) records this reflex under old main 781; resolved to current DEDR d924.,burrow-emeneau1972den1:p402:u018:f002,,,,source-addition
tappu,d926,ogi,to cut,,,"source label: Tappu dial., LSB 9.11","burrow-emeneau1972den1[p. 402, entry 783]",,DEN I (1972) records this reflex under old main 783; resolved to current DEDR d926.,burrow-emeneau1972den1:p402:u019:f001,,,,source-addition
maria,d926,uhcānā,to scratch,,,source label: M.; Voc. 304,"burrow-emeneau1972den1[p. 402, entry 783]",,DEN I (1972) records this reflex under old main 783; resolved to current DEDR d926.,burrow-emeneau1972den1:p402:u019:f002,,,,source-addition
Telugu,d954,uḍupu,"to remove, efface, wipe away",,,,"burrow-emeneau1972den1[p. 402, entry 804]",,DEN I (1972) records this reflex under old main 804; resolved to current DEDR d954.,burrow-emeneau1972den1:p402:u021:f003,,,,source-addition
Konda,d990,or-neṇḍ,one day,,,,"burrow-emeneau1972den1[p. 402, entry 834]",,DEN I (1972) records this reflex under old main 834; resolved to current DEDR d990.,burrow-emeneau1972den1:p402:u025:f001,,,,source-addition
Konda,d990,orsu,once,,,comment by K.,"burrow-emeneau1972den1[p. 402, entry 834]",,DEN I (1972) records this reflex under old main 834; resolved to current DEDR d990.,burrow-emeneau1972den1:p402:u025:f002,,,,source-addition
Toda,d990,wïḏïnaṛ,"at once, immediately",,,"< widi' nar, one step only","burrow-emeneau1972den1[p. 402, entry 834]",,DEN I (1972) records this reflex under old main 834; resolved to current DEDR d990.,burrow-emeneau1972den1:p402:u025:f004,,,,source-addition
tiyya,d996,oli,howling,,,source label: Tiyya,"burrow-emeneau1972den1[p. 402, entry 837]",,DEN I (1972) records this reflex under old main 837; resolved to current DEDR d996.,burrow-emeneau1972den1:p402:u027:f001,,,,source-addition
Tamil,d997,ulavai,"green twig with leaves upon it, branch of a tree, grove",,,here rather than with 2200,"burrow-emeneau1972den1[p. 402, entry 838]",,DEN I (1972) records this reflex under old main 838; resolved to current DEDR d997.,burrow-emeneau1972den1:p402:u028:f001,,,,source-addition
tiyya,d999,olu,water current,,,source label: Tiyya,"burrow-emeneau1972den1[p. 402, entry 840]",,DEN I (1972) records this reflex under old main 840; resolved to current DEDR d999.,burrow-emeneau1972den1:p402:u029:f001,,,,source-addition
Telugu,d1009,uḍupu,"to remove, efface, wipe away",,,,"burrow-emeneau1972den1[p. 402, entry 848]",,DEN I (1972) records this reflex under old main 848; resolved to current DEDR d1009.,burrow-emeneau1972den1:p402:u032:f003,,,,source-addition
tappu,d1015,oṇpi,to hide,,,"source label: Tappu dial., LSB 12.7","burrow-emeneau1972den1[p. 402, entry 853]",,DEN I (1972) records this reflex under old main 853; resolved to current DEDR d1015.,burrow-emeneau1972den1:p402:u033:f001,,,,source-addition
Tamil,d1071,ōr̤,to copulate,,,"Annamalai, p. 875","burrow-emeneau1972den1[p. 402, entry 904]",,DEN I (1972) records this reflex under old main 904; resolved to current DEDR d1071.,burrow-emeneau1972den1:p402:u038:f001,,,,source-addition
Kuwi,d1097,kaskeri,centipede,,,source label: S.,"burrow-emeneau1972den1[p. 402, entry 920]",,DEN I (1972) records this reflex under old main 920; resolved to current DEDR d1097.,burrow-emeneau1972den1:p402:u041:f001,,,,source-addition
Gondi,d1104,kusee,itch,,,source label: LuS.,"burrow-emeneau1972den1[p. 402, entry 925]",,DEN I (1972) records this reflex under old main 925; resolved to current DEDR d1104.,burrow-emeneau1972den1:p402:u042:f001,,,,source-addition
Toda,d1109,kaḍ fo·y,corner of mouth,,,,"burrow-emeneau1972den1[p. 402, entry 929]",,DEN I (1972) records this reflex under old main 929; resolved to current DEDR d1109.,burrow-emeneau1972den1:p402:u043:f001,,,,source-addition
salur,d1109,karr-,to yean,,,source label: S.,"burrow-emeneau1972den1[p. 402, entry 929]",,DEN I (1972) records this reflex under old main 929; resolved to current DEDR d1109.,burrow-emeneau1972den1:p402:u043:f002,,,,source-addition
pottangi,d1109,kar-,to give birth to,,,source label: P.,"burrow-emeneau1972den1[p. 402, entry 929]",,DEN I (1972) records this variant under old main 929; resolved to current DEDR d1109.,burrow-emeneau1972den1:p402:u043:f003,,,,source-addition variant
Telugu,d1110,kaṭa kaṭa,"a crackling noise, as in chewing, etc.",,,source label: B.,"burrow-emeneau1972den1[p. 402, entry 930(b)]",,DEN I (1972) records this reflex under old main 930; resolved to current DEDR d1110.,burrow-emeneau1972den1:p402:u044:f001,,,,source-addition
tiyya,d1113,kaṭama,duty,,,source label: Tiyya,"burrow-emeneau1972den1[p. 402, entry 934]",,DEN I (1972) records this reflex under old main 934; resolved to current DEDR d1113.,burrow-emeneau1972den1:p402:u045:f001,,,,source-addition
Toda,d1116,koḍb,sp. tree; the cadamba,,,probably a borrowed name,"burrow-emeneau1972den1[p. 402, entry 937]",,DEN I (1972) records this reflex under old main 937; resolved to current DEDR d1116.,burrow-emeneau1972den1:p402:u047:f001,,,,source-addition
koya,d1117,kāṇḍrūm,hornet,,,source label: Koya Su.,"burrow-emeneau1972den1[p. 402, entry 938]",,DEN I (1972) records this reflex under old main 938; resolved to current DEDR d1117.,burrow-emeneau1972den1:p402:u048:f001,,,,source-addition
Telugu,d1118,kaḍalu,a wave,,,,"burrow-emeneau1972den1[p. 402, entry 939]",,DEN I (1972) records this reflex under old main 939; resolved to current DEDR d1118.,burrow-emeneau1972den1:p402:u049:f001,,,,source-addition
Telugu,d1118,kaḍalu-konu,"to swell, rise, increase",,,or the latter with 1137 Ta. karal,"burrow-emeneau1972den1[p. 402, entry 939]",,DEN I (1972) records this derived under old main 939; resolved to current DEDR d1118.,burrow-emeneau1972den1:p402:u049:f002,,,,source-addition derived
Brahui,d1124,gaṭ,,,,,"burrow-emeneau1972den1[p. 402, entry 945]",,DEN I (1972) records this reflex under old main 945; resolved to current DEDR d1124.,burrow-emeneau1972den1:p402:u050:f001,,,,source-addition
Malayalam,d1135,kaṭayuka,to pain,,,,"burrow-emeneau1972den1[p. 402, entry 952]",,DEN I (1972) records this reflex under old main 952; resolved to current DEDR d1135.,burrow-emeneau1972den1:p402:u051:f001,,,,source-addition
tiyya,d1135,kaṭaccilu,pain,,,source label: Tiyya,"burrow-emeneau1972den1[p. 402, entry 952]",,DEN I (1972) records this variant under old main 952; resolved to current DEDR d1135.,burrow-emeneau1972den1:p402:u051:f002,,,,source-addition variant
Malayalam,d1140,kāṭan,"wild hog, tom-cat, male tiger",,,,"burrow-emeneau1972den1[p. 402, entry 956]",,DEN I (1972) records this reflex under old main 956; resolved to current DEDR d1140.,burrow-emeneau1972den1:p402:u053:f001,,,,source-addition
Tulu,d1141,kaḍañjige,kneading,,,source label: B-K,"burrow-emeneau1972den1[p. 402, entry 957]",,DEN I (1972) records this reflex under old main 957; resolved to current DEDR d1141.,burrow-emeneau1972den1:p402:u054:f001,,,,source-addition
Toda,d1147,koṭy,a tie,,,in ti'l goṭy and po'l goṭy,"burrow-emeneau1972den1[p. 402, entry 961]",,DEN I (1972) records this reflex under old main 961; resolved to current DEDR d1147.,burrow-emeneau1972den1:p402:u055:f001,,,,source-addition
mandla,d1147,kaṭṭitānā,"to adhere, be attached to",,,source label: Ph.; Voc. 476,"burrow-emeneau1972den1[p. 402, entry 961]",,DEN I (1972) records this reflex under old main 961; resolved to current DEDR d1147.,burrow-emeneau1972den1:p402:u055:f002,,,,source-addition
Toda,d1148,koṭ- (koṭy-),"(blister) to form, swell",,,,"burrow-emeneau1972den1[p. 402, entry 962]",,DEN I (1972) records this reflex under old main 962; resolved to current DEDR d1148.,burrow-emeneau1972den1:p402:u056:f001,,,,source-addition
Tulu,d1150,kaṭṭů,essence,,,source label: B-K,"burrow-emeneau1972den1[p. 402, entry 964]",,DEN I (1972) records this reflex under old main 964; resolved to current DEDR d1150.,burrow-emeneau1972den1:p402:u057:f001,,,,source-addition
Tulu,d1150,bēḷeta kaṭṭů,decoction of pulses,,,source label: B-K; cf. 3639 Ka. beḷe,"burrow-emeneau1972den1[p. 402, entry 964]",,DEN I (1972) records this derived under old main 964; resolved to current DEDR d1150.,burrow-emeneau1972den1:p402:u057:f002,,,,source-addition derived
Toda,d1166,kaṇ koty,dagger-shaped knife burned with,,,entry continues on next page,"burrow-emeneau1972den1[p. 402, entry 979]",,DEN I (1972) records this reflex under old main 979; resolved to current DEDR d1166.,burrow-emeneau1972den1:p402:u060:f001,,,,source-addition
Tamil,d1180,kaṇṭai,a small cloth for wear,,,,"burrow-emeneau1972den1[p. 403, entry 991]",,DEN I (1972) records this reflex under old main 991; resolved to current DEDR d1180.,burrow-emeneau1972den1:p403:u002:f001,,,,source-addition
Tulu,d1188,kade,to shake,,,"source label: D. N. S. Bhat, LSB 7.3; verb","burrow-emeneau1972den1[p. 403, entry 999]",,DEN I (1972) records this reflex under old main 999; resolved to current DEDR d1188.,burrow-emeneau1972den1:p403:u004:f001,,,,source-addition
mudu,d1207,kanti,to kindle,,,"source label: Mudu dial., LSB 10.10; verb","burrow-emeneau1972den1[p. 403, entry 1014]",,DEN I (1972) records this reflex under old main 1014; resolved to current DEDR d1207.,burrow-emeneau1972den1:p403:u006:f001,,,,source-addition
gommu,d1208,katt-,to cut,,,source label: Koya T.; verb,"burrow-emeneau1972den1[p. 403, entry 1015]",,DEN I (1972) records this reflex under old main 1015; resolved to current DEDR d1208.,burrow-emeneau1972den1:p403:u007:f001,,,,source-addition
Tulu,d1223,gaḷp-,to dig,,,"source label: D.N.S. Bhat, p. 13; verb","burrow-emeneau1972den1[p. 403, entry 1026]",,DEN I (1972) records this reflex under old main 1026; resolved to current DEDR d1223.,burrow-emeneau1972den1:p403:u009:f002,,,,source-addition
Kodagu,d1224,kappe,toad,,,,"burrow-emeneau1972den1[p. 403, entry 1027]",,DEN I (1972) records this reflex under old main 1027; resolved to current DEDR d1224.,burrow-emeneau1972den1:p403:u010:f001,,,,source-correction
Tulu,d1233,kamu,areca-nut tree,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1033]",,DEN I (1972) records this reflex under old main 1033; resolved to current DEDR d1233.,burrow-emeneau1972den1:p403:u011:f001,,,,source-addition
Tulu,d1233,kaṅgů,areca-nut tree,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1033]",,DEN I (1972) records this variant under old main 1033; resolved to current DEDR d1233.,burrow-emeneau1972den1:p403:u011:f002,,,,source-addition variant
Telugu,d1241,kambi,,,,,"burrow-emeneau1972den1[p. 403, entry 1038]",,DEN I (1972) records this reflex under old main 1038; resolved to current DEDR d1241.,burrow-emeneau1972den1:p403:u013:f002,,,,source-correction
tiyya,d1245,kammalu,ear-ring,,,source label: Tiyya,"burrow-emeneau1972den1[p. 403, entry 1043]",,DEN I (1972) records this reflex under old main 1043; resolved to current DEDR d1245.,burrow-emeneau1972den1:p403:u014:f001,,,,source-addition
adil,d1249,kaymūl,bitterness,,,source label: A Su.,"burrow-emeneau1972den1[p. 403, entry 1047]",,DEN I (1972) records this reflex under old main 1047; resolved to current DEDR d1249.,burrow-emeneau1972den1:p403:u015:f001,,,,source-addition
Telugu,d1267,geṇṭe,"spoon, ladle",,,,"burrow-emeneau1972den1[p. 403, entry 1063]",,DEN I (1972) records this reflex under old main 1063; resolved to current DEDR d1267.,burrow-emeneau1972den1:p403:u017:f001,,,,source-addition
Telugu,d1267,gaṇṭe,"spoon, ladle",,,,"burrow-emeneau1972den1[p. 403, entry 1063]",,DEN I (1972) records this variant under old main 1063; resolved to current DEDR d1267.,burrow-emeneau1972den1:p403:u017:f002,,,,source-addition variant
Toda,d1279,kef ïr,,,,,"burrow-emeneau1972den1[p. 403, entry 1074]",,DEN I (1972) records this reflex under old main 1074; resolved to current DEDR d1279.,burrow-emeneau1972den1:p403:u020:f002,,,,source-correction
Telugu,d1283,kaṟada,,,,,"burrow-emeneau1972den1[p. 403, entry 1078]",,DEN I (1972) records this reflex under old main 1078; resolved to current DEDR d1283.,burrow-emeneau1972den1:p403:u021:f001,,,,source-addition
