koya,d1292,karṅ-,to melt,,,source label: Koya Su.; verb,"burrow-emeneau1972den1[p. 403, entry 1086]",,DEN I (1972) records this reflex under old main 1086; resolved to current DEDR d1292.,burrow-emeneau1972den1:p403:u023:f001,,,,source-addition
Tulu,d1325,kappu,fork of a wooden post,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1113]",,DEN I (1972) records this reflex under old main 1113; resolved to current DEDR d1325.,burrow-emeneau1972den1:p403:u024:f001,,,,source-addition
Tamil,d1333,"kavi (-v-, -nt-)","to break down (as the bank of a river), crash, fall",,,verb,"burrow-emeneau1972den1[p. 403, entry 1129]",,DEN I (1972) records this reflex under old main 1129; resolved to current DEDR d1333.,burrow-emeneau1972den1:p403:u027:f001,,,,source-addition
Tulu,d1347,kaḍeñji,molucca bean,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1134]",,DEN I (1972) records this reflex under old main 1134; resolved to current DEDR d1347.,burrow-emeneau1972den1:p403:u028:f001,,,,source-addition
Tulu,d1347,kaḷeñji,molucca bean,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1134]",,DEN I (1972) records this variant under old main 1134; resolved to current DEDR d1347.,burrow-emeneau1972den1:p403:u028:f002,,,,source-addition variant
Tulu,d1350,kaḷale,a swelling at the joints,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1137]",,DEN I (1972) records this reflex under old main 1137; resolved to current DEDR d1350.,burrow-emeneau1972den1:p403:u030:f001,,,,source-addition
Telugu,d1350,kaḍalu-konu,"to swell, rise, increase",,,verb,"burrow-emeneau1972den1[p. 403, entry 1137]",,DEN I (1972) records this reflex under old main 1137; resolved to current DEDR d1350.,burrow-emeneau1972den1:p403:u030:f003,,,,source-addition
tiyya,d1357,kayivu,ability,,,source label: Tiyya,"burrow-emeneau1972den1[p. 403, entry 1143]",,DEN I (1972) records this reflex under old main 1143; resolved to current DEDR d1357.,burrow-emeneau1972den1:p403:u033:f001,,,,source-addition
Tulu,d1362,kaḷu,vulture,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1147]",,DEN I (1972) records this reflex under old main 1147; resolved to current DEDR d1362.,burrow-emeneau1972den1:p403:u035:f001,,,,source-addition
Tulu,d1362,karu,vulture,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1147]",,DEN I (1972) records this variant under old main 1147; resolved to current DEDR d1362.,burrow-emeneau1972den1:p403:u035:f002,,,,source-addition variant
Tulu,d1370,karu,rafter,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1155]",,DEN I (1972) records this reflex under old main 1155; resolved to current DEDR d1370.,burrow-emeneau1972den1:p403:u036:f005,,,,source-addition
Tulu,d1370,garu,rafter,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1155]",,DEN I (1972) records this variant under old main 1155; resolved to current DEDR d1370.,burrow-emeneau1972den1:p403:u036:f006,,,,source-addition variant
Tulu,d1370,gaḷu,rafter,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1155]",,DEN I (1972) records this variant under old main 1155; resolved to current DEDR d1370.,burrow-emeneau1972den1:p403:u036:f007,,,,source-addition variant
Tulu,d1374,kari,toddy,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1158]",,DEN I (1972) records this reflex under old main 1158; resolved to current DEDR d1374.,burrow-emeneau1972den1:p403:u037:f001,,,,source-addition
Tulu,d1374,kali,toddy,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1158]",,DEN I (1972) records this variant under old main 1158; resolved to current DEDR d1374.,burrow-emeneau1972den1:p403:u037:f002,,,,source-addition variant
Tulu,d1374,kaḷi,toddy,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1158]",,DEN I (1972) records this variant under old main 1158; resolved to current DEDR d1374.,burrow-emeneau1972den1:p403:u037:f003,,,,source-addition variant
Konda,d1379,ēṟu kali,water and gruel,,,"source label: Krishnamurti, p. 241","burrow-emeneau1972den1[p. 403, entry 1162]",,DEN I (1972) records this reflex under old main 1162; resolved to current DEDR d1379.,burrow-emeneau1972den1:p403:u039:f001,,,,source-addition
betul,d1389,karrē,the long thin pole of a carrying yoke,,,source label: Tr.,"burrow-emeneau1972den1[p. 403, entry 1169]",,DEN I (1972) records this reflex under old main 1169; resolved to current DEDR d1389.,burrow-emeneau1972den1:p403:u040:f001,,,,source-addition
Kuwi,d1392,kahū,a game,,,source label: F.,"burrow-emeneau1972den1[p. 403, entry 1172]",,DEN I (1972) records this reflex under old main 1172; resolved to current DEDR d1392.,burrow-emeneau1972den1:p403:u041:f001,,,,source-addition
Toda,d1395,kar,"enmity, anger",,,,"burrow-emeneau1972den1[p. 403, entry 1175]",,DEN I (1972) records this reflex under old main 1175; resolved to current DEDR d1395.,burrow-emeneau1972den1:p403:u042:f001,,,,source-addition
Tulu,d1395,kaje,stain on the teeth,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1175]",,DEN I (1972) records this reflex under old main 1175; resolved to current DEDR d1395.,burrow-emeneau1972den1:p403:u042:f002,,,,source-addition
Telugu,d1411,kāncu,"to bear, produce, bring forth",,,verb,"burrow-emeneau1972den1[p. 403, entry 1187]",,DEN I (1972) records this reflex under old main 1187; resolved to current DEDR d1411.,burrow-emeneau1972den1:p403:u043:f001,,,,source-addition
Telugu,d1411,kānupu,bringing forth a child,,,,"burrow-emeneau1972den1[p. 403, entry 1187]",,DEN I (1972) records this derived under old main 1187; resolved to current DEDR d1411.,burrow-emeneau1972den1:p403:u043:f002,,,,source-addition derived
Konda,d1411,kās- (-t-),"to bring forth young (of human beings), bear children",,,verb,"burrow-emeneau1972den1[p. 403, entry 1187]",,DEN I (1972) records this reflex under old main 1187; resolved to current DEDR d1411.,burrow-emeneau1972den1:p403:u043:f003,,,,source-addition
Tulu,d1414,kanno,sugar-cane,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1190]",,DEN I (1972) records this reflex under old main 1190; resolved to current DEDR d1414.,burrow-emeneau1972den1:p403:u045:f001,,,,source-addition
barkur,d1446,katta,coconut fiber,,,"source label: Barkur, LSB 11.8","burrow-emeneau1972den1[p. 403, entry 1212]",,DEN I (1972) records this reflex under old main 1212; resolved to current DEDR d1446.,burrow-emeneau1972den1:p403:u048:f001,,,,source-addition
Telugu,d1459,kācu,"to bear or produce (fruit), be fruitful, be produced (as fruit)",,,verb,"burrow-emeneau1972den1[p. 403, entry 1220]",,DEN I (1972) records this reflex under old main 1220; resolved to current DEDR d1459.,burrow-emeneau1972den1:p403:u050:f001,,,,source-correction
Tulu,d1474,karapu,to gnaw with the teeth as rats or squirrels do with a fruit,,,source label: B-K; verb,"burrow-emeneau1972den1[p. 403, entry 1233]",,DEN I (1972) records this reflex under old main 1233; resolved to current DEDR d1474.,burrow-emeneau1972den1:p403:u053:f001,,,,source-addition
koya,d1478,kār-,(water) to leak,,,source label: Koya Su.; verb,"burrow-emeneau1972den1[p. 403, entry 1237]",,DEN I (1972) records this reflex under old main 1237; resolved to current DEDR d1478.,burrow-emeneau1972den1:p403:u054:f003,,,,source-addition
tiyya,d1480,kāva,gutter,,,source label: Tiyya,"burrow-emeneau1972den1[p. 403, entry 1239]",,DEN I (1972) records this reflex under old main 1239; resolved to current DEDR d1480.,burrow-emeneau1972den1:p403:u056:f001,,,,source-addition
Telugu,d1490,gavarana,redness,,,,"burrow-emeneau1972den1[p. 403, entry 1249]",,DEN I (1972) records this reflex under old main 1249; resolved to current DEDR d1490.,burrow-emeneau1972den1:p403:u057:f001,,,,source-addition
Kannada,d1510,kicikil,to neigh,,,verb,"burrow-emeneau1972den1[p. 403, entry 1268]",,DEN I (1972) records this reflex under old main 1268; resolved to current DEDR d1510.,burrow-emeneau1972den1:p403:u058:f001,,,,source-addition
Pengo,d1511,kickica,"filthy, disgusting; disgust",,,,"burrow-emeneau1972den1[p. 403, entry 1269]",,DEN I (1972) records this reflex under old main 1269; resolved to current DEDR d1511.,burrow-emeneau1972den1:p403:u059:f002,,,,source-addition
Tulu,d1512,citturli,an orange,,,,"burrow-emeneau1972den1[p. 403, entry 1270]",,DEN I (1972) records this reflex under old main 1270; resolved to current DEDR d1512.,burrow-emeneau1972den1:p403:u060:f001,,,,source-addition
Tulu,d1512,citlipuḷi,a kind of orange,,,,"burrow-emeneau1972den1[p. 403, entry 1270]",,DEN I (1972) records this derived under old main 1270; resolved to current DEDR d1512.,burrow-emeneau1972den1:p403:u060:f002,,,,source-addition derived
Tulu,d1512,citturli,an orange,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1270]",,DEN I (1972) records this variant under old main 1270; resolved to current DEDR d1512.,burrow-emeneau1972den1:p403:u060:f003,,,,source-addition variant
Tulu,d1512,cittupuḷi,an orange,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1270]",,DEN I (1972) records this variant under old main 1270; resolved to current DEDR d1512.,burrow-emeneau1972den1:p403:u060:f004,,,,source-addition variant
Tulu,d1528,keḍi,spark,,,source label: B-K,"burrow-emeneau1972den1[p. 403, entry 1281]",,DEN I (1972) records this reflex under old main 1281; resolved to current DEDR d1528.,burrow-emeneau1972den1:p403:u063:f001,,,,source-addition
Konda,d1538,giṭ- (-t-),to be fair (of price in bargain),,,verb,"burrow-emeneau1972den1[p. 404, entry 1287]",,DEN I (1972) records this reflex under old main 1287; resolved to current DEDR d1538.,burrow-emeneau1972den1:p404:u001:f001,,,,source-addition
Telugu,d1545,giṅguru,a ringing sound,,,noun,"burrow-emeneau1972den1[p. 404, entry 1293]",,DEN I (1972) records this reflex under old main 1293; resolved to current DEDR d1545.,burrow-emeneau1972den1:p404:u002:f002,,,,source-addition
onti,d1571,killi,small,,,"source label: Onti dial., LSB 7.14; adjective","burrow-emeneau1972den1[p. 404, entry 1308]",,DEN I (1972) records this reflex under old main 1308; resolved to current DEDR d1571.,burrow-emeneau1972den1:p404:u006:f001,,,,source-addition
Toda,d1584,kiḷy,parrot,,,noun,"burrow-emeneau1972den1[p. 404, entry 1318]",,DEN I (1972) records this reflex under old main 1318; resolved to current DEDR d1584.,burrow-emeneau1972den1:p404:u008:f001,,,,source-addition
Malayalam,d1588,ciḷḷuka,to scratch (as fowls),,,verb,"burrow-emeneau1972den1[p. 404, entry 1321]",,DEN I (1972) records this reflex under old main 1321; resolved to current DEDR d1588.,burrow-emeneau1972den1:p404:u010:f001,,,,source-addition
Telugu,d1594,ciṟutuka,a young woman,,,noun,"burrow-emeneau1972den1[p. 404, entry 1326]",,DEN I (1972) records this reflex under old main 1326; resolved to current DEDR d1594.,burrow-emeneau1972den1:p404:u011:f002,,,,source-addition
Toda,d1597,keṟn gwïḷ-,to murmur in protest,,,verb; cf. 1789 To. kwil-,"burrow-emeneau1972den1[p. 404, entry 1329]",,DEN I (1972) records this reflex under old main 1329; resolved to current DEDR d1597.,burrow-emeneau1972den1:p404:u012:f001,,,,source-addition
Tulu,d1603,kinyappè,mother’s younger sister,,,noun,"burrow-emeneau1972den1[p. 404, entry 1335]",,DEN I (1972) records this reflex under old main 1335; resolved to current DEDR d1603.,burrow-emeneau1972den1:p404:u013:f001,,,,source-addition
Tulu,d1603,kinyamme,father’s younger brother,,,noun,"burrow-emeneau1972den1[p. 404, entry 1335]",,DEN I (1972) records this reflex under old main 1335; resolved to current DEDR d1603.,burrow-emeneau1972den1:p404:u013:f002,,,,source-addition
Telugu,d1607,gī˜ka,an elephant’s roar,,,noun,"burrow-emeneau1972den1[p. 404, entry 1338]",,DEN I (1972) records this reflex under old main 1338; resolved to current DEDR d1607.,burrow-emeneau1972den1:p404:u014:f001,,,,source-addition
Kannada,d1610,sīpe,comb,,,"source label: Jenu Kuruba, LSB 4.12; noun","burrow-emeneau1972den1[p. 404, entry 1341]",,DEN I (1972) records this reflex under old main 1341; resolved to current DEDR d1610.,burrow-emeneau1972den1:p404:u015:f001,,,,source-addition
Malayalam,d1622,cīḷ,"splinter, piece of wood, wedge",,,noun,"burrow-emeneau1972den1[p. 404, entry 1351]",,DEN I (1972) records this reflex under old main 1351; resolved to current DEDR d1622.,burrow-emeneau1972den1:p404:u017:f001,,,,source-addition
adil,d1632,gugrī,any grain boiled and seasoned,,,source label: A Su.; noun,"burrow-emeneau1972den1[p. 404, entry 1360]",,DEN I (1972) records this reflex under old main 1360; resolved to current DEDR d1632.,burrow-emeneau1972den1:p404:u018:f001,,,,source-addition
onti,d2128,kotte,urine,,,"source label: Onti dial., LSB 12.7; noun","burrow-emeneau1972den1[p. 404, entry 1362]",,DEN I (1972) records this reflex under old main 1362; resolved to current DEDR d2128.,burrow-emeneau1972den1:p404:u020:f001,,,,source-addition
Tulu,d1640,kutti,stump of a tree,,,noun,"burrow-emeneau1972den1[p. 404, entry 1369]",,DEN I (1972) records this reflex under old main 1369; resolved to current DEDR d1640.,burrow-emeneau1972den1:p404:u024:f001,,,,source-addition
Toda,d1655,kuḍṣ,outer room of dairy; fireplace in outer room of lowest grade of dairies; ceremony bell(s) in outer section of ti dairy,,,noun; Cf. 2337 and 3823.,"burrow-emeneau1972den1[p. 404, entry 1379]",,DEN I (1972) records this reflex under old main 1379; resolved to current DEDR d1655.,burrow-emeneau1972den1:p404:u027:f001,,,,source-addition
Malto,d1685,kunkunare,to murmur,,,verb,"burrow-emeneau1972den1[p. 404, entry 1405]",,DEN I (1972) records this reflex under old main 1405; resolved to current DEDR d1685.,burrow-emeneau1972den1:p404:u031:f002,,,,source-addition
maria,d1695,gonḍra,round,,,source label: M.; adjective; Voc. 1195,"burrow-emeneau1972den1[p. 404, entry 1414]",,DEN I (1972) records this reflex under old main 1414; resolved to current DEDR d1695.,burrow-emeneau1972den1:p404:u033:f001,,,,source-addition
adil,d1695,guṇḍāl,round,,,source label: A Su.; adjective,"burrow-emeneau1972den1[p. 404, entry 1414]",,DEN I (1972) records this reflex under old main 1414; resolved to current DEDR d1695.,burrow-emeneau1972den1:p404:u033:f002,,,,source-addition
nanjangud,d1697,kuṇṇe mari,penis,,,source label: Nanj.; noun,"burrow-emeneau1972den1[p. 404, entry 1415]",,DEN I (1972) records this reflex under old main 1415; resolved to current DEDR d1697.,burrow-emeneau1972den1:p404:u034:f001,,,,source-addition
Kurux,d1727,guṛthā,pellet bow,,,noun,"burrow-emeneau1972den1[p. 404, entry 1437]",,DEN I (1972) records this reflex under old main 1437; resolved to current DEDR d1727.,burrow-emeneau1972den1:p404:u038:f002,,,,source-addition
gommu,d1728,kup-,to seat,,,source label: Koya T.; verb,"burrow-emeneau1972den1[p. 404, entry 1438]",,DEN I (1972) records this reflex under old main 1438; resolved to current DEDR d1728.,burrow-emeneau1972den1:p404:u039:f001,,,,source-addition
tiyya,d1747,kumbi,buttocks,,,source label: Tiyya; noun,"burrow-emeneau1972den1[p. 404, entry 1454]",,DEN I (1972) records this reflex under old main 1454; resolved to current DEDR d1747.,burrow-emeneau1972den1:p404:u044:f001,,,,source-addition
koya,d1752,kumpōḍ,smoke,,,source label: Koya Su.; noun,"burrow-emeneau1972den1[p. 404, entry 1460]",,DEN I (1972) records this reflex under old main 1460; resolved to current DEDR d1752.,burrow-emeneau1972den1:p404:u045:f001,,,,source-addition
koya,d1766,gōrōḍ,myna,,,source label: Koya Su.; noun,"burrow-emeneau1972den1[p. 404, entry 1471]",,DEN I (1972) records this reflex under old main 1471; resolved to current DEDR d1766.,burrow-emeneau1972den1:p404:u048:f001,,,,source-addition
koya,d1767,kuŋg-,to be wrinkled or contracted (of the skin),,,source label: Ko.; verb; Voc. 717,"burrow-emeneau1972den1[p. 404, entry 1472]",,DEN I (1972) records this reflex under old main 1472; resolved to current DEDR d1767.,burrow-emeneau1972den1:p404:u049:f001,,,,source-addition
adil,d1780,kurkūm,"pustule, blister, boil",,,source label: A Su.; noun,"burrow-emeneau1972den1[p. 404, entry 1482]",,DEN I (1972) records this reflex under old main 1482; resolved to current DEDR d1780.,burrow-emeneau1972den1:p404:u054:f001,,,,source-addition
barkur,d1791,kuruḷe,young plantain plant,,,"source label: Barkur, LSB 11.8; noun","burrow-emeneau1972den1[p. 404, entry 1491]",,DEN I (1972) records this reflex under old main 1491; resolved to current DEDR d1791.,burrow-emeneau1972den1:p404:u055:f001,,,,source-addition
nanjangud,d1817,koḷku,to stir with hand,,,source label: Nanj.; verb,"burrow-emeneau1972den1[p. 404, entry 1510]",,DEN I (1972) records this reflex under old main 1510; resolved to current DEDR d1817.,burrow-emeneau1972den1:p404:u061:f001,,,,source-addition
gulbarga,d1818,gumma,depth,,,source label: Gul.; noun,"burrow-emeneau1972den1[p. 404, entry 1511]",,DEN I (1972) records this reflex under old main 1511; resolved to current DEDR d1818.,burrow-emeneau1972den1:p404:u062:f001,,,,source-addition
Tulu,d1822,kuḷi = kuri,to decay,,,source label: B-K; verb,"burrow-emeneau1972den1[p. 404, entry 1514]",,DEN I (1972) records this reflex under old main 1514; resolved to current DEDR d1822.,burrow-emeneau1972den1:p404:u063:f001,,,,source-addition
Telugu,d1827,kolucu,,,,Corrected from kulocu.,"burrow-emeneau1972den1[p. 404, entry 1517]",,DEN I (1972) records this reflex under old main 1517; resolved to current DEDR d1827.,burrow-emeneau1972den1:p404:u065:f001,,,,source-correction
Kannada,d1829,koḷbu,hoof,,,"source label: eastern dialects, LSB 1.3; noun","burrow-emeneau1972den1[p. 404, entry 1519]",,DEN I (1972) records this reflex under old main 1519; resolved to current DEDR d1829.,burrow-emeneau1972den1:p404:u066:f001,,,,source-addition
Tulu,d1832,koḷambè,bath,,,noun; Comm. by K.,"burrow-emeneau1972den1[p. 404, entry 1522]",,DEN I (1972) records this reflex under old main 1522; resolved to current DEDR d1832.,burrow-emeneau1972den1:p404:u067:f001,,,,source-addition
mandla,d1835,kulsā,stool,,,source label: Ph.,"burrow-emeneau1972den1[p. 405, entry 1524]",,DEN I (1972) records this reflex under old main 1524; resolved to current DEDR d1835.,burrow-emeneau1972den1:p405:u001:f001,,,,source-addition
Kodagu,d1847,gottï ma·ḍ-,to know,,,verb,"burrow-emeneau1972den1[p. 405, entry 1533]",,DEN I (1972) records this reflex under old main 1533; resolved to current DEDR d1847.,burrow-emeneau1972den1:p405:u003:f002,,,,source-addition
Kodagu,d1847,gott(ï) a·g-,"to become known (dat., to a person)",,,,"burrow-emeneau1972den1[p. 405, entry 1533]",,DEN I (1972) records this derived under old main 1533; resolved to current DEDR d1847.,burrow-emeneau1972den1:p405:u003:f004,,,,source-addition derived
Telugu,d1847,gurt(u) uṇḍu,"to be remembered (dat., by a person)",,,source label: K,"burrow-emeneau1972den1[p. 405, entry 1533]",,DEN I (1972) records this reflex under old main 1533; resolved to current DEDR d1847.,burrow-emeneau1972den1:p405:u003:f006,,,,source-addition
adil,d1850,gudd-,to quarrel,,,source label: A Su.; verb,"burrow-emeneau1972den1[p. 405, entry 1536(b)]",,DEN I (1972) records this reflex under old main 1536; resolved to current DEDR d1850.,burrow-emeneau1972den1:p405:u004:f001,,,,source-addition
Tulu,d1850,kumpu,to pierce,,,source label: B-K; verb,"burrow-emeneau1972den1[p. 405, entry 1536(c)]",,DEN I (1972) records this reflex under old main 1536; resolved to current DEDR d1850.,burrow-emeneau1972den1:p405:u005:f001,,,,source-addition
Telugu,d1850,guppili,"the fist, the closed hand",,,,"burrow-emeneau1972den1[p. 405, entry 1536(c)]",,DEN I (1972) records this reflex under old main 1536; resolved to current DEDR d1850.,burrow-emeneau1972den1:p405:u005:f002,,,,source-addition
Tulu,d1851,kuccaṭů,"shortness, smallness; short, small",,,,"burrow-emeneau1972den1[p. 405, entry 1537]",,DEN I (1972) records this reflex under old main 1537; resolved to current DEDR d1851.,burrow-emeneau1972den1:p405:u006:f001,,,,source-addition
Konda,d1851,kuṟi,,,,,"burrow-emeneau1972den1[p. 405, entry 1537]",,DEN I (1972) records this reflex under old main 1537; resolved to current DEDR d1851.,burrow-emeneau1972den1:p405:u006:f003,,,,source-correction
koya,d1855,kornjūl,ear-wax,,,source label: Koya Su.,"burrow-emeneau1972den1[p. 405, entry 1540]",,DEN I (1972) records this reflex under old main 1540; resolved to current DEDR d1855.,burrow-emeneau1972den1:p405:u008:f001,,,,source-addition
tappu,d1863,koṇi,to dance,,,"source label: Tappu dial., LSB 9.5; verb","burrow-emeneau1972den1[p. 405, entry 1547]",,DEN I (1972) records this reflex under old main 1547; resolved to current DEDR d1863.,burrow-emeneau1972den1:p405:u011:f001,,,,source-addition
tiyya,d1868,kūkki,a whistle,,,source label: Tiyya,"burrow-emeneau1972den1[p. 405, entry 1551]",,DEN I (1972) records this reflex under old main 1551; resolved to current DEDR d1868.,burrow-emeneau1972den1:p405:u012:f001,,,,source-addition
onti,d1873,kūji,girl,,,"source label: Onti dial., LSB 7.14","burrow-emeneau1972den1[p. 405, entry 1554]",,DEN I (1972) records this reflex under old main 1554; resolved to current DEDR d1873.,burrow-emeneau1972den1:p405:u013:f001,,,,source-addition
gommu,d1878,gūnji,post,,,source label: Koya T.,"burrow-emeneau1972den1[p. 405, entry 1559]",,DEN I (1972) records this reflex under old main 1559; resolved to current DEDR d1878.,burrow-emeneau1972den1:p405:u015:f001,,,,source-addition
Tamil,d1883,kūṇṭu,hen-coop,,,"source label: RS, p. 141, item 190","burrow-emeneau1972den1[p. 405, entry 1563]",,DEN I (1972) records this reflex under old main 1563; resolved to current DEDR d1883.,burrow-emeneau1972den1:p405:u016:f001,,,,source-addition
Tamil,d1901,kūraṉ,dog,,,,"burrow-emeneau1972den1[p. 405, entry 1581]",,DEN I (1972) records this reflex under old main 1581; resolved to current DEDR d1901.,burrow-emeneau1972den1:p405:u017:f001,,,,source-addition
Tulu,d1901,kūra,dog,,,source label: B-K,"burrow-emeneau1972den1[p. 405, entry 1581]",,DEN I (1972) records this reflex under old main 1581; resolved to current DEDR d1901.,burrow-emeneau1972den1:p405:u017:f002,,,,source-addition
Tulu,d1901,kūri,bitch,,,source label: B-K,"burrow-emeneau1972den1[p. 405, entry 1581]",,DEN I (1972) records this variant under old main 1581; resolved to current DEDR d1901.,burrow-emeneau1972den1:p405:u017:f003,,,,source-addition variant
betul,d1916,kurmī,"the harder part of rice, kodon, etc. which remains after grinding",,,source label: Tr.,"burrow-emeneau1972den1[p. 405, entry 1596]",,DEN I (1972) records this reflex under old main 1596; resolved to current DEDR d1916.,burrow-emeneau1972den1:p405:u022:f001,,,,source-addition
adil,d1916,kurmā,chaff,,,source label: A Su.,"burrow-emeneau1972den1[p. 405, entry 1596]",,DEN I (1972) records this variant under old main 1596; resolved to current DEDR d1916.,burrow-emeneau1972den1:p405:u022:f002,,,,source-addition variant
Tamil,d1931,cival,Indian partridge,,,,"burrow-emeneau1972den1[p. 405, entry 1607]",,DEN I (1972) records this reflex under old main 1607; resolved to current DEDR d1931.,burrow-emeneau1972den1:p405:u024:f001,,,,source-addition
tiyya,d1931,cemappu,redness,,,source label: Tiyya,"burrow-emeneau1972den1[p. 405, entry 1607]",,DEN I (1972) records this reflex under old main 1607; resolved to current DEDR d1931.,burrow-emeneau1972den1:p405:u024:f002,,,,source-addition
tiyya,d1931,cemakkuva,to redden,,,source label: Tiyya; verb,"burrow-emeneau1972den1[p. 405, entry 1607]",,DEN I (1972) records this derived under old main 1607; resolved to current DEDR d1931.,burrow-emeneau1972den1:p405:u024:f003,,,,source-addition derived
halakki,d1936,kẽyyu,paddy plant,,,source label: Hal.,"burrow-emeneau1972den1[p. 405, entry 1609]",,DEN I (1972) records this reflex under old main 1609; resolved to current DEDR d1936.,burrow-emeneau1972den1:p405:u025:f001,,,,source-addition
Tulu,d1936,keyi,the crop of paddy,,,source label: B-K,"burrow-emeneau1972den1[p. 405, entry 1609]",,DEN I (1972) records this reflex under old main 1609; resolved to current DEDR d1936.,burrow-emeneau1972den1:p405:u025:f002,,,,source-addition
Kannada,d1953,kedaku,"to stir, scratch (as fowls), dig up or loosen earth",,,verb,"burrow-emeneau1972den1[p. 405, entry 1624]",,DEN I (1972) records this reflex under old main 1624; resolved to current DEDR d1953.,burrow-emeneau1972den1:p405:u027:f001,,,,source-addition
onti,d1953,kederpu,to dig,,,"source label: Onti dial., LSB 12.7; verb","burrow-emeneau1972den1[p. 405, entry 1624]",,DEN I (1972) records this reflex under old main 1624; resolved to current DEDR d1953.,burrow-emeneau1972den1:p405:u027:f002,,,,source-addition
Telugu,d1957,sēgi,action,,,source label: Kumarasambhava 10.198,"burrow-emeneau1972den1[p. 405, entry 1628]",,DEN I (1972) records this derived under old main 1628; resolved to current DEDR d1957.,burrow-emeneau1972den1:p405:u029:f002,,,,source-addition derived
Koraga,d1962,kencili,udder,,,"source label: Mudu, Tappu dial., LSB 12.7","burrow-emeneau1972den1[p. 405, entry 1632]",,DEN I (1972) records this reflex under old main 1632; resolved to current DEDR d1962.,burrow-emeneau1972den1:p405:u031:f001,,,,source-addition
Kodagu,d1972,gëll-,,,,source label: Kar.,"burrow-emeneau1972den1[p. 405, entry 1641]",,DEN I (1972) records this variant under old main 1641; resolved to current DEDR d1972.,burrow-emeneau1972den1:p405:u032:f002,,,,source-addition variant
tiyya,d1977,ceviṭu,cheek,,,source label: Tiyya,"burrow-emeneau1972den1[p. 405, entry 1645(a)]",,DEN I (1972) records this reflex under old main 1645; resolved to current DEDR d1977.,burrow-emeneau1972den1:p405:u034:f001,,,,source-addition
gommu,d1980,gebb-,to gag,,,source label: Koya T.; verb,"burrow-emeneau1972den1[p. 405, entry 1648]",,DEN I (1972) records this reflex under old main 1648; resolved to current DEDR d1980.,burrow-emeneau1972den1:p405:u035:f001,,,,source-addition
gommu,d1983,girru,feather,,,source label: Koya T.,"burrow-emeneau1972den1[p. 405, entry 1651]",,DEN I (1972) records this reflex under old main 1651; resolved to current DEDR d1983.,burrow-emeneau1972den1:p405:u037:f001,,,,source-addition
tiptur,d1989,keppe,temple,,,"source label: Tiptur, LSB 18.15","burrow-emeneau1972den1[p. 405, entry 1655]",,DEN I (1972) records this reflex under old main 1655; resolved to current DEDR d1989.,burrow-emeneau1972den1:p405:u038:f001,,,,source-addition
Tulu,d1990,kerapāvu,to cause to lie down,,,source label: B-K; verb,"burrow-emeneau1972den1[p. 405, entry 1656]",,DEN I (1972) records this derived under old main 1656; resolved to current DEDR d1990.,burrow-emeneau1972den1:p405:u039:f003,,,,source-addition derived
Konda,d2005,sīṛi,cashew,,,source label: p. 418,"burrow-emeneau1972den1[p. 405, entry 1668]",,DEN I (1972) records this reflex under old main 1668; resolved to current DEDR d2005.,burrow-emeneau1972den1:p405:u040:f001,,,,source-addition
koya,d2017,kell-,to tell,,,source label: Koya Su.; verb,"burrow-emeneau1972den1[p. 405, entry 1677]",,DEN I (1972) records this reflex under old main 1677; resolved to current DEDR d2017.,burrow-emeneau1972den1:p405:u041:f001,,,,source-addition
halakki,d2019,gēru,to winnow,,,source label: Hal.; verb,"burrow-emeneau1972den1[p. 405, entry 1679]",,DEN I (1972) records this reflex under old main 1679; resolved to current DEDR d2019.,burrow-emeneau1972den1:p405:u042:f001,,,,source-addition
Kannada,d2031,kokkok ennu,,,,,"burrow-emeneau1972den1[p. 405, entry 1688]",,DEN I (1972) records this reflex under old main 1688; resolved to current DEDR d2031.,burrow-emeneau1972den1:p405:u044:f002,,,,source-correction
Pengo,d2032,gomga-,to go crookedly (motion base only),,,verb,"burrow-emeneau1972den1[p. 405, entry 1689]",,DEN I (1972) records this reflex under old main 1689; resolved to current DEDR d2032.,burrow-emeneau1972den1:p405:u045:f001,,,,source-addition
Tulu,d2043,koñña,prattling,,,source label: B-K,"burrow-emeneau1972den1[p. 405, entry 1697]",,DEN I (1972) records this reflex under old main 1697; resolved to current DEDR d2043.,burrow-emeneau1972den1:p405:u046:f001,,,,source-addition
