bugun_singchung,,dʒap,all,,dʒap,,abraham-sako2021[p. 50],,,tagin-puroik:243:v:1
bugun_wangho,,dʒap,all,,dʒap,,abraham-sako2021[p. 50],,,tagin-puroik:243:w:1
nyishi_chimpu,,mwlwŋə,all,,mwlwŋə,,abraham-sako2021[p. 50],,,tagin-puroik:243:g:1
puroik_chug,,gereimɯlɯŋ,all,,gereimɯlɯŋ,,abraham-sako2021[p. 50],,,tagin-puroik:243:c:1
puroik_gari,,hoʔka,all,,hoʔka,,abraham-sako2021[p. 50],,,tagin-puroik:243:b:1
puroik_paji,,hoʔka,all,,hoʔka,,abraham-sako2021[p. 50],,,tagin-puroik:243:e:1
puroik_phereng,,paʔ,all,,paʔ,,abraham-sako2021[p. 50],,,tagin-puroik:243:a:1
tagin_baki,,mwnwŋ,all,,mwnwŋ,,abraham-sako2021[p. 50],,,tagin-puroik:243:l:1
tagin_maskia,,meŋ,all,,meŋ,,abraham-sako2021[p. 50],,,tagin-puroik:243:n:1
tagin_nacho,,manəŋ,all,,manəŋ,,abraham-sako2021[p. 49],,,tagin-puroik:243:k:1
tagin_sippi,,mənə,all,,mənə,,abraham-sako2021[p. 49],,,tagin-puroik:243:j:1
tagin_takseng,,meneŋ,all,,meneŋ,,abraham-sako2021[p. 50],,,tagin-puroik:243:f:1
tagin_taliha,,mənwŋ,all,,mənwŋ,,abraham-sako2021[p. 49],,,tagin-puroik:243:d:1
bugun_bichom,,siiŋ,ant,,siiŋ,,abraham-sako2021[p. 34],,,tagin-puroik:97:x:1
bugun_kaspi,,ʃiŋiŋ,ant,,ʃiŋiŋ,,abraham-sako2021[p. 34],,,tagin-puroik:97:y:1
bugun_namphri,,ʃiŋiŋ,ant,,ʃiŋiŋ,,abraham-sako2021[p. 34],,,tagin-puroik:97:z:1
bugun_singchung,,ʃiŋiŋ,ant,,ʃiŋiŋ,,abraham-sako2021[p. 34],,,tagin-puroik:97:v:1
bugun_wangho,,ʃiŋiŋ,ant,,ʃiŋiŋ,,abraham-sako2021[p. 34],,,tagin-puroik:97:w:1
nyishi_chimpu,,t̪oɾuph,ant,,t̪oɾuph,,abraham-sako2021[p. 34],,,tagin-puroik:97:g:1
puroik_chug,,gaiŋgioʔ,ant,,gaiŋgioʔ,,abraham-sako2021[p. 34],,,tagin-puroik:97:c:1
puroik_gari,,gaiŋgioʔ,ant,,gaiŋgioʔ,,abraham-sako2021[p. 34],,,tagin-puroik:97:b:1
puroik_paji,,gaiŋgioʔ,ant,,gaiŋgioʔ,,abraham-sako2021[p. 34],,,tagin-puroik:97:e:1
puroik_phereng,,gaiŋgioʔ,ant,,gaiŋgioʔ,,abraham-sako2021[p. 34],,,tagin-puroik:97:a:1
tagin_baki,,t̪aɾup,ant,,t̪aɾup,,abraham-sako2021[p. 34],,,tagin-puroik:97:l:1
tagin_maskia,,t̪aɾup,ant,,t̪aɾup,,abraham-sako2021[p. 34],,,tagin-puroik:97:n:1
tagin_nacho,,taɾap,ant,,taɾap,,abraham-sako2021[p. 34],,,tagin-puroik:97:k:1
tagin_sippi,,t̪ʌɾop,ant,,t̪ʌɾop,,abraham-sako2021[p. 34],,,tagin-puroik:97:j:1
tagin_takseng,,t̪aɾup,ant,,t̪aɾup,,abraham-sako2021[p. 34],,,tagin-puroik:97:f:1
tagin_taliha,,t̪aɾup,ant,,t̪aɾup,,abraham-sako2021[p. 34],,,tagin-puroik:97:d:1
bugun_bichom,,mẽt,arrow,,mẽt,,abraham-sako2021[p. 40],,,tagin-puroik:163:x:1
bugun_kaspi,,məthua,arrow,,məthua,,abraham-sako2021[p. 40],,,tagin-puroik:163:y:1
bugun_namphri,,mẽt,arrow,,mẽt,,abraham-sako2021[p. 40],,,tagin-puroik:163:z:1
bugun_singchung,,mẽt,arrow,,mẽt,,abraham-sako2021[p. 40],,,tagin-puroik:163:v:1
bugun_wangho,,mijak,arrow,,mijak,,abraham-sako2021[p. 40],,,tagin-puroik:163:w:1
nyishi_chimpu,,upuʔ,arrow,,upuʔ,,abraham-sako2021[p. 40],,,tagin-puroik:163:g:1
puroik_chug,,mita,arrow,,mita,,abraham-sako2021[p. 40],,,tagin-puroik:163:c:1
puroik_gari,,mita,arrow,,mita,,abraham-sako2021[p. 40],,,tagin-puroik:163:b:1
puroik_paji,,miʔ,arrow,,miʔ,,abraham-sako2021[p. 40],,,tagin-puroik:163:e:1
puroik_phereng,,mita,arrow,,mita,,abraham-sako2021[p. 40],,,tagin-puroik:163:a:1
