Kt,n606,mol,"crown; comb, crest [of birds]; (monal pheasant) plume on headgear [pre-Islamic mark of honor for having killed enemies]; tassle",,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:1,,,,noun m dialect:Kt:nured-Kt-w:Western%20Kat%C3%AB dialect:Kt:nured-Kt-kl:Kul%C3%A9m dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Wg,n606,mačmālodá,"pre-Islamic killing rank for having killed one enemy, the mark of which was two monal pheasant feathers fixed to the headgear",,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:2,,,,noun m dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Kt,n606,kṭë́-mol,layer of goatskin around the bottom of traditional leather shoes,,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:3,,,,noun m dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n606,gal-mól,river bank,,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:4,,,,noun m dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Gmb,n606,mālík,(large) flower,,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:5,,,,noun dialect:Gmb:nured-Gmb-gm:Gimir%C3%AD%20%28Gamb%C4%ABr%29
Kt,n606,karmë́li,earring,,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:6,,,,noun f dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Ash,n606,karmalík,earring,,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:7,,,,noun dialect:Ash:nured-Ash-s:Sam%C3%AB%CC%81%20%28W%C4%81m%C4%81%29
Kt,n606,mali,element of livestock names used for animals with a white face,,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:8,,,,noun dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Pr,n606,māl/-i,element of livestock names used for animals with a white face,,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:9,,,,noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29 loanword
Pr,n606,mālë́g,female goat with a white face,,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:10,,,,noun
Kt,n606,malín̆/-i,(of livestock:) having a white head/face and the rest of the body in a different color,,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:11,,,,adj dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Wg,n606,mālẽ́,goat with a white forehead or head and a black body,,,,"nured[page 263, revision 3661, 2026-08-03]",,,nured:263:form:12,,,,noun dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Kt,n700,moč,husband; numeral classifier for men,,,,"nured[page 270, revision 2261, 2025-10-23]",,,nured:270:form:1,,,,noun m dialect:Kt:nured-Kt-w:Western%20Kat%C3%AB dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Wg,n700,māč,husband,,,,"nured[page 270, revision 2261, 2025-10-23]",,,nured:270:form:2,,,,noun m dialect:Wg:nured-Wg-z:%E1%BA%92%C3%B6n%C4%8Digal%20%28Arans%29 dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Ash,n700,maċ,"man, husband",,,,"nured[page 270, revision 2261, 2025-10-23]",,,nured:270:form:3,,,,noun m dialect:Ash:nured-Ash-s:Sam%C3%AB%CC%81%20%28W%C4%81m%C4%81%29
Pr,n700,mëč,man,,,,"nured[page 270, revision 2261, 2025-10-23]",,,nured:270:form:4,,,,noun m dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29 dialect:Pr:nured-Pr-d:W%C3%BC%C4%8B%C7%98%20%28Dewa%29
Kt,n700,mačí,belonging to the husband,,,,"nured[page 270, revision 2261, 2025-10-23]",,,nured:270:form:5,,,,adj dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n605,malë́,"brink, edge, precipice",,,,"nured[page 271, revision 1788, 2025-10-17]",,,nured:271:form:1,,,,noun m dialect:Kt:nured-Kt-w:Western%20Kat%C3%AB dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Wg,n605,mālá,roof,,,,"nured[page 271, revision 1788, 2025-10-17]",,,nured:271:form:2,,,,noun m dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Gmb,n605,malá,roof,,,,"nured[page 271, revision 1788, 2025-10-17]",,,nured:271:form:3,,,,noun dialect:Gmb:nured-Gmb-gm:Gimir%C3%AD%20%28Gamb%C4%ABr%29
Kt,n2163,nos,"boulder, large rock",,,,"nured[page 274, revision 2074, 2025-10-22]",,,nured:274:form:1,,,,noun m dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Wg,n2163,nās,nose,,,,"nured[page 274, revision 2074, 2025-10-22]",,,nured:274:form:2,,,,noun dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Gmb,n2163,nās,nose,,,,"nured[page 274, revision 2074, 2025-10-22]",,,nured:274:form:3,,,,noun dialect:Gmb:nured-Gmb-gm:Gimir%C3%AD%20%28Gamb%C4%ABr%29
Pr,n2163,nës,nose,,,,"nured[page 274, revision 2074, 2025-10-22]",,,nured:274:form:4,,,,noun
Pr,n2163,nësë́g,face,,,,"nured[page 274, revision 2074, 2025-10-22]",,,nured:274:form:5,,,,noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29
Dm,n2163,nās,nose,,,,"nured[page 274, revision 2074, 2025-10-22]",,,nured:274:form:6,,,,noun
Wg,n2163,nāstá,"tip, end (e.g. of a rope or thread), border, edge",,,,"nured[page 274, revision 2074, 2025-10-22]",,,nured:274:form:7,,,,noun dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Kt,nured-283,nazúr̆,nose,,,,"nured[page 283, revision 3657, 2026-08-02]",,,nured:283:form:1,,,,noun m dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Wg,nured-283,nasú,nose,,,,"nured[page 283, revision 3657, 2026-08-02]",,,nured:283:form:2,,,,noun dialect:Wg:nured-Wg-z:%E1%BA%92%C3%B6n%C4%8Digal%20%28Arans%29
Kt,nured-287,noṣ,"beak, large nose, spout",,,,"nured[page 287, revision 3288, 2026-01-30]",,,nured:287:form:1,,,,noun m dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,nured-287,noṣ ku-,to sprout,,,,"nured[page 287, revision 3288, 2026-01-30]",,,nured:287:form:2,,,,verb multiword-expression dialect:Kt:nured-Kt-w:Western%20Kat%C3%AB uncertain
Wg,nured-287,nāṣ,"beak, spout",,,,"nured[page 287, revision 3288, 2026-01-30]",,,nured:287:form:3,,,,noun dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Ash,nured-287,nāṣ,"beak; rain gutter, water conduit",,,,"nured[page 287, revision 3288, 2026-01-30]",,,nured:287:form:4,,,,noun dialect:Ash:nured-Ash-s:Sam%C3%AB%CC%81%20%28W%C4%81m%C4%81%29
Pr,nured-287,nëṣ,"beak, spout",,,,"nured[page 287, revision 3288, 2026-01-30]",,,nured:287:form:5,,,,noun m
Kt,n326,baj̈ǘ,woolen overcoat (pre-Islamic),,,,"nured[page 290, revision 3175, 2026-01-29]",,,nured:290:form:1,,,,noun m dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Ash,n326,bəˈzēi,cloak,,,,"nured[page 290, revision 3175, 2026-01-29]",,,nured:290:form:2,,,,noun dialect:Ash:nured-Ash-tt:Tit%C3%ADn
Ash,n326,bazū,black trousers,,,,"nured[page 290, revision 3175, 2026-01-29]",,,nured:290:form:3,,,,noun
Pr,n326,büzǘ,overcoat,,,,"nured[page 290, revision 3175, 2026-01-29]",,,nured:290:form:4,,,,noun loanword
Kt,n3068,koṇ,arrow,,,,"nured[page 462, revision 3392, 2026-03-11]",,,nured:462:form:1,,,,noun f dialect:Kt:nured-Kt-w:Western%20Kat%C3%AB dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Wg,n3068,kāṇ,arrow,,,,"nured[page 462, revision 3392, 2026-03-11]",,,nured:462:form:2,,,,noun dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Ash,n3068,kaṇ,arrow,,,,"nured[page 462, revision 3392, 2026-03-11]",,,nured:462:form:3,,,,noun f dialect:Ash:nured-Ash-s:Sam%C3%AB%CC%81%20%28W%C4%81m%C4%81%29 dialect:Ash:nured-Ash-tt:Tit%C3%ADn
Pr,n3068,kë,arrow,,,,"nured[page 462, revision 3392, 2026-03-11]",,,nured:462:form:4,,,,noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29 dialect:Pr:nured-Pr-k:Ka%E1%B8%8D%C3%A1r%20%28Ka%E1%B9%AD%C4%81r%29 dialect:Pr:nured-Pr-i:%E1%B9%A2up%C3%BA%20%28I%E1%B9%A3%E1%B9%ADewi%29 loanword
Kt,n3068,kaṇë̄́ži-,to feed chopped down branches to goats,,,,"nured[page 462, revision 3392, 2026-03-11]",,,nured:462:form:5,,,,verb dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n3068,kaṇë́ psa-,to hang up branches in a stable for goats to eat,,,,"nured[page 462, revision 3392, 2026-03-11]",,,nured:462:form:6,,,,verb multiword-expression dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n2603,aj̈ó,"pond, pool of water",,,,"nured[page 876, revision 2453, 2025-10-23]",,,nured:876:form:1,,,,noun f dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Wg,n2603,azā́,"pond, pool of water, artificial water reservoir (set up next to springs for irrigation)",,,,"nured[page 876, revision 2453, 2025-10-23]",,,nured:876:form:2,,,,noun m dialect:Wg:nured-Wg-z:%E1%BA%92%C3%B6n%C4%8Digal%20%28Arans%29 dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Kt,nured-909,aj̈ë́,wart,,,,"nured[page 909, revision 2991, 2026-01-27]",,,nured:909:form:1,,,,noun m dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Wg,nured-909,anzilík,wart,,,,"nured[page 909, revision 2991, 2026-01-27]",,,nured:909:form:2,,,,noun dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Pr,nured-909,üzóg,"ulcer, wart, pimple",,,,"nured[page 909, revision 2991, 2026-01-27]",,,nured:909:form:3,,,,noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29 dialect:Pr:nured-Pr-i:%E1%B9%A2up%C3%BA%20%28I%E1%B9%A3%E1%B9%ADewi%29
Pr,nured-909,izóg,"ulcer, wart, pimple",,,,"nured[page 909, revision 2991, 2026-01-27]",,,nured:909:form:3:alt:2,nured:909:form:3,,,noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29 dialect:Pr:nured-Pr-i:%E1%B9%A2up%C3%BA%20%28I%E1%B9%A3%E1%B9%ADewi%29 alternate
Wg,n3465,aŋustá,finger ring,,,,"nured[page 952, revision 3541, 2026-04-13]",,,nured:952:form:1,,,,noun dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Kt,n3465,akṣtü̃́,finger ring,,,,"nured[page 952, revision 3541, 2026-04-13]",,,nured:952:form:2,,,,noun f dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n2387,ċaċë́m,large lizard (ca. 60 cm),,,,"nured[page 990, revision 3621, 2026-07-28]",,,nured:990:form:1,,,,noun m dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Pr,n2387,Züzúm,name of a pre-Islamic deity,,,,"nured[page 990, revision 3621, 2026-07-28]",,,nured:990:form:2,,,,noun proper-noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29 dialect:Pr:nured-Pr-z:Zum%C3%BA
Wg,n2387,ċüċëmë́,large lizard that hides in caves,,,,"nured[page 990, revision 3621, 2026-07-28]",,,nured:990:form:3,,,,noun dialect:Wg:nured-Wg-z:%E1%BA%92%C3%B6n%C4%8Digal%20%28Arans%29 dialect:Wg:nured-Wg-wg:Waigal
Pr,n2387,Zumú,1) name of the second lowest village in Parun; 2) inhabitants of this village,,,,"nured[page 990, revision 3621, 2026-07-28]",,,nured:990:form:4,,,,noun proper-noun
Wg,n2387,ċüċümí,large lizard (ca. 60 cm),,,,"nured[page 990, revision 3621, 2026-07-28]",,,nured:990:form:5,,,,noun dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m dialect:Wg:nured-Wg-kg:Kegal
Kt,n3508,amú,"house, home; room",,,,"nured[page 1007, revision 3725, 2026-08-04]",,,nured:1007:form:1,,,,noun f dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-w:Western%20Kat%C3%AB dialect:Kt:nured-Kt-kl:Kul%C3%A9m dialect:Kt:nured-Kt-kt:Kt%C3%ADvi%20%28Kantiw%C4%81%29
Wg,n3508,amā́,"house, home; room",,,,"nured[page 1007, revision 3725, 2026-08-04]",,,nured:1007:form:2,,,,noun m dialect:Wg:nured-Wg-z:%E1%BA%92%C3%B6n%C4%8Digal%20%28Arans%29 dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Gmb,n3508,amā́,"house, home; room",,,,"nured[page 1007, revision 3725, 2026-08-04]",,,nured:1007:form:3,,,,noun dialect:Gmb:nured-Gmb-gm:Gimir%C3%AD%20%28Gamb%C4%ABr%29 dialect:Gmb:nured-Gmb-dv:Dev%C3%AD%20%28Devoz%29
Ash,n3508,amā̆́,"house, home; room",,,,"nured[page 1007, revision 3725, 2026-08-04]",,,nured:1007:form:4,,,,noun f dialect:Ash:nured-Ash-s:Sam%C3%AB%CC%81%20%28W%C4%81m%C4%81%29 dialect:Ash:nured-Ash-tt:Tit%C3%ADn
Pr,n3508,ëmë́l,clan house,,,,"nured[page 1007, revision 3725, 2026-08-04]",,,nured:1007:form:5,,,,noun dialect:Pr:nured-Pr-i:%E1%B9%A2up%C3%BA%20%28I%E1%B9%A3%E1%B9%ADewi%29
Kt,n3508,móšol,stable on summer mountain pasture (inhabited by shepherds and livestock together),,,,"nured[page 1007, revision 3725, 2026-08-04]",,,nured:1007:form:6,,,,noun f dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n3508,améšol,id.,,,,"nured[page 1007, revision 3725, 2026-08-04]",,,nured:1007:form:7,,,,noun f dialect:Kt:nured-Kt-w:Western%20Kat%C3%AB dialect:Kt:nured-Kt-kl:Kul%C3%A9m
Wg,n3508,mačā́l,a small room that is built on cultivated land or on summer (mountain) pastures,,,,"nured[page 1007, revision 3725, 2026-08-04]",,,nured:1007:form:8,,,,noun dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Ash,n3508,maċāsë̃́,summer stable,,,,"nured[page 1007, revision 3725, 2026-08-04]",,,nured:1007:form:9,,,,noun dialect:Ash:nured-Ash-s:Sam%C3%AB%CC%81%20%28W%C4%81m%C4%81%29
Pr,n3508,mëčal,"cowshed with a roof on the summer pasture, open livestock pen, summer stable",,,,"nured[page 1007, revision 3725, 2026-08-04]",,,nured:1007:form:10,,,,noun dialect:Pr:nured-Pr-d:W%C3%BC%C4%8B%C7%98%20%28Dewa%29
Kt,nured-1008,Noŋ,name of a pre-Islamic deity,,,,"nured[page 1008, revision 2702, 2025-11-29]",,,nured:1008:form:1,,,,noun m proper-noun dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Wg,nured-1008,Naŋ-sur,name of a high mountain lake in Parun between the villages of Wuṣüt (Paṣki) and Zumu (Ċaċem),,,,"nured[page 1008, revision 2702, 2025-11-29]",,,nured:1008:form:2,,,,noun proper-noun
Pr,nured-1008,Naŋ,a name of the pre-Islamic deity Züzúm,,,,"nured[page 1008, revision 2702, 2025-11-29]",,,nured:1008:form:3,,,,noun m proper-noun dialect:Pr:nured-Pr-d:W%C3%BC%C4%8B%C7%98%20%28Dewa%29 dialect:Pr:nured-Pr-z:Zum%C3%BA loanword
Pr,nured-1008,Minǰanaŋ,a name of the pre-Islamic deity Züzúm,,,,"nured[page 1008, revision 2702, 2025-11-29]",,,nured:1008:form:4,,,,noun m proper-noun dialect:Pr:nured-Pr-d:W%C3%BC%C4%8B%C7%98%20%28Dewa%29 loanword
Pr,nured-1008,Lu-náŋ,"name of a pre-Islamic river goddess, a mythical personification of the Parun river",,,,"nured[page 1008, revision 2702, 2025-11-29]",,,nured:1008:form:5,,,,noun f proper-noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29
Pr,nured-1008,Naŋ-sur,"name of a mountain lake above the village of Ṣupu (Iṣṭewi); according to some the river Lunang came from here, according to others, it came from the lake Süǰum-sur",,,,"nured[page 1008, revision 2702, 2025-11-29]",,,nured:1008:form:6,,,,noun proper-noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29
Kt,n2428,sabā́ (sabáy-),porcupine,,,,"nured[page 1021, revision 2744, 2025-12-08]",,,nured:1021:form:1,,,,noun m multiword-expression dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Wg,n2428,šapáy,porcupine,,,,"nured[page 1021, revision 2744, 2025-12-08]",,,nured:1021:form:2,,,,noun dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m dialect:Wg:nured-Wg-kg:Kegal
Gmb,n2428,špe,porcupine,,,,"nured[page 1021, revision 2744, 2025-12-08]",,,nured:1021:form:3,,,,noun dialect:Gmb:nured-Gmb-gm:Gimir%C3%AD%20%28Gamb%C4%ABr%29
Ash,n2428,šipā́ū,porcupine,,,,"nured[page 1021, revision 2744, 2025-12-08]",,,nured:1021:form:4,,,,noun dialect:Ash:nured-Ash-tt:Tit%C3%ADn
Pr,n2428,ispī́kaṇṭ,hedgehog,,,,"nured[page 1021, revision 2744, 2025-12-08]",,,nured:1021:form:5,,,,noun dialect:Pr:nured-Pr-z:Zum%C3%BA
Dm,n2426,ċuwā́r,porcupine,,,,"nured[page 1040, revision 2828, 2025-12-28]",,,nured:1040:form:1,,,,noun
Kt,n839,marë́n̆iŋ,(back of) neck,,,,"nured[page 1058, revision 2812, 2025-12-09]",,,nured:1058:form:1,,,,noun m dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n839,marë́n̆iŋ-aži,base of skull,,,,"nured[page 1058, revision 2812, 2025-12-09]",,,nured:1058:form:2,,,,noun m dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Ash,n839,maraṇík,back of neck,,,,"nured[page 1058, revision 2812, 2025-12-09]",,,nured:1058:form:3,,,,noun dialect:Ash:nured-Ash-s:Sam%C3%AB%CC%81%20%28W%C4%81m%C4%81%29
Pr,n839,mëníg,"neck, neck vertebrae",,,,"nured[page 1058, revision 2812, 2025-12-09]",,,nured:1058:form:4,,,,noun dialect:Pr:nured-Pr-i:%E1%B9%A2up%C3%BA%20%28I%E1%B9%A3%E1%B9%ADewi%29
Kt,n749,mün,forehead,,,,"nured[page 1082, revision 2877, 2025-12-31]",,,nured:1082:form:1,,,,noun m dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n749,mǘnë ye-,"to doze off, to sleep",,,,"nured[page 1082, revision 2877, 2025-12-31]",,,nured:1082:form:2,,,,verb multiword-expression dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n749,*Mézir-mün,name of the Tirich Mir,,,,"nured[page 1082, revision 2877, 2025-12-31]",,,nured:1082:form:3,,,,noun proper-noun dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Ash,n749,mun,rock,,,,"nured[page 1082, revision 2877, 2025-12-31]",,,nured:1082:form:4,,,,noun dialect:Ash:nured-Ash-tt:Tit%C3%ADn
Pr,n749,münd,"summit, peak, high plateau; clan chief, (pre-Islamic) clan priest",,,,"nured[page 1082, revision 2877, 2025-12-31]",,,nured:1082:form:5,,,,noun
Kt,nured-1083,nanë́vay,"sovereign, ruling, presiding over sth.; owner, master, custodian; epithet of God",,,,"nured[page 1083, revision 3412, 2026-03-12]",,,nured:1083:form:1,,,,noun adj
Pr,nured-1083,nënuni,"god, goddess",,,,"nured[page 1083, revision 3412, 2026-03-12]",,,nured:1083:form:2,,,,noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29 dialect:Pr:nured-Pr-i:%E1%B9%A2up%C3%BA%20%28I%E1%B9%A3%E1%B9%ADewi%29 loanword
Wg,nured-1088,mudá,neck,,,,"nured[page 1088, revision 3401, 2026-03-12]",,,nured:1088:form:1,,,,noun dialect:Wg:nured-Wg-n:Ni%C5%A1eygr%C4%81m
Gmb,nured-1088,mōdá,neck,,,,"nured[page 1088, revision 3401, 2026-03-12]",,,nured:1088:form:2,,,,noun dialect:Gmb:nured-Gmb-gm:Gimir%C3%AD%20%28Gamb%C4%ABr%29
Ash,nured-1088,mandë́,neck,,,,"nured[page 1088, revision 3401, 2026-03-12]",,,nured:1088:form:3,,,,noun m dialect:Ash:nured-Ash-s:Sam%C3%AB%CC%81%20%28W%C4%81m%C4%81%29 dialect:Ash:nured-Ash-tt:Tit%C3%ADn
Kt,n3459,agr̆ë́,shoulder,,,,"nured[page 1117, revision 3440, 2026-04-07]",,,nured:1117:form:1,,,,noun m dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Ash,n3459,aklë,shoulder (top of),,,,"nured[page 1117, revision 3440, 2026-04-07]",,,nured:1117:form:2,,,,noun dialect:Ash:nured-Ash-tt:Tit%C3%ADn
Pr,n3459,ukú,"shoulder, upper arm",,,,"nured[page 1117, revision 3440, 2026-04-07]",,,nured:1117:form:3,,,,noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29 dialect:Pr:nured-Pr-z:Zum%C3%BA dialect:Pr:nured-Pr-d:W%C3%BC%C4%8B%C7%98%20%28Dewa%29 dialect:Pr:nured-Pr-pr:Se%C4%8D%20%28Pronj%CC%88%29 dialect:Pr:nured-Pr-i:%E1%B9%A2up%C3%BA%20%28I%E1%B9%A3%E1%B9%ADewi%29
Kt,n3415,aċë́,a dish made from flour and ghee (Persian kāčī),,,,"nured[page 1138, revision 3081, 2026-01-29]",,,nured:1138:form:1,,,,noun m dialect:Kt:nured-Kt-w:Western%20Kat%C3%AB dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n3417,pr̆oċ,black or white spot (on coat of livestock),,,,"nured[page 1151, revision 3710, 2026-08-04]",,,nured:1151:form:1,,,,noun m dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n3417,pr̆óċ-ā,"having spots, spotted",,,,"nured[page 1151, revision 3710, 2026-08-04]",,,nured:1151:form:2,,,,adj f
Kt,n3417,pr̆oċ-pr̆oċ,piebald,,,,"nured[page 1151, revision 3710, 2026-08-04]",,,nured:1151:form:3,,,,adj dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB
Kt,n3417,nazúr̆-pr̆oċ,front outer sole of traditional leather shoes,,,,"nured[page 1151, revision 3710, 2026-08-04]",,,nured:1151:form:4,,,,noun m dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Kt,n3417,kṭë́-pr̆oċ,rear outer sole of traditional leather shoes,,,,"nured[page 1151, revision 3710, 2026-08-04]",,,nured:1151:form:5,,,,noun m
Pr,n3417,paċ,spot,,,,"nured[page 1151, revision 3710, 2026-08-04]",,,nured:1151:form:6,,,,noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29 dialect:Pr:nured-Pr-i:%E1%B9%A2up%C3%BA%20%28I%E1%B9%A3%E1%B9%ADewi%29 loanword
Kt,n3417,pr̆oċ,wheel of cheese,,,,"nured[page 1151, revision 3710, 2026-08-04]",,,nured:1151:form:7,,,,noun f dialect:Kt:nured-Kt-w:Western%20Kat%C3%AB dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB
Kt,n3417,pr̆óċ ku-,to form [cheese] into a wheel,,,,"nured[page 1151, revision 3710, 2026-08-04]",,,nured:1151:form:8,,,,verb multiword-expression dialect:Kt:nured-Kt-w:Western%20Kat%C3%AB
Kt,n3417,kil-pr̆óċ,small cheese,,,,"nured[page 1151, revision 3710, 2026-08-04]",,,nured:1151:form:9,,,,noun f dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Pr,n3417,pāċë́,a type of wheat bread,,,,"nured[page 1151, revision 3710, 2026-08-04]",,,nured:1151:form:10,,,,noun dialect:Pr:nured-Pr-p:Wu%E1%B9%A3%C7%98t%20%28Pa%E1%B9%A3k%C3%AD%29 loanword
Kt,n3417,pr̆aċúk,small round bread,,,,"nured[page 1151, revision 3710, 2026-08-04]",,,nured:1151:form:11,,,,noun f dialect:Kt:nured-Kt-w:Western%20Kat%C3%AB dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
Pr,n372,wëz,"arm, cubit, sleeve",,,,"nured[page 1209, revision 3176, 2026-01-29]",,,nured:1209:form:1,,,,noun
Kt,nured-1211,ačén̆,eye(s),,,,"nured[page 1211, revision 3221, 2026-01-30]",,,nured:1211:form:1,,,,noun f dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB
Wg,nured-1211,ačë́-,eye(s),,,,"nured[page 1211, revision 3221, 2026-01-30]",,,nured:1211:form:2,,,,noun dialect:Wg:nured-Wg-z:%E1%BA%92%C3%B6n%C4%8Digal%20%28Arans%29
Gmb,nured-1211,ac̣ə́-,eye,,,,"nured[page 1211, revision 3221, 2026-01-30]",,,nured:1211:form:3,,,,noun
Ash,nured-1211,aċĩ́,eye,,,,"nured[page 1211, revision 3221, 2026-01-30]",,,nured:1211:form:4,,,,noun dialect:Ash:nured-Ash-s:Sam%C3%AB%CC%81%20%28W%C4%81m%C4%81%29 dialect:Ash:nured-Ash-tt:Tit%C3%ADn
Pr,nured-1211,iží,eye,,,,"nured[page 1211, revision 3221, 2026-01-30]",,,nured:1211:form:5,,,,noun
Kt,nured-1304,-van̆i,"nominal suffix that derives nouns referring to people associated with a place, activity or property, demonyms, job titles and ownership titles",,,,"nured[page 1304, revision 3427, 2026-04-07]",,,nured:1304:form:1,,,,noun m suffix dialect:Kt:nured-Kt-ne:Northeastern%20Kat%C3%AB dialect:Kt:nured-Kt-se:Southeastern%20Kat%C3%AB
