loke_ghiling,,cepa,waist,,cepa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:16:loke_ghiling:1
loke_chhosher,,cepa,waist,,cepa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:16:loke_chhosher:1
loke_jharkot,,cepa,waist,,cepa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:16:loke_jharkot:1
loke_kagbeni,,cepa,waist,,cepa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:16:loke_kagbeni:1
loke_lo_manthang,,la̤kpa,hand,,la̤kpa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:17:loke_lo_manthang:1
loke_chhosher,,la̤kpa,hand,,la̤kpa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:17:loke_chhosher:1
loke_jharkot,,la̤kpa,hand,,la̤kpa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:17:loke_jharkot:1
loke_kagbeni,,la̤kpa,hand,,la̤kpa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:17:loke_kagbeni:1
loke_ghiling,,la̤kka,hand,,la̤kka,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:17:loke_ghiling:1
loke_lo_manthang,,puŋba,whole arm,,puŋba,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:18:loke_lo_manthang:1
loke_ghiling,,puŋba,whole arm,,puŋba,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:18:loke_ghiling:1
loke_chhosher,,puŋba,whole arm,,puŋba,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:18:loke_chhosher:1
loke_jharkot,,puŋba,whole arm,,puŋba,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:18:loke_jharkot:1
loke_kagbeni,,puŋba,whole arm,,puŋba,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:18:loke_kagbeni:1
loke_lo_manthang,,rœ̤tœ̤ʔ,shoulder,,rœ̤tœ̤ʔ,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:19:loke_lo_manthang:1
loke_jharkot,,rœ̤tœ̤ʔ,shoulder,,rœ̤tœ̤ʔ,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:19:loke_jharkot:1
loke_kagbeni,,rœ̤tœ̤ʔ,shoulder,,rœ̤tœ̤ʔ,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:19:loke_kagbeni:1
loke_ghiling,,rœ̤teʔ,shoulder,,rœ̤teʔ,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:19:loke_ghiling:1
loke_lo_manthang,,soka,shoulder,,soka,Source lexical-similarity group 3,khadgi-marcuson-marcuson2021mustang[p. 127],,,mustang:19:loke_lo_manthang:2
loke_lo_manthang,,soka,shoulder,,soka,Source lexical-similarity group 4,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:19:loke_lo_manthang:3
loke_chhosher,,sõa,shoulder,,sõa,Source lexical-similarity group 4,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:19:loke_chhosher:1
loke_jharkot,,sokokpa,shoulder,,sokokpa,Source lexical-similarity group 5,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:19:loke_jharkot:2
loke_kagbeni,,sokokpa,shoulder,,sokokpa,Source lexical-similarity group 5,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:19:loke_kagbeni:2
loke_lo_manthang,,ʈʰakpa,shoulder,,ʈʰakpa,Source lexical-similarity group 6,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:19:loke_lo_manthang:4
loke_ghiling,,ʈʰakpa,shoulder,,ʈʰakpa,Source lexical-similarity group 6,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:19:loke_ghiling:2
loke_chhosher,,ʈʰakpa,shoulder,,ʈʰakpa,Source lexical-similarity group 6,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:19:loke_chhosher:2
loke_ghiling,,ʈʰṳŋdzima,elbow,,ʈʰṳŋdzima,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:20:loke_ghiling:1
loke_lo_manthang,,ʈiʑima,elbow,,ʈiʑima,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:20:loke_lo_manthang:1
loke_chhosher,,ʈiʑima,elbow,,ʈiʑima,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:20:loke_chhosher:1
loke_ghiling,,ʈʰṳŋdzima,elbow,,ʈʰṳŋdzima,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:20:loke_ghiling:2
loke_lo_manthang,,ʈiʑima,elbow,,ʈiʑima,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:20:loke_lo_manthang:2
loke_chhosher,,ʈiʑima,elbow,,ʈiʑima,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:20:loke_chhosher:2
loke_jharkot,,ti̤ndzima,elbow,,ti̤ndzima,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:20:loke_jharkot:1
loke_kagbeni,,ti̤ndʑima,elbow,,ti̤ndʑima,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:20:loke_kagbeni:1
loke_lo_manthang,,tsʰigwa,"joint (e.g., wrist)",,tsʰigwa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:21:loke_lo_manthang:1
loke_chhosher,,tsʰigwa,"joint (e.g., wrist)",,tsʰigwa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:21:loke_chhosher:1
loke_jharkot,,tsʰigwa,"joint (e.g., wrist)",,tsʰigwa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:21:loke_jharkot:1
loke_ghiling,,tsiwa,"joint (e.g., wrist)",,tsiwa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:21:loke_ghiling:1
loke_kagbeni,,tsʰiwa,"joint (e.g., wrist)",,tsʰiwa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:21:loke_kagbeni:1
loke_jharkot,,le̤ktil,palm of hand,,le̤ktil,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:22:loke_jharkot:1
